G_mM,theta,p0_H,p1_H,p2_H,p3_H,p0_R,p1_R,p2_R,p3_R,UT_H,UR,UT_R
7.059149002197973921e+00,1.527170581567260099e-01,6.082545815196915839e-01,3.289014060567039821e-01,5.928226885733960810e-02,3.561743566264964633e-03,8.338332830887650315e-01,2.009378451385048989e-02,1.614072358259317753e-04,1.459115251615585584e-01,1.327408484570685634e-03,7.364537920057087801e-03,5.915708451995778090e-05
7.135942122381377040e+00,1.525890249644327457e-01,6.085303638134070825e-01,3.287249903919713945e-01,5.919185288253805965e-02,3.552792912083593043e-03,8.342113426420725286e-01,1.972174104976803094e-02,1.554150809482928840e-04,1.459115012272112211e-01,1.326272822757303344e-03,7.365524133586355549e-03,5.804322886905548891e-05
7.213570638347702513e+00,1.524635146688619325e-01,6.088007927109417849e-01,3.285519037695495692e-01,5.910327032148934845e-02,3.544033198019162518e-03,8.345820634263041438e-01,1.935680777936101341e-02,1.496501557793251545e-04,1.459114786385553864e-01,1.325161210942112132e-03,7.366499963341138074e-03,5.695142916270592618e-05
7.292043637969834791e+00,1.523404767016523498e-01,6.090659723979693352e-01,3.283820851212382874e-01,5.901648245865880743e-02,3.535460022133751681e-03,8.349455882656734440e-01,1.899885068273057115e-02,1.441037325615675312e-04,1.459114573190344599e-01,1.324073142548713982e-03,7.367465516226880812e-03,5.588123714093735548e-05
7.371370307983299952e+00,1.522198614966601971e-01,6.093260051189027804e-01,3.282154743655176232e-01,5.893145142227568939e-02,3.527069093303851054e-03,8.353020573231932921e-01,1.864773806011737686e-02,1.387674202044989716e-04,1.459114371964847501e-01,1.323008121584406472e-03,7.368420898099954305e-03,5.483221373626531253e-05
7.451559935061723650e+00,1.521016204710839148e-01,6.095809912084116933e-01,3.280520123980505409e-01,5.884814016541228821e-02,3.518856228125560003e-03,8.356516081438808419e-01,1.830334050186854453e-02,1.336331513685304752e-04,1.459114182028820594e-01,1.321965662421799737e-03,7.369366213776842173e-03,5.380392888583580938e-05
7.532621906904060083e+00,1.519857060068975363e-01,6.098310291226364255e-01,3.278916410819509020e-01,5.876651244749643566e-02,3.510817347916278530e-03,8.359943756975484197e-01,1.796553085831310501e-02,1.286931700354607643e-04,1.459114002741028482e-01,1.320945289584855679e-03,7.370301567043274424e-03,5.279596134735013328e-05
7.614565713333540486e+00,1.518720714325900445e-01,6.100762154700973827e-01,3.277343032378445264e-01,5.868653281624836016e-02,3.502948475809610114e-03,8.363304924211764080e-01,1.763418420957645061e-02,1.239400195477880667e-04,1.459113833496993584e-01,1.319946537539260075e-03,7.371227060663301800e-03,5.180789851869960927e-05
7.697400947408684857e+00,1.517606710052069596e-01,6.103166450422908840e-01,3.275799426337375753e-01,5.860816659003131174e-02,3.495245733940223823e-03,8.366600882608538070e-01,1.730917783535879453e-02,1.193665310998096610e-04,1.459113673726874782e-01,1.318968950487040210e-03,7.372142796388313733e-03,5.083933626123517759e-05
7.781137306546329846e+00,1.516514598926921309e-01,6.105524108439623898e-01,3.274285039747145687e-01,5.853137984060742538e-02,3.487705340715672054e-03,8.369832907132819244e-01,1.699039118470677470e-02,1.149658126640945143e-04,1.459113522893471515e-01,1.318012082165348877e-03,7.373048874966008602e-03,4.988987872660241064e-05
7.865784593656868218e+00,1.515443941565254027e-01,6.107836041230566559e-01,3.272799328924825835e-01,5.845613937628863638e-02,3.480323608172119446e-03,8.373002248668294234e-01,1.667770584579916088e-02,1.107312383373764943e-04,1.459113380490341116e-01,1.317075495649327804e-03,7.373945396149296332e-03,4.895913818707136076e-05
7.951352718291917476e+00,1.514394307346538238e-01,6.110103144003353748e-01,3.271341759347789480e-01,5.838241272547448069e-02,3.473096939411186596e-03,8.376110134421344000e-01,1.637100551577236329e-02,1.066564380905450724e-04,1.459113246040026624e-01,1.316158763158975899e-03,7.374832458705143749e-03,4.804673486929179568e-05
8.037851697804354600e+00,1.513365274247127634e-01,6.112326294986591968e-01,3.269911805546587003e-01,5.831016812056712129e-02,3.466021826115131717e-03,8.379157768322469391e-01,1.607017597060638250e-02,1.027352879078829436e-04,1.459113119092387001e-01,1.315261465869937540e-03,7.375710160423367030e-03,4.715229679140840361e-05
8.125291658521103244e+00,1.512356428675335485e-01,6.114506355719301345e-01,3.268508950996768525e-01,5.823937448225530861e-02,3.459094846137712644e-03,8.382146331423049324e-01,1.577510503509152798e-02,9.896190030122505369e-05,1.459112999223022289e-01,1.314383193728137179e-03,7.376578598125372969e-03,4.627545960346737190e-05
8.213682836928541064e+00,1.511367365309345956e-01,6.116644171336913516e-01,3.267132688009815045e-01,5.817000140415880954e-02,3.452312661168203435e-03,8.385076982287396063e-01,1.548568255289609584e-02,9.533061518522193399e-05,1.459112886031790901e-01,1.313523545268185022e-03,7.377437867672826527e-03,4.541586643105216016e-05
8.303035580870927745e+00,1.510397686937923756e-01,6.118740570853797855e-01,3.265782517623295744e-01,5.810201913782468697e-02,3.445672014466075791e-03,8.387950857380057634e-01,1.520180035675229406e-02,9.183599110034829311e-05,1.459112779141413796e-01,1.312682127435475495e-03,7.378288063976275006e-03,4.457316772208237904e-05
8.393360350761797761e+00,1.509447004303887396e-01,6.120796367442291608e-01,3.264457949490393029e-01,5.803539857806745000e-02,3.439169728663979148e-03,8.390769071448360705e-01,1.492335223877737024e-02,8.847279677077303289e-05,1.459112678196157753e-01,1.311858555411907386e-03,7.379129281003707179e-03,4.374702109671501867e-05
8.484667720808515057e+00,1.508514935950316105e-01,6.122812358708240588e-01,3.263158501768940178e-01,5.797011124864528964e-02,3.432802703636763861e-03,8.393532717900088480e-01,1.465023392094704641e-02,8.523600298467412127e-05,1.459112582860594698e-01,1.311052452445157779e-03,7.379961611789059503e-03,4.293709120028649148e-05
8.576968380250244550e+00,1.507601108069449580e-01,6.124789326962978286e-01,3.261883701010038217e-01,5.790612928826408684e-02,3.426567914434294499e-03,8.396242869176370194e-01,1.438234302573444638e-02,8.212077478498163482e-05,1.459112492818434859e-01,1.310263449681429559e-03,7.380785148440656418e-03,4.214304955923417099e-05
8.670273134609255195e+00,1.506705154354250897e-01,6.126728039491787792e-01,3.260633082046431874e-01,5.784342543690207394e-02,3.420462409275978975e-03,8.398900577119684518e-01,1.411957904692997569e-02,7.912246395899645806e-05,1.459112407771424313e-01,1.309491186001615235e-03,7.381599982149603806e-03,4.136457443994062124e-05
8.764592906955980922e+00,1.505826715852594810e-01,6.128629248818788788e-01,3.259406187880685701e-01,5.778197302244752337e-02,3.414483307604937890e-03,8.401506873336991310e-01,1.386184332065433164e-02,7.623660181571245112e-05,1.459112327438308876e-01,1.308735307860800978e-03,7.382406203198117398e-03,4.060135071044018766e-05
8.859938739187729340e+00,1.504965440824047318e-01,6.130493692968275177e-01,3.258202569573305785e-01,5.772174594764200445e-02,3.408627798199852146e-03,8.404062769557971713e-01,1.360903899657694115e-02,7.345889224008147404e-05,1.459112251553857098e-01,1.307995469131047759e-03,7.383203900967789599e-03,3.985306970493350217e-05
8.956321793321325941e+00,1.504120984599201238e-01,6.132322095722472222e-01,3.257021786130879226e-01,5.766271867732235962e-02,3.402893137342587974e-03,8.406569257988411037e-01,1.336107100935126496e-02,7.078520501384016753e-05,1.459112179867938230e-01,1.307271330947383471e-03,7.383993163947806006e-03,3.911942909105288701e-05
9.053753352799898124e+00,1.503293009441533379e-01,6.134115166875737657e-01,3.255863404394324090e-01,5.760486622595415579e-02,3.397276647039771443e-03,8.409027311658641146e-01,1.311784605027736285e-02,6.821156939289168349e-05,1.459112112144656248e-01,1.306562561556941834e-03,7.384774079743104680e-03,3.840013273982385774e-05
9.152244823813743935e+00,1.502481184411746107e-01,6.135873602485194533e-01,3.254726998927340853e-01,5.754816414545012998e-02,3.391775713296525229e-03,8.411437884767142270e-01,1.287927253920107332e-02,6.573416793158698933e-05,1.459112048161531894e-01,1.305868836171189323e-03,7.385546735082471233e-03,3.769489059827055473e-05
9.251807736635694113e+00,1.501685185234559738e-01,6.137598085117799140e-01,3.253612151905126981e-01,5.749258851326655151e-02,3.386387784440686704e-03,8.413801913019230971e-01,1.264526059665895853e-02,6.334933054460899714e-05,1.459111987708732461e-01,1.305189836821169652e-03,7.386311215826572331e-03,3.700341856461086625e-05
9.352453746970933679e+00,1.500904694167922437e-01,6.139289284093865096e-01,3.252518453003460097e-01,5.743811592077155415e-02,3.381110369495861530e-03,8.416120313960898658e-01,1.241572201627794483e-02,6.105352879749918293e-05,1.459111930588345984e-01,1.304525252215716366e-03,7.387067606975945833e-03,3.632543836599081392e-05
9.454194637321480243e+00,1.500139399874597101e-01,6.140947855727026949e-01,3.251445499288172503e-01,5.738472346187838830e-02,3.375941036601702062e-03,8.418393987307775106e-01,1.219057023743549614e-02,5.884337041716989058e-05,1.459111876613697623e-01,1.303874777602565026e-03,7.387815992678925005e-03,3.566067743870769718e-05
9.557042318365619238e+00,1.499388997296096926e-01,6.142574443560687714e-01,3.250392895105130853e-01,5.733238872193809066e-02,3.370877411479920871e-03,8.420623815269262513e-01,1.196972031818916565e-02,5.671559401409548864e-05,1.459111825608705726e-01,1.303238114632314457e-03,7.388556456239496820e-03,3.500886881087114086e-05
9.661008830352198373e+00,1.498653187528930508e-01,6.144169678600949203e-01,3.249360251970753177e-01,5.728108976688509740e-02,3.365917175944537539e-03,8.422810662867837861e-01,1.175308890848058251e-02,5.466706400814681571e-05,1.459111777407274269e-01,1.302614971225173317e-03,7.389289080125113415e-03,3.436975098745524227e-05
9.766106344510230741e+00,1.497931677703122910e-01,6.145734179546030740e-01,3.248347188463122093e-01,5.723080513262995134e-02,3.361058066454942345e-03,8.424955378253575766e-01,1.154059422361989988e-02,5.269476575034284880e-05,1.459111731852721083e-01,1.302005061440441236e-03,7.390013945974446309e-03,3.374306783769239843e-05
9.872347164473698200e+00,1.497224180862977982e-01,6.147268553012206205e-01,3.247353330113756376e-01,5.718151381469323974e-02,3.356297872710404216e-03,8.427058793013874061e-01,1.133215601805575429e-02,5.079580083307238647e-05,1.459111688797238293e-01,1.301408105348669450e-03,7.390731134605074693e-03,3.312856848476358870e-05
9.979743727721984925e+00,1.496530415850050588e-01,6.148773393756299388e-01,3.246378309300098630e-01,5.713319525807560029e-02,3.351634436284719326e-03,8.429121722478435386e-01,1.112769555943624034e-02,4.896738258162136560e-05,1.459111648101385772e-01,1.300823828906441312e-03,7.391440726021127755e-03,3.252600719773757058e-05
1.008830860703589494e+01,1.495850107188289035e-01,6.150249284894701018e-01,3.245421765138727932e-01,5.708582934735742520e-02,3.347065649299683227e-03,8.431144966019552545e-01,1.092713560296345969e-02,4.720683172008244928e-05,1.459111609633610418e-01,1.300251963833728422e-03,7.392142799420847211e-03,3.193514328571545784e-05
1.019805451196948987e+01,1.495182984971318296e-01,6.151696798119005161e-01,3.244483343379395701e-01,5.703939639702369085e-02,3.342589453136185235e-03,8.433129307347687620e-01,1.073040036604646502e-02,4.551157220500527326e-05,1.459111573269796791e-01,1.299692247493766878e-03,7.392837433204132482e-03,3.135574099413601884e-05
1.030899429033806136e+01,1.494528784751828487e-01,6.153116493908230566e-01,3.243562696299870929e-01,5.699387714200813970e-02,3.338203837181724209e-03,8.435075514802399255e-01,1.053741550325538838e-02,4.387912722037564365e-05,1.459111538892841342e-01,1.299144422775398581e-03,7.393524704979980051e-03,3.078756940319773039e-05
1.042114092972212802e+01,1.493887247433038079e-01,6.154508921737672500e-01,3.242659482601675802e-01,5.694925272845214465e-02,3.333906837613212059e-03,8.436984341638665841e-01,1.034810808158027548e-02,4.230711532776130433e-05,1.459111506392252178e-01,1.298608237977837230e-03,7.394204691573902019e-03,3.023040232835651981e-05
1.053450755898793290e+01,1.493258119162191866e-01,6.155874620284427223e-01,3.241773367306708953e-01,5.690550470467246880e-02,3.329696536213914027e-03,8.438856526308621264e-01,1.016240655599500754e-02,4.079324676566707772e-05,1.459111475663770752e-01,1.298083446697802451e-03,7.394877469035276984e-03,2.968401822285623016e-05
1.064910744982441315e+01,1.492641151226071217e-01,6.157214117629599137e-01,3.240904021654825162e-01,5.686261501233415283e-02,3.325571059223528681e-03,8.440692792738743178e-01,9.980240745331384750e-03,3.933531989240657907e-05,1.459111446609017149e-01,1.297569807718978443e-03,7.395543112644637623e-03,2.914820008225186605e-05
1.076495401829685150e+01,1.492036099948471639e-01,6.158527931457216109e-01,3.240051123002355982e-01,5.682056597782252777e-02,3.321528576220282233e-03,8.442493850602561523e-01,9.801541808461253225e-03,3.793121776695446612e-05,1.459111419135154519e-01,1.297067084903747065e-03,7.396201696920913157e-03,2.862273535088549767e-05
1.088206082641755934e+01,1.491442726589627399e-01,6.159816569249908502e-01,3.239214354721645095e-01,5.677934030381068947e-02,3.317567299034128621e-03,8.444260395588885082e-01,9.626242220791577861e-03,3.657890486250933764e-05,1.459111393154572112e-01,1.296575047087153952e-03,7.396853295628605038e-03,2.810741583027488046e-05
1.100044158373347791e+01,1.490860797247542391e-01,6.161080528481347462e-01,3.238393406101581773e-01,5.673892106101723065e-02,3.313685480690032291e-03,8.445993109665627108e-01,9.454275751070740155e-03,3.527642390764506252e-05,1.459111368584588841e-01,1.296093467973058640e-03,7.397497981784911456e-03,2.760203758937751755e-05
1.112011014893122862e+01,1.490290082761201174e-01,6.162320296805509079e-01,3.237587972249184598e-01,5.669929168015033077e-02,3.309881414380435542e-03,8.447692661339243347e-01,9.285577438508361287e-03,3.402189285015428240e-05,1.459111345347172406e-01,1.295622126032425561e-03,7.398135827666791134e-03,2.710640087669107258e-05
1.124108053145943309e+01,1.489730358615622974e-01,6.163536352242781069e-01,3.236797753992228799e-01,5.666043594403304129e-02,3.306153432465977569e-03,8.449359705909865736e-01,9.120083570207295626e-03,3.281350193884633435e-05,1.459111323368673108e-01,1.295160804403714706e-03,7.398766904817985490e-03,2.662031003415458148e-05
1.136336689316887139e+01,1.489181404848736734e-01,6.164729163362931974e-01,3.236022457782966044e-01,5.662233797990673390e-02,3.302499905503659006e-03,8.450994885722129535e-01,8.957731658910481759e-03,3.164951091877297513e-05,1.459111302579576552e-01,1.294709290795326194e-03,7.399391284055967070e-03,2.614357341281270226e-05
1.148698354997035231e+01,1.488643005960034738e-01,6.165899189464997265e-01,3.235261795602912827e-01,5.658498225190723707e-02,3.298919241301531691e-03,8.452598830411786057e-01,8.798460421059049741e-03,3.052824633548089305e-05,1.459111282914268004e-01,1.294267377390059728e-03,7.400009035478843748e-03,2.567600329020871842e-05
1.161194497351062793e+01,1.488114950820986215e-01,6.167046880754132321e-01,3.234515484868766277e-01,5.654835355371083672e-02,3.295409883999181593e-03,8.454172157148102107e-01,8.642209755164666565e-03,2.944809894410691561e-05,1.459111264310810063e-01,1.293834860751546861e-03,7.400620228472198740e-03,2.521741578947087636e-05
1.173826579286664717e+01,1.487597032587170964e-01,6.168172678515402296e-01,3.233783248339413552e-01,5.651243700134519349e-02,3.291970313173164884e-03,8.455715470872148254e-01,8.488920720492549796e-03,2.840752121924425245e-05,1.459111246710734222e-01,1.293411541732617485e-03,7.401224931715882915e-03,2.476763080005745738e-05
1.186596079625807398e+01,1.487089048612110220e-01,6.169277015284624355e-01,3.233064814024088074e-01,5.647721802616211678e-02,3.288599042966672010e-03,8.457229364530973736e-01,8.338535516056263044e-03,2.740502496169748971e-05,1.459111230058844633e-01,1.292997225385559331e-03,7.401823213190760267e-03,2.432647190012820359e-05
1.199504493277860817e+01,1.486590800362763143e-01,6.170360315016242270e-01,3.232359915091648772e-01,5.644268236796794874e-02,3.285294621242688170e-03,8.458714419307757915e-01,8.190997459922568988e-03,2.643917899837261773e-05,1.459111214303032145e-01,1.292591720874231237e-03,7.402415140185371854e-03,2.389376628050788467e-05
1.212553331414602020e+01,1.486102093336657826e-01,6.171422993248306677e-01,3.231668289781013947e-01,5.640881606830812356e-02,3.282055628759921601e-03,8.460171204847939386e-01,8.046250968824365801e-03,2.550860697169177689e-05,1.459111199394098612e-01,1.292194841388000920e-03,7.403000779302577189e-03,2.346934467021093954e-05
1.225744121647122498e+01,1.485622736980632963e-01,6.172465457264540989e-01,3.230989681312728123e-01,5.637560546390225913e-02,3.278880678370848286e-03,8.461600279481438225e-01,7.904241538081713953e-03,2.461198521507299841e-05,1.459111185285593415e-01,1.291806404057454973e-03,7.403580196466114961e-03,2.305304126349515815e-05
1.239078408204671966e+01,1.485152544611155201e-01,6.173488106253620655e-01,3.230323837801707398e-01,5.634303718022616592e-02,3.275768414241173130e-03,8.463002190440958028e-01,7.764915721827294823e-03,2.374804071112543655e-05,1.459111171933656637e-01,1.291426229871859427e-03,7.404153456927130804e-03,2.264469364841302602e-05
1.252557752115430389e+01,1.484691333336193020e-01,6.174491331465600252e-01,3.229670512171120556e-01,5.631109812523771296e-02,3.272717511090122555e-03,8.464377474076461016e-01,7.628221113537099127e-03,2.291554912936748275e-05,1.459111159296873628e-01,1.291054143598328570e-03,7.404720625270633932e-03,2.224414273683141048e-05
1.266183731389264189e+01,1.484238923978611624e-01,6.175475516365612760e-01,3.229029462067450340e-01,5.627977548324289425e-02,3.269726673450902826e-03,8.465726656065838407e-01,7.494106326862085520e-03,2.211333294036591670e-05,1.459111147336135672e-01,1.290689973702668436e-03,7.405281765421912153e-03,2.185123269588869576e-05
1.279957941202452965e+01,1.483795141001064966e-01,6.176441036784807714e-01,3.228400449776694381e-01,5.624905670889887577e-02,3.266794634950742973e-03,8.467050251621857093e-01,7.362520976759681819e-03,2.134025960333434227e-05,1.459111136014510368e-01,1.290333552271858515e-03,7.405836940652892227e-03,2.146581088086126906e-05
1.293881994084443043e+01,1.483359812432361036e-01,6.177388261068628150e-01,3.227783242141760711e-01,5.621892952135116445e-02,3.263920157609972398e-03,8.468348765695397073e-01,7.233415660923800047e-03,2.059523982434102163e-05,1.459111125297119504e-01,1.289984714938142638e-03,7.406386213588437781e-03,2.108772776940981652e-05
1.307957520106621097e+01,1.482932769795266559e-01,6.178317550222403032e-01,3.227177610480988501e-01,5.618938189850127690e-02,3.261102031159519073e-03,8.469622693175065109e-01,7.106741941508882762e-03,1.987722588236808040e-05,1.459111115151021099e-01,1.289643300804695211e-03,7.406929646212607327e-03,2.071683689717817838e-05
1.322186167073139273e+01,1.482513848035733328e-01,6.179229258054350638e-01,3.226583330507859504e-01,5.616040207140248625e-02,3.258339072376346089e-03,8.470872519083211261e-01,6.982452327147998898e-03,1.918521002059700667e-05,1.459111105545102816e-01,1.289309152372826147e-03,7.407467299874852425e-03,2.035299479471705845e-05
1.336569600713832706e+01,1.482102885453516206e-01,6.180123731315981805e-01,3.226000182251854143e-01,5.613197851878033717e-02,3.255630124436276630e-03,8.472098718768408254e-01,6.860500255261215222e-03,1.851822290037450001e-05,1.459111096449976219e-01,1.288982115470698690e-03,7.407999235296163811e-03,1.999606092570516456e-05
1.351109504879211975e+01,1.481699723634156418e-01,6.181001309839954105e-01,3.225427949980458342e-01,5.610409996167498720e-02,3.252974056283693474e-03,8.473301758094449188e-01,6.740840074651298711e-03,1.787533211541676934e-05,1.459111087837882681e-01,1.288662039183528698e-03,7.408525512575166345e-03,1.964589762644248057e-05
1.365807581737599996e+01,1.481304207382307669e-01,6.181862326675457986e-01,3.224866422122335541e-01,5.607675535820288298e-02,3.250369762017639441e-03,8.474482093625913537e-01,6.623427028384843394e-03,1.725564076390994904e-05,1.459111079682598733e-01,1.288348775785228299e-03,7.409046191194167130e-03,1.930237004658857865e-05
1.380665551974398042e+01,1.480916184656378698e-01,6.182707108221086045e-01,3.224315391191627800e-01,5.604993389843465623e-02,3.247816160293836955e-03,8.475640172810330331e-01,6.508217236955459763e-03,1.665828607624792498e-05,1.459111071959352246e-01,1.288042180671475703e-03,7.409561330025140301e-03,1.896534609112160083e-05
1.395685154993519994e+01,1.480535506504473409e-01,6.183535974355295339e-01,3.223774653713411542e-01,5.602362499938712270e-02,3.245312193742201732e-03,8.476776434157018425e-01,6.395167681727829782e-03,1.608243809624676238e-05,1.459111064644738887e-01,1.287742112294172148e-03,7.410070987335675395e-03,1.863469636349268530e-05
1.410868149121032822e+01,1.480162027001592218e-01,6.184349238564468276e-01,3.223244010150278505e-01,5.599781830012588724e-02,3.242856828399323221e-03,8.477891307412654953e-01,6.284236188655975726e-03,1.552729841373166159e-05,1.459111057716647453e-01,1.287448432097261465e-03,7.410575220794869342e-03,1.831029410995117180e-05
1.426216311810989268e+01,1.479795603188089892e-01,6.185147208068615399e-01,3.222723264830056333e-01,5.597250365697726410e-02,3.240449053155608668e-03,8.478985213733566395e-01,6.175381412278389999e-03,1.499209894652052905e-05,1.459111051154185212e-01,1.287161004453885819e-03,7.411074087479151661e-03,1.799201516501749940e-05
1.441731439853523788e+01,1.479436095009342145e-01,6.185930183944755578e-01,3.222212225874627189e-01,5.594767113884518278e-02,3.238087879216516602e-03,8.480058565854893260e-01,6.068562819979675740e-03,1.447610076984062421e-05,1.459111044937611013e-01,1.286879696604848996e-03,7.411567643878095787e-03,1.767973789807953761e-05
1.457415349585189723e+01,1.479083365256629867e-01,6.186698461247995828e-01,3.221710705129892660e-01,5.592331102263329440e-02,3.235772339577674180e-03,8.481111768256562877e-01,5.963740676525070700e-03,1.397859299137261654e-05,1.459111039048270608e-01,1.286604378598356661e-03,7.412055945900138457e-03,1.737334316109026018e-05
1.473269877101605019e+01,1.478737279509183544e-01,6.187452329130382900e-01,3.221218518096816141e-01,5.589941378876681771e-02,3.233501488513274274e-03,8.482145217326219067e-01,5.860876028854327888e-03,1.349889167009066398e-05,1.459111033468535046e-01,1.286334923231015163e-03,7.412539048878282605e-03,1.707271423734347176e-05
1.489296878472396912e+01,1.478397706077395346e-01,6.188192070957508895e-01,3.220735483863569337e-01,5.587597011681447873e-02,3.231274401077553673e-03,8.483159301519076489e-01,5.759930691140617738e-03,1.303633877722995459e-05,1.459111028181745151e-01,1.286071205990057002e-03,7.413017007575731752e-03,1.677773679130632655e-05
1.505498229958486611e+01,1.478064515947158097e-01,6.188917964422968598e-01,3.220261425038775660e-01,5.585297088120657477e-02,3.229090172618874922e-03,8.484154401514812927e-01,5.660867230105601222e-03,1.259030119770957006e-05,1.459111023172154631e-01,1.285813104996768024e-03,7.413489876191481885e-03,1.648829881948665708e-05
1.521875828231749495e+01,1.477737582725321408e-01,6.189630281660637445e-01,3.219796167685822219e-01,5.583040714704791407e-02,3.226947918306122959e-03,8.485130890371505030e-01,5.563648950590954941e-03,1.216016977044595891e-05,1.459111018424882056e-01,1.285560500951096188e-03,7.413957708365865630e-03,1.620429060231382869e-05
1.538431590597045684e+01,1.477416782586235267e-01,6.190329289354863374e-01,3.219339541258239290e-01,5.580827016602282059e-02,3.224846772667025810e-03,8.486089133676673057e-01,5.468239881380551615e-03,1.174535836602572458e-05,1.459111013925859790e-01,1.285313277077412830e-03,7.414420557186043523e-03,1.592560465701299083e-05
1.555167455216685646e+01,1.477101994219368053e-01,6.191015248848565911e-01,3.218891378536147818e-01,5.578655137239068446e-02,3.222785889138111374e-03,8.487029489695482320e-01,5.374604761272328869e-03,1.134530300028749602e-05,1.459111009661791802e-01,1.285071319071404107e-03,7.414878475191449304e-03,1.565213569145168499e-05
1.572085381337325494e+01,1.476793098777970936e-01,6.191688416249300220e-01,3.218451515563745535e-01,5.576524237906947679e-02,3.220764439625928201e-03,8.487952309516125782e-01,5.282709025394304730e-03,1.095946098239931502e-05,1.459111005620107315e-01,1.284834515048072657e-03,7.415331514379190983e-03,1.538378055893947980e-05
1.589187349519326986e+01,1.476489979828776444e-01,6.192349042533311643e-01,3.218019791587838907e-01,5.574433497380559127e-02,3.218781614079273962e-03,8.488857937192475500e-01,5.192518791763818704e-03,1.058731009609270991e-05,1.459111001788923057e-01,1.284602755490819349e-03,7.415779726209398119e-03,1.512043821396099755e-05
1.606475361868632135e+01,1.476192523302705117e-01,6.192997373647606274e-01,3.217596048997393710e-01,5.572382111542797944e-02,3.216836620072081616e-03,8.489746709884021802e-01,5.104000848084808140e-03,1.022834781274895011e-05,1.459110998157004124e-01,1.284375933201592750e-03,7.416223161610521405e-03,1.486200966882284009e-05
1.623951442271132350e+01,1.475900617446564977e-01,6.193633650610083086e-01,3.217180133264104791e-01,5.570369293018445633e-02,3.214928682396699187e-03,8.490618957993110172e-01,5.017122638781038209e-03,9.882090535096820820e-06,1.459110994713727627e-01,1.284153943252073571e-03,7.416661870984594084e-03,1.460839795119645537e-05
1.641617636629618104e+01,1.475614152775723553e-01,6.194258109607760909e-01,3.216771892883978357e-01,5.568394270815867769e-02,3.213057042667270390e-03,8.491475005299629064e-01,4.931852252261698967e-03,9.548072870323245727e-06,1.459110991449049100e-01,1.283936682935882603e-03,7.417095904212434379e-03,1.435950806253766786e-05
1.659476013103273573e+01,1.475333022027732199e-01,6.194870982093119149e-01,3.216371179319896245e-01,5.566456289976563082e-02,3.211220958932932065e-03,8.492315169093057614e-01,4.848158408415570442e-03,9.225846931444330536e-06,1.459110988353470584e-01,1.283724051721784167e-03,7.417525310658810642e-03,1.411524693736587618e-05
1.677528662349807931e+01,1.475057120116887444e-01,6.195472494878589975e-01,3.215977846945164975e-01,5.564554611232402914e-02,3.209419705300577737e-03,8.493139760302015340e-01,4.766010446331440768e-03,8.914981665835155922e-06,1.459110985418010376e-01,1.283515951207867510e-03,7.417950139177555309e-03,1.387552340338435629e-05
1.695777697770199666e+01,1.474786344089706880e-01,6.196062870229255282e-01,3.215591752988037344e-01,5.562688510670378561e-02,3.207652571566904989e-03,8.493949083621324947e-01,4.685378312240208974e-03,8.615062209850812757e-06,1.459110982634173881e-01,1.283312285076685343e-03,7.418370438116640708e-03,1.364024814242515274e-05
1.714225255756104715e+01,1.474520593081310449e-01,6.196642325953731767e-01,3.215212757477202143e-01,5.560857279404715636e-02,3.205918862859542806e-03,8.494743437636607108e-01,4.606232547677941228e-03,8.325689268527488286e-06,1.459110979993927248e-01,1.283112959051331287e-03,7.418786255323194141e-03,1.340933365220134331e-05
1.732873495939973196e+01,1.474259768272674909e-01,6.197211075493327392e-01,3.214840723188192584e-01,5.559060223256124394e-02,3.204217899286930168e-03,8.495523114946511578e-01,4.528544277862287665e-03,8.046478519366371038e-06,1.459110977489671557e-01,1.282917880852433917e-03,7.419197638148481745e-03,1.318269420884987322e-05
1.751724601447861929e+01,1.474003772848762328e-01,6.197769328009461454e-01,3.214475515590760613e-01,5.557296662438112461e-02,3.202549015596817088e-03,8.496288402282544672e-01,4.452285200284339731e-03,7.777060039277669293e-06,1.459110975114219222e-01,1.282726960156049161e-03,7.419604633452842914e-03,1.296024583024929073e-05
1.770780779155020923e+01,1.473752511957490685e-01,6.198317288469400443e-01,3.214117002797155509e-01,5.555565931250121270e-02,3.200911560843064992e-03,8.497039580626608579e-01,4.377427573508242339e-03,7.517077753762476690e-06,1.459110972860771516e-01,1.282540108552436770e-03,7.420007287610580482e-03,1.274190624009587027e-05
1.790044259944245297e+01,1.473505892669537687e-01,6.198855157730336352e-01,3.213765055511319524e-01,5.553867377777382125e-02,3.199304898060571691e-03,8.497776925326252506e-01,4.303944206177650993e-03,7.266188907470833941e-06,1.459110970722895806e-01,1.282357239505696120e-03,7.420405646514804943e-03,1.252759483272299346e-05
1.809517298967036325e+01,1.473263823938961437e-01,6.199383132621809622e-01,3.213419546978976693e-01,5.552200363597319804e-02,3.197728403948109279e-03,8.498500706207681166e-01,4.231808446225788188e-03,7.024063555299417092e-06,1.459110968694506683e-01,1.282178268314247476e-03,7.420799755582230088e-03,1.231723263864831607e-05
1.829202175907621708e+01,1.473026216564618796e-01,6.199901406026556705e-01,3.213080352938615936e-01,5.550564263492375333e-02,3.196181468558834723e-03,8.499211187686568358e-01,4.160994170285019916e-03,6.790384073222308415e-06,1.459110966769847362e-01,1.282003112072140506e-03,7.421189659757940899e-03,1.211074229083362847e-05
