PII_uM,Kp_uM,Kq_uM,gain_R_over_H,max_absolute_GS_fraction_difference
3.600000000000000000e+01,2.065174747290344712e-02,4.878524367060187439e-01,9.977320237836930783e-01,3.890274679594449281e-02
3.600000000000000000e+01,2.065174747290344712e-02,5.351516716806418161e-01,9.977320237836931893e-01,3.888750258720435893e-02
3.600000000000000000e+01,2.065174747290344712e-02,5.870367556966068490e-01,9.977320237836931893e-01,3.887083895158482960e-02
3.600000000000000000e+01,2.065174747290344712e-02,6.439523050662339099e-01,9.977320237836933003e-01,3.885262979999182242e-02
3.600000000000000000e+01,2.065174747290344712e-02,7.063860434225154306e-01,9.977320237836934114e-01,3.883273904594816694e-02
3.600000000000000000e+01,2.065174747290344712e-02,7.748729811453863858e-01,9.977320237836931893e-01,3.881102005336745098e-02
3.600000000000000000e+01,2.065174747290344712e-02,8.499999999999999778e-01,9.977320237836934114e-01,3.878731510478691802e-02
3.600000000000000000e+01,2.843297824563826778e-02,2.800000000000000266e-01,9.968873206094858164e-01,3.886414907427690468e-02
3.600000000000000000e+01,2.843297824563826778e-02,3.071471141608240196e-01,9.968873206094858164e-01,3.885543288918655302e-02
3.600000000000000000e+01,2.843297824563826778e-02,3.369262490618652461e-01,9.968873206094859274e-01,3.884589105879573956e-02
3.600000000000000000e+01,2.843297824563826778e-02,3.695925895870819655e-01,9.968873206094858164e-01,3.883544741014557933e-02
3.600000000000000000e+01,2.843297824563826778e-02,4.054260618103502356e-01,9.968873206094857053e-01,3.882401915041097662e-02
3.600000000000000000e+01,2.843297824563826778e-02,4.447337317522747635e-01,9.968873206094858164e-01,3.881151637358684625e-02
3.600000000000000000e+01,2.843297824563826778e-02,4.878524367060187439e-01,9.968873206094857053e-01,3.879784154734072787e-02
3.600000000000000000e+01,2.843297824563826778e-02,5.351516716806418161e-01,9.968873206094859274e-01,3.878288898313250743e-02
3.600000000000000000e+01,2.843297824563826778e-02,5.870367556966068490e-01,9.968873206094858164e-01,3.876654429381998224e-02
3.600000000000000000e+01,2.843297824563826778e-02,6.439523050662339099e-01,9.968873206094859274e-01,3.874868384431065516e-02
3.600000000000000000e+01,2.843297824563826778e-02,7.063860434225154306e-01,9.968873206094859274e-01,3.872917420240348796e-02
3.600000000000000000e+01,2.843297824563826778e-02,7.748729811453863858e-01,9.968873206094857053e-01,3.870787159882035922e-02
3.600000000000000000e+01,2.843297824563826778e-02,8.499999999999999778e-01,9.968873206094859274e-01,3.868462140758052725e-02
3.600000000000000000e+01,3.914604577543194519e-02,2.800000000000000266e-01,9.957330135666370152e-01,3.871878450455976117e-02
3.600000000000000000e+01,3.914604577543194519e-02,3.071471141608240196e-01,9.957330135666367932e-01,3.871025869421593213e-02
3.600000000000000000e+01,3.914604577543194519e-02,3.369262490618652461e-01,9.957330135666369042e-01,3.870092533142821534e-02
3.600000000000000000e+01,3.914604577543194519e-02,3.695925895870819655e-01,9.957330135666369042e-01,3.869070992433640277e-02
3.600000000000000000e+01,3.914604577543194519e-02,4.054260618103502356e-01,9.957330135666370152e-01,3.867953150968828080e-02
3.600000000000000000e+01,3.914604577543194519e-02,4.447337317522747635e-01,9.957330135666369042e-01,3.866730217107564038e-02
3.600000000000000000e+01,3.914604577543194519e-02,4.878524367060187439e-01,9.957330135666369042e-01,3.865392653791518973e-02
3.600000000000000000e+01,3.914604577543194519e-02,5.351516716806418161e-01,9.957330135666367932e-01,3.863930126822509581e-02
3.600000000000000000e+01,3.914604577543194519e-02,5.870367556966068490e-01,9.957330135666370152e-01,3.862331451935341331e-02
3.600000000000000000e+01,3.914604577543194519e-02,6.439523050662339099e-01,9.957330135666369042e-01,3.860584541212555565e-02
3.600000000000000000e+01,3.914604577543194519e-02,7.063860434225154306e-01,9.957330135666369042e-01,3.858676349543016526e-02
3.600000000000000000e+01,3.914604577543194519e-02,7.748729811453863858e-01,9.957330135666366822e-01,3.856592822008372834e-02
3.600000000000000000e+01,3.914604577543194519e-02,8.499999999999999778e-01,9.957330135666371262e-01,3.854318843292020569e-02
3.600000000000000000e+01,5.389561679446264186e-02,2.800000000000000266e-01,9.941599911399456868e-01,3.852054132908849793e-02
3.600000000000000000e+01,5.389561679446264186e-02,3.071471141608240196e-01,9.941599911399454648e-01,3.851223104016684995e-02
3.600000000000000000e+01,5.389561679446264186e-02,3.369262490618652461e-01,9.941599911399456868e-01,3.850313368187832652e-02
3.600000000000000000e+01,5.389561679446264186e-02,3.695925895870819655e-01,9.941599911399454648e-01,3.849317666561269391e-02
3.600000000000000000e+01,5.389561679446264186e-02,4.054260618103502356e-01,9.941599911399457978e-01,3.848228109947279818e-02
3.600000000000000000e+01,5.389561679446264186e-02,4.447337317522747635e-01,9.941599911399455758e-01,3.847036131959208349e-02
3.600000000000000000e+01,5.389561679446264186e-02,4.878524367060187439e-01,9.941599911399456868e-01,3.845732440284868603e-02
3.600000000000000000e+01,5.389561679446264186e-02,5.351516716806418161e-01,9.941599911399455758e-01,3.844306966397600944e-02
3.600000000000000000e+01,5.389561679446264186e-02,5.870367556966068490e-01,9.941599911399455758e-01,3.842748814115359846e-02
3.600000000000000000e+01,5.389561679446264186e-02,6.439523050662339099e-01,9.941599911399456868e-01,3.841046207543916124e-02
3.600000000000000000e+01,5.389561679446264186e-02,7.063860434225154306e-01,9.941599911399456868e-01,3.839186439092176495e-02
3.600000000000000000e+01,5.389561679446264186e-02,7.748729811453863858e-01,9.941599911399453537e-01,3.837155818425461162e-02
3.600000000000000000e+01,5.389561679446264186e-02,8.499999999999999778e-01,9.941599911399456868e-01,3.834939623428121336e-02
3.600000000000000000e+01,7.420257786237444142e-02,2.800000000000000266e-01,9.920244445920622933e-01,3.825349426178192846e-02
3.600000000000000000e+01,7.420257786237444142e-02,3.071471141608240196e-01,9.920244445920622933e-01,3.824506184591375257e-02
3.600000000000000000e+01,7.420257786237444142e-02,3.369262490618652461e-01,9.920244445920622933e-01,3.823583113586151438e-02
3.600000000000000000e+01,7.420257786237444142e-02,3.695925895870819655e-01,9.920244445920622933e-01,3.822572857593983797e-02
3.600000000000000000e+01,7.420257786237444142e-02,4.054260618103502356e-01,9.920244445920622933e-01,3.821467423681521036e-02
3.600000000000000000e+01,7.420257786237444142e-02,4.447337317522747635e-01,9.920244445920622933e-01,3.820258134437679032e-02
3.600000000000000000e+01,7.420257786237444142e-02,4.878524367060187439e-01,9.920244445920625154e-01,3.818970651239006475e-02
3.600000000000000000e+01,7.420257786237444142e-02,5.351516716806418161e-01,9.920244445920622933e-01,3.817587559372817574e-02
3.600000000000000000e+01,7.420257786237444142e-02,5.870367556966068490e-01,9.920244445920624043e-01,3.816075756782963402e-02
3.600000000000000000e+01,7.420257786237444142e-02,6.439523050662339099e-01,9.920244445920622933e-01,3.814423824233537097e-02
3.600000000000000000e+01,7.420257786237444142e-02,7.063860434225154306e-01,9.920244445920625154e-01,3.812619439903400242e-02
3.600000000000000000e+01,7.420257786237444142e-02,7.748729811453863858e-01,9.920244445920622933e-01,3.810649330121651523e-02
3.600000000000000000e+01,7.420257786237444142e-02,8.499999999999999778e-01,9.920244445920624043e-01,3.808499222095773629e-02
3.600000000000000000e+01,1.021608599901475400e-01,2.800000000000000266e-01,9.891400215822823139e-01,3.789930802699401080e-02
3.600000000000000000e+01,1.021608599901475400e-01,3.071471141608240196e-01,9.891400215822823139e-01,3.789116570366185544e-02
3.600000000000000000e+01,1.021608599901475400e-01,3.369262490618652461e-01,9.891400215822824249e-01,3.788225262939637350e-02
3.600000000000000000e+01,1.021608599901475400e-01,3.695925895870819655e-01,9.891400215822822028e-01,3.787249780239729247e-02
3.600000000000000000e+01,1.021608599901475400e-01,4.054260618103502356e-01,9.891400215822824249e-01,3.786182407171800879e-02
3.600000000000000000e+01,1.021608599901475400e-01,4.447337317522747635e-01,9.891400215822823139e-01,3.785014768338995639e-02
3.600000000000000000e+01,1.021608599901475400e-01,4.878524367060187439e-01,9.891400215822824249e-01,3.783737780929063987e-02
3.600000000000000000e+01,1.021608599901475400e-01,5.351516716806418161e-01,9.891400215822823139e-01,3.782341606185576910e-02
3.600000000000000000e+01,1.021608599901475400e-01,5.870367556966068490e-01,9.891400215822823139e-01,3.780815599881165445e-02
3.600000000000000000e+01,1.021608599901475400e-01,6.439523050662339099e-01,9.891400215822824249e-01,3.779148262337778119e-02
3.600000000000000000e+01,1.021608599901475400e-01,7.063860434225154306e-01,9.891400215822824249e-01,3.777327188690146609e-02
3.600000000000000000e+01,1.021608599901475400e-01,7.748729811453863858e-01,9.891400215822822028e-01,3.775339020264251166e-02
3.600000000000000000e+01,1.021608599901475400e-01,8.499999999999999778e-01,9.891400215822824249e-01,3.773169398146211662e-02
3.600000000000000000e+01,1.406533521420781918e-01,2.800000000000000266e-01,9.852709446869666321e-01,3.741980646520320919e-02
3.600000000000000000e+01,1.406533521420781918e-01,3.071471141608240196e-01,9.852709446869665211e-01,3.741200300833258385e-02
3.600000000000000000e+01,1.406533521420781918e-01,3.369262490618652461e-01,9.852709446869666321e-01,3.740346096327948344e-02
3.600000000000000000e+01,1.406533521420781918e-01,3.695925895870819655e-01,9.852709446869665211e-01,3.739411230818875942e-02
3.600000000000000000e+01,1.406533521420781918e-01,4.054260618103502356e-01,9.852709446869665211e-01,3.738388313356222348e-02
3.600000000000000000e+01,1.406533521420781918e-01,4.447337317522747635e-01,9.852709446869665211e-01,3.737269320838704223e-02
3.600000000000000000e+01,1.406533521420781918e-01,4.878524367060187439e-01,9.852709446869665211e-01,3.736045552993053076e-02
3.600000000000000000e+01,1.406533521420781918e-01,5.351516716806418161e-01,9.852709446869666321e-01,3.734707586020521997e-02
3.600000000000000000e+01,1.406533521420781918e-01,5.870367556966068490e-01,9.852709446869666321e-01,3.733245225314207882e-02
3.600000000000000000e+01,1.406533521420781918e-01,6.439523050662339099e-01,9.852709446869666321e-01,3.731647457773926146e-02
3.600000000000000000e+01,1.406533521420781918e-01,7.063860434225154306e-01,9.852709446869666321e-01,3.729902404390317283e-02
3.600000000000000000e+01,1.406533521420781918e-01,7.748729811453863858e-01,9.852709446869665211e-01,3.727997273938596368e-02
3.600000000000000000e+01,1.406533521420781918e-01,8.499999999999999778e-01,9.852709446869666321e-01,3.725918318818208230e-02
3.600000000000000000e+01,1.936491673103708511e-01,2.800000000000000266e-01,9.801289173398838317e-01,3.677639747646793689e-02
3.600000000000000000e+01,1.936491673103708511e-01,3.071471141608240196e-01,9.801289173398839427e-01,3.676899218714679840e-02
3.600000000000000000e+01,1.936491673103708511e-01,3.369262490618652461e-01,9.801289173398839427e-01,3.676088608386626766e-02
3.600000000000000000e+01,1.936491673103708511e-01,3.695925895870819655e-01,9.801289173398838317e-01,3.675201464125438244e-02
3.600000000000000000e+01,1.936491673103708511e-01,4.054260618103502356e-01,9.801289173398840537e-01,3.674230775245526659e-02
3.600000000000000000e+01,1.936491673103708511e-01,4.447337317522747635e-01,9.801289173398839427e-01,3.673168931854092767e-02
3.600000000000000000e+01,1.936491673103708511e-01,4.878524367060187439e-01,9.801289173398839427e-01,3.672007682263456196e-02
3.600000000000000000e+01,1.936491673103708511e-01,5.351516716806418161e-01,9.801289173398839427e-01,3.670738089162506324e-02
3.600000000000000000e+01,1.936491673103708511e-01,5.870367556966068490e-01,9.801289173398839427e-01,3.669350484934610912e-02
3.600000000000000000e+01,1.936491673103708511e-01,6.439523050662339099e-01,9.801289173398839427e-01,3.667834426626140343e-02
3.600000000000000000e+01,1.936491673103708511e-01,7.063860434225154306e-01,9.801289173398839427e-01,3.666178651207360750e-02
3.600000000000000000e+01,1.936491673103708511e-01,7.748729811453863858e-01,9.801289173398838317e-01,3.664371031928864708e-02
3.600000000000000000e+01,1.936491673103708511e-01,8.499999999999999778e-01,9.801289173398840537e-01,3.662398536761965473e-02
3.600000000000000000e+01,2.666129134421205693e-01,2.800000000000000266e-01,9.733785866090383099e-01,3.592175903678862525e-02
3.600000000000000000e+01,2.666129134421205693e-01,3.071471141608240196e-01,9.733785866090384209e-01,3.591482238157814311e-02
3.600000000000000000e+01,2.666129134421205693e-01,3.369262490618652461e-01,9.733785866090385319e-01,3.590722934924386878e-02
3.600000000000000000e+01,2.666129134421205693e-01,3.695925895870819655e-01,9.733785866090383099e-01,3.589891952311330403e-02
3.600000000000000000e+01,2.666129134421205693e-01,4.054260618103502356e-01,9.733785866090385319e-01,3.588982726389985944e-02
3.600000000000000000e+01,2.666129134421205693e-01,4.447337317522747635e-01,9.733785866090384209e-01,3.587988132622738080e-02
3.600000000000000000e+01,2.666129134421205693e-01,4.878524367060187439e-01,9.733785866090384209e-01,3.586900446103680196e-02
3.600000000000000000e+01,2.666129134421205693e-01,5.351516716806418161e-01,9.733785866090384209e-01,3.585711300661104106e-02
3.600000000000000000e+01,2.666129134421205693e-01,5.870367556966068490e-01,9.733785866090384209e-01,3.584411647187984995e-02
3.600000000000000000e+01,2.666129134421205693e-01,6.439523050662339099e-01,9.733785866090384209e-01,3.582991711677135926e-02
3.600000000000000000e+01,2.666129134421205693e-01,7.063860434225154306e-01,9.733785866090385319e-01,3.581440953566716878e-02
3.600000000000000000e+01,2.666129134421205693e-01,7.748729811453863858e-01,9.733785866090385319e-01,3.579748025153453583e-02
3.600000000000000000e+01,2.666129134421205693e-01,8.499999999999999778e-01,9.733785866090385319e-01,3.577900733004957257e-02
3.600000000000000000e+01,3.670681707614493750e-01,2.800000000000000266e-01,9.646584425668149887e-01,3.480021509653394296e-02
3.600000000000000000e+01,3.670681707614493750e-01,3.071471141608240196e-01,9.646584425668149887e-01,3.479382784522003225e-02
3.600000000000000000e+01,3.670681707614493750e-01,3.369262490618652461e-01,9.646584425668150997e-01,3.478683628488080104e-02
3.600000000000000000e+01,3.670681707614493750e-01,3.695925895870819655e-01,9.646584425668149887e-01,3.477918480766520326e-02
3.600000000000000000e+01,3.670681707614493750e-01,4.054260618103502356e-01,9.646584425668150997e-01,3.477081300203824221e-02
3.600000000000000000e+01,3.670681707614493750e-01,4.447337317522747635e-01,9.646584425668149887e-01,3.476165530073119236e-02
3.600000000000000000e+01,3.670681707614493750e-01,4.878524367060187439e-01,9.646584425668150997e-01,3.475164061588625897e-02
3.600000000000000000e+01,3.670681707614493750e-01,5.351516716806418161e-01,9.646584425668150997e-01,3.474069196394186099e-02
3.600000000000000000e+01,3.670681707614493750e-01,5.870367556966068490e-01,9.646584425668149887e-01,3.472872608367133518e-02
3.600000000000000000e+01,3.670681707614493750e-01,6.439523050662339099e-01,9.646584425668150997e-01,3.471565305179621919e-02
3.600000000000000000e+01,3.670681707614493750e-01,7.063860434225154306e-01,9.646584425668150997e-01,3.470137590180114029e-02
3.600000000000000000e+01,3.670681707614493750e-01,7.748729811453863858e-01,9.646584425668150997e-01,3.468579025296680829e-02
3.600000000000000000e+01,3.670681707614493750e-01,8.499999999999999778e-01,9.646584425668152107e-01,3.466878395825001569e-02
3.600000000000000000e+01,5.053732778604036469e-01,2.800000000000000266e-01,9.536250037847040506e-01,3.337973121404172461e-02
3.600000000000000000e+01,5.053732778604036469e-01,3.071471141608240196e-01,9.536250037847040506e-01,3.337367444185412868e-02
3.600000000000000000e+01,5.053732778604036469e-01,3.369262490618652461e-01,9.536250037847041616e-01,3.336704483359717588e-02
3.600000000000000000e+01,5.053732778604036469e-01,3.695925895870819655e-01,9.536250037847040506e-01,3.335978971855332875e-02
3.600000000000000000e+01,5.053732778604036469e-01,4.054260618103502356e-01,9.536250037847042726e-01,3.335185188425054958e-02
3.600000000000000000e+01,5.053732778604036469e-01,4.447337317522747635e-01,9.536250037847040506e-01,3.334316924529262538e-02
3.600000000000000000e+01,5.053732778604036469e-01,4.878524367060187439e-01,9.536250037847040506e-01,3.333367450053012493e-02
3.600000000000000000e+01,5.053732778604036469e-01,5.351516716806418161e-01,9.536250037847041616e-01,3.332329478106757503e-02
3.600000000000000000e+01,5.053732778604036469e-01,5.870367556966068490e-01,9.536250037847041616e-01,3.331195129242522923e-02
3.600000000000000000e+01,5.053732778604036469e-01,6.439523050662339099e-01,9.536250037847041616e-01,3.329955895515240849e-02
3.600000000000000000e+01,5.053732778604036469e-01,7.063860434225154306e-01,9.536250037847041616e-01,3.328602604932842657e-02
3.600000000000000000e+01,5.053732778604036469e-01,7.748729811453863858e-01,9.536250037847040506e-01,3.327125386972648591e-02
3.600000000000000000e+01,5.053732778604036469e-01,8.499999999999999778e-01,9.536250037847042726e-01,3.325513639994404080e-02
3.600000000000000000e+01,6.957894209284354314e-01,2.800000000000000266e-01,9.400253690918919380e-01,3.159267819340377814e-02
3.600000000000000000e+01,6.957894209284354314e-01,3.071471141608240196e-01,9.400253690918919380e-01,3.158735834668990883e-02
3.600000000000000000e+01,6.957894209284354314e-01,3.369262490618652461e-01,9.400253690918920491e-01,3.158153541337208048e-02
3.600000000000000000e+01,6.957894209284354314e-01,3.695925895870819655e-01,9.400253690918919380e-01,3.157516314652830669e-02
3.600000000000000000e+01,6.957894209284354314e-01,4.054260618103502356e-01,9.400253690918919380e-01,3.156819131350915852e-02
3.600000000000000000e+01,6.957894209284354314e-01,4.447337317522747635e-01,9.400253690918919380e-01,3.156056540574847524e-02
3.600000000000000000e+01,6.957894209284354314e-01,4.878524367060187439e-01,9.400253690918919380e-01,3.155222633845519709e-02
3.600000000000000000e+01,6.957894209284354314e-01,5.351516716806418161e-01,9.400253690918919380e-01,3.154311014240318567e-02
3.600000000000000000e+01,6.957894209284354314e-01,5.870367556966068490e-01,9.400253690918920491e-01,3.153314765075507231e-02
3.600000000000000000e+01,6.957894209284354314e-01,6.439523050662339099e-01,9.400253690918919380e-01,3.152226418471917868e-02
3.600000000000000000e+01,6.957894209284354314e-01,7.063860434225154306e-01,9.400253690918919380e-01,3.151037924284266767e-02
3.600000000000000000e+01,6.957894209284354314e-01,7.748729811453863858e-01,9.400253690918919380e-01,3.149740619992308366e-02
3.600000000000000000e+01,6.957894209284354314e-01,8.499999999999999778e-01,9.400253690918920491e-01,3.148325202286381130e-02
3.600000000000000000e+01,9.579511610221181916e-01,2.800000000000000266e-01,9.237934385921551250e-01,2.943526685584063607e-02
3.600000000000000000e+01,9.579511610221181916e-01,3.071471141608240196e-01,9.237934385921552360e-01,2.943049337740316629e-02
3.600000000000000000e+01,9.579511610221181916e-01,3.369262490618652461e-01,9.237934385921552360e-01,2.942526860841296332e-02
3.600000000000000000e+01,9.579511610221181916e-01,3.695925895870819655e-01,9.237934385921552360e-01,2.941955108873217650e-02
3.600000000000000000e+01,9.579511610221181916e-01,4.054260618103502356e-01,9.237934385921553471e-01,2.941329579011456308e-02
3.600000000000000000e+01,9.579511610221181916e-01,4.447337317522747635e-01,9.237934385921552360e-01,2.940645385746265550e-02
3.600000000000000000e+01,9.579511610221181916e-01,4.878524367060187439e-01,9.237934385921552360e-01,2.939897234130794956e-02
3.600000000000000000e+01,9.579511610221181916e-01,5.351516716806418161e-01,9.237934385921551250e-01,2.939079392354596032e-02
3.600000000000000000e+01,9.579511610221181916e-01,5.870367556966068490e-01,9.237934385921552360e-01,2.938185663911715984e-02
3.600000000000000000e+01,9.579511610221181916e-01,6.439523050662339099e-01,9.237934385921552360e-01,2.937209359709941348e-02
3.600000000000000000e+01,9.579511610221181916e-01,7.063860434225154306e-01,9.237934385921553471e-01,2.936143270559316010e-02
3.600000000000000000e+01,9.579511610221181916e-01,7.748729811453863858e-01,9.237934385921551250e-01,2.934979640583249005e-02
3.600000000000000000e+01,9.579511610221181916e-01,8.499999999999999778e-01,9.237934385921553471e-01,2.933710142217690886e-02
3.600000000000000000e+01,1.318891031253563773e+00,2.800000000000000266e-01,9.051474157765607709e-01,2.689979958086535783e-02
3.600000000000000000e+01,1.318891031253563773e+00,3.071471141608240196e-01,9.051474157765607709e-01,2.689566823693353981e-02
3.600000000000000000e+01,1.318891031253563773e+00,3.369262490618652461e-01,9.051474157765609929e-01,2.689114639970940912e-02
3.600000000000000000e+01,1.318891031253563773e+00,3.695925895870819655e-01,9.051474157765607709e-01,2.688619821227730688e-02
3.600000000000000000e+01,1.318891031253563773e+00,4.054260618103502356e-01,9.051474157765608819e-01,2.688078473539029511e-02
3.600000000000000000e+01,1.318891031253563773e+00,4.447337317522747635e-01,9.051474157765609929e-01,2.687486372468569917e-02
3.600000000000000000e+01,1.318891031253563773e+00,4.878524367060187439e-01,9.051474157765609929e-01,2.686838940051364255e-02
3.600000000000000000e+01,1.318891031253563773e+00,5.351516716806418161e-01,9.051474157765608819e-01,2.686131221217064047e-02
3.600000000000000000e+01,1.318891031253563773e+00,5.870367556966068490e-01,9.051474157765609929e-01,2.685357859890472043e-02
3.600000000000000000e+01,1.318891031253563773e+00,6.439523050662339099e-01,9.051474157765608819e-01,2.684513075073421962e-02
3.600000000000000000e+01,1.318891031253563773e+00,7.063860434225154306e-01,9.051474157765609929e-01,2.683590637291682901e-02
3.600000000000000000e+01,1.318891031253563773e+00,7.748729811453863858e-01,9.051474157765607709e-01,2.682583845882277607e-02
3.600000000000000000e+01,1.318891031253563773e+00,8.499999999999999778e-01,9.051474157765609929e-01,2.681485507702283111e-02
3.600000000000000000e+01,1.815826968115054285e+00,2.800000000000000266e-01,8.846473144028436097e-01,2.413571680398429731e-02
3.600000000000000000e+01,1.815826968115054285e+00,3.071471141608240196e-01,8.846473144028436097e-01,2.411630008149046045e-02
3.600000000000000000e+01,1.815826968115054285e+00,3.369262490618652461e-01,8.846473144028438318e-01,2.409499143506532715e-02
3.600000000000000000e+01,1.815826968115054285e+00,3.695925895870819655e-01,8.846473144028437208e-01,2.407160781231532098e-02
3.600000000000000000e+01,1.815826968115054285e+00,4.054260618103502356e-01,8.846473144028438318e-01,2.404594913046265159e-02
3.600000000000000000e+01,1.815826968115054285e+00,4.447337317522747635e-01,8.846473144028436097e-01,2.402668466764407151e-02
3.600000000000000000e+01,1.815826968115054285e+00,4.878524367060187439e-01,8.846473144028437208e-01,2.402097843712572289e-02
3.600000000000000000e+01,1.815826968115054285e+00,5.351516716806418161e-01,8.846473144028437208e-01,2.401474114312560082e-02
3.600000000000000000e+01,1.815826968115054285e+00,5.870367556966068490e-01,8.846473144028438318e-01,2.400792565891549102e-02
3.600000000000000000e+01,1.815826968115054285e+00,6.439523050662339099e-01,8.846473144028437208e-01,2.400048112989963678e-02
3.600000000000000000e+01,1.815826968115054285e+00,7.063860434225154306e-01,8.846473144028438318e-01,2.399235276927635940e-02
3.600000000000000000e+01,1.815826968115054285e+00,7.748729811453863858e-01,8.846473144028437208e-01,2.398348166163902229e-02
3.600000000000000000e+01,1.815826968115054285e+00,8.499999999999999778e-01,8.846473144028438318e-01,2.397380457970726964e-02
3.600000000000000000e+01,2.500000000000000000e+00,2.800000000000000266e-01,8.631674981493412391e-01,2.747983529830122507e-02
3.600000000000000000e+01,2.500000000000000000e+00,3.071471141608240196e-01,8.631674981493412391e-01,2.745267003186191435e-02
3.600000000000000000e+01,2.500000000000000000e+00,3.369262490618652461e-01,8.631674981493413501e-01,2.742291082285486237e-02
3.600000000000000000e+01,2.500000000000000000e+00,3.695925895870819655e-01,8.631674981493412391e-01,2.739031618047238492e-02
3.600000000000000000e+01,2.500000000000000000e+00,4.054260618103502356e-01,8.631674981493413501e-01,2.735462375107955424e-02
3.600000000000000000e+01,2.500000000000000000e+00,4.447337317522747635e-01,8.631674981493413501e-01,2.731554894275800560e-02
3.600000000000000000e+01,2.500000000000000000e+00,4.878524367060187439e-01,8.631674981493414611e-01,2.727278357510909412e-02
3.600000000000000000e+01,2.500000000000000000e+00,5.351516716806418161e-01,8.631674981493413501e-01,2.722599459250474307e-02
3.600000000000000000e+01,2.500000000000000000e+00,5.870367556966068490e-01,8.631674981493412391e-01,2.717482288933747991e-02
3.600000000000000000e+01,2.500000000000000000e+00,6.439523050662339099e-01,8.631674981493412391e-01,2.711888230787329324e-02
3.600000000000000000e+01,2.500000000000000000e+00,7.063860434225154306e-01,8.631674981493413501e-01,2.705775888302119903e-02
3.600000000000000000e+01,2.500000000000000000e+00,7.748729811453863858e-01,8.631674981493412391e-01,2.699101042355389612e-02
3.600000000000000000e+01,2.500000000000000000e+00,8.499999999999999778e-01,8.631674981493414611e-01,2.691816653572753903e-02
