# Re F(i omega) of the auxiliary chain at the identical-independent steady state (companion manuscript); omega in units of the mean exit rate
n,omega,ReF
3,0.0026387891048289345,0.99173383919567
3,0.0027635770147361603,0.9917336748029427
3,0.0028942661247167516,0.9917334944944309
3,0.003031135501567579,0.9917332967292447
3,0.0031744774091091933,0.991733079817314
3,0.0033245979322709418,0.9917328419049456
3,0.0034818176306889667,0.9917325809589834
3,0.0036464722232127486,0.9917322947494335
3,0.003818913304781854,0.9917319808304081
3,0.003999509097203665,0.9917316365192254
3,0.004188645235435271,0.9917312588734842
3,0.0043867255910484985,0.9917308446659218
3,0.0045941731346364765,0.9917303903568356
3,0.0048114308390032594,0.9917298920638372
3,0.00503896262506515,0.9917293455286771
3,0.0052772543524835375,0.9917287460808587
3,0.005526814857144603,0.9917280885977304
3,0.005788177037701274,0.9917273674607145
3,0.006061898993497572,0.9917265765072996
3,0.006348565216305217,0.9917257089783854
3,0.006648787838417263,0.9917247574605326
3,0.006963207939763883,0.9917237138226219
3,0.007292496916841445,0.9917225691463836
3,0.007637357916378027,0.9917213136502031
3,0.007998527336796709,0.9917199366055532
3,0.008376776400682925,0.9917184262453387
3,0.008772912801613356,0.9917167696633717
3,0.00918778242886334,0.9917149527041204
3,0.009622271173675135,0.9917129598417883
3,0.010077306820944612,0.9917107740476964
3,0.010553861030365236,0.9917083766448317
3,0.011052951411260215,0.9917057471483275
3,0.011575643695533041,0.9917028630905103
3,0.012123054013376522,0.9916996998290255
3,0.012696351276599734,0.9916962303364051
3,0.013296759674662127,0.9916924249692843
3,0.013925561288744634,0.9916882512153025
3,0.014584098829439862,0.9916836734155318
3,0.01527377850390714,0.9916786524600737
3,0.01599607301861488,0.9916731454542299
3,0.016752524724082157,0.9916671053524111
3,0.017544748908334597,0.9916604805566707
3,0.018374437246107267,0.9916532144764527
3,0.0192433614111598,0.9916452450458153
3,0.02015337685941733,0.9916365041940333
3,0.021106426791015546,0.9916269172650898
3,0.022104546299710218,0.9916164023811385
3,0.02314986671851161,0.9916048697445458
3,0.024244620170823284,0.9915922208726101
3,0.02539114433680347,0.9915783477584901
3,0.026591887445126937,0.9915631319512576
3,0.02784941350080644,0.9915464435473216
3,0.029166407760237052,0.9915281400847267
3,0.030545682465154336,0.9915080653310325
3,0.03199018284775065,0.9914860479545953
3,0.033502993419772316,0.9914619000681184
3,0.03508734455902713,0.9914354156322897
3,0.0367466194073669,0.9914063687061792
3,0.03848436109487431,0.991374511529831
3,0.04030428030568053,0.9913395724231203
3,0.04221026320156901,0.991301253483474
3,0.04420637972028532,0.9912592280634436
3,0.046296892266272656,0.9912131380073752
