# Re F(i omega) of the auxiliary chain at the identical-independent steady state (companion manuscript); omega in units of the mean exit rate
n,omega,ReF
3,0.04848626481239081,0.9911625906245187
3,0.05077917243205401,0.9911071553738667
3,0.053180511282142,0.9910463602337783
3,0.055695409058001334,0.9909796877270318
3,0.05832923594286206,0.9909065705693406
3,0.061087616075050394,0.9908263869065541
3,0.0639764395574843,0.9907384551027353
3,0.0670018750350959,0.9906420280380486
3,0.07017038286703829,0.9905362868719068
3,0.07348872892180387,0.9904203342230877
3,0.07696399902471159,0.990293186714563
3,0.08060361408861345,0.9901537668265512
3,0.08441534596012985,0.9900008939968502
3,0.08840733401525062,0.9898332749028006
3,0.09258810253973955,0.989649492854319
3,0.0969665789314552,0.989447996222332
3,0.10155211276345681,0.9892270858216793
3,0.10635449574860112,0.9889849011621842
3,0.11138398264826195,0.9887194054761844
3,0.11665131316981961,0.9884283694254561
3,0.12216773489967918,0.9881093533852704
3,0.12794502732078733,0.9877596881984305
3,0.13399552696593384,0.987376454287733
3,0.14033215376054847,0.9869564590116051
3,0.1469684386112446,0.9864962121449562
3,0.15391855229902054,0.9859918993659
3,0.1611973357388157,0.9854393536293451
3,0.16882033167003627,0.9848340243110246
3,0.17680381784572086,0.9841709440109291
3,0.1851648417912156,0.9834446929140173
3,0.1939212572065831,0.98264936061936
3,0.2030917620904737,0.9817785053674919
3,0.2126959386668692,0.9808251106208572
3,0.22275429519995588,0.979781538985177
3,0.23328830978641582,0.9786394835018554
3,0.2443204762186489,0.9773899163949409
3,0.25587435201685893,0.9760230354226269
3,0.26797460873256923,0.9745282080650074
3,0.28064708463098387,0.9728939138792244
3,0.29391883986468875,0.9711076854728394
3,0.307818214256508,0.969156048689006
3,0.32237488781490303,0.9670244627656254
3,0.337619944111134,0.9646972614279368
3,0.35358593665351795,0.9621575961025114
3,0.3703069584005141,0.9593873827025828
3,0.38781871456107236,0.9563672537315323
3,0.40615859883769795,0.9530765177835736
3,0.4253657732750387,0.9494931288871221
3,0.4454812518844989,0.9455936685337425
3,0.4665479882234473,0.9413533436578919
3,0.48861096711603264,0.9367460042702705
3,0.5117173007114605,0.9317441848862975
3,0.5359163290848514,0.9263191743114803
3,0.5612597255954972,0.9204411187212632
3,0.5878016072274912,0.9140791632711531
3,0.6155986501483508,0.9072016376524855
3,0.644710210732387,0.8997762910210828
3,0.6751984523072502,0.8917705815135657
3,0.7071284778942997,0.8831520250663427
3,0.7405684692262434,0.8738886073986619
3,0.7755898323389001,0.8639492617473329
3,0.812267350047972,0.8533044131867125
3,0.8506793416364162,0.8419265880870515
3,0.8909078300934142,0.8297910844344953
3,0.933038717262037,0.8168766953684368
3,0.9771619672696181,0.8031664744440853
3,1.0233717986325201,0.78864852691479
3,1.0717668854455034,0.7733168069305382
3,1.122450568085307,0.7571718962172317
3,1.17553107387837,0.7402217358546694
3,1.2311217482038908,0.7224822795845558
3,1.2893412965257156,0.7039780350614961
3,1.3503140378698735,0.6847424590170899
3,1.414170170289024,0.6648181738017018
3,1.4810460488806754,0.6442569764653211
3,1.5510844769528405,0.6231196175540985
3,1.624435010958867,0.6014753350541908
3,1.7012542798525891,0.5794011391066622
3,1.7817063195457308,0.5569808547135016
3,1.865962923181746,0.53430394191647
3,1.9542040079740535,0.5114641249684037
3,2.04661799939199,0.4885578728753025
3,2.143402233514857,0.4656827824477281
3,2.2447633784132237,0.4429359208857546
3,2.3509178754572866,0.4204121873961628
3,2.4620924014946257,0.3982027521745196
3,2.5785243528842736,0.3763936263865121
3,2.700462352420682,0.35506440898399605
3,2.8281667802300325,0.3342872459910088
3,2.9619103297725533,0.3141260261730465
3,3.101978590138097,0.2946358247140659
3,3.248670655878375,0.2758625945938753
3,3.4022997656780714,0.2578430945851865
3,3.563193971228588,0.24060503378640485
3,3.7316968377327555,0.22416740576013394
3,3.908168177536268,0.20854098081566763
3,4.092984818452442,0.19372892270618713
3,4.28654140842093,0.1797274957910211
3,4.489251258218608,0.16652683020725445
3,4.701547224022135,0.1541117154067415
3,4.923882631706742,0.14246239613187084
3,5.156732244854969,0.13155534913596212
3,5.400593278542374,0.12136402336100116
3,5.655986461065008,0.11185953059012521
3,5.923457145875806,0.10301127758891815
3,6.203576476104275,0.09478753430036113
3,6.496942604146125,0.08715593568621016
3,6.804181968927101,0.08008391728573516
3,7.125950633568411,0.07353908650297936
3,7.4629356863101375,0.06748953307483574
3,7.815856707684091,0.06190408317045626
3,8.185467307069029,0.056752502192532917
3,8.572556731909325,0.05200565165989024
3,8.977951553033323,0.04763560561323821
3,9.402517429670132,0.04361573186095524
3,9.847160957933774,0.03992074312134142
3,10.312831606721847,0.03652672276581448
3,10.80052374516254,0.033411129459979816
3,11.311278765939214,0.030552784564919278
3,11.846187309026847,0.027931845721138382
3,12.406391590588319,0.0255297696084259
3,12.993087842004172,0.023329266467605914
3,13.607528864243331,0.021314248591990825
3,14.251026703029993,0.019469774651511118
3,14.92495545051829,0.01778199140281833
3,15.630754179458174,0.016238074064161334
3,16.36993001611702,0.014826166393444362
3,17.14406135851972,0.013535321299586345
3,17.954801246878304,0.0123554426386413
3,18.803880893409165,0.011277228694345887
3,19.69311337907422,0.010292117715072324
3,20.624397525140925,0.009392235772701318
3,21.59972194782717,0.008570347121092725
3,22.621169304690262,0.007819807160093228
3,23.69092074182632,0.007134518053160677
3,24.811260551377703,0.00650888700055019
3,25.984581049292473,0.005937787133896588
3,27.213387683753087,0.005416520970243921
3,28.500304385181053,0.004940786342733761
3,29.848079169243274,0.0045066447100879925
3,31.259590004822844,0.004110491736619926
3,32.73785095948577,0.003749030027942246
3,34.2860186355659,0.003419243904010716
3,35.90739891061055,0.0031183760900641566
3,37.60545399658176,0.0028439062068204013
3,39.38380983288489,0.0025935309435715093
3,41.246263829013564,0.0023651458011940685
3,43.196792973341736,0.0021568282962523
3,45.23956232538058,0.0019668225221313174
3,47.37893390963144,0.0017935249682192733
3,49.619476030029084,0.001635471503483532
3,51.965973024861974,0.0014913254361892392
3,54.42343548300272,0.0013598665668796972
3,56.99711094326075,0.0012399811570823482
3,59.69249509970739,0.001130652741326954
3,62.51534353689712,0.0010309537150957615
3,65.47168402004743,0.0009400376360709783
3,68.56782936641739,0.0008571321806114529
3,71.81039092537357,0.0007815327016978957
3,75.20629269592408,0.0007125963386508394
3,78.76278611187062,0.0006497366327427034
3,82.48746552614581,0.0005924186064074632
3,86.38828442740453,0.000540154267084092
3,90.47357242349293,0.0004924984998491144
3,94.75205302806548,0.0004490453158684238
3,99.23286228832545,0.00040942442640679033
3,103.9255682936713,0.0003732981145887493
3,108.84019160690055,0.0003403583794124865
3,113.98722666160525,0.00031032432863997705
3,119.37766417144357,0.00028293979913984746
3,125.0230145991456,0.0002579711850474453
3,130.93533273536096,0.00023520545578359364
3,137.1272434398401,0.0002144483474807446
3,143.61196859990804,0.0001955227127680148
3,150.40335536380252,0.00017826701515621934
3,157.51590570916244,0.00016253395543575078
3,164.96480740980206,0.00014818921858950063
3,172.76596646690382,0.00013511033069357747
3,180.93604107387165,0.0001231856162235978
3,189.49247718738235,0.0001123132469613708
3,198.45354578058033,0.0001024003745145885
3,207.83838185797595,9.336233910628433e-05
3,217.6670253153459,8.512194796961303e-05
3,227.96046373189822,7.760881722840285e-05
3,238.7406771860647,7.075877171003331e-05
3,250.03068519063265,6.451329758727642e-05
3,261.8545958474233,5.881904322813103e-05
3,274.23765732649525,5.362736400460477e-05
3,287.2063117797828,4.889390719908793e-05
3,300.7882518043102,4.457823348980039e-05
3,315.0124795755328,4.064347178533989e-05
3,329.90936877709424,3.705600448777879e-05
3,345.5107294592218,3.3785180493239864e-05
3,361.84987596427504,3.0803053498118516e-05
3,378.9616980644716,2.8084143376294612e-05
3,396.8827354637166,2.560521859795717e-05
3,415.6512558225988,2.3345097837412787e-05
3,435.3073364731892,2.1284469074789314e-05
3,455.89294999810596,1.9405724656196277e-05
3,477.45205385661313,1.7692810900804545e-05
3,500.030684249109,1.6131090973869888e-05
3,523.6770544204655,1.4707219858522969e-05
3,548.4416576121015,1.3409030357514062e-05
3,574.3773748826587,1.2225429147805222e-05
3,601.5395880274832,1.1146302016040721e-05
3,629.9862978380693,1.0162427445448152e-05
3,659.7782479539546,9.265397831748068e-06
3,690.9790545715645,8.447547654721888e-06
3,723.6553422869665,7.701887979050248e-06
3,757.876886362593,7.022046743965227e-06
3,793.7167617217559,6.4022143173581014e-06
3,831.2514989890632,5.83709385626463e-06
3,870.5612479099874,5.3218560457368724e-06
3,911.7299484984921,4.8520978369603895e-06
3,954.8455102782303,4.423804821573896e-06
3,1000.0,4.0333169301076666e-06
4,0.001,0.946745349981785
4,0.0010472898382363584,0.9467453294424301
4,0.001096816005273138,0.946745306914538
4,0.0011486842567375536,0.9467452822055865
4,0.0012030053494233243,0.9467452551044147
4,0.0012598952777950272,0.9467452253794174
4,0.001319475521676706,0.9467451927765668
4,0.0013818733056536322,0.9467451570172409
4,0.0014472218707411344,0.9467451177958431
4,0.0015156607589006028,0.94674507477719
4,0.0015873361110102086,0.9467450275936472
4,0.001662400978926612,0.9467449758419878
4,0.0017410156523040153,0.9467449190799458
4,0.0018233480008684403,0.9467448568224376
4,0.0019095738328780967,0.9467447885374155
4,0.001999877270535287,0.9467447136413217
4,0.0020944511431514688,0.946744631494101
4,0.00219349739890506,0.9467445413937309
4,0.0022972275360711512,0.9467444425702225
4,0.002405863054644067,0.9467443341790406
4,0.0025196359293170162,0.946744215293886
4,0.0026387891048289345,0.9467440848987799
4,0.0027635770147361603,0.9467439418793819
4,0.0028942661247167516,0.9467437850134668
4,0.003031135501567579,0.9467436129604802
4,0.0031744774091091933,0.9467434242500826
4,0.0033245979322709418,0.9467432172695848
4,0.0034818176306889667,0.946742990250166
4,0.0036464722232127486,0.9467427412517591
4,0.003818913304781854,0.9467424681464718
4,0.003999509097203665,0.9467421686004027
4,0.004188645235435271,0.9467418400536979
4,0.0043867255910484985,0.9467414796986756
4,0.0045941731346364765,0.9467410844558352
4,0.0048114308390032594,0.9467406509475412
4,0.00503896262506515,0.9467401754691626
4,0.0052772543524835375,0.9467396539574159
4,0.005526814857144603,0.9467390819556458
4,0.005788177037701274,0.9467384545757442
4,0.006061898993497572,0.9467377664563829
4,0.006348565216305217,0.946737011717204
4,0.006648787838417263,0.9467361839085766
4,0.006963207939763883,0.9467352759564894
4,0.007292496916841445,0.9467342801021108
4,0.007637357916378027,0.9467331878354985
4,0.007998527336796709,0.9467319898228943
4,0.008376776400682925,0.946730675826982
4,0.008772912801613356,0.9467292346194287
4,0.00918778242886334,0.946727653884963
4,0.009622271173675135,0.946725920116171
4,0.010077306820944612,0.9467240184981125
4,0.010553861030365236,0.9467219327817745
4,0.011052951411260215,0.9467196451452803
4,0.011575643695533041,0.9467171360416721
4,0.012123054013376522,0.9467143840319693
4,0.012696351276599734,0.9467113656020786
4,0.013296759674662127,0.9467080549619965
4,0.013925561288744634,0.9467044238255923
4,0.014584098829439862,0.9467004411690972
4,0.01527377850390714,0.946696072966242
4,0.01599607301861488,0.94669128189779
4,0.016752524724082157,0.9466860270329923
4,0.017544748908334597,0.9466802634802587
4,0.018374437246107267,0.9466739420040718
4,0.0192433614111598,0.9466670086048921
4,0.02015337685941733,0.9466594040584844
4,0.021106426791015546,0.9466510634107599
4,0.022104546299710218,0.9466419154238447
4,0.02314986671851161,0.9466318819686863
4,0.024244620170823284,0.9466208773590511
4,0.02539114433680347,0.946608807621281
4,0.026591887445126937,0.9465955696936372
4,0.02784941350080644,0.9465810505484732
4,0.029166407760237052,0.9465651262298329
4,0.030545682465154336,0.9465476607983734
4,0.03199018284775065,0.9465285051747381
4,0.033502993419772316,0.9465074958716709
4,0.03508734455902713,0.9464844536042476
4,0.0367466194073669,0.9464591817665968
4,0.03848436109487431,0.9464314647623996
4,0.04030428030568053,0.9464010661752619
4,0.04221026320156901,0.9463677267637656
4,0.04420637972028532,0.9463311622645888
4,0.046296892266272656,0.9462910609855573
4,0.04848626481239081,0.9462470811688175
4,0.05077917243205401,0.9461988481025166
4,0.053180511282142,0.9461459509574041
4,0.055695409058001334,0.9460879393226473
4,0.05832923594286206,0.9460243194128465
4,0.061087616075050394,0.9459545499157459
4,0.0639764395574843,0.9458780374474551
4,0.0670018750350959,0.9457941315790999
4,0.07017038286703829,0.9457021193957161
4,0.07348872892180387,0.9456012195448718
4,0.07696399902471159,0.9454905757289372
4,0.08060361408861345,0.9453692495911334
4,0.08441534596012985,0.9452362129414557
4,0.08840733401525062,0.94509033926431
4,0.09258810253973955,0.944930394445217
4,0.0969665789314552,0.9447550266492433
4,0.10155211276345681,0.9445627552789501
4,0.10635449574860112,0.944351958934621
4,0.11138398264826195,0.9441208622944085
4,0.11665131316981961,0.9438675218268758
4,0.12216773489967918,0.9435898102432952
4,0.12794502732078733,0.9432853995921043
4,0.13399552696593384,0.9429517428932497
4,0.14033215376054847,0.9425860542059424
4,0.1469684386112446,0.9421852870198187
4,0.15391855229902054,0.9417461108569063
4,0.1611973357388157,0.9412648859704682
4,0.16882033167003627,0.9407376360271154
4,0.17680381784572086,0.9401600186610227
4,0.1851648417912156,0.939527293794217
4,0.1939212572065831,0.9388342896253948
4,0.2030917620904737,0.9380753662023862
4,0.2126959386668692,0.9372443765111221
4,0.22275429519995588,0.9363346250379121
4,0.23328830978641582,0.9353388237932376
4,0.2443204762186489,0.9342490458255996
4,0.25587435201685893,0.9330566763048737
4,0.26797460873256923,0.9317523613180184
4,0.28064708463098387,0.9303259545979328
4,0.29391883986468875,0.9287664625010771
4,0.307818214256508,0.9270619876636454
4,0.32237488781490303,0.9251996719022314
4,0.337619944111134,0.9231656390857632
4,0.35358593665351795,0.9209449388936662
4,0.3703069584005141,0.9185214925932161
4,0.38781871456107236,0.915878042218967
4,0.40615859883769795,0.9129961048203978
4,0.4253657732750387,0.9098559337609141
4,0.4454812518844989,0.9064364894010083
4,0.4665479882234473,0.9027154218776334
4,0.48861096711603264,0.8986690690949161
4,0.5117173007114605,0.8942724734590323
4,0.5359163290848514,0.8894994213089156
4,0.5612597255954972,0.8843225093957834
4,0.5878016072274912,0.8787132431235133
4,0.6155986501483508,0.8726421715470184
4,0.644710210732387,0.8660790642978469
4,0.6751984523072502,0.8589931356184517
4,0.7071284778942997,0.8513533204848984
4,0.7405684692262434,0.8431286073221638
4,0.7755898323389001,0.8342884310030253
4,0.812267350047972,0.8248031286076151
4,0.8506793416364162,0.8146444587485603
4,0.8909078300934142,0.8037861830920703
4,0.933038717262037,0.7922047060064056
4,0.9771619672696181,0.7798797650566915
4,1.0233717986325201,0.7667951613937389
4,1.0717668854455034,0.7529395150636516
4,1.122450568085307,0.7383070260667353
4,1.17553107387837,0.7228982178579281
4,1.2311217482038908,0.7067206362107863
4,1.2893412965257156,0.689789473320629
4,1.3503140378698735,0.6721280850893945
4,1.414170170289024,0.6537683691039557
4,1.4810460488806754,0.6347509722367983
4,1.5510844769528405,0.6151253003166661
4,1.624435010958867,0.5949493080485408
4,1.7012542798525891,0.5742890552331898
4,1.7817063195457308,0.553218025058476
4,1.865962923181746,0.5318162113000233
4,1.9542040079740535,0.510168992973131
4,2.04661799939199,0.4883658264728048
4,2.143402233514857,0.46649879561240987
4,2.2447633784132237,0.44466106834568564
4,2.3509178754572866,0.4229453145901011
4,2.4620924014946257,0.4014421419480265
4,2.5785243528842736,0.38023860502562434
4,2.700462352420682,0.35941683957957626
4,2.8281667802300325,0.3390528652893464
4,2.9619103297725533,0.31921559122423926
4,3.101978590138097,0.2999660468891209
4,3.248670655878375,0.28135685000172284
4,3.4022997656780714,0.26343191076038786
4,3.563193971228588,0.24622636206962645
4,3.7316968377327555,0.22976669658697313
4,3.908168177536268,0.21407108490876703
4,4.092984818452442,0.19914984487577692
4,4.28654140842093,0.1850060298049827
4,4.489251258218608,0.17163610323483225
4,4.701547224022135,0.1590306691905008
4,4.923882631706742,0.14717522965485264
4,5.156732244854969,0.1360509444762179
4,5.400593278542374,0.1256353729831391
4,5.655986461065008,0.11590318078299422
4,5.923457145875806,0.1068267993318387
4,6.203576476104275,0.09837702967990247
4,6.496942604146125,0.09052358518914061
4,6.804181968927101,0.08323557091224998
4,7.125950633568411,0.07648189969085062
4,7.4629356863101375,0.0702316468850609
4,7.815856707684091,0.06445434702466368
4,8.185467307069029,0.05912023662682464
4,8.572556731909325,0.05420044801882784
4,8.977951553033323,0.04966715930041421
4,9.402517429670132,0.045493705640894166
4,9.847160957933774,0.04165465698761839
4,10.312831606721847,0.03812586701428056
4,10.80052374516254,0.03488449780185787
4,11.311278765939214,0.031909024356137405
4,11.846187309026847,0.02917922265095141
4,12.406391590588319,0.026676144466294294
4,12.993087842004172,0.024382081880707562
4,13.607528864243331,0.022280523888374648
4,14.251026703029993,0.02035610725024073
4,14.92495545051829,0.018594563359110028
4,15.630754179458174,0.016982662602869292
4,16.36993001611702,0.015508157447808424
4,17.14406135851972,0.014159725234355602
4,17.954801246878304,0.01292691147856928
4,18.803880893409165,0.011800074302033003
4,19.69311337907422,0.010770330467807732
4,20.624397525140925,0.009829503378053661
4,21.59972194782717,0.008970073287246416
4,22.621169304690262,0.008185129900957211
4,23.69092074182632,0.007468327461637947
4,24.811260551377703,0.006813842367525358
4,25.984581049292473,0.006216333326720225
4,27.213387683753087,0.005670904013975853
4,28.500304385181053,0.005173068171146156
4,29.848079169243274,0.004718717072364487
4,31.259590004822844,0.004304089260568245
4,32.73785095948577,0.003925742452064451
4,34.2860186355659,0.0035805274995317493
4,35.90739891061055,0.003265564300476309
4,37.60545399658176,0.002978219537121185
4,39.38380983288489,0.002716086134465834
4,41.246263829013564,0.0024769643254252127
4,43.196792973341736,0.0022588442151673105
4,45.23956232538058,0.0020598897407458905
4,47.37893390963144,0.0018784239266698144
4,49.619476030029084,0.0017129153418790066
4,51.965973024861974,0.0015619656687179129
4,54.42343548300272,0.001424298299609661
4,56.99711094326075,0.001298747882310325
4,59.69249509970739,0.0011842507396756519
4,62.51534353689712,0.0010798360948129915
4,65.47168402004743,0.0009846180372525826
4,68.56782936641739,0.0008977881703378099
4,71.81039092537357,0.0008186088843682437
4,75.20629269592408,0.0007464072041694081
4,78.76278611187062,0.0006805691636158073
4,82.48746552614581,0.0006205346632979225
4,86.38828442740453,0.0005657927709469268
4,90.47357242349293,0.0005158774273921196
4,94.75205302806548,0.000470363523832229
4,99.23286228832545,0.0004288633189272195
4,103.9255682936713,0.00039102316680827975
4,108.84019160690055,0.0003565205294545626
4,113.98722666160525,0.00032506124908415757
4,119.37766417144357,0.00029637705823459815
4,125.0230145991456,0.0002702233070633886
4,130.93533273536096,0.0002463768891342033
4,137.1272434398401,0.0002246343485190483
4,143.61196859990804,0.0002048101525168322
4,150.40335536380252,0.00018673511561095868
4,157.51590570916244,0.00017025496152800468
4,164.96480740980206,0.00015522901137376977
4,172.76596646690382,0.00014152898686825566
4,180.93604107387165,0.0001290379186269508
4,189.49247718738235,0.00011764915032697054
4,198.45354578058033,0.00010726543036776448
4,207.83838185797595,9.779808337573304e-05
4,217.6670253153459,8.91662545575711e-05
4,227.96046373189822,8.129622052677199e-05
4,238.7406771860647,7.412076076496188e-05
4,250.03068519063265,6.757858440809006e-05
4,261.8545958474233,6.161380749258871e-05
4,274.23765732649525,5.6175476236153266e-05
4,287.2063117797828,5.121713230749059e-05
4,300.7882518043102,4.6696416387326245e-05
4,315.0124795755328,4.25747066679083e-05
4,329.90936877709424,3.881678919903653e-05
4,345.5107294592218,3.5390557299175285e-05
4,361.84987596427504,3.2266737452713024e-05
4,378.9616980644716,2.9418639378775424e-05
4,396.8827354637166,2.6821928134079798e-05
4,415.6512558225988,2.4454416310826232e-05
4,435.3073364731892,2.2295874558486695e-05
4,455.89294999810596,2.0327858819890743e-05
4,477.45205385661313,1.853355280101443e-05
4,500.030684249109,1.6897624339429207e-05
4,523.6770544204655,1.5406094440506557e-05
4,548.4416576121015,1.4046217866603428e-05
4,574.3773748826587,1.2806374263374387e-05
4,601.5395880274832,1.1675968888957833e-05
4,629.9862978380693,1.0645342102266753e-05
4,659.7782479539546,9.705686839778238e-06
4,690.9790545715645,8.848973370501056e-06
4,723.6553422869665,8.06788069140918e-06
4,757.876886362593,7.355733980252133e-06
4,793.7167617217559,6.706447562176976e-06
4,831.2514989890632,6.11447291365419e-06
4,870.5612479099874,5.574751252956922e-06
4,911.7299484984921,5.082670314626725e-06
4,954.8455102782303,4.634024940441961e-06
4,1000.0,4.224981145162232e-06
6,0.001,0.8304496838103536
6,0.0010472898382363584,0.8304496699483116
6,0.001096816005273138,0.8304496547442027
6,0.0011486842567375536,0.8304496380680934
6,0.0012030053494233243,0.8304496197774706
6,0.0012598952777950272,0.8304495997160235
6,0.001319475521676706,0.8304495777123084
6,0.0013818733056536322,0.830449553578283
6,0.0014472218707411344,0.8304495271076991
6,0.0015156607589006028,0.8304494980743411
6,0.0015873361110102086,0.8304494662300916
6,0.001662400978926612,0.830449431302812
6,0.0017410156523040153,0.830449392994016
6,0.0018233480008684403,0.8304493509763194
6,0.0019095738328780967,0.8304493048906423
6,0.001999877270535287,0.8304492543431399
6,0.0020944511431514688,0.8304491989018372
6,0.00219349739890506,0.8304491380929376
6,0.0022972275360711512,0.8304490713967736
6,0.002405863054644067,0.8304489982433656
6,0.0025196359293170162,0.8304489180075518
6,0.0026387891048289345,0.8304488300036448
6,0.0027635770147361603,0.8304487334795726
6,0.0028942661247167516,0.830448627610451
6,0.003031135501567579,0.8304485114915351
6,0.0031744774091091933,0.8304483841304869
6,0.0033245979322709418,0.8304482444388958
6,0.0034818176306889667,0.8304480912229768
6,0.0036464722232127486,0.8304479231733697
6,0.003818913304781854,0.8304477388539491
6,0.003999509097203665,0.8304475366895526
6,0.004188645235435271,0.83044731495252
6,0.0043867255910484985,0.8304470717479299
6,0.0045941731346364765,0.8304468049974066
6,0.0048114308390032594,0.8304465124213605
6,0.00503896262506515,0.8304461915195073
6,0.0052772543524835375,0.8304458395495037
6,0.005526814857144603,0.8304454535035135
6,0.005788177037701274,0.8304450300825055
6,0.006061898993497572,0.8304445656680634
6,0.006348565216305217,0.8304440562914674
6,0.006648787838417263,0.830443497599783
6,0.006963207939763883,0.8304428848186658
6,0.007292496916841445,0.8304422127115687
6,0.007637357916378027,0.8304414755349984
6,0.007998527336796709,0.8304406669894422
6,0.008376776400682925,0.8304397801655458
6,0.008772912801613356,0.8304388074850803
6,0.00918778242886334,0.8304377406361978
6,0.009622271173675135,0.8304365705024204
6,0.010077306820944612,0.830435287084757
6,0.010553861030365236,0.8304338794162839
6,0.011052951411260215,0.8304323354684602
6,0.011575643695533041,0.8304306420483775
6,0.012123054013376522,0.8304287846860688
6,0.012696351276599734,0.8304267475109152
6,0.013296759674662127,0.8304245131160944
6,0.013925561288744634,0.8304220624099194
6,0.014584098829439862,0.8304193744527956
6,0.01527377850390714,0.8304164262784104
6,0.01599607301861488,0.8304131926976296
6,0.016752524724082157,0.8304096460834327
6,0.017544748908334597,0.8304057561350527
6,0.018374437246107267,0.8304014896193169
6,0.0192433614111598,0.8303968100869848
6,0.02015337685941733,0.8303916775616726
6,0.021106426791015546,0.8303860481987199
6,0.022104546299710218,0.8303798739110998
6,0.02314986671851161,0.8303731019591976
6,0.024244620170823284,0.8303656745009752
6,0.02539114433680347,0.8303575280987091
6,0.026591887445126937,0.8303485931781209
6,0.02784941350080644,0.8303387934353225
6,0.029166407760237052,0.8303280451865586
6,0.030545682465154336,0.8303162566552548
6,0.03199018284775065,0.8303033271903503
6,0.033502993419772316,0.830289146409328
6,0.03508734455902713,0.8302735932587284
6,0.0367466194073669,0.8302565349842457
6,0.03848436109487431,0.8302378260017674
6,0.04030428030568053,0.8302173066598956
6,0.04221026320156901,0.8301948018836032
6,0.04420637972028532,0.8301701196877096
6,0.046296892266272656,0.8301430495478005
6,0.04848626481239081,0.8301133606150666
6,0.05077917243205401,0.8300807997602826
6,0.053180511282142,0.8300450894307837
6,0.055695409058001334,0.8300059253028139
6,0.05832923594286206,0.8299629737100124
6,0.061087616075050394,0.8299158688270575
6,0.0639764395574843,0.8298642095855958
6,0.0670018750350959,0.8298075562975404
6,0.07017038286703829,0.829745426958607
6,0.07348872892180387,0.8296772932025762
6,0.07696399902471159,0.8296025758742027
6,0.08060361408861345,0.8295206401859329
6,0.08441534596012985,0.8294307904206415
6,0.08840733401525062,0.8293322641394396
6,0.09258810253973955,0.8292242258502426
6,0.0969665789314552,0.8291057600892228
6,0.10155211276345681,0.8289758638634968
6,0.10635449574860112,0.8288334383994365
6,0.11138398264826195,0.8286772801368485
6,0.11665131316981961,0.8285060709049678
6,0.12216773489967918,0.8283183672117844
6,0.12794502732078733,0.8281125885737237
6,0.13399552696593384,0.8278870048081638
6,0.14033215376054847,0.8276397222068126
6,0.1469684386112446,0.8273686685036393
6,0.15391855229902054,0.8270715765470213
6,0.1611973357388157,0.8267459665821535
6,0.16882033167003627,0.826389127046794
6,0.17680381784572086,0.8259980937813038
6,0.1851648417912156,0.8255696275529812
6,0.1939212572065831,0.8251001897952515
6,0.2030917620904737,0.8245859164647596
6,0.2126959386668692,0.8240225899243611
6,0.22275429519995588,0.8234056087679926
6,0.23328830978641582,0.8227299555151832
6,0.2443204762186489,0.8219901621193452
6,0.25587435201685893,0.8211802732559809
6,0.26797460873256923,0.8202938073856728
6,0.28064708463098387,0.8193237156235131
6,0.29391883986468875,0.8182623384929648
6,0.307818214256508,0.8171013606997058
6,0.32237488781490303,0.815831764131661
6,0.337619944111134,0.814443779377219
6,0.35358593665351795,0.812926836156774
6,0.3703069584005141,0.811269513185537
6,0.38781871456107236,0.8094594881304024
6,0.40615859883769795,0.8074834884928602
6,0.4253657732750387,0.8053272444456305
6,0.4454812518844989,0.8029754448746351
6,0.4665479882234473,0.8004116981312298
6,0.48861096711603264,0.7976184992824615
6,0.5117173007114605,0.7945772059583173
6,0.5359163290848514,0.7912680252314237
6,0.5612597255954972,0.7876700143209611
6,0.5878016072274912,0.7837610982800219
6,0.6155986501483508,0.7795181081917837
6,0.644710210732387,0.7749168437474563
6,0.6751984523072502,0.769932164385375
6,0.7071284778942997,0.7645381134070156
6,0.7405684692262434,0.7587080796167069
6,0.7755898323389001,0.7524150010152604
6,0.812267350047972,0.7456316148652637
6,0.8506793416364162,0.738330757984039
6,0.8909078300934142,0.7304857203532539
6,0.933038717262037,0.7220706540068702
6,0.9771619672696181,0.7130610376225552
6,1.0233717986325201,0.7034341952597085
6,1.0717668854455034,0.6931698652446611
6,1.122450568085307,0.6822508123155018
6,1.17553107387837,0.6706634728605835
6,1.2311217482038908,0.6583986195204807
6,1.2893412965257156,0.6454520277335734
6,1.3503140378698735,0.6318251232100771
6,1.414170170289024,0.6175255860935946
6,1.4810460488806754,0.6025678850329552
6,1.5510844769528405,0.5869737128841465
6,1.624435010958867,0.5707722956301242
6,1.7012542798525891,0.5540005476383245
6,1.7817063195457308,0.5367030497767604
6,1.865962923181746,0.518931832253242
6,1.9542040079740535,0.5007459512341984
6,2.04661799939199,0.4822108570554014
6,2.143402233514857,0.46339756168097496
6,2.2447633784132237,0.44438162335694553
6,2.3509178754572866,0.4252419763827673
6,2.4620924014946257,0.40605964278744366
6,2.5785243528842736,0.38691636968942944
6,2.700462352420682,0.3678932406185335
6,2.8281667802300325,0.34906931067185054
6,2.9619103297725533,0.33052031391650427
6,3.101978590138097,0.31231748707505547
6,3.248670655878375,0.29452654663573896
6,3.4022997656780714,0.2772068477341876
6,3.563193971228588,0.26041074320863233
6,3.7316968377327555,0.24418315093785314
6,3.908168177536268,0.22856132769257398
6,4.092984818452442,0.21357483891536466
6,4.28654140842093,0.19924570657523233
6,4.489251258218608,0.18558871181396652
6,4.701547224022135,0.1726118256143928
