lambda,G_mM,mean_UMP,UT_capacity,UR_capacity,E0,E1,E2
2.000000000000000000e+00,9.809027123475316801e-01,1.073301983241809809e+00,3.997804636674153270e-03,7.176509859417112315e-03,2.666155924526122240e-03,5.025010373454300017e-02,9.470837403409309019e-01
2.000000000000000000e+00,9.944702145804109605e-01,1.060624123041345568e+00,3.926861297852865008e-03,7.180357213996277355e-03,2.595870920847896755e-03,4.960213341447659852e-02,9.478019956646754896e-01
2.000000000000000000e+00,1.008225377744922824e+00,1.048120938242943057e+00,3.857749261508051052e-03,7.184151880096275970e-03,2.527411587739769420e-03,4.896199211804955209e-02,9.485105962942107505e-01
2.000000000000000000e+00,1.022170797501244621e+00,1.035793272337949711e+00,3.790422226830295321e-03,7.187894570713806303e-03,2.460731615910274027e-03,4.832960005004479503e-02,9.492096683340449648e-01
2.000000000000000000e+00,1.036309105411814091e+00,1.023641818983089591e+00,3.724835019571476509e-03,7.191585989698595117e-03,2.395785824834155506e-03,4.770487779175978243e-02,9.498993363834060677e-01
2.000000000000000000e+00,1.050642969437920904e+00,1.011667125381643162e+00,3.660943566524667292e-03,7.195226831847047720e-03,2.332530137154645907e-03,4.708774631414706924e-02,9.505797235486983521e-01
2.000000000000000000e+00,1.065175094443156389e+00,9.998695958286505370e-01,3.598704870500870484e-03,7.198817782995996749e-03,2.270921553584557932e-03,4.647812699033210954e-02,9.512509514560834045e-01
2.000000000000000000e+00,1.079908222703836129e+00,9.882494954042083668e-01,3.538076985796480278e-03,7.202359520116498673e-03,2.210918128300051657e-03,4.587594160752554023e-02,9.519131402641743955e-01
2.000000000000000000e+00,1.094845134426483124e+00,9.768069537991653783e-01,3.479018994145374050e-03,7.205852711407630291e-03,2.152478944820932633e-03,4.528111237834789304e-02,9.525664086768311778e-01
2.000000000000000000e+00,1.109988648272458134e+00,9.655419692577748014e-01,3.421490981149439593e-03,7.209298016390211505e-03,2.095564092371255023e-03,4.469356195158435963e-02,9.532108739560444244e-01
2.000000000000000000e+00,1.125341621889857757e+00,9.544544126221604641e-01,3.365454013181131028e-03,7.212696086000440487e-03,2.040134642713787010e-03,4.411321342238570808e-02,9.538466519349005912e-01
2.000000000000000000e+00,1.140906952452767076e+00,9.435440314638455783e-01,3.310870114751699074e-03,7.216047562683360582e-03,1.986152627451946446e-03,4.353999034193222623e-02,9.544738570306158243e-01
2.000000000000000000e+00,1.156687577207964113e+00,9.328104542880040206e-01,3.257702246338671590e-03,7.219353080486151999e-03,1.933581015792744254e-03,4.297381672657717144e-02,9.550926022576300412e-01
2.000000000000000000e+00,1.172686474029194015e+00,9.222531947965261212e-01,3.205914282665984182e-03,7.222613265151168506e-03,1.882383692764106123e-03,4.241461706648472219e-02,9.557029992407513053e-01
2.000000000000000000e+00,1.188906661979110213e+00,9.118716561965094503e-01,3.155470991430255230e-03,7.225828734208703495e-03,1.832525437880023252e-03,4.186231633377824474e-02,9.563051582283418339e-01
2.000000000000000000e+00,1.205351201878978484e+00,9.016651355412852453e-01,3.106338012466620772e-03,7.229000097069459424e-03,1.783971904246920478e-03,4.131683999021428660e-02,9.568991881055388671e-01
2.000000000000000000e+00,1.222023196886269814e+00,8.916328280916465676e-01,3.058481837347453575e-03,7.232127955116651220e-03,1.736689598104526220e-03,4.077811399439622286e-02,9.574851964074991839e-01
2.000000000000000000e+00,1.238925793080245752e+00,8.817738316854947245e-01,3.011869789407340195e-03,7.235212901797746267e-03,1.690645858794585744e-03,4.024606480854228674e-02,9.580632893326630484e-01
2.000000000000000000e+00,1.256062180055627753e+00,8.720871511047465496e-01,2.966470004187718012e-03,7.238255522715777643e-03,1.645808839150784790e-03,3.972061940482244508e-02,9.586335717560268144e-01
2.000000000000000000e+00,1.273435591524493260e+00,8.625717024288777068e-01,2.922251410294413737e-03,7.241256395720231491e-03,1.602147486303098865e-03,3.920170527127691401e-02,9.591961472424199719e-01
2.000000000000000000e+00,1.291049305926494473e+00,8.532263173651428723e-01,2.879183710661497534e-03,7.244216090997464275e-03,1.559631522889931782e-03,3.868925041733025511e-02,9.597511180597798619e-01
2.000000000000000000e+00,1.308906647047506810e+00,8.440497475460954080e-01,2.837237364214799645e-03,7.247135171160617832e-03,1.518231428671383207e-03,3.818318337891416642e-02,9.602985851924144001e-01
2.000000000000000000e+00,1.327010984646846303e+00,8.350406687856418708e-01,2.796383567928422981e-03,7.250014191339032230e-03,1.477918422536921407e-03,3.768343322321127814e-02,9.608386483542518119e-01
2.000000000000000000e+00,1.345365735093161597e+00,8.261976852854818754e-01,2.756594239267651063e-03,7.252853699267102633e-03,1.438664444900847154e-03,3.718992955303236647e-02,9.613714060020668306e-01
2.000000000000000000e+00,1.363974362009110042e+00,8.175193337844043340e-01,2.717841999011701842e-03,7.255654235372582805e-03,1.400442140478957683e-03,3.670260251083973940e-02,9.618969553486812485e-01
2.000000000000000000e+00,1.382840376924963754e+00,8.090040876434766437e-01,2.680100154449708595e-03,7.258416332864308339e-03,1.363224841439769327e-03,3.622138278242766074e-02,9.624153923761326057e-01
2.000000000000000000e+00,1.401967339941248891e+00,8.006503608607911104e-01,2.643342682943449536e-03,7.261140517819310997e-03,1.326986550923780171e-03,3.574620160027183746e-02,9.629268118488043537e-01
2.000000000000000000e+00,1.421358860400557145e+00,7.924565120099831272e-01,2.607544215850327897e-03,7.263827309269322435e-03,1.291701926924255801e-03,3.527699074655910039e-02,9.634313073265166061e-01
2.000000000000000000e+00,1.441018597568636705e+00,7.844208480973109410e-01,2.572680022800182681e-03,7.266477219286643884e-03,1.257346266523080196e-03,3.481368255590824162e-02,9.639289711775685943e-01
2.000000000000000000e+00,1.460950261324915456e+00,7.765416283326347369e-01,2.538725996319505553e-03,7.269090753069359229e-03,1.223895490475224038e-03,3.435620991779232691e-02,9.644198945917323851e-01
2.000000000000000000e+00,1.481157612862577633e+00,7.688170678101482469e-01,2.505658636796739055e-03,7.271668409025895848e-03,1.191326128135473950e-03,3.390450627867303696e-02,9.649041675931914197e-01
2.000000000000000000e+00,1.501644465398306760e+00,7.612453410952625399e-01,2.473455037782400744e-03,7.274210678858898486e-03,1.159615302721142115e-03,3.345850564385741133e-02,9.653818790534214322e-01
2.000000000000000000e+00,1.522414684891862269e+00,7.538245857144847406e-01,2.442092871617743133e-03,7.276718047648425731e-03,1.128740716904435594e-03,3.301814257908623068e-02,9.658531167040093068e-01
2.000000000000000000e+00,1.543472190775607711e+00,7.465529055456476826e-01,2.411550375385815466e-03,7.279190993934441314e-03,1.098680638728325755e-03,3.258335221186378639e-02,9.663179671494078748e-01
2.000000000000000000e+00,1.564820956694115361e+00,7.394283741062802617e-01,2.381806337178829763e-03,7.281629989798603722e-03,1.069413887839799470e-03,3.215407023253885610e-02,9.667765158796214342e-01
2.000000000000000000e+00,1.586465011254015067e+00,7.324490377383285900e-01,2.352840082675750066e-03,7.284035500945325488e-03,1.040919822034371738e-03,3.173023289514503853e-02,9.672288472828205474e-01
2.000000000000000000e+00,1.608408438784215688e+00,7.256129186878542692e-01,2.324631462024142649e-03,7.286407986782133389e-03,1.013178324105887306e-03,3.131177701800977320e-02,9.676750446578843423e-01
2.000000000000000000e+00,1.630655380106625696e+00,7.189180180787287933e-01,2.297160837020402122e-03,7.288747900499262765e-03,9.861697889956887262e-04,3.089863998414084031e-02,9.681151902268634313e-01
2.000000000000000000e+00,1.653210033317549454e+00,7.123623187796737088e-01,2.270409068582463635e-03,7.291055689148543198e-03,9.598751112352461737e-04,3.049075974139797696e-02,9.685493651473667809e-01
2.000000000000000000e+00,1.676076654579892411e+00,7.059437881643675361e-01,2.244357504509263135e-03,7.293331793721522655e-03,9.342756726764795501e-04,3.008807480245816179e-02,9.689776495248654253e-01
2.000000000000000000e+00,1.699259558926306646e+00,6.996603807646428752e-01,2.218987967521258379e-03,7.295576649226843090e-03,9.093533305040669371e-04,2.969052424458256539e-02,9.694001224249133575e-01
2.000000000000000000e+00,1.722763121073462633e+00,6.935100408170832287e-01,2.194282743576355527e-03,7.297790684766877929e-03,8.850904055240549264e-04,2.929804770919236176e-02,9.698168618852834877e-01
2.000000000000000000e+00,1.746591776247582217e+00,6.874907047036180607e-01,2.170224570455709691e-03,7.299974323613592393e-03,8.614696707232262149e-04,2.891058540126107898e-02,9.702279449280157841e-01
2.000000000000000000e+00,1.770750021021375353e+00,6.816003032869600853e-01,2.146796626613939416e-03,7.302127983283650085e-03,8.384743400937349350e-04,2.852807808853088239e-02,9.706334475713753740e-01
2.000000000000000000e+00,1.795242414162568689e+00,6.758367641419535943e-01,2.123982520288342311e-03,7.304252075612770179e-03,8.160880577175719025e-04,2.815046710055953139e-02,9.710334448417228259e-01
2.000000000000000000e+00,1.820073577494169648e+00,6.701980136841215741e-01,2.101766278861786665e-03,7.306347006829298774e-03,7.942948871055244232e-04,2.777769432760476137e-02,9.714280107852896196e-01
2.000000000000000000e+00,1.845248196766615445e+00,6.646819791968946456e-01,2.080132338474071415e-03,7.308413177627035191e-03,7.730793007853930957e-04,2.740970221935322068e-02,9.718172184798614666e-01
2.000000000000000000e+00,1.870771022541999118e+00,6.592865907591654029e-01,2.059065533876553757e-03,7.310450983237267233e-03,7.524261701342464760e-04,2.704643378349972857e-02,9.722011400463659303e-01
2.000000000000000000e+00,1.896646871090528430e+00,6.540097830749779240e-01,2.038551088524981174e-03,7.312460813500075256e-03,7.323207554496303237e-04,2.668783258418348098e-02,9.725798466603668979e-01
2.000000000000000000e+00,1.922880625299364654e+00,6.488494972073016731e-01,2.018574604905527987e-03,7.314443052934829596e-03,7.127486962547155847e-04,2.633384274028737967e-02,9.729534085634579110e-01
2.000000000000000000e+00,1.949477235594054392e+00,6.438036822179509233e-01,1.999122055089089418e-03,7.316398080809949009e-03,6.936960018324107901e-04,2.598440892360587631e-02,9.733218950745616826e-01
2.000000000000000000e+00,1.976441720872690766e+00,6.388702967158281787e-01,1.980179771509006301e-03,7.318326271211888015e-03,6.751490419836028972e-04,2.563947635688759025e-02,9.736853746011289168e-01
2.000000000000000000e+00,2.003779169453011821e+00,6.340473103157533430e-01,1.961734437957433907e-03,7.320227993113350567e-03,6.570945380047123890e-04,2.529899081175767533e-02,9.740439146502376522e-01
2.000000000000000000e+00,2.031494740032574686e+00,6.293327050102294207e-01,1.943773080795690219e-03,7.322103610440760385e-03,6.395195538798880948e-04,2.496289860652602458e-02,9.743975818395941291e-01
2.000000000000000000e+00,2.059593662662231761e+00,6.247244764565463848e-01,1.926283060373943246e-03,7.323953482140949794e-03,6.224114876831763005e-04,2.463114660388568758e-02,9.747464419084311826e-01
2.000000000000000000e+00,2.088081239733071470e+00,6.202206351816846874e-01,1.909252062655720193e-03,7.325777962247106111e-03,6.057580631861357633e-04,2.430368220850709013e-02,9.750905597283068271e-01
2.000000000000000000e+00,2.116962846976988111e+00,6.158192077075294035e-01,1.892668091042794308e-03,7.327577399943959076e-03,5.895473216664346436e-04,2.398045336453302409e-02,9.754299993138004776e-01
2.000000000000000000e+00,2.146243934481113946e+00,6.115182375989145491e-01,1.876519458396049087e-03,7.329352139632215428e-03,5.737676139130100383e-04,2.366140855297865081e-02,9.757648238331083634e-01
2.000000000000000000e+00,2.175930027716282300e+00,6.073157864370568593e-01,1.860794779248026599e-03,7.331102520992244936e-03,5.584075924234901695e-04,2.334649678904144807e-02,9.760950956185351357e-01
2.000000000000000000e+00,2.206026728579693064e+00,6.032099347209456397e-01,1.845482962202961257e-03,7.332828879047020507e-03,5.434562037896509485e-04,2.303566761932578436e-02,9.764208761768845557e-01
2.000000000000000000e+00,2.236539716452023541e+00,5.991987826992455357e-01,1.830573202520114229e-03,7.334531544224321895e-03,5.289026812667183171e-04,2.272887111898586748e-02,9.767422261997473765e-01
2.000000000000000000e+00,2.267474749269159151e+00,5.952804511352766115e-01,1.816054974876358565e-03,7.336210842418200428e-03,5.147365375224465965e-04,2.242605788879159165e-02,9.770592055736859738e-01
2.000000000000000000e+00,2.298837664608727405e+00,5.914530820076225881e-01,1.801918026304024506e-03,7.337867095049700403e-03,5.009475575619681256e-04,2.212717905212149144e-02,9.773718733903165035e-01
2.000000000000000000e+00,2.330634380791683391e+00,5.877148391488868917e-01,1.788152369300063937e-03,7.339500619126870969e-03,4.875257918244572312e-04,2.183218625188630344e-02,9.776802879562892512e-01
2.000000000000000000e+00,2.362870897999126196e+00,5.840639088251031730e-01,1.774748275102698038e-03,7.341111727304039034e-03,4.744615494477618886e-04,2.154103164738715298e-02,9.779845068031651767e-01
2.000000000000000000e+00,2.395553299404549641e+00,5.804985002582745413e-01,1.761696267131772960e-03,7.342700727940367454e-03,4.617453916972141109e-04,2.125366791111222425e-02,9.782845866971905391e-01
2.000000000000000000e+00,2.428687752321769810e+00,5.770168460944695710e-01,1.748987114589116865e-03,7.344267925157703727e-03,4.493681255548908769e-04,2.097004822547503949e-02,9.785805836489701592e-01
2.000000000000000000e+00,2.462280509368729220e+00,5.736172028198770478e-01,1.736611826215259721e-03,7.345813618897711374e-03,4.373207974656896147e-04,2.069012627949809446e-02,9.788725529230362099e-01
2.000000000000000000e+00,2.496337909647384112e+00,5.702978511271704631e-01,1.724561644198973351e-03,7.347338104978306562e-03,4.255946872366462306e-04,2.041385626544519813e-02,9.791605490473180851e-01
2.000000000000000000e+00,2.530866379939922250e+00,5.670570962344848587e-01,1.712828038236120873e-03,7.348841675149387839e-03,4.141813020859841680e-04,2.014119287540552111e-02,9.794446258225084634e-01
2.000000000000000000e+00,2.565872435921538131e+00,5.638932681592596641e-01,1.701402699734397674e-03,7.350324617147878034e-03,4.030723708384589322e-04,1.987209129783249623e-02,9.797248363313291186e-01
2.000000000000000000e+00,2.601362683389950803e+00,5.608047219491567592e-01,1.690277536160622856e-03,7.351787214752078352e-03,3.922598382636471349e-04,1.960650721404089830e-02,9.800012329476954775e-01
2.000000000000000000e+00,2.637343819511957399e+00,5.577898378721909411e-01,1.679444665527273254e-03,7.353229747835340717e-03,3.817358595538594213e-04,1.934439679466454579e-02,9.802738673457815910e-01
2.000000000000000000e+00,2.673822634087223538e+00,5.548470215681707840e-01,1.668896411015050995e-03,7.354652492419063575e-03,3.714927949384581722e-04,1.908571669607765989e-02,9.805427905089839635e-01
2.000000000000000000e+00,2.710806010829535317e+00,5.519747041634812668e-01,1.658625295728329355e-03,7.356055720725018961e-03,3.615232044314142757e-04,1.883042405678272274e-02,9.808080527387859071e-01
2.000000000000000000e+00,2.748300928665794896e+00,5.491713423511801473e-01,1.648624037580381958e-03,7.357439701227014295e-03,3.518198427089927710e-04,1.857847649376716606e-02,9.810697036635238621e-01
2.000000000000000000e+00,2.786314463052971035e+00,5.464354184383236612e-01,1.638885544305365184e-03,7.358804698701898461e-03,3.423756541145355544e-04,1.832983209883162420e-02,9.813277922470539094e-01
2.000000000000000000e+00,2.824853787313279962e+00,5.437654403623752852e-01,1.629402908594094774e-03,7.360150974279912155e-03,3.331837677873611663e-04,1.808444943489203455e-02,9.815823667973205824e-01
2.000000000000000000e+00,2.863926173987804802e+00,5.411599416784900196e-01,1.620169403350712285e-03,7.361478785494400719e-03,3.242374929128777295e-04,1.784228753225822195e-02,9.818334749748289791e-01
2.000000000000000000e+00,2.903538996208867129e+00,5.386174815194060272e-01,1.611178477067393405e-03,7.362788386330876463e-03,3.155303140910433856e-04,1.760330588489084774e-02,9.820811638010181754e-01
2.000000000000000000e+00,2.943699729091377115e+00,5.361366445296147365e-01,1.602423749314320182e-03,7.364080027275455610e-03,3.070558868203906479e-04,1.736746444663915881e-02,9.823254796665404909e-01
2.000000000000000000e+00,2.984415951143402967e+00,5.337160407754212299e-01,1.593899006342195616e-03,7.365353955362670749e-03,2.988080330948840002e-04,1.713472362746174329e-02,9.825664683394433885e-01
2.000000000000000000e+00,3.025695345696277183e+00,5.313543056324447900e-01,1.585598196794626514e-03,7.366610414222652704e-03,2.907807371109272319e-04,1.690504428963202771e-02,9.828041749732570054e-01
2.000000000000000000e+00,3.067545702354486981e+00,5.290500996520517418e-01,1.577515427527771252e-03,7.367849644127705266e-03,2.829681410819063353e-04,1.667838774393063869e-02,9.830386441149875365e-01
2.000000000000000000e+00,3.109974918465586491e+00,5.268021084081528915e-01,1.569644959534702375e-03,7.369071882038271890e-03,2.753645411577138025e-04,1.645471574582668337e-02,9.832699197130155833e-01
2.000000000000000000e+00,3.152991000610469552e+00,5.246090423257397939e-01,1.561981203971980628e-03,7.370277361648300447e-03,2.679643834467368034e-04,1.623399049164948177e-02,9.834980451249037969e-01
2.000000000000000000e+00,3.196602066114260232e+00,5.224696364924803493e-01,1.554518718285993577e-03,7.371466313430009507e-03,2.607622601378618756e-04,1.601617461475255549e-02,9.837230631251095980e-01
2.000000000000000000e+00,3.240816344578064445e+00,5.203826504546339438e-01,1.547252202436684649e-03,7.372638964678070866e-03,2.537529057201051903e-04,1.580123118167187091e-02,9.839450159126080786e-01
2.000000000000000000e+00,3.285642179431945475e+00,5.183468679984938321e-01,1.540176495216313574e-03,7.373795539553204895e-03,2.469311932975104692e-04,1.558912368827952352e-02,9.841639451184229781e-01
2.000000000000000000e+00,3.331088029509373438e+00,5.163610969185126187e-01,1.533286570660976180e-03,7.374936259125204271e-03,2.402921309970271863e-04,1.537981605593465029e-02,9.843798918130683973e-01
2.000000000000000000e+00,3.377162470643426229e+00,5.144241687732111767e-01,1.526577534552642267e-03,7.376061341415384408e-03,2.338308584671288206e-04,1.517327262763317267e-02,9.845928965138995848e-01
2.000000000000000000e+00,3.423874197285096344e+00,5.125349386299231647e-01,1.520044621009527348e-03,7.377171001438477017e-03,2.275426434649697137e-04,1.496945816415757961e-02,9.848029991923774595e-01
2.000000000000000000e+00,3.471232024143982908e+00,5.106922847993763392e-01,1.513683189162652164e-03,7.378265451243950362e-03,2.214228785299386659e-04,1.476833784022820242e-02,9.850102392812417618e-01
2.000000000000000000e+00,3.519244887851646020e+00,5.088951085610639025e-01,1.507488719916515044e-03,7.379344899956804746e-03,2.154670777415184117e-04,1.456987724065754788e-02,9.852146556816009371e-01
2.000000000000000000e+00,3.567921848647997773e+00,5.071423338803124903e-01,1.501456812791817329e-03,7.380409553817798146e-03,2.096708735593908835e-04,1.437404235650858488e-02,9.854162867699320927e-01
2.000000000000000000e+00,3.617272092091022628e+00,5.054329071179092248e-01,1.495583182848254098e-03,7.381459616223151436e-03,2.040300137437903497e-04,1.418079958125845544e-02,9.856151704049976869e-01
2.000000000000000000e+00,3.667304930790109108e+00,5.037657967331032882e-01,1.489863657685420138e-03,7.382495287763716704e-03,1.985403583541491500e-04,1.399011570696883679e-02,9.858113439346769535e-01
2.000000000000000000e+00,3.718029806163392070e+00,5.021399929807587315e-01,1.484294174519911261e-03,7.383516766263611281e-03,1.931978768241138179e-04,1.380195792046385976e-02,9.860048442027120608e-01
2.000000000000000000e+00,3.769456290219401762e+00,5.005545076033907081e-01,1.478870777336768923e-03,7.384524246818346092e-03,1.879986451110663304e-04,1.361629379951678938e-02,9.861957075553721142e-01
2.000000000000000000e+00,3.821594087363321623e+00,4.990083735187804126e-01,1.473589614113441281e-03,7.385517921832437938e-03,1.829388429183251210e-04,1.343309130904661065e-02,9.863839698480350027e-01
2.000000000000000000e+00,3.874453036228266534e+00,4.975006445038251957e-01,1.468446934114477596e-03,7.386497981056502210e-03,1.780147509882332093e-04,1.325231879732528990e-02,9.865696664516864223e-01
2.000000000000000000e+00,3.928043111531869247e+00,4.960303948752411984e-01,1.463439085255221692e-03,7.387464611623865106e-03,1.732227484643944417e-04,1.307394499219681656e-02,9.867528322593388523e-01
2.000000000000000000e+00,3.982374425958571607e+00,4.945967191677028141e-01,1.458562511532798377e-03,7.388417998086658882e-03,1.685593103213487332e-04,1.289793899730881481e-02,9.869335016923698189e-01
2.000000000000000000e+00,4.037457232067904300e+00,4.931987318099714246e-01,1.453813750522743109e-03,7.389358322451453076e-03,1.640210048600276708e-04,1.272427028835780918e-02,9.871117087067821094e-01
2.000000000000000000e+00,4.093301924229208133e+00,4.918355667995257807e-01,1.449189430939642077e-03,7.390285764214378321e-03,1.596044912673556652e-04,1.255290870934867332e-02,9.872874867993839398e-01
2.000000000000000000e+00,4.149919040583104568e+00,4.905063773761825785e-01,1.444686270260203253e-03,7.391200500395793925e-03,1.553065172384129823e-04,1.238382446886923324e-02,9.874608690138924061e-01
2.000000000000000000e+00,4.207319265030068145e+00,4.892103356951634785e-01,1.440301072407215808e-03,7.392102705574464527e-03,1.511239166596099759e-04,1.221698813638081443e-02,9.876318879469595524e-01
2.000000000000000000e+00,4.265513429246536425e+00,4.879466325000322291e-01,1.436030725492881297e-03,7.392992551921292663e-03,1.470536073513529563e-04,1.205237063852531917e-02,9.878005757541232779e-01
2.000000000000000000e+00,4.324512514728908741e+00,4.867144767959027396e-01,1.431872199620037563e-03,7.393870209232582084e-03,1.430925888687231164e-04,1.188994325544951748e-02,9.879669641556817483e-01
2.000000000000000000e+00,4.384327654865778356e+00,4.855130955232928591e-01,1.427822544739849831e-03,7.394735844962837049e-03,1.392379403587280145e-04,1.172967761714742083e-02,9.881310844424938677e-01
2.000000000000000000e+00,4.444970137038863456e+00,4.843417332329666980e-01,1.423878888564542424e-03,7.395589624257136591e-03,1.354868184727071271e-04,1.157154569982104912e-02,9.882929674817062526e-01
2.000000000000000000e+00,4.506451404752999323e+00,4.831996517620931741e-01,1.420038434533812347e-03,7.396431709983046499e-03,1.318364553325183832e-04,1.141551982226034559e-02,9.884526437224071538e-01
2.000000000000000000e+00,4.568783059795554102e+00,4.820861299120188792e-01,1.416298459833577328e-03,7.397262262762110616e-03,1.282841565491614857e-04,1.126157264224285533e-02,9.886101432012079915e-01
2.000000000000000000e+00,4.631976864425747742e+00,4.810004631279360399e-01,1.412656313465749432e-03,7.398081441000896319e-03,1.248272992925215550e-04,1.110967715295353882e-02,9.887654955477539476e-01
2.000000000000000000e+00,4.696044743594258719e+00,4.799419631807001485e-01,1.409109414367755138e-03,7.398889400921623664e-03,1.214633304109520562e-04,1.095980667942525119e-02,9.889187299901638362e-01
2.000000000000000000e+00,4.760998787193484461e+00,4.789099578510384592e-01,1.405655249580559790e-03,7.399686296592379066e-03,1.181897645994496208e-04,1.081193487500052564e-02,9.890698753603999194e-01
2.000000000000000000e+00,4.826851252338975051e+00,4.779037906163672300e-01,1.402291372463971295e-03,7.400472279956904834e-03,1.150041826151934193e-04,1.066603571781487431e-02,9.892189600995699994e-01
2.000000000000000000e+00,4.893614565682415929e+00,4.769228203404182742e-01,1.399015400958035851e-03,7.401247500863977584e-03,1.119042295392603658e-04,1.052208350730211503e-02,9.893660122631586784e-01
2.000000000000000000e+00,4.961301325756567238e+00,4.759664209658600598e-01,1.395825015889372344e-03,7.402012107096399805e-03,1.088876130833542962e-04,1.038005286072225114e-02,9.895110595261943365e-01
2.000000000000000000e+00,5.029924305352672320e+00,4.750339812100812242e-01,1.392717959321303732e-03,7.402766244399577693e-03,1.059521019404093656e-04,1.023991870971204844e-02,9.896541291883474978e-01
2.000000000000000000e+00,5.099496453930759898e+00,4.741249042642884937e-01,1.389692032946684324e-03,7.403510056509707803e-03,1.030955241779619693e-04,1.010165629685875685e-02,9.897952481789632495e-01
2.000000000000000000e+00,5.170030900063229851e+00,4.732386074960595601e-01,1.386745096522349133e-03,7.404243685181578598e-03,1.003157656732118087e-04,9.965241172297436417e-03,9.899344430620293789e-01
2.000000000000000000e+00,5.241540953912291023e+00,4.723745221554724871e-01,1.383875066344123893e-03,7.404967270215992957e-03,9.761076858871253997e-05,9.830649190331925899e-03,9.900717400410793401e-01
2.000000000000000000e+00,5.314040109741664075e+00,4.715320930849266068e-01,1.381079913761376794e-03,7.405680949486802972e-03,9.497852988766537329e-05,9.697856506079925720e-03,9.902071649640323825e-01
2.000000000000000000e+00,5.387542048462973909e+00,4.707107784327513311e-01,1.378357663730107093e-03,7.406384858967581322e-03,9.241709988781215295e-05,9.566839572142471146e-03,9.903407433279697303e-01
2.000000000000000000e+00,5.462060640217423213e+00,4.699100493706944159e-01,1.375706393403591798e-03,7.407079132757917947e-03,8.992458085294410038e-05,9.437575135297873730e-03,9.904725002838492554e-01
2.000000000000000000e+00,5.537609946993135246e+00,4.691293898153628961e-01,1.373124230759640869e-03,7.407763903109355029e-03,8.749912562107389703e-05,9.310040233220564718e-03,9.906024606411584221e-01
2.000000000000000000e+00,5.614204225278737859e+00,4.683682961536869693e-01,1.370609353263526134e-03,7.408439300450971564e-03,8.513893626833512909e-05,9.184212191224823060e-03,9.907306488725068361e-01
2.000000000000000000e+00,5.691857928753591978e+00,4.676262769724620072e-01,1.368159986565679062e-03,7.409105453414601035e-03,8.284226280770274166e-05,9.060068619033844264e-03,9.908570891181583962e-01
2.000000000000000000e+00,5.770585711015280062e+00,4.669028527920187632e-01,1.365774403233273966e-03,7.409762488859712552e-03,8.060740192164332889e-05,8.937587407574073758e-03,9.909818051905043834e-01
2.000000000000000000e+00,5.850402428344825267e+00,4.661975558040586387e-01,1.363450921514823859e-03,7.410410531897931169e-03,7.843269572783066301e-05,8.816746725795058040e-03,9.911048205784770415e-01
2.000000000000000000e+00,5.931323142510098734e+00,4.655099296136886999e-01,1.361187904136963679e-03,7.411049705917252886e-03,7.631653057708413204e-05,8.697525017515079018e-03,9.912261584519077573e-01
2.000000000000000000e+00,6.013363123608063354e+00,4.648395289856799284e-01,1.358983757132578660e-03,7.411680132605878886e-03,7.425733588270259607e-05,8.579900998292443182e-03,9.913458416658248451e-01
2.000000000000000000e+00,6.096537852946324776e+00,4.641859195949645245e-01,1.356836928699492895e-03,7.412301931975754862e-03,7.225358298039245006e-05,8.463853652322737842e-03,9.914638927646968192e-01
2.000000000000000000e+00,6.180863025964485225e+00,4.635486777813848658e-01,1.354745908088930305e-03,7.412915222385772947e-03,7.030378401800750599e-05,8.349362229362137719e-03,9.915803339866199329e-01
2.000000000000000000e+00,6.266354555195961851e+00,4.629273903086988384e-01,1.352709224522982787e-03,7.413520120564642303e-03,6.840649087433341787e-05,8.236406241676713300e-03,9.916951872674489854e-01
2.000000000000000000e+00,6.353028573270772306e+00,4.623216541278378222e-01,1.350725446140348942e-03,7.414116741633465686e-03,6.656029410617370014e-05,8.124965461017931781e-03,9.918084742448758373e-01
2.000000000000000000e+00,6.440901435959793808e+00,4.617310761444152756e-01,1.348793178969613258e-03,7.414705199127980331e-03,6.476382192301107313e-05,8.015019915624421731e-03,9.919202162624525254e-01
2.000000000000000000e+00,6.529989725261188482e+00,4.611552729904712100e-01,1.346911065929360610e-03,7.415285605020502206e-03,6.301573918853371195e-05,7.906549887249947686e-03,9.920304343735615316e-01
2.000000000000000000e+00,6.620310252529520767e+00,4.605938708004387871e-01,1.345077785854438025e-03,7.415858069741558013e-03,6.131474644833610104e-05,7.799535908217681418e-03,9.921391493453339816e-01
2.000000000000000000e+00,6.711880061648093587e+00,4.600465049913117777e-01,1.343292052547689127e-03,7.416422702201232696e-03,5.965957898312241085e-05,7.693958758500873095e-03,9.922463816625158861e-01
2.000000000000000000e+00,6.804716432245226265e+00,4.595128200469901780e-01,1.341552613856509223e-03,7.416979609810205563e-03,5.804900588675305947e-05,7.589799462829801766e-03,9.923521515312835328e-01
2.000000000000000000e+00,6.898836882955015071e+00,4.589924693067758410e-01,1.339858250773576795e-03,7.417528898500490644e-03,5.648182916849471227e-05,7.487039287825044201e-03,9.924564788830064765e-01
2.000000000000000000e+00,6.994259174723137740e+00,4.584851147579875330e-01,1.338207776561146662e-03,7.418070672745913363e-03,5.495688287885133982e-05,7.385659739157204341e-03,9.925593833779638997e-01
2.000000000000000000e+00,7.091001314158440927e+00,4.579904268326614458e-01,1.336600035898288536e-03,7.418605035582275832e-03,5.347303225836411936e-05,7.285642558732837934e-03,9.926608844090086814e-01
