lambda,G_mM,mean_UMP,UT_capacity,UR_capacity,E0,E1,E2
1.000000000000000000e+00,4.444970137038863456e+00,4.843417332329667535e-01,1.407590886297103864e-03,7.310990167423848940e-03,1.339369608098013760e-04,2.287835348673369559e-02,9.769877095524565069e-01
1.000000000000000000e+00,4.506451404752999323e+00,4.831996517620930631e-01,1.404010920045364571e-03,7.312950577704056820e-03,1.303484599046754520e-04,2.257335308492484580e-02,9.772962984551705201e-01
1.000000000000000000e+00,4.568783059795554102e+00,4.820861299120188792e-01,1.400526330821655471e-03,7.314885152250379975e-03,1.268555634067833760e-04,2.227232389107481128e-02,9.776008205455184452e-01
1.000000000000000000e+00,4.631976864425747742e+00,4.810004631279361509e-01,1.397134599130191602e-03,7.316794219428448230e-03,1.234557458138525602e-04,2.197521674253137547e-02,9.779013275116547055e-01
1.000000000000000000e+00,4.696044743594258719e+00,4.799419631806999820e-01,1.393833271172354891e-03,7.318678103755521004e-03,1.201465474773993642e-04,2.168198301656239571e-02,9.781978704359601817e-01
1.000000000000000000e+00,4.760998787193484461e+00,4.789099578510384037e-01,1.390619957167785843e-03,7.320537125936728284e-03,1.169255729198184350e-04,2.139257462633255974e-02,9.784904998007476484e-01
1.000000000000000000e+00,4.826851252338975051e+00,4.779037906163671190e-01,1.387492329717015345e-03,7.322371602901246550e-03,1.137904891931120507e-04,2.110694401685208471e-02,9.787792654939547754e-01
1.000000000000000000e+00,4.893614565682415929e+00,4.769228203404182742e-01,1.384448122204670791e-03,7.324181847838354999e-03,1.107390242782870746e-04,2.082504416089998867e-02,9.790642168148216973e-01
1.000000000000000000e+00,4.961301325756567238e+00,4.759664209658600598e-01,1.381485127242295914e-03,7.325968170233409377e-03,1.077689655244650017e-04,2.054682855492419649e-02,9.793454024795513746e-01
1.000000000000000000e+00,5.029924305352672320e+00,4.750339812100811687e-01,1.378601195149857343e-03,7.327730875903677027e-03,1.048781581267669509e-04,2.027225121492045104e-02,9.796228706269527464e-01
1.000000000000000000e+00,5.099496453930759898e+00,4.741249042642883826e-01,1.375794232475021067e-03,7.329470267034084337e-03,1.020645036420604065e-04,2.000126667229220473e-02,9.798966688240657863e-01
1.000000000000000000e+00,5.170030900063229851e+00,4.732386074960595046e-01,1.373062200549309778e-03,7.331186642212802855e-03,9.932595854167440780e-05,1.973382996969376413e-02,9.801668440717645758e-01
1.000000000000000000e+00,5.241540953912291023e+00,4.723745221554724316e-01,1.370403114080262453e-03,7.332880296466732194e-03,9.666053280020318048e-05,1.946989665685826265e-02,9.804334428103416155e-01
1.000000000000000000e+00,5.314040109741664075e+00,4.715320930849266623e-01,1.367815039778744841e-03,7.334551521296816395e-03,9.406628851954334332e-05,1.920942278641260201e-02,9.806965109250679324e-01
1.000000000000000000e+00,5.387542048462973909e+00,4.707107784327513311e-01,1.365296095020572791e-03,7.336200604713235401e-03,9.154133858732801184e-05,1.895236490968131918e-02,9.809560937517314283e-01
1.000000000000000000e+00,5.462060640217423213e+00,4.699100493706943604e-01,1.362844446541631570e-03,7.337827831270422180e-03,8.908384536893352028e-05,1.869868007248081179e-02,9.812122360821502465e-01
1.000000000000000000e+00,5.537609946993135246e+00,4.691293898153628961e-01,1.360458309165689080e-03,7.339433482101939341e-03,8.669201943226040969e-05,1.844832581090603482e-02,9.814649821696617149e-01
1.000000000000000000e+00,5.614204225278737859e+00,4.683682961536868583e-01,1.358135944564119527e-03,7.341017834955177943e-03,8.436411830450099580e-05,1.820126014711089674e-02,9.817143757345846433e-01
1.000000000000000000e+00,5.691857928753591978e+00,4.676262769724620072e-01,1.355875660046777526e-03,7.342581164225889766e-03,8.209844526012998074e-05,1.795744158508453051e-02,9.819604599696553082e-01
1.000000000000000000e+00,5.770585711015280062e+00,4.669028527920188743e-01,1.353675807383267378e-03,7.344123740992549582e-03,7.989334813936401901e-05,1.771682910642442474e-02,9.822032775454361264e-01
1.000000000000000000e+00,5.850402428344825267e+00,4.661975558040585832e-01,1.351534781653878931e-03,7.345645833050533542e-03,7.774721819635825202e-05,1.747938216610816359e-02,9.824428706156954627e-01
1.000000000000000000e+00,5.931323142510098734e+00,4.655099296136887554e-01,1.349451020129476637e-03,7.347147704946105883e-03,7.565848897642430564e-05,1.724506068826540256e-02,9.826792808227582388e-01
1.000000000000000000e+00,6.013363123608063354e+00,4.648395289856799839e-01,1.347423001179635319e-03,7.348629618010231283e-03,7.362563522156518193e-05,1.701382506195107946e-02,9.829125493028273430e-01
1.000000000000000000e+00,6.096537852946324776e+00,4.641859195949645245e-01,1.345449243208349374e-03,7.350091830392182536e-03,7.164717180364359107e-05,1.678563613692143561e-02,9.831427166912749538e-01
1.000000000000000000e+00,6.180863025964485225e+00,4.635486777813848658e-01,1.343528303616634521e-03,7.351534597092955654e-03,6.972165268451471667e-05,1.656045521941425583e-02,9.833698231279013324e-01
1.000000000000000000e+00,6.266354555195961851e+00,4.629273903086988939e-01,1.341658777791381561e-03,7.352958169998478552e-03,6.784766990246553393e-05,1.633824406793425374e-02,9.835939082621633078e-01
1.000000000000000000e+00,6.353028573270772306e+00,4.623216541278377667e-01,1.339839298119810959e-03,7.354362797912631505e-03,6.602385258432273631e-05,1.611896488904501420e-02,9.838150112583706752e-01
1.000000000000000000e+00,6.440901435959793808e+00,4.617310761444152756e-01,1.338068533028916127e-03,7.355748726590032559e-03,6.424886598260421441e-05,1.590258033316867964e-02,9.840331708008486222e-01
1.000000000000000000e+00,6.529989725261188482e+00,4.611552729904712100e-01,1.336345186049275879e-03,7.357116198768643388e-03,6.252141053710088962e-05,1.568905349039435848e-02,9.842484250990686245e-01
1.000000000000000000e+00,6.620310252529520767e+00,4.605938708004387871e-01,1.334667994902645830e-03,7.358465454202128830e-03,6.084022096029239457e-05,1.547834788629630885e-02,9.844608118927433704e-01
1.000000000000000000e+00,6.711880061648093587e+00,4.600465049913117777e-01,1.333035730612746510e-03,7.359796729692032538e-03,5.920406534601459420e-05,1.527042747776315851e-02,9.846703684568908210e-01
1.000000000000000000e+00,6.804716432245226265e+00,4.595128200469902335e-01,1.331447196638674670e-03,7.361110259119706296e-03,5.761174430080610891e-05,1.506525664883884980e-02,9.848771316068603010e-01
1.000000000000000000e+00,6.898836882955015071e+00,4.589924693067757855e-01,1.329901228030386543e-03,7.362406273478031178e-03,5.606209009737805768e-05,1.486280020657635738e-02,9.850811377033262817e-01
1.000000000000000000e+00,6.994259174723137740e+00,4.584851147579874775e-01,1.328396690605710556e-03,7.363685000902909714e-03,5.455396584966412031e-05,1.466302337690527854e-02,9.852824226572450828e-01
1.000000000000000000e+00,7.091001314158440927e+00,4.579904268326614458e-01,1.326932480148354954e-03,7.364946666704536883e-03,5.308626470891668504e-05,1.446589180051383039e-02,9.854810219347772682e-01
1.000000000000000000e+00,7.189081556930892347e+00,4.575080842083010246e-01,1.325507521626396014e-03,7.366191493398436922e-03,5.165790908033156471e-05,1.427137152874626870e-02,9.856769705621734046e-01
1.000000000000000000e+00,7.288518411216458048e+00,4.570377736126361445e-01,1.324120768430739857e-03,7.367419700736275480e-03,5.026784985969481666e-05,1.407942901951666527e-02,9.858703031306236264e-01
1.000000000000000000e+00,7.389330641189705062e+00,4.565791896323513899e-01,1.322771201633063040e-03,7.368631505736432386e-03,4.891506568955413979e-05,1.389003113323946000e-02,9.860610538010710080e-01
1.000000000000000000e+00,7.491537270564699647e+00,4.561320345257389719e-01,1.321457829262750973e-03,7.369827122714346299e-03,4.759856223443288665e-05,1.370314512877777308e-02,9.862492563089877429e-01
1.000000000000000000e+00,7.595157586184829057e+00,4.556960180392305437e-01,1.320179685602360792e-03,7.371006763312631244e-03,4.631737147461445318e-05,1.351873865941020415e-02,9.864349439691151300e-01
1.000000000000000000e+00,7.700211141662330228e+00,4.552708572277632260e-01,1.318935830501151820e-03,7.372170636530937272e-03,4.507055101803443705e-05,1.333677976881655382e-02,9.866181496801653683e-01
1.000000000000000000e+00,7.806717761068168393e+00,4.548562762789263303e-01,1.317725348706228232e-03,7.373318948755600358e-03,4.385718342983116285e-05,1.315723688708327760e-02,9.867989059294869358e-01
1.000000000000000000e+00,7.914697542672882946e+00,4.544520063408458155e-01,1.316547349210864162e-03,7.374451903789026007e-03,4.267637557911517428e-05,1.298007882672930213e-02,9.869772447976916663e-01
1.000000000000000000e+00,8.024170862739246957e+00,4.540577853537480779e-01,1.315400964619574528e-03,7.375569702878856902e-03,4.152725800252730551e-05,1.280527477875263373e-02,9.871531979632448550e-01
1.000000000000000000e+00,8.135158379367346981e+00,4.536733578851560034e-01,1.314285350529518495e-03,7.376672544746888140e-03,4.040898428416706017e-05,1.263279430869843067e-02,9.873267967070173956e-01
1.000000000000000000e+00,8.247681036392883414e+00,4.532984749686619907e-01,1.313199684927825314e-03,7.377760625617744809e-03,3.932073045148146953e-05,1.246260735274896600e-02,9.874980719167996135e-01
1.000000000000000000e+00,8.361760067339327307e+00,4.529328939462244907e-01,1.312143167604443985e-03,7.378834139247316716e-03,3.826169438671598563e-05,1.229468421383610351e-02,9.876670540917772412e-01
1.000000000000000000e+00,8.477416999424791655e+00,4.525763783139339358e-01,1.311115019580129685e-03,7.379893276950951972e-03,3.723109525353645948e-05,1.212899555777664264e-02,9.878337733469697568e-01
1.000000000000000000e+00,8.594673657624349872e+00,4.522286975711926615e-01,1.310114482549185749e-03,7.380938227631415535e-03,3.622817293844178500e-05,1.196551240943092946e-02,9.879982594176306421e-01
1.000000000000000000e+00,8.713552168788442742e+00,4.518896270732534748e-01,1.309140818336588684e-03,7.381969177806588407e-03,3.525218750659700787e-05,1.180420614888539992e-02,9.881605416636080053e-01
1.000000000000000000e+00,8.834074965818349057e+00,4.515589478870620788e-01,1.308193308369140148e-03,7.382986311636938713e-03,3.430241867172260050e-05,1.164504850765914548e-02,9.883206490736691219e-01
1.000000000000000000e+00,8.956264791899396727e+00,4.512364466503450688e-01,1.307271253160287913e-03,7.383989810952749054e-03,3.337816527968700891e-05,1.148801156493502347e-02,9.884786102697853405e-01
1.000000000000000000e+00,9.080144704792642685e+00,4.509219154338910407e-01,1.306373971808271438e-03,7.384979855281088856e-03,3.247874480545782407e-05,1.133306774381576294e-02,9.886344535113787968e-01
1.000000000000000000e+00,9.205738081186012778e+00,4.506151516069652474e-01,1.305500801507260538e-03,7.385956621872560336e-03,3.160349286307325220e-05,1.118018980760517381e-02,9.887882066995318242e-01
1.000000000000000000e+00,9.333068621105603313e+00,4.503159577058038487e-01,1.304651097071154271e-03,7.386920285727786861e-03,3.075176272830593344e-05,1.102935085611488758e-02,9.889398973811567295e-01
1.000000000000000000e+00,9.462160352387932960e+00,4.500241413051312978e-01,1.303824230469722168e-03,7.387871019623669724e-03,2.992292487369869309e-05,1.088052432199701144e-02,9.890895527531293752e-01
1.000000000000000000e+00,9.593037635214122005e+00,4.497395148926447428e-01,1.303019590376774473e-03,7.388808994139391649e-03,2.911636651565817276e-05,1.073368396710275632e-02,9.892371996663815725e-01
1.000000000000000000e+00,9.725725166706805425e+00,4.494618957464102671e-01,1.302236581730059108e-03,7.389734377682197382e-03,2.833149117330145033e-05,1.058880387886741367e-02,9.893828646299593910e-01
1.000000000000000000e+00,9.860247985590524067e+00,4.491911058151161207e-01,1.301474625302585265e-03,7.390647336512903669e-03,2.756771823875824845e-05,1.044585846672197935e-02,9.895265738150392787e-01
1.000000000000000000e+00,9.996631476916668646e+00,4.489269716011261013e-01,1.300733157285084794e-03,7.391548034771200197e-03,2.682448255863704081e-05,1.030482245853149570e-02,9.896683530589098776e-01
1.000000000000000000e+00,1.013490137685379366e+01,4.486693240462818477e-01,1.300011628879328609e-03,7.392436634500682523e-03,2.610123402637169632e-05,1.016567089706031136e-02,9.898082278689133151e-01
1.000000000000000000e+00,1.027508377754407576e+01,4.484179984203965352e-01,1.299309505902022759e-03,7.393313295673662952e-03,2.539743718517297919e-05,1.002837913646466468e-02,9.899462234263501914e-01
1.000000000000000000e+00,1.041720513202704446e+01,4.481728342123881825e-01,1.298626268399012424e-03,7.394178176215736829e-03,2.471257084131371214e-05,9.892922838812465841e-03,9.900823645903462644e-01
1.000000000000000000e+00,1.056129225923143444e+01,4.479336750239998888e-01,1.297961410269535178e-03,7.395031432030107696e-03,2.404612768748483256e-05,9.759277970630539714e-03,9.902166759016820530e-01
1.000000000000000000e+00,1.070737234903595159e+01,4.477003684660521565e-01,1.297314438900262420e-03,7.395873217021673926e-03,2.339761393596636514e-05,9.627420799479608632e-03,9.903491815865843595e-01
1.000000000000000000e+00,1.085547296740017664e+01,4.474727660571778953e-01,1.296684874808885909e-03,7.396703683120889848e-03,2.276654896136157263e-05,9.497327890556900645e-03,9.904799055604818214e-01
1.000000000000000000e+00,1.100562206156640066e+01,4.472507231249865378e-01,1.296072251296995909e-03,7.397522980307370127e-03,2.215246495265072205e-05,9.368976103326570604e-03,9.906088714317207167e-01
1.000000000000000000e+00,1.115784796533333179e+01,4.470340987096081409e-01,1.295476114112026084e-03,7.398331256633284246e-03,2.155490657432667054e-05,9.242342588178202936e-03,9.907361025052474623e-01
1.000000000000000000e+00,1.131217940440286185e+01,4.468227554695654025e-01,1.294896021118018816e-03,7.399128658246493379e-03,2.097343063637872662e-05,9.117404783113155012e-03,9.908616217862504794e-01
1.000000000000000000e+00,1.146864550180069209e+01,4.466165595899262430e-01,1.294331541974999078e-03,7.399915329413467822e-03,2.040760577289951706e-05,8.994140410459107102e-03,9.909854519837679732e-01
1.000000000000000000e+00,1.162727578337204548e+01,4.464153806926861590e-01,1.293782257826725729e-03,7.400691412541970243e-03,1.985701212909272306e-05,8.872527473612643739e-03,9.911076155142581889e-01
1.000000000000000000e+00,1.178810018335323662e+01,4.462190917493326081e-01,1.293247760996610318e-03,7.401457048203506466e-03,1.932124105646745084e-05,8.752544253810140562e-03,9.912281345051334736e-01
1.000000000000000000e+00,1.195114905002043848e+01,4.460275689955461309e-01,1.292727654691592848e-03,7.402212375155540341e-03,1.879989481600789861e-05,8.634169306926748472e-03,9.913470307982572560e-01
1.000000000000000000e+00,1.211645315141656987e+01,4.458406918479869696e-01,1.292221552713771100e-03,7.402957530363495249e-03,1.829258628911414756e-05,8.517381460303652049e-03,9.914643259534071662e-01
1.000000000000000000e+00,1.228404368115729284e+01,4.456583428231254418e-01,1.291729079179581218e-03,7.403692649022514463e-03,1.779893869611444827e-05,8.402159809603635190e-03,9.915800412517002949e-01
1.000000000000000000e+00,1.245395226431741165e+01,4.454804074580692164e-01,1.291249868246338063e-03,7.404417864578993411e-03,1.731858532215356834e-05,8.288483715694799567e-03,9.916941976989830376e-01
1.000000000000000000e+00,1.262621096339871762e+01,4.453067742333415846e-01,1.290783563845945619e-03,7.405133308751904626e-03,1.685116925026769943e-05,8.176332801562557345e-03,9.918068160291870772e-01
1.000000000000000000e+00,1.280085228438023925e+01,4.451373344975688151e-01,1.290329819425591615e-03,7.405839111553880715e-03,1.639634310146102352e-05,8.065686949249901636e-03,9.919179167076486170e-01
1.000000000000000000e+00,1.297790918285229900e+01,4.449719823940329611e-01,1.289888297695245727e-03,7.406535401312077001e-03,1.595376878160277467e-05,7.956526296825803743e-03,9.920275199343926431e-01
1.000000000000000000e+00,1.315741507023543200e+01,4.448106147890467099e-01,1.289458670381788763e-03,7.407222304688826017e-03,1.552311723496914219e-05,7.848831235381770188e-03,9.921356456473832131e-01
1.000000000000000000e+00,1.333940382008517744e+01,4.446531312021100302e-01,1.289040617989597624e-03,7.407899946702060402e-03,1.510406820425876540e-05,7.742582406056592453e-03,9.922423135257391058e-01
1.000000000000000000e+00,1.352390977448421339e+01,4.444994337378077032e-01,1.288633829567424052e-03,7.408568450745517224e-03,1.469630999691388720e-05,7.637760697089087357e-03,9.923475429929139446e-01
1.000000000000000000e+00,1.371096775052289729e+01,4.443494270194055518e-01,1.288238002481398694e-03,7.409227938608735006e-03,1.429953925758453114e-05,7.534347240898854950e-03,9.924513532198435684e-01
1.000000000000000000e+00,1.390061304686933141e+01,4.442030181241091169e-01,1.287852842194005427e-03,7.409878530496822636e-03,1.391346074657691030e-05,7.432323411195031378e-03,9.925537631280584305e-01
1.000000000000000000e+00,1.409288145043040785e+01,4.440601165199439260e-01,1.287478062048874172e-03,7.410520345050022710e-03,1.353778712413067822e-05,7.331670820112852829e-03,9.926547913927629141e-01
1.000000000000000000e+00,1.428780924310500744e+01,4.439206340042196053e-01,1.287113383061234528e-03,7.411153499363068442e-03,1.317223874037429390e-05,7.232371315378011492e-03,9.927544564458815612e-01
1.000000000000000000e+00,1.448543320863046269e+01,4.437844846435424762e-01,1.286758533713888014e-03,7.411778109004305524e-03,1.281654343081142900e-05,7.134406977498752335e-03,9.928527764790705534e-01
1.000000000000000000e+00,1.468579063952386043e+01,4.436515847153371106e-01,1.286413249758555557e-03,7.412394288034630969e-03,1.247043631719459268e-05,7.037760116985544191e-03,9.929497694466973279e-01
1.000000000000000000e+00,1.488891934411934415e+01,4.435218526508441506e-01,1.286077274022461242e-03,7.413002149026210776e-03,1.213365961364629324e-05,6.942413271598238400e-03,9.930454530687881087e-01
1.000000000000000000e+00,1.509485765370263266e+01,4.433952089795576978e-01,1.285750356220011822e-03,7.413601803080993764e-03,1.180596243789169459e-05,6.848349203620708071e-03,9.931398448339414653e-01
1.000000000000000000e+00,1.530364442974433814e+01,4.432715762750676358e-01,1.285432252769445546e-03,7.414193359849015515e-03,1.148710062746950056e-05,6.755550897162710365e-03,9.932329620022097849e-01
1.000000000000000000e+00,1.551531907123334797e+01,4.431508791022756855e-01,1.285122726614318714e-03,7.414776927546511479e-03,1.117683656079176398e-05,6.664001555488923215e-03,9.933248216079503257e-01
1.000000000000000000e+00,1.572992152211150163e+01,4.430330439659480590e-01,1.284821547049700254e-03,7.415352612973809786e-03,1.087493898292677518e-05,6.573684598375118329e-03,9.934154404626419632e-01
1.000000000000000000e+00,1.594749227881123943e+01,4.429179992605775107e-01,1.284528489552960295e-03,7.415920521533039302e-03,1.058118283598153088e-05,6.484583659491186848e-03,9.935048351576728498e-01
1.000000000000000000e+00,1.616807239789743988e+01,4.428056752215188685e-01,1.284243335619024125e-03,7.416480757245633854e-03,1.029534909396436525e-05,6.396682583811012443e-03,9.935930220670949886e-01
1.000000000000000000e+00,1.639170350381503027e+01,4.426960038773697925e-01,1.283965872599980747e-03,7.417033422769640436e-03,1.001722460201075444e-05,6.309965425048979365e-03,9.936800173503490541e-01
1.000000000000000000e+00,1.661842779674361381e+01,4.425889190035658394e-01,1.283695893548930222e-03,7.417578619416820979e-03,9.746601919858751507e-06,6.224416443123073801e-03,9.937658369549570159e-01
1.000000000000000000e+00,1.684828806056086492e+01,4.424843560771591355e-01,1.283433197067960965e-03,7.418116447169583252e-03,9.483279169462887031e-06,6.140020101644317468e-03,9.938504966191862300e-01
1.000000000000000000e+00,1.708132767091610660e+01,4.423822522327540696e-01,1.283177587160145303e-03,7.418647004697691456e-03,9.227059886638576123e-06,6.056761065432453642e-03,9.939340118746808894e-01
1.000000000000000000e+00,1.731759060341537548e+01,4.422825462195691393e-01,1.282928873085454431e-03,7.419170389374815482e-03,8.977752876632011505e-06,5.974624198057778938e-03,9.940163980490656082e-01
1.000000000000000000e+00,1.755712144191985757e+01,4.421851783595998620e-01,1.282686869220484764e-03,7.419686697294858996e-03,8.735172073512557049e-06,5.893594559408866715e-03,9.940976702685175859e-01
1.000000000000000000e+00,1.779996538695912989e+01,4.420900905068519959e-01,1.282451394921898342e-03,7.420196023288133137e-03,8.499136403287866362e-06,5.813657403286076261e-03,9.941778434603105730e-01
1.000000000000000000e+00,1.804616826426058296e+01,4.419972260076239223e-01,1.282222274393480990e-03,7.420698460937315971e-03,8.269469650644553109e-06,5.734798175020754119e-03,9.942569323553286376e-01
1.000000000000000000e+00,1.829577653339698529e+01,4.419065296618061578e-01,1.281999336556720022e-03,7.421194102593244545e-03,8.046000329219125252e-06,5.657002509119844758e-03,9.943349514905508446e-01
1.000000000000000000e+00,1.854883729655368185e+01,4.418179476851782361e-01,1.281782414924817351e-03,7.421683039390525663e-03,7.828561555306931156e-06,5.580256226935803934e-03,9.944119152115088456e-01
1.000000000000000000e+00,1.880539830741686913e+01,4.417314276726746480e-01,1.281571347480033908e-03,7.422165361262943704e-03,7.616990924919213481e-06,5.504545334361712373e-03,9.944878376747132709e-01
1.000000000000000000e+00,1.906550798018497161e+01,4.416469185625969684e-01,1.281365976554296000e-03,7.422641156958724451e-03,7.411130394100176049e-06,5.429856019551300081e-03,9.945627328500545872e-01
1.000000000000000000e+00,1.932921539870469019e+01,4.415643706017486347e-01,1.281166148712961032e-03,7.423110514055588152e-03,7.210826162418743752e-06,5.356174650663777202e-03,9.946366145231738676e-01
1.000000000000000000e+00,1.959657032573320734e+01,4.414837353114690610e-01,1.280971714641671901e-03,7.423573518975641258e-03,7.015928559551860573e-06,5.283487773633333516e-03,9.947094962978070276e-01
1.000000000000000000e+00,1.986762321232871287e+01,4.414049654545445511e-01,1.280782529036212682e-03,7.424030257000104223e-03,6.826291934877885213e-06,5.211782109963048956e-03,9.947813915981019717e-01
1.000000000000000000e+00,2.014242520737081676e+01,4.413280150029742499e-01,1.280598450495289706e-03,7.424480812283842414e-03,6.641774550001191659e-06,5.141044554543067711e-03,9.948523136709069847e-01
1.000000000000000000e+00,2.042102816721232728e+01,4.412528391065693723e-01,1.280419341416156502e-03,7.424925267869738298e-03,6.462238474131170839e-06,5.071262173492955237e-03,9.949222755880329228e-01
1.000000000000000000e+00,2.070348466546513322e+01,4.411793940623647270e-01,1.280245067893018415e-03,7.425363705702903161e-03,6.287549482240006862e-06,5.002422202027817510e-03,9.949912902484898680e-01
1.000000000000000000e+00,2.098984800292074482e+01,4.411076372848223848e-01,1.280075499618128429e-03,7.425796206644707555e-03,6.117576955927025081e-06,4.934512042348340385e-03,9.950593703806956958e-01
1.000000000000000000e+00,2.128017221760855904e+01,4.410375272768070065e-01,1.279910509785518041e-03,7.426222850486646071e-03,5.952193786917592975e-06,4.867519261554243380e-03,9.951265285446588837e-01
1.000000000000000000e+00,2.157451209499304312e+01,4.409690236013136255e-01,1.279749974997284028e-03,7.426643715964040791e-03,5.791276283127745675e-06,4.801431589581155700e-03,9.951927771341356754e-01
1.000000000000000000e+00,2.187292317831198929e+01,4.409020868539284543e-01,1.279593775172369529e-03,7.427058880769589477e-03,5.634704077226812438e-06,4.736236917160684644e-03,9.952581283787620414e-01
1.000000000000000000e+00,2.217546177905772709e+01,4.408366786360053968e-01,1.279441793457770276e-03,7.427468421566736818e-03,5.482360037632288919e-06,4.671923293803473438e-03,9.953225943461587732e-01
1.000000000000000000e+00,2.248218498760353157e+01,4.407727615285372269e-01,1.279293916142103076e-03,7.427872414002893893e-03,5.334130181872750133e-06,4.608478925805038588e-03,9.953861869440130405e-01
1.000000000000000000e+00,2.279315068397655608e+01,4.407102990667075004e-01,1.279150032571475847e-03,7.428270932722501503e-03,5.189903592256705582e-06,4.545892174274321698e-03,9.954489179221334139e-01
1.000000000000000000e+00,2.310841754878023124e+01,4.406492557151024947e-01,1.279010035067595875e-03,7.428664051379930446e-03,5.049572333786151837e-06,4.484151553184585401e-03,9.955107988744815728e-01
1.000000000000000000e+00,2.342804507426751215e+01,4.405895968435685206e-01,1.278873818848059703e-03,7.429051842652233464e-03,4.913031374255942760e-06,4.423245727446608287e-03,9.955718412411791451e-01
1.000000000000000000e+00,2.375209357556732925e+01,4.405312887036971214e-01,1.278741281948765239e-03,7.429434378251736741e-03,4.780178506481150448e-06,4.363163511003929039e-03,9.956320563104895660e-01
1.000000000000000000e+00,2.408062420206626797e+01,4.404742984059222821e-01,1.278612325148391219e-03,7.429811728938483066e-03,4.650914272596305172e-06,4.303893864949970630e-03,9.956914552207775104e-01
1.000000000000000000e+00,2.441369894894792480e+01,4.404185938972140502e-01,1.278486851894888301e-03,7.430183964532525824e-03,4.525141890371652865e-06,4.245425895666805199e-03,9.957500489624429019e-01
1.000000000000000000e+00,2.475138066889138244e+01,4.403641439393530810e-01,1.278364768233929529e-03,7.430551153926067721e-03,4.402767181493446530e-06,4.187748852985494555e-03,9.958078483798329383e-01
1.000000000000000000e+00,2.509373308393198343e+01,4.403109180877717299e-01,1.278245982739270722e-03,7.430913365095465073e-03,4.283698501755989319e-06,4.130852128367642866e-03,9.958648641731305817e-01
1.000000000000000000e+00,2.544082079748590886e+01,4.402588866709468141e-01,1.278130406444962473e-03,7.431270665113063820e-03,4.167846673115161266e-06,4.074725253108113857e-03,9.959211069002187333e-01
1.000000000000000000e+00,2.579270930654113059e+01,4.402080207703283343e-01,1.278017952779374926e-03,7.431623120158917586e-03,4.055124917554084915e-06,4.019357896558645345e-03,9.959765869785237591e-01
1.000000000000000000e+00,2.614946501401693268e+01,4.401582922007944432e-01,1.277908537500980482e-03,7.431970795532340940e-03,3.945448792713044532e-06,3.964739864372218876e-03,9.960313146868350342e-01
1.000000000000000000e+00,2.651115524129463807e+01,4.401096734916138398e-01,1.277802078635850627e-03,7.432313755663338614e-03,3.838736129236848479e-06,3.910861096767917315e-03,9.960853001671028384e-01
1.000000000000000000e+00,2.687784824092115343e+01,4.400621378679065443e-01,1.277698496416818747e-03,7.432652064123875142e-03,3.734906969794412925e-06,3.857711666816217907e-03,9.961385534262139352e-01
1.000000000000000000e+00,2.724961320948871446e+01,4.400156592325886740e-01,1.277597713224270983e-03,7.432985783639029995e-03,3.633883509725979501e-06,3.805281778744368671e-03,9.961910843377458358e-01
1.000000000000000000e+00,2.762652030069255105e+01,4.399702121487882311e-01,1.277499653528514157e-03,7.433314976097993992e-03,3.535590039275082049e-06,3.753561766261776563e-03,9.962429026436989687e-01
1.000000000000000000e+00,2.800864063856919728e+01,4.399257718227203573e-01,1.277404243833683492e-03,7.433639702564940818e-03,3.439952887363149685e-06,3.702542090905160208e-03,9.962940179562074228e-01
1.000000000000000000e+00,2.839604633091791186e+01,4.398823140870107840e-01,1.277311412623151083e-03,7.433960023289771027e-03,3.346900366865915367e-06,3.652213340403312816e-03,9.963444397592298163e-01
1.000000000000000000e+00,2.878881048290767808e+01,4.398398153844543246e-01,1.277221090306389362e-03,7.434275997718702532e-03,3.256362721351782571e-06,3.602566227061263209e-03,9.963941774102174076e-01
1.000000000000000000e+00,2.918700721087271432e+01,4.397982527521984153e-01,1.277133209167256389e-03,7.434587684504750937e-03,3.168272073243320414e-06,3.553591586163629829e-03,9.964432401417631091e-01
1.000000000000000000e+00,2.959071165629819333e+01,4.397576038063394921e-01,1.277047703313663072e-03,7.434895141518073694e-03,3.082562373364312809e-06,3.505280374397071446e-03,9.964916370632295184e-01
1.000000000000000000e+00,3.000000000000000000e+01,4.397178467269233226e-01,1.276964508628585003e-03,7.435198425856181549e-03,2.999169351835333632e-06,3.457623668291511486e-03,9.965393771623566321e-01
2.000000000000000000e+00,2.000000000000000042e-03,2.996399947761283045e+00,9.606598747483640066e-01,1.154193630031635776e-03,9.616258913442444767e-01,3.695401461651477010e-02,1.420094039240804400e-03
2.000000000000000000e+00,2.027663298433358616e-03,2.996395516768881162e+00,9.601324910322955875e-01,1.154981525039260352e-03,9.610966239514950882e-01,3.744452921346604068e-02,1.458846835038797411e-03
2.000000000000000000e+00,2.055709225906821643e-03,2.996391011630852308e+00,9.595978740422779207e-01,1.155782924536341745e-03,9.605600981069529753e-01,3.794125652023659645e-02,1.498645372810511250e-03
2.000000000000000000e+00,2.084143074811055894e-03,2.996386430963682290e+00,9.590559262455060630e-01,1.156598082064844938e-03,9.600162159557288355e-01,3.844426667410051623e-02,1.539517370170663665e-03
2.000000000000000000e+00,2.112970210739213445e-03,2.996381773354754863e+00,9.585065488620561069e-01,1.157427256291077271e-03,9.594648783921544410e-01,3.895363034994486773e-02,1.581491257900903514e-03
