model,G_mM,GS_fraction,AT_capacity,AR_capacity,E,EG,EP,EU,EGP,EPU
reference,1.0082253777449228,0.9164562918374135,2.092850981999509,0.19078327381811266,0.03822506166985582,0.00247047931034701,0.29244260631353597,0.19078327381811266,0.11117950875534482,0.3648990701328036
reference,1.0221707975012446,0.919585406824671,2.1354715597314295,0.1867396714202414,0.037860190875477935,0.002480742403893374,0.29517401108878283,0.1867396714202414,0.11377008081307026,0.36397530339853423
reference,1.036309105411814,0.9225797792254272,2.1784196422904545,0.18280666175817342,0.037502765378766345,0.0024913113615473398,0.2978475248546772,0.18280666175817342,0.11638842459701113,0.3629633120498247
reference,1.050642969437921,0.9254453157526559,2.2216909189174388,0.17898136403702022,0.037152622146929215,0.0025021885419778704,0.30046264429570424,0.17898136403702022,0.1190343004555085,0.36186688052285987
reference,1.0651750944431564,0.9281876994142961,2.2652809899754334,0.1752609299453633,0.03680959541331388,0.0025133759147942937,0.3030188976952483,0.1752609299453633,0.12170745964200501,0.3606897413892752
reference,1.0799082227038361,0.9308123924840553,2.309185366709144,0.17164254808325588,0.036473517330500464,0.002524875081803739,0.30551584461050807,0.17164254808325588,0.1244076443292591,0.3594355705646728
reference,1.0948451344264831,0.9333246402350309,2.3533994717769726,0.16812344781972502,0.036144218573408375,0.0025366872976117613,0.30795307563624474,0.16812344781972502,0.12713458766667168,0.35810798300633834
reference,1.1099886482724581,0.9357294753083426,2.397918640512318,0.16470090262236114,0.03582152889457874,0.0025488134895350167,0.3103302122444991,0.16470090262236114,0.12988801387910126,0.3567105288699248
reference,1.1253416218898578,0.9380317226024646,2.4427381228678877,0.16137223290002,0.03550527763385123,0.0025612542768030664,0.3126469066877895,0.16137223290002,0.1326676384053107,0.35524669009622556
reference,1.140906952452767,0.9402360045814676,2.4878530859943813,0.15813480839795546,0.03519529418468174,0.002574009989033579,0.31490284195377255,0.15813480839795546,0.1354731680739796,0.3537198774005771
reference,1.1566875772079641,0.942346746911969,2.5332586174031135,0.15498605018288567,0.034891408419354106,0.0025870806839715555,0.317097731759891,0.15498605018288567,0.13830430131504118,0.3521334276388566
reference,1.172686474029194,0.9443681843492442,2.5789497286610006,0.15192343225359767,0.034593451075324674,0.0026004661644887126,0.3192313205771556,0.15192343225359767,0.14116072840396224,0.3504906015254712
reference,1.1889066619791102,0.9463043668026967,2.624921359565529,0.1489444828107664,0.03430125410490928,0.0026141659948439064,0.3213033836728698,0.1489444828107664,0.1440421317364649,0.34879458168014565
reference,1.2053512018789785,0.9481591655197474,2.671168382747017,0.14604678521771688,0.034014650990479865,0.0026281795162095447,0.3233137271628123,0.14604678521771688,0.14694818613109648,0.3470484709816849
reference,1.2220231968862698,0.9499362793352669,2.71768560864571,0.14322797868190923,0.03373347702728301,0.002642505861472431,0.32526218806412965,0.14322797868190923,0.14987855915699502,0.3452552912082107
reference,1.2389257930802458,0.951639240940926,2.764467790811711,0.14048575868501292,0.033457569575931,0.0026571439693203725,0.3271486343409466,0.14048575868501292,0.1528329114841541,0.34341798194463496
reference,1.2560621800556278,0.9532714231353748,2.811509631476528,0.13781787718756355,0.03318676828654726,0.002672092597628302,0.32897296493545647,0.13781787718756355,0.15581089725346642,0.341539399739338
reference,1.2734355915244933,0.954836045022026,2.8588057873463977,0.13522214263235702,0.03292091529647228,0.002687350336159674,0.3307351097780306,0.13522214263235702,0.15881216446384033,0.3396223174931401
reference,1.2910493059264945,0.9563361781264289,2.9063508755687755,0.13269641976898602,0.03265985540336018,0.002702915618600502,0.3324350297706347,0.13269641976898602,0.1618363553736921,0.3376694240647265
reference,1.3089066470475068,0.9577747524098761,2.9541394798251743,0.1302386293202226,0.03240343621541465,0.002718786733944624,0.33407271673858707,0.1302386293202226,0.1648831069141612,0.3356833240776699
reference,1.3270109846468463,0.9591545621600016,3.0021661565054747,0.12784674750932926,0.032151508280432124,0.0027349618372498378,0.33564819334642576,0.12784674750932926,0.16795205111145378,0.33366653791510925
reference,1.3453657350931616,0.9604782717427587,3.0504254409208325,0.1255188054658436,0.03190392519523841,0.002751438959785203,0.33716151297435,0.1255188054658436,0.1710428155157839,0.3316215018889989
reference,1.36397436200911,0.9617484212033598,3.0989118535145694,0.12325288852591745,0.031660543697023494,0.002768216018590331,0.33861275955238157,0.12325288852591745,0.17415502363446597,0.32955056857162107
reference,1.3828403769249638,0.9629674317065661,3.147619906032871,0.12104713544191126,0.03142122373799892,0.002785290825467823,0.3400020473500364,0.12104713544191126,0.17728829536681134,0.3274560072777742
reference,1.401967339941249,0.9641376108091388,3.1965441076194883,0.11889973751464547,0.031185828544723394,0.0028026610954301106,0.3413295207199103,0.11889973751464547,0.18044224743857992,0.3253400046867108
reference,1.4213588604005571,0.9652611575593942,3.2456789708012606,0.11680893766049505,0.03095422466336543,0.0028203244546220457,0.3425953537941566,0.11680893766049505,0.18361649383385675,0.3232046655935041
reference,1.4410185975686367,0.9663401674206228,3.2950190173338063,0.11477302942437217,0.030726281992097367,0.0028382784477404234,0.34379975013337405,0.11477302942437217,0.18681064622233873,0.3210520137800773
reference,1.4609502613249155,0.9673766370167091,3.344558783879455,0.11279035594857861,0.03050187380174232,0.0028565205449714768,0.34494294232792083,0.11279035594857861,0.19002431438015127,0.3188839929966354
reference,1.4811576128625776,0.9683724686996242,3.39429282749206,0.11085930890652534,0.03028087674572698,0.0028750481484671095,0.3460251915521319,0.11085930890652534,0.19325710660244036,0.3167024680447083
reference,1.5016444653983068,0.9693294749396034,3.444215730885955,0.10897832740939999,0.030063170860325963,0.002893858598380265,0.3470467870723311,0.10897832740939999,0.19650863010612013,0.31450922595344244
reference,1.5224146848918623,0.9702493825397757,3.494322107469045,0.10714589689301322,0.029848639556119525,0.002912949178479518,0.3480080457099147,0.10714589689301322,0.19977849142130188,0.31230597724117126
reference,1.5434721907756077,0.9711338366778102,3.544606606122458,0.10536054799127575,0.02963716960152537,0.0029323171213624746,0.34890931126111435,0.10536054799127575,0.20306629677006052,0.31009435725466156
reference,1.5648209566941154,0.9719844047777999,3.595063915711768,0.10362085540204002,0.02942865109920804,0.0029519596132871833,0.3497509538753514,0.10362085540204002,0.2063716524313374,0.30787592757877585
reference,1.586465011254015,0.9728025802161412,3.6456887693172604,0.10192543675037413,0.029222977456112645,0.002971873798640229,0.3505333693943511,0.10192543675037413,0.20969416509091893,0.30565217750960294
reference,1.6084084387842157,0.9735897858655882,3.696475948173058,0.10027295145373595,0.029020045347818605,0.0029920567840597476,0.35125697865441025,0.10027295145373595,0.2130334421755658,0.30342452558440947
reference,1.6306553801066257,0.9743473774820033,3.7474202853071743,0.09866209959295953,0.028819754677858914,0.0030125056422310088,0.35192222675439816,0.09866209959295953,0.21638909217049895,0.3011943211620534
reference,1.6532100333175495,0.97507664693857,3.7985166688768097,0.0970916207924607,0.028622008532603098,0.003033217415371792,0.3525295822922206,0.0970916207924607,0.21976072491958665,0.2989628460477572
reference,1.6760766545798924,0.9757788253124217,3.849760045195265,0.09556029311261087,0.028426713132258415,0.0030541891184242297,0.3530795365726001,0.09556029311261087,0.22314795190770076,0.2967313161564056
reference,1.6992595589263066,0.9764550858287596,3.9011454214487093,0.09406693195681246,0.02823377777850142,0.0030754177419692105,0.353572602789109,0.09406693195681246,0.22655038652482942,0.2945008832087784
reference,1.7227631210734626,0.9771065466676067,3.9526678681030574,0.09261038899542981,0.028043114799212857,0.003096900254879061,0.35400931518345385,0.09261038899542981,0.22996764431166145,0.29227263645536283
reference,1.7465917762475822,0.9777342736383676,4.004322521002805,0.09118955110839001,0.027854639490751388,0.0031186336067235585,0.35439022818504157,0.09118955110839001,0.23339934318646216,0.2900476044226313
reference,1.7707500210213754,0.9783392827273585,4.056104583165277,0.08980333934796397,0.02766827005816742,0.003140614729943914,0.3547159155338616,0.08980333934796397,0.23684510365316816,0.28782675667689506
reference,1.7952424141625687,0.9789225425234255,4.108009326275315,0.08845070792295837,0.027483927553724807,0.0031628405418088505,0.3549869693897052,0.08845070792295837,0.24030454899073464,0.28561100560106806
reference,1.8200735774941696,0.9794849765267076,4.160032091886698,0.08713064320530522,0.027301535814067728,0.003185307946166375,0.3552039994307035,0.08713064320530522,0.24377730542386028,0.2834012081798969
reference,1.8452481967666154,0.9800274653455054,4.212168292337772,0.08584216275981688,0.027121021396341417,0.003208013835004346,0.35536763194410803,0.08584216275981688,0.24726300227529696,0.2811981677894325
