model,time_reference_units,PII_fraction,GS_fraction
GlnE_occupancy,7.6000000000000005,0.9898298712120475,0.0006420121077697575
GlnE_occupancy,7.6160000000000005,0.989832840519969,0.000637230468913379
GlnE_occupancy,7.632000000000001,0.989835762697443,0.00063252465849023
GlnE_occupancy,7.648000000000001,0.9898386384929829,0.0006278934733577165
GlnE_occupancy,7.664000000000001,0.9898414686421682,0.0006233357311393496
GlnE_occupancy,7.68,0.9898442538688359,0.0006188502683135963
GlnE_occupancy,7.696,0.9898469948858551,0.0006144359389718585
GlnE_occupancy,7.712,0.9898496923951271,0.0006100916148184748
GlnE_occupancy,7.728,0.9898523470875848,0.0006058161851707194
GlnE_occupancy,7.744,0.9898549596431934,0.0006016085569588024
GlnE_occupancy,7.76,0.9898575307309829,0.0005974676546730054
GlnE_occupancy,7.776,0.9898600610095479,0.0005933924195622795
GlnE_occupancy,7.792,0.989862551125941,0.0005893818114099066
GlnE_occupancy,7.808,0.9898650017170463,0.0005854348063297662
GlnE_occupancy,7.824,0.9898674134100989,0.0005815503959326171
GlnE_occupancy,7.84,0.9898697868226854,0.0005777275873260976
GlnE_occupancy,7.856,0.9898721225627436,0.0005739654031147247
GlnE_occupancy,7.872,0.9898744212285622,0.0005702628813998954
GlnE_occupancy,7.888,0.9898766834087896,0.000566619075766313
GlnE_occupancy,7.904,0.9898789096826802,0.0005630330548879301
GlnE_occupancy,7.92,0.9898811006196816,0.0005595039031879281
GlnE_occupancy,7.936,0.9898832567803247,0.0005560307194126072
GlnE_occupancy,7.952,0.9898853787165764,0.0005526126160647897
GlnE_occupancy,7.968,0.9898874669718397,0.0005492487194038209
GlnE_occupancy,7.984,0.9898895220809534,0.0005459381694455678
GlnE_occupancy,8.0,0.9898915445701922,0.0005426801199624197
both,0.0,0.6162136500631117,0.43539007036503313
both,0.016,0.625659319200461,0.43267969791509236
both,0.032,0.6348663047649149,0.4297793874623504
both,0.048,0.6438406382176056,0.4267010099513646
both,0.064,0.6525881984619623,0.4234563598792003
both,0.08,0.6611147157204008,0.42005710082883585
both,0.096,0.6694257758026728,0.41651472399120026
both,0.112,0.6775268227839347,0.41284050159506924
both,0.128,0.6854231638318299,0.4090454470211583
both,0.14400000000000002,0.6931199714287225,0.4051402807682431
both,0.16,0.7006222876922471,0.40113539477664384
both,0.176,0.7079350273751079,0.39704082977186766
both,0.192,0.7150629805924331,0.39286624888208677
both,0.20800000000000002,0.7220108171018264,0.38862092193689624
both,0.224,0.7287830879954009,0.3843137112678171
both,0.24,0.7353842297188891,0.37995306181035277
both,0.256,0.7418185667964073,0.37554699730091595
both,0.272,0.7480903137999824,0.37110311628643344
both,0.28800000000000003,0.754203579580164,0.3666285959609448
both,0.304,0.760162368767055,0.3621301946135251
both,0.32,0.7659705845586181,0.35761425918569834
both,0.336,0.7716320322343813,0.3530867354161697
both,0.352,0.7771504202303607,0.34855317577634226
both,0.368,0.7825293634119104,0.34401875499936224
both,0.384,0.7877723858497491,0.33948828224432154
both,0.4,0.7928829217728902,0.33496621336618854
both,0.41600000000000004,0.7978643189464932,0.3304566701506425
both,0.432,0.8027198410210687,0.3259634529446396
both,0.448,0.8074526683650619,0.3214900549230212
both,0.464,0.8120659012821525,0.31703968217058237
both,0.48,0.8165625622697462,0.31261526637806575
both,0.496,0.8209455966952438,0.30821947872237565
both,0.512,0.8252178755754683,0.3038547489358662
both,0.528,0.8293821980669039,0.29952327849526
both,0.544,0.8334412920445577,0.2952270522027933
both,0.56,0.8373978160886398,0.29096785491400406
both,0.5760000000000001,0.8412543624486679,0.28674728592289334
both,0.592,0.8450134576984935,0.28256676725077834
both,0.608,0.8486775637301877,0.27842755750486525
both,0.624,0.8522490810430451,0.27433076674920104
both,0.64,0.8557303496845554,0.27027736242117334
both,0.656,0.8591236497683525,0.2662681807505403
both,0.672,0.8624312039655823,0.2623039387866135
both,0.6880000000000001,0.8656551794328842,0.2583852423151837
both,0.704,0.8687976882443469,0.25451259244564917
both,0.72,0.8718607883964833,0.2506863951203181
both,0.736,0.8748464867063431,0.24690697084569319
both,0.752,0.8777567394467121,0.24317455796354343
both,0.768,0.8805934527427469,0.23948932039126428
both,0.784,0.8833584845677803,0.23585135498833104
both,0.8,0.8860536466273985,0.23226069713697337
both,0.8160000000000001,0.8886807047266203,0.22871732400529393
both,0.8320000000000001,0.8912413792375289,0.2252211606727414
both,0.848,0.8937373476301315,0.2217720861159601
both,0.864,0.8961702453631174,0.21836993571802177
both,0.88,0.8985416662088394,0.21501450504877215
both,0.896,0.900853163109494,0.21170555417506343
both,0.912,0.9031062504889069,0.20844281204881374
both,0.928,0.9053024046569784,0.20522597772175677
both,0.9440000000000001,0.9074430640937478,0.2020547239206407
both,0.96,0.9095296307208872,0.19892870010258648
both,0.976,0.9115634716903666,0.19584753529713822
both,0.992,0.9135459196274563,0.1928108389926489
both,1.008,0.9154782728867558,0.1898182040638147
both,1.024,0.9173617970774506,0.18686920894063858
both,1.04,0.9191977263607082,0.18396341935449365
both,1.056,0.92098726365576,0.1811003891520901
both,1.072,0.9227315808782268,0.17827966247325205
both,1.088,0.9244318205705644,0.17550077531844982
both,1.104,0.9260890968186941,0.17276325657915642
both,1.12,0.9277044954622508,0.1700666288036224
both,1.1360000000000001,0.9292790743173537,0.16741040971432739
both,1.1520000000000001,0.9308138648117049,0.16479411335701405
both,1.168,0.9323098726305059,0.1622172506865584
both,1.184,0.9337680779262628,0.1596793302369715
both,1.2,0.9351894355487316,0.1571798591680698
both,1.216,0.9365748766005672,0.1547183440698427
both,1.232,0.937925308910407,0.15229429129882352
both,1.248,0.9392416172308767,0.14990720752274847
both,1.264,0.940524663482503,0.147556600447069
both,1.28,0.9417752881886902,0.14524197934167415
both,1.296,0.9429943108414426,0.14296285523920693
both,1.312,0.9441825300832495,0.14071874135593726
both,1.328,0.9453407239555969,0.1385091535961246
both,1.344,0.9464696512058852,0.13633361087014864
both,1.36,0.94757005158415,0.13419163521200628
both,1.3760000000000001,0.9486426460085196,0.13208275209269799
both,1.3920000000000001,0.9496881368064347,0.13000649076931317
both,1.408,0.950707208899574,0.12796238445132296
both,1.424,0.951700530054935,0.12594997036813987
both,1.44,0.9526687510349383,0.12396878999515547
both,1.456,0.9536125058216011,0.12201838929423962
both,1.472,0.9545324126898705,0.1200983187713947
both,1.488,0.9554290744279264,0.11820813351186493
both,1.504,0.9563030784733311,0.11634739333797266
both,1.52,0.9571549971136563,0.11451566297398803
both,1.536,0.9579853884590408,0.1127125120270719
both,1.552,0.9587947966416291,0.11093751500024786
both,1.568,0.9595837519390916,0.10919025139841426
both,1.584,0.9603527709482717,0.10747030584093237
both,1.6,0.9611023574666601,0.10577726798925471
both,1.616,0.961833002677941,0.10411073254400925
both,1.6320000000000001,0.9625451852639682,0.10247029931245079
both,1.6480000000000001,0.9632393715505291,0.1008555732852748
both,1.6640000000000001,0.9639160163058106,0.09926616452813347
both,1.68,0.9645755629172325,0.09770168816664387
both,1.696,0.965218443492675,0.09616176442570247
both,1.712,0.9658450789794178,0.0946460186820894
both,1.728,0.9664558798860036,0.09315408133267357
both,1.744,0.9670512464544387,0.09168558776961014
both,1.76,0.9676315687511499,0.09024017839958841
both,1.776,0.9681972267616541,0.08881749868016298
both,1.792,0.9687485910406687,0.08741719897437389
both,1.808,0.9692860228830819,0.08603893451736266
both,1.824,0.9698098744047776,0.08468236542178169
both,1.84,0.9703204886167639,0.0833471567030728
both,1.856,0.9708182000069496,0.08203297812812248
both,1.872,0.9713033347128921,0.08073950417378878
both,1.8880000000000001,0.9717762105922679,0.0794664140233261
both,1.9040000000000001,0.9722371372811393,0.07821339158373765
both,1.92,0.9726864167095095,0.07698012533469611
both,1.936,0.9731243432786526,0.07576630827891384
both,1.952,0.9735512039206052,0.07457163793346283
both,1.968,0.9739672781460988,0.07339581634064425
both,1.984,0.9743728384947695,0.07223854992255888
both,2.0,0.974768150719646,0.07109954942284588
both,2.016,0.9751534738354405,0.06997852989586509
both,2.032,0.9755290601607854,0.06887521071164858
both,2.048,0.9758951557044819,0.0677893154205316
both,2.064,0.9762520003584891,0.06672057168582578
both,2.08,0.976599827936623,0.06566871127252993
both,2.096,0.9769388662122442,0.06463347004741601
both,2.112,0.9772693372450768,0.06361458785627233
both,2.128,0.9775914575819127,0.06261180844767361
both,2.144,0.9779054382877093,0.06162487946206735
both,2.16,0.9782114849797432,0.0606535524278523
both,2.176,0.9785097980993792,0.05969758265294171
both,2.192,0.9788005731192881,0.05875672914002236
both,2.208,0.9790840005689095,0.05783075457631466
both,2.224,0.9793602660660654,0.05691942532630613
both,2.24,0.9796295505378753,0.05602251133872537
both,2.2560000000000002,0.9798920304329085,0.05513978605391599
both,2.2720000000000002,0.9801478777429699,0.05427102639414415
both,2.2880000000000003,0.9803972600330801,0.05341601275349881
both,2.3040000000000003,0.9806403406157095,0.0525745289208459
both,2.32,0.980877278765832,0.05174636198023234
both,2.336,0.9811082297410219,0.05093130230126169
both,2.352,0.9813333448105457,0.050129143526582425
both,2.368,0.9815527713872515,0.04933968251088201
both,2.384,0.9817666532429273,0.04856271921561868
both,2.4,0.9819751305287925,0.04779805669866066
both,2.416,0.9821783398041581,0.04704550109977767
both,2.432,0.9823764141307366,0.04630486159515338
both,2.448,0.9825694832849684,0.045575950288261544
both,2.464,0.9827576737811784,0.044858582197627214
both,2.48,0.9829411088998232,0.04415257524084994
both,2.496,0.9831199087497101,0.04345775020337034
both,2.512,0.9832941904730236,0.042773930628016536
both,2.528,0.9834640682737018,0.0421009427993574
both,2.544,0.9836296534446521,0.041438615727063914
both,2.56,0.9837910544044762,0.04078678112666076
both,2.576,0.9839483768897276,0.04014527331123437
both,2.592,0.9841017239914893,0.03951392917036641
both,2.608,0.9842511961800413,0.03889258815414305
both,2.624,0.9843968913242612,0.038281092262236645
both,2.64,0.9845389048641237,0.03767928594256895
both,2.656,0.9846773298590463,0.037087016062190496
both,2.672,0.9848122570072814,0.036504131894054596
both,2.688,0.9849437746582914,0.035930485108863694
both,2.704,0.9850719689565872,0.035365929687220674
both,2.72,0.9851969239055208,0.03481032187946078
both,2.736,0.9853187213804699,0.03426352019621891
both,2.7520000000000002,0.9854374411404737,0.033725385399465374
both,2.7680000000000002,0.9855531609389473,0.033195780432376455
both,2.7840000000000003,0.985665956603329,0.03267457036702385
both,2.8000000000000003,0.9857759020441578,0.03216162239765487
both,2.816,0.9858830692669834,0.03165680583060277
both,2.832,0.9859875284514354,0.031159992032331222
both,2.848,0.9860893480435317,0.030671054366336187
both,2.864,0.9861885947633502,0.030189868187423096
both,2.88,0.9862853336180131,0.029716310830260002
both,2.896,0.9863796279517677,0.029250261575166914
both,2.912,0.986471539546385,0.028791601576788627
both,2.928,0.9865611286304661,0.02834021385715907
both,2.944,0.9866484538935135,0.027895983293149063
both,2.96,0.9867335725117904,0.027458796597902155
both,2.976,0.9868165402502017,0.027028542245690342
both,2.992,0.986897411476965,0.026605110460758745
both,3.008,0.9869762391773038,0.026188393205011543
both,3.024,0.987053074963068,0.025778284170209633
both,3.04,0.9871279691666809,0.025374678706158546
both,3.056,0.9872009708659583,0.02497747380114442
both,3.072,0.9872721278938774,0.024586568072945954
both,3.088,0.9873414868440094,0.024201861763021987
both,3.104,0.9874090931438664,0.023823256678664646
both,3.12,0.9874749910946967,0.023450656160400728
both,3.136,0.9875392238770456,0.023083965076738464
both,3.152,0.9876018335570782,0.022723089816786054
both,3.168,0.9876628611349575,0.02236793825087818
both,3.184,0.9877223465988259,0.022018419684757106
both,3.2,0.987780328928776,0.02167444485586546
both,3.216,0.9878368461048903,0.021335925924168792
both,3.232,0.987891935132451,0.021002776450818193
both,3.248,0.9879456321048701,0.020674911342878133
both,3.2640000000000002,0.9879979722097636,0.020352246847776884
both,3.2800000000000002,0.9880489897380997,0.020034700543210587
both,3.2960000000000003,0.9880987180921099,0.019722191329744655
both,3.3120000000000003,0.9881471898481562,0.019414639373744318
both,3.3280000000000003,0.9881944367700156,0.019111966094921277
both,3.344,0.9882404898155922,0.018814094158923333
both,3.36,0.9882853791396795,0.018520947473384317
both,3.376,0.9883291341425648,0.018232451142578994
both,3.392,0.9883717834963643,0.017948531441831464
both,3.408,0.9884133551482565,0.017669115813889098
both,3.424,0.9884538763247683,0.01739413286275171
both,3.44,0.9884933735594258,0.017123512327152472
both,3.456,0.9885318727320367,0.016857185041133926
both,3.472,0.9885693990712076,0.01659508293134211
both,3.488,0.9886059771605802,0.016337139008821618
both,3.504,0.9886416309482136,0.016083287359505868
both,3.52,0.9886763837918633,0.015833463097354807
both,3.536,0.9887102584655105,0.015587602357371463
both,3.552,0.9887432771649608,0.015345642288503929
both,3.568,0.9887754615090613,0.015107521051365343
both,3.584,0.9888068325775102,0.014873177778073399
both,3.6,0.9888374109277309,0.014642552553588617
both,3.616,0.9888672165972516,0.014415586412669643
both,3.632,0.9888962691066712,0.014192221334829442
both,3.648,0.9889245874791341,0.013972400223198475
both,3.664,0.9889521902696007,0.013756066871157213
both,3.68,0.9889790955665243,0.013543165960306029
both,3.696,0.9890053209967596,0.013333643053240883
both,3.712,0.9890308837296826,0.013127444588690794
both,3.728,0.9890558005111016,0.012924517841772882
both,3.744,0.9890800876695558,0.012724810916348228
both,3.7600000000000002,0.9891037611195146,0.012528272740452148
both,3.7760000000000002,0.9891268363624192,0.012334853063759263
both,3.7920000000000003,0.9891493285096039,0.012144502430246533
both,3.8080000000000003,0.9891712522996738,0.011957172156428745
both,3.8240000000000003,0.9891926220995184,0.011772814329926839
both,3.84,0.9892134519075978,0.011591381803770673
both,3.856,0.9892337553609543,0.011412828187805684
both,3.872,0.9892535457613395,0.011237107815108751
both,3.888,0.9892728360780116,0.011064175738264827
both,3.904,0.9892916389509905,0.010893987724230293
both,3.92,0.9893099666911785,0.01072650025330411
both,3.936,0.98932783130173,0.010561670491162514
both,3.952,0.9893452444893163,0.010399456273415777
both,3.968,0.989362217665026,0.010239816104198213
both,3.984,0.9893787619467577,0.010082709151443629
both,4.0,0.9893948881657705,0.00992809523820261
both,4.016,0.9894106068873256,0.009775934813646773
both,4.032,0.9894259284125206,0.009626188950399718
both,4.048,0.9894408627809379,0.009478819339966634
both,4.064,0.989455419770511,0.009333788292127368
both,4.08,0.9894696089145627,0.009191058710664139
both,4.096,0.9894834395112327,0.009050594079255564
both,4.112,0.9894969206240477,0.008912358460508269
both,4.128,0.9895100610841335,0.00877631649134922
both,4.144,0.9895228694938194,0.008642433377859228
both,4.16,0.9895353542441868,0.008510674868446928
both,4.176,0.989547523517122,0.008381007250594598
both,4.192,0.9895593852869967,0.008253397347728791
both,4.208,0.9895709473208708,0.008127812517898396
both,4.224,0.9895822171895455,0.008004220636825895
both,4.24,0.9895932022777909,0.007882590081269993
both,4.256,0.9896039097845973,0.007762889728580177
both,4.272,0.9896143467254863,0.0076450889518894765
both,4.288,0.9896245199326138,0.007529157619854303
both,4.304,0.989634436069525,0.00741506607226231
both,4.32,0.9896441016346942,0.007302785113937605
both,4.336,0.9896535229622195,0.007192286013368145
both,4.352,0.9896627062229334,0.007083540499662461
both,4.368,0.9896716574285969,0.006976520755746844
both,4.384,0.9896803824437251,0.0068711993975778315
both,4.4,0.9896888869864157,0.006767549472631341
both,4.416,0.9896971766296729,0.006665544457063822
both,4.432,0.9897052568012741,0.006565158255130807
both,4.448,0.9897131327919106,0.006466365184945828
both,4.464,0.989720809762472,0.006369139964899656
both,4.48,0.9897282927441434,0.0062734577134667575
both,4.496,0.9897355866401566,0.006179293945124077
both,4.5120000000000005,0.9897426962251015,0.006086624571420038
both,4.5280000000000005,0.9897496261552265,0.005995425881619555
both,4.5440000000000005,0.9897563809719472,0.005905674535797907
both,4.5600000000000005,0.9897629651020622,0.005817347564360039
both,4.5760000000000005,0.9897693828591133,0.005730422364420417
both,4.5920000000000005,0.9897756384438592,0.005644876699041656
both,4.6080000000000005,0.9897817359539574,0.005560688677932482
both,4.624,0.989787679385541,0.005477836754172311
both,4.64,0.9897934726336292,0.0053962997232378535
both,4.656,0.989799119492922,0.005316056720414411
both,4.672,0.9898046236596564,0.005237087217335593
both,4.688,0.9898099887397149,0.005159371004897994
both,4.704,0.9898152182493295,0.005082888191719259
both,4.72,0.989820315615626,0.005007619202763346
both,4.736,0.9898252841769762,0.004933544777704466
both,4.752,0.989830127185763,0.004860645965381342
both,4.768,0.9898348478149754,0.004788904109145406
both,4.784,0.9898394491585356,0.004718300846103063
both,4.8,0.9898439342318988,0.004648818105513548
both,4.816,0.9898483059721379,0.004580438107807597
both,4.832,0.9898525672410337,0.004513143358022805
both,4.848,0.989856720830548,0.004446916633004133
both,4.864,0.9898607694630018,0.004381740980968706
both,4.88,0.9898647157916522,0.0043175997198847274
both,4.896,0.9898685624006762,0.004254476436774309
both,4.912,0.9898723118080672,0.0041923549812616
both,4.928,0.9898759664704302,0.004131219453794301
both,4.944,0.9898795287831161,0.004071054205298294
both,4.96,0.9898830010807095,0.004011843835742343
both,4.976,0.9898863856370586,0.003953573193337745
both,4.992,0.9898896846675663,0.003896227369259615
both,5.008,0.9898929003336805,0.0038397916860835957
both,5.024,0.989896034743049,0.0037842516973694558
both,5.04,0.9898990899498733,0.0037295931865779816
both,5.056,0.9899020679551084,0.003675802165809157
both,5.072,0.9899049707078484,0.0036228648725930386
both,5.088,0.9899078001097572,0.0035707677579635525
both,5.104,0.9899105580153164,0.003519497485760841
both,5.12,0.9899132462320261,0.003469040931996843
both,5.136,0.9899158665208537,0.003419385182889289
both,5.152,0.9899184205965782,0.003370517534255424
both,5.168,0.9899209101321963,0.0033224254791527855
both,5.184,0.989923336759392,0.0032750967065044694
both,5.2,0.9899257020685982,0.003228519100896612
both,5.216,0.9899280076096652,0.003182680740005825
both,5.232,0.9899302548913343,0.0031375698962522636
both,5.248,0.9899324453853029,0.0030931750249853307
both,5.264,0.9899345805271536,0.0030494847616422374
both,5.28,0.9899366617163542,0.003006487921748002
both,5.296,0.9899386903168381,0.002964173498745006
both,5.312,0.9899406676564184,0.0029225306654983192
both,5.328,0.9899425950295582,0.0028815487661229223
both,5.344,0.9899444736992036,0.00284121731013766
both,5.36,0.9899463048967848,0.0028015259724642706
both,5.376,0.9899480898224733,0.0027624645924537077
both,5.392,0.9899498296452214,0.0027240231731537313
both,5.408,0.9899515255035585,0.0026861918791725088
both,5.424,0.9899531785084177,0.002648961027355146
both,5.44,0.989954789743278,0.0026123210862915194
both,5.456,0.989956360264201,0.00257626267617729
both,5.472,0.9899578911003387,0.0025407765665459957
both,5.488,0.989959383253359,0.0025058536783244692
both,5.5040000000000004,0.9899608377003057,0.0024714850741773967
both,5.5200000000000005,0.989962255394353,0.002437661955820617
both,5.5360000000000005,0.989963637264804,0.0024043756640211218
both,5.5520000000000005,0.9899649842173601,0.0023716176774510505
both,5.5680000000000005,0.9899662971339837,0.0023393796126811666
both,5.5840000000000005,0.9899675768738178,0.002307653221314591
both,5.6000000000000005,0.9899688242752339,0.0022764303824413215
both,5.6160000000000005,0.9899700401558892,0.002245703102414666
both,5.632,0.9899712253127447,0.0022154635147749045
both,5.648,0.9899723805224971,0.002185703878146279
both,5.664,0.989973506540993,0.002156416578493361
both,5.68,0.9899746041054244,0.0021275941209496067
both,5.696,0.9899756739350445,0.0020992291269742946
both,5.712,0.9899767167311683,0.002071314334352519
both,5.728,0.9899777331772968,0.0020438425966182163
both,5.744,0.9899787239392405,0.0020168068820239924
both,5.76,0.989979689665159,0.001990200273753709
both,5.776,0.9899806309875373,0.0019640159619168937
both,5.792,0.9899815485233588,0.0019382472428094624
both,5.808,0.9899824428741053,0.0019128875189137206
both,5.824,0.989983314625983,0.0018879302977548057
both,5.84,0.9899841643497148,0.0018633691923746103
both,5.856,0.98998499260127,0.0018391979186703046
both,5.872,0.9899857999232269,0.001815410289448486
both,5.888,0.9899865868447982,0.0017920002143114089
both,5.904,0.9899873538818313,0.0017689616996569854
both,5.92,0.9899881015370913,0.001746288847115452
both,5.936,0.9899888302998534,0.001723975855179169
both,5.952,0.9899895406470196,0.0017020170145285287
both,5.968,0.9899902330439941,0.0016804067039520967
both,5.984,0.9899909079446841,0.0016591393903454554
both,6.0,0.989991565791501,0.0016382096287012684
both,6.016,0.9899922070156456,0.0016176120604192803
both,6.032,0.9899928320366472,0.0015973414154183655
both,6.048,0.9899934412635446,0.0015773925067874245
both,6.064,0.9899940350955099,0.0015577602276918097
both,6.08,0.9899946139218496,0.0015384395513733254
both,6.096,0.9899951781220053,0.0015194255311426444
both,6.112,0.9899957280658085,0.0015007132987759728
both,6.128,0.9899962641130541,0.0014822980665858648
both,6.144,0.9899967866145231,0.0014641751225344826
both,6.16,0.9899972959125515,0.0014463398272463721
both,6.176,0.9899977923410309,0.0014287876140084638
both,6.192,0.989998276225408,0.0014115139887700724
both,6.208,0.9899987478828821,0.0013945145288427514
both,6.224,0.9899992076220961,0.0013777848843581153
both,6.24,0.9899996557438215,0.0013613207749468559
both,6.256,0.9900000925416196,0.0013451179860700096
both,6.272,0.9900005183018428,0.001329172369014144
both,6.288,0.9900009333036346,0.0013134798408913594
both,6.304,0.9900013378190471,0.001298036383839328
both,6.32,0.9900017321129297,0.0012828380452977216
both,6.336,0.9900021164431436,0.0012678809371922642
both,6.352,0.9900024910613879,0.001253161231127736
both,6.368,0.9900028562132251,0.0012386751582376884
both,6.384,0.9900032121380803,0.001224419009184445
both,6.4,0.9900035590692811,0.0012103891338848516
both,6.416,0.9900038972341582,0.001196581940497114
both,6.432,0.9900042268538122,0.0011829938971026164
both,6.448,0.9900045481440051,0.0011696215263482022
both,6.464,0.9900048613152892,0.0011564614046177364
both,6.48,0.9900051665730077,0.0011435101620321055
both,6.496,0.9900054641172943,0.0011307644824492178
both,6.5120000000000005,0.9900057541432219,0.0011182211022746507
both,6.5280000000000005,0.9900060368405365,0.0011058768120376314
both,6.5440000000000005,0.9900063123941387,0.001093728453601351
both,6.5600000000000005,0.9900065809845208,0.0010817729172467809
both,6.5760000000000005,0.9900068427877663,0.001070007141672014
both,6.5920000000000005,0.9900070979755504,0.0010584281139922628
both,6.6080000000000005,0.9900073467151721,0.0010470328694828696
both,6.6240000000000006,0.9900075891696292,0.001035818490690221
both,6.640000000000001,0.99000782549741,0.0010247821091305144
both,6.656000000000001,0.9900080558531842,0.0010139209005824254
both,6.672,0.9900082803879027,0.001003232084362356
both,6.688,0.990008499248797,0.0009927129233244306
both,6.704,0.9900087125793798,0.0009823607238605005
both,6.72,0.9900089205195207,0.0009721728352322968
both,6.736,0.9900091232053585,0.0009621466499106672
both,6.752,0.9900093207693846,0.000952279603338955
both,6.768,0.9900095133409484,0.0009425691701489818
both,6.784,0.9900097010462726,0.0009330128640417766
both,6.8,0.9900098840084525,0.0009236082377875757
both,6.816,0.990010062347457,0.0009143528832258228
both,6.832,0.9900102361802244,0.000905244430325007
both,6.848,0.9900104056204848,0.0008962805484139918
both,6.864,0.9900105707790111,0.0008874589445391861
both,6.88,0.9900107317639554,0.0008787773607381977
both,6.896,0.9900108886808495,0.0008702335740322004
both,6.912,0.9900110416326057,0.0008618253964259336
both,6.928,0.9900111907195158,0.0008535506749077019
both,6.944,0.9900113360393452,0.0008454072904691265
both,6.96,0.9900114776871451,0.0008373931595609634
both,6.976,0.990011615755514,0.000829506232202406
both,6.992,0.9900117503348626,0.000821744489667505
both,7.008,0.9900118815134147,0.0008141059444846475
both,7.024,0.9900120093772063,0.0008065886404365568
both,7.04,0.9900121340100869,0.0007991906525602928
both,7.056,0.9900122554937885,0.0007919100863610072
both,7.072,0.9900123739077974,0.0007847450787917512
both,7.088,0.9900124893294985,0.0007776937972861732
both,7.104,0.9900126018344552,0.0007707544371524349
both,7.12,0.990012711496412,0.000763925221555214
both,7.136,0.9900128183872946,0.000757204401515703
both,7.152,0.990012922577209,0.00075059025591161
both,7.168,0.9900130241344794,0.0007440810910493757
both,7.184,0.9900131231256203,0.0007376752406454074
both,7.2,0.9900132196152934,0.0007313710665630668
both,7.216,0.9900133136666357,0.0007251669556221151
both,7.232,0.9900134053412771,0.0007190613194087966
both,7.248,0.9900134946993407,0.0007130525942758391
both,7.264,0.9900135817994427,0.0007071392413424538
both,7.28,0.990013666698698,0.0007013197464262832
both,7.296,0.9900137494527832,0.0006955926191216077
both,7.312,0.9900138301157619,0.0006899563947360954
both,7.328,0.9900139087403672,0.000684409631493637
both,7.344,0.990013985378089,0.0006789509095800605
both,7.36,0.9900140600791744,0.0006735788311431311
both,7.376,0.9900141328926271,0.0006682920202925512
both,7.392,0.990014203866208,0.0006630891230999605
both,7.408,0.9900142730464662,0.000657968807176022
both,7.424,0.9900143404787056,0.0006529297617868862
both,7.44,0.9900144062069569,0.000647970698488716
both,7.456,0.9900144702742185,0.0006430903483952658
both,7.472,0.9900145327224681,0.0006382874620421153
both,7.488,0.9900145935926622,0.0006335608093866694
both,7.5040000000000004,0.9900146529247364,0.0006289091798081587
both,7.5200000000000005,0.9900147107576058,0.0006243313821076386
both,7.5360000000000005,0.9900147671292103,0.0006198262438019444
both,7.5520000000000005,0.9900148220764156,0.0006153926122123057
both,7.5680000000000005,0.9900148756351048,0.0006110293536327271
both,7.5840000000000005,0.9900149278403263,0.0006067353514872568
both,7.6000000000000005,0.9900149787262941,0.0006025095063262307
both,7.6160000000000005,0.9900150283263871,0.0005983507358262721
both,7.632000000000001,0.9900150766731499,0.0005942579747902913
both,7.648000000000001,0.9900151237982926,0.0005902301751469559
both,7.664000000000001,0.9900151697327358,0.0005862663051852649
both,7.68,0.9900152145065029,0.0005823653509207006
both,7.696,0.9900152581488313,0.0005785263148715277
both,7.712,0.9900153006882798,0.0005747482146126094
both,7.728,0.9900153421527281,0.000571030082775408
both,7.744,0.9900153825693766,0.0005673709670479844
both,7.76,0.9900154219647471,0.0005637699301749981
both,7.776,0.9900154603646821,0.0005602260499577075
both,7.792,0.9900154977943785,0.0005567384186569068
both,7.808,0.990015534278315,0.000553306143887116
both,7.824,0.9900155698403038,0.000549928348173588
both,7.84,0.9900156045036067,0.0005466041672446213
both,7.856,0.990015638290936,0.0005433327500236316
both,7.872,0.9900156712244542,0.0005401132586291523
both,7.888,0.9900157033257746,0.000536944868374834
both,7.904,0.9900157346159603,0.0005338267677694445
both,7.92,0.9900157651155215,0.0005307581585101432
both,7.936,0.9900157948444014,0.0005277382554393779
both,7.952,0.9900158238220478,0.0005247662858494145
both,7.968,0.9900158520674415,0.0005218414889452588
both,7.984,0.9900158795990963,0.000518963115826143
both,8.0,0.9900159064350589,0.0005161304294855259
