model,time_reference_units,PII_fraction,GS_fraction
reference,0.0,0.6162136500631117,0.43539007036503313
reference,0.016,0.6221469100905856,0.43272683838018083
reference,0.032,0.6279859933738487,0.4299556666218076
reference,0.048,0.633732394718002,0.4270817184786576
reference,0.064,0.6393875853121131,0.4241101248133666
reference,0.08,0.6449530128784211,0.4210459757846282
reference,0.096,0.6504301021532534,0.4178943109146093
reference,0.112,0.6558202553779322,0.41466011277113496
reference,0.128,0.6611248524361951,0.41134829960143326
reference,0.14400000000000002,0.6663452512778198,0.4079637162326237
reference,0.16,0.6714827884275942,0.404511128290662
reference,0.176,0.6765387791181485,0.4009952163433091
reference,0.192,0.6815145176367152,0.3974205681661697
reference,0.20800000000000002,0.6864112778669247,0.39379167382359687
reference,0.224,0.6912303134292282,0.3901129216299267
reference,0.24,0.6959728579312914,0.3863885920303556
reference,0.256,0.7006401255433387,0.38262285388058
reference,0.272,0.7052333111616725,0.378819762149711
reference,0.28800000000000003,0.7097535905742083,0.37498325343419336
reference,0.304,0.7142021210193378,0.3711171438442648
reference,0.32,0.7185800414140918,0.36722512787978967
reference,0.336,0.7228884724684317,0.3633107758995914
reference,0.352,0.7271285171327276,0.3593775333327433
reference,0.368,0.7313012609570524,0.35542872060470543
reference,0.384,0.7354077721872295,0.351467532509709
reference,0.4,0.739449102021921,0.34749703813374605
reference,0.41600000000000004,0.7434262851221316,0.34352018231731735
reference,0.432,0.7473403397259742,0.33953978608967844
reference,0.448,0.7511922677626276,0.33555854733773255
reference,0.464,0.7549830553389368,0.33157904343683836
reference,0.48,0.7587136729947772,0.32760373266796494
reference,0.496,0.7623850757891989,0.32363495567557976
reference,0.512,0.7659982035193748,0.3196749378221857
reference,0.528,0.7695539812198472,0.31572579284528846
reference,0.544,0.7730533192596293,0.31178952394898185
reference,0.56,0.7764971134245635,0.3078680265299455
reference,0.5760000000000001,0.7798862452835919,0.303963091852789
reference,0.592,0.7832215825480703,0.30007641025970955
reference,0.608,0.786503979143908,0.29620957268991066
reference,0.624,0.7897342752799467,0.2923640740248118
reference,0.64,0.7929132978977363,0.2885413174878415
reference,0.656,0.7960418609260935,0.28474261725276917
reference,0.672,0.7991207653563775,0.28096920035326506
reference,0.6880000000000001,0.8021507992867914,0.2772222101602196
reference,0.704,0.8051327383883371,0.2735027109375919
reference,0.72,0.8080673461396488,0.26981169038462544
reference,0.736,0.8109553738898297,0.2661500611389579
reference,0.752,0.8137975608920447,0.26251866461992396
reference,0.768,0.8165946346791244,0.25891827471005807
reference,0.784,0.8193473113968731,0.25534960125280026
reference,0.8,0.8220562958332236,0.25181329056529483
reference,0.8160000000000001,0.824722281502588,0.24830992946467614
reference,0.8320000000000001,0.8273459507379565,0.2448400473523138
reference,0.848,0.8299279752359625,0.24140412118778623
reference,0.864,0.8324690161137202,0.23800257613734918
reference,0.88,0.8349697239860401,0.2346357870753462
reference,0.896,0.8374307389595576,0.23130408233112484
reference,0.912,0.8398526908987605,0.22800774566834597
reference,0.928,0.8422361998864992,0.22474702042651018
reference,0.9440000000000001,0.8445818762336522,0.22152210963336233
reference,0.96,0.8468903205486816,0.21833317715967973
reference,0.976,0.8491621237588605,0.2151803517262884
reference,0.992,0.8513978672249936,0.21206372741250684
reference,1.008,0.8535981233158351,0.2089833680892639
reference,1.024,0.8557634554343255,0.20593930768669388
reference,1.04,0.8578944180209368,0.20293155024033221
reference,1.056,0.8599915566810223,0.19996007323295678
reference,1.072,0.8620554080867553,0.19702482872465335
reference,1.088,0.8640865005035075,0.19412574574445685
reference,1.104,0.8660853539785468,0.19126273191426169
reference,1.12,0.8680524803410363,0.18843567344882192
reference,1.1360000000000001,0.869988383249433,0.18564443611809608
reference,1.1520000000000001,0.8718935582222511,0.1828888682441635
reference,1.168,0.8737684928663164,0.18016880091019766
reference,1.184,0.8756136672124966,0.17748405009524104
reference,1.2,0.8774295537243634,0.1748344167644937
reference,1.216,0.8792166173338182,0.1722196874505795
reference,1.232,0.8809753154772362,0.16963963642205462
reference,1.248,0.8827060982923006,0.16709402609680044
reference,1.264,0.8844094089067517,0.1645826084974482
reference,1.28,0.8860856834472256,0.1621051253237721
reference,1.296,0.8877353510892497,0.1596613087205804
reference,1.312,0.8893588340715404,0.15725088260780207
reference,1.328,0.8909565479665309,0.15487356330281324
reference,1.344,0.8925289018487876,0.1525290602996263
reference,1.36,0.8940762983020836,0.15021707632812148
reference,1.3760000000000001,0.8955991334736136,0.1479373084106672
reference,1.3920000000000001,0.8970977971252735,0.1456894484118373
reference,1.408,0.8985726729300305,0.14347318381788646
reference,1.424,0.9000241385178609,0.14128819793536931
reference,1.44,0.901452565506965,0.1391341702078179
reference,1.456,0.9028583195280147,0.13701077710383514
reference,1.472,0.90424176041915,0.13491769244526422
reference,1.488,0.9056032423884515,0.13285458786681312
reference,1.504,0.9069431140239439,0.13082113287603786
reference,1.52,0.908261718334713,0.12881699551054682
reference,1.536,0.9095593928224578,0.12684184266318468
reference,1.552,0.9108364697151371,0.12489534048389751
reference,1.568,0.9120932759929228,0.12297715445570337
reference,1.584,0.9133301334271606,0.12108694972208214
reference,1.6,0.9145473585981094,0.11922439151615198
reference,1.616,0.9157452631118514,0.1173891453905104
reference,1.6320000000000001,0.9169241536768753,0.1155808773648578
reference,1.6480000000000001,0.9180843321238539,0.1137992540384994
reference,1.6640000000000001,0.9192260954298805,0.11204394303212029
reference,1.68,0.9203497358588482,0.11031461310540239
reference,1.696,0.9214555410986198,0.10861093432331402
reference,1.712,0.9225437942721386,0.1069325780940648
reference,1.728,0.9236147739674753,0.10527921749486116
reference,1.744,0.9246687543144491,0.10365052740138955
reference,1.76,0.9257060051561762,0.10204618459910747
reference,1.776,0.9267267920653393,0.10046586780866829
reference,1.792,0.9277313763759649,0.09890925788861392
reference,1.808,0.9287200152175529,0.09737603799542245
reference,1.824,0.9296929616930365,0.09586589362986217
reference,1.84,0.9306504649116057,0.09437851266402425
reference,1.856,0.9315927700158253,0.09291358544891874
reference,1.872,0.9325201181979224,0.09147080499194561
reference,1.8880000000000001,0.9334327468576554,0.09004986695313943
reference,1.9040000000000001,0.9343308896605536,0.08865046966873957
reference,1.92,0.9352147765552818,0.0872723141991582
reference,1.936,0.9360846337913222,0.08591510449739112
reference,1.952,0.9369406840391274,0.08457854738482808
reference,1.968,0.9377831464761642,0.08326235255737856
reference,1.984,0.9386122367980603,0.08196623260515296
reference,2.0,0.9394281672381366,0.08068990314640927
reference,2.016,0.9402311466531496,0.0794330828130785
reference,2.032,0.9410213806293636,0.07819549322757467
reference,2.048,0.9417990714921386,0.07697685901019845
reference,2.064,0.942564418326833,0.07577690787409813
reference,2.08,0.9433176170355766,0.07459537062991643
reference,2.096,0.9440588604550985,0.07343198113352922
reference,2.112,0.94478833836865,0.07228647628679531
reference,2.128,0.9455062375274508,0.07115859609795835
reference,2.144,0.9462127416848841,0.07004808370489832
reference,2.16,0.9469080317178917,0.06895468530016928
reference,2.176,0.9475922856446464,0.06787815012544554
reference,2.192,0.948265678645102,0.06681823050496775
reference,2.208,0.9489283830798879,0.06577468188213383
reference,2.224,0.9495805686071059,0.0647472627313198
reference,2.24,0.9502224022089508,0.06373573454365285
reference,2.2560000000000002,0.9508540482092229,0.0627398618420465
reference,2.2720000000000002,0.9514756682850308,0.06175941222312196
reference,2.2880000000000003,0.9520874215707451,0.06079415626712597
reference,2.3040000000000003,0.9526894646965511,0.05984386751125044
reference,2.32,0.9532819518009381,0.05890832245458437
reference,2.336,0.953865034542392,0.05798730059618966
reference,2.352,0.9544388621837965,0.05708058435486191
reference,2.368,0.9550035816443815,0.05618795902635822
reference,2.384,0.9555593375083608,0.055309212783489776
reference,2.4,0.9561062720372218,0.05444413670559121
reference,2.416,0.9566445252349596,0.05359252471470728
reference,2.432,0.9571742349111939,0.05275417351609526
reference,2.448,0.9576955366878804,0.05192888259571978
reference,2.464,0.95820856401223,0.05111645423965578
reference,2.48,0.9587134482042082,0.050316693489158584
reference,2.496,0.9592103185279587,0.04952940806625776
reference,2.512,0.9596993021984558,0.04875440836898527
reference,2.528,0.9601805243949907,0.04799150748102817
reference,2.544,0.9606541082929423,0.04724052114543356
reference,2.56,0.9611201751401809,0.04650126767888753
reference,2.576,0.9615788442655727,0.04577356796367082
reference,2.592,0.9620302330926368,0.045057245449060236
reference,2.608,0.9624744571584566,0.044352126141177735
reference,2.624,0.962911630191046,0.04365803851116997
reference,2.64,0.9633418641218169,0.04297481348181427
reference,2.656,0.9637652690984616,0.042302284423190506
reference,2.672,0.9641819534950469,0.04164028715393598
reference,2.688,0.9645920239853771,0.040988659850282674
reference,2.704,0.9649955855619018,0.04034724302422826
reference,2.72,0.9653927415460787,0.03971587951714333
reference,2.736,0.9657835935952507,0.039094414505112515
reference,2.7520000000000002,0.9661682417657882,0.03848269541785087
reference,2.7680000000000002,0.9665467845410673,0.03788057190470363
reference,2.7840000000000003,0.9669193188383801,0.03728789582913887
reference,2.8000000000000003,0.9672859400164463,0.036704521272039756
reference,2.816,0.967646741924264,0.036130304467716805
reference,2.832,0.968001816939001,0.03556510375577665
reference,2.848,0.9683512559706484,0.03500877957660711
reference,2.864,0.968695148470267,0.034461194471203646
reference,2.88,0.9690335824647647,0.03392221303596951
reference,2.896,0.969366644602986,0.03339170186189751
reference,2.912,0.9696944201597746,0.03286952952989837
reference,2.928,0.970016993045008,0.03235556660664431
reference,2.944,0.9703344458252804,0.03184968561787107
reference,2.96,0.9706468597755603,0.03135176097813478
reference,2.976,0.970954314884598,0.030861668983903166
reference,2.992,0.9712568898643724,0.030379287806005476
reference,3.008,0.9715546621610447,0.029904497478597084
reference,3.024,0.9718477080081594,0.029437179825103528
reference,3.04,0.972136102435871,0.028977218445855404
reference,3.056,0.972419919279499,0.028524498709337997
reference,3.072,0.972699231184306,0.028078907750444675
reference,3.088,0.9729741096542295,0.02764033440136897
reference,3.104,0.9732446250680938,0.02720866916927056
reference,3.12,0.9735108466851982,0.02678380422988701
reference,3.136,0.9737728426501461,0.0263656334257991
reference,3.152,0.9740306800298747,0.025954052213231348
reference,3.168,0.9742844248395283,0.02554895762560728
reference,3.184,0.9745341420456929,0.02515024826952449
reference,3.2,0.9747798955722828,0.024757824320618828
reference,3.216,0.9750217483246456,0.024371587489195778
reference,3.232,0.975259762223942,0.02399144097078831
reference,3.248,0.9754939982098704,0.023617289442458143
reference,3.2640000000000002,0.9757245162475966,0.023249039055815546
reference,3.2800000000000002,0.9759513753399575,0.022886597420609736
reference,3.2960000000000003,0.9761746335670717,0.02252987354682557
reference,3.3120000000000003,0.9763943480910919,0.022178777837913978
reference,3.3280000000000003,0.976610575163233,0.02183322208230477
reference,3.344,0.9768233701278175,0.02149311944961374
reference,3.36,0.9770327874611441,0.021158384433105037
reference,3.376,0.9772388807818639,0.020828932834615625
reference,3.392,0.977441702855561,0.020504681758575137
reference,3.408,0.9776413055980421,0.02018554960964338
reference,3.424,0.9778377401043509,0.019871456049363464
reference,3.44,0.9780310566685484,0.019562321967007378
reference,3.456,0.9782213047859691,0.019258069476470893
reference,3.472,0.9784085331579135,0.018958621911391235
reference,3.488,0.9785927897081177,0.018663903800782675
reference,3.504,0.9787741216111411,0.018373840826615258
reference,3.52,0.978952575294458,0.018088359820771602
reference,3.536,0.9791281964442657,0.017807388757689634
reference,3.552,0.9793010300112027,0.017530856746684535
reference,3.568,0.9794711202426548,0.017258693983159032
reference,3.584,0.9796385106882028,0.016990831740493956
reference,3.6,0.9798032442042667,0.01672720236364914
reference,3.616,0.9799653629559998,0.01646773926768877
reference,3.632,0.9801249084439716,0.016212376897152596
reference,3.648,0.9802819215177024,0.015961050705681844
reference,3.664,0.9804364423776846,0.0157136971531241
reference,3.68,0.9805885105789939,0.015470253701337295
reference,3.696,0.9807381650455355,0.01523065879258907
reference,3.712,0.980885444092965,0.014994851814688383
reference,3.728,0.9810303854301476,0.014762773098806444
reference,3.744,0.9811730261640916,0.014534363912742447
reference,3.7600000000000002,0.9813134028036143,0.014309566455901002
reference,3.7760000000000002,0.981451551286347,0.014088323817871229
reference,3.7920000000000003,0.9815875069837781,0.013870579970769577
reference,3.8080000000000003,0.9817213047045377,0.01365627976449548
reference,3.8240000000000003,0.9818529786961142,0.013445368925002265
reference,3.84,0.981982562664307,0.013237794024280325
reference,3.856,0.9821100897872048,0.013033502458956145
reference,3.872,0.9822355927162919,0.012832442448644997
reference,3.888,0.9823591035801398,0.012634563030984208
reference,3.904,0.9824806539916268,0.012439814050692083
reference,3.92,0.9826002750700343,0.012248146125460919
reference,3.936,0.9827179974430899,0.012059510642834026
reference,3.952,0.9828338512508855,0.011873859754469496
reference,3.968,0.9829478661464555,0.011691146375797752
reference,3.984,0.9830600713164689,0.011511324153888922
reference,4.0,0.9831704954898284,0.011334347454196933
reference,4.016,0.983279166938988,0.011160171358578207
reference,4.032,0.9833861134827188,0.010988751661558821
reference,4.048,0.9834913624944858,0.01082004485738668
reference,4.064,0.9835949409205643,0.010654008111907427
reference,4.08,0.9836968752811759,0.010490599260815197
reference,4.096,0.9837971916741723,0.010329776804182497
reference,4.112,0.9838959157753083,0.010171499906402176
reference,4.128,0.983993072857158,0.010015728366658075
reference,4.144,0.9840886877958588,0.009862422608461395
reference,4.16,0.9841827850722638,0.009711543677898107
reference,4.176,0.9842753887743884,0.009563053240213042
reference,4.192,0.9843665226042654,0.00941691356915251
reference,4.208,0.9844562098942324,0.009273087521539691
reference,4.224,0.984544473607974,0.009131538535659026
reference,4.24,0.9846313363435937,0.008992230626614472
reference,4.256,0.9847168203336,0.008855128386646231
reference,4.272,0.984800947460503,0.008720196960665241
reference,4.288,0.984883739264168,0.008587402034777376
reference,4.304,0.9849652169424598,0.008456709835291176
reference,4.32,0.9850454013539378,0.008328087124760972
reference,4.336,0.985124313021164,0.008201501196879108
reference,4.352,0.9852019721466249,0.008076919851496698
reference,4.368,0.9852783986145129,0.007954311391841886
reference,4.384,0.9853536119925806,0.007833644621676633
reference,4.4,0.9854276315329277,0.007714888844315579
reference,4.416,0.9855004761818271,0.007598013847151587
reference,4.432,0.9855721645899138,0.007482989885670665
reference,4.448,0.9856427151124147,0.007369787683092941
reference,4.464,0.9857121458120619,0.007258378425927438
reference,4.48,0.9857804744588347,0.007148733764517596
reference,4.496,0.9858477185443075,0.007040825790427153
reference,4.5120000000000005,0.9859138952858775,0.006934627029804815
reference,4.5280000000000005,0.9859790216273874,0.006830110442414779
reference,4.5440000000000005,0.986043114241269,0.00672724941843039
reference,4.5600000000000005,0.9861061895312189,0.006626017774254422
reference,4.5760000000000005,0.98616826364536,0.0065263897317661
reference,4.5920000000000005,0.9862293524775858,0.006428339916210219
reference,4.6080000000000005,0.9862894716688722,0.006331843354158977
reference,4.624,0.9863486366081498,0.006236875472297071
reference,4.64,0.9864068624387179,0.006143412087279577
reference,4.656,0.9864641640680291,0.006051429390297512
reference,4.672,0.9865205561679605,0.005960903946651345
reference,4.688,0.9865760531768222,0.00587181269263223
reference,4.704,0.986630669299031,0.005784132936158433
reference,4.72,0.9866844185145566,0.00569784234181632
reference,4.736,0.9867373145852262,0.005612918920908343
reference,4.752,0.9867893710547833,0.005529341031360642
reference,4.768,0.9868406012512511,0.0054470873740548355
reference,4.784,0.9868910182861095,0.005366136994205803
reference,4.8,0.9869406350652635,0.0052864692639837535
reference,4.816,0.9869894642927775,0.005208063876614625
reference,4.832,0.9870375184710567,0.005130900846093568
reference,4.848,0.987084809903038,0.005054960503790782
reference,4.864,0.9871313506918207,0.004980223499080972
reference,4.88,0.9871771527515192,0.004906670782136567
reference,4.896,0.9872222278096298,0.004834283600185458
reference,4.912,0.9872665874073155,0.004763043497061925
reference,4.928,0.9873102429013312,0.004692932310225222
reference,4.944,0.9873532054641131,0.004623932170645048
reference,4.96,0.9873954860940021,0.004556025486580629
reference,4.976,0.987437095616934,0.004489194940904074
reference,4.992,0.9874780446867586,0.004423423490599328
reference,5.008,0.9875183437869868,0.004358694364049434
reference,5.024,0.9875580032309734,0.004294991060767661
reference,5.04,0.9875970331715016,0.004232297336176364
reference,5.056,0.9876354436022161,0.004170597199336907
reference,5.072,0.9876732443578933,0.0041098749125217885
reference,5.088,0.9877104451161519,0.004050114988550632
reference,5.104,0.9877470553973007,0.003991302191050193
reference,5.12,0.987783084573402,0.003933421520048141
reference,5.136,0.9878185418697545,0.0038764582096215985
reference,5.152,0.987853436365056,0.003820397727639191
reference,5.168,0.9878877769931727,0.0037652257729895024
reference,5.184,0.9879215725423766,0.003710928276814858
reference,5.2,0.9879548316638582,0.003657491388968369
reference,5.216,0.9879875628735825,0.0036049014750674222
reference,5.232,0.9880197745523309,0.0035531451164260265
reference,5.248,0.988051474947467,0.0035022091072752994
reference,5.264,0.9880826721717046,0.0034520804567502394
reference,5.28,0.9881133742105896,0.003402746376975731
reference,5.296,0.9881435889251934,0.003354194278784387
reference,5.312,0.9881733240521132,0.003306411771716549
reference,5.328,0.988202587204803,0.003259386661916665
reference,5.344,0.9882313858728596,0.0032131069533046755
reference,5.36,0.9882597274271372,0.0031675608394202233
reference,5.376,0.9882876191240207,0.0031227366966230887
reference,5.392,0.9883150681054341,0.003078623084081159
reference,5.408,0.9883420813995518,0.003035208742641135
reference,5.424,0.9883686659211733,0.002992482594267035
reference,5.44,0.9883948284736838,0.002950433738909619
reference,5.456,0.98842057575507,0.0029090514449235014
reference,5.472,0.9884459143581764,0.002868325148660824
reference,5.488,0.988470850770909,0.00282824445414613
reference,5.5040000000000004,0.9884953913775664,0.0027887991309795543
reference,5.5200000000000005,0.9885195424580683,0.0027499791155726518
reference,5.5360000000000005,0.9885433101946665,0.002711774500447479
reference,5.5520000000000005,0.9885667006731371,0.002674175532337831
reference,5.5680000000000005,0.9885897198827803,0.0026371726121892404
reference,5.5840000000000005,0.9886123737175916,0.0026007562933009357
reference,5.6000000000000005,0.988634667975435,0.002564917282665425
reference,5.6160000000000005,0.9886566083621441,0.0025296464344190805
reference,5.632,0.9886782004951261,0.0024949347440968704
reference,5.648,0.9886994499033674,0.0024607733486237057
reference,5.664,0.9887203620277608,0.002427153525793473
reference,5.68,0.9887409422220111,0.002394066692843066
reference,5.696,0.9887611957523977,0.0023615044068327775
reference,5.712,0.9887811278035998,0.0023294583553487647
reference,5.728,0.9888007434793555,0.0022979203554518166
reference,5.744,0.9888200478024626,0.0022668823536773548
reference,5.76,0.9888390457157978,0.0022363364244132556
reference,5.776,0.9888577420815587,0.00220627477112708
reference,5.792,0.9888761416845246,0.0021766897211533127
reference,5.808,0.9888942492354635,0.002147573720255004
reference,5.824,0.988912069371144,0.00211891933260655
reference,5.84,0.9889296066544573,0.002090719240597568
reference,5.856,0.9889468655755884,0.0020629662429757683
reference,5.872,0.9889638505507887,0.0020356532568104116
reference,5.888,0.988980565927564,0.002008773309203828
reference,5.904,0.988997015985855,0.0019823195354069403
reference,5.92,0.989013204938037,0.001956285178819263
reference,5.936,0.9890291369293296,0.0019306635903367452
reference,5.952,0.9890448160382589,0.001905448227624793
reference,5.968,0.9890602462767539,0.0018806326549632598
reference,5.984,0.9890754315947923,0.0018562105358222376
reference,6.0,0.9890903758807467,0.0018321756323094495
reference,6.016,0.9891050829613848,0.0018085218051702501
reference,6.032,0.9891195566025277,0.0017852430127379608
reference,6.048,0.989133800508815,0.0017623333113195995
reference,6.064,0.9891478183250606,0.001739786853025178
reference,6.08,0.9891616136399043,0.0017175978799310434
reference,6.096,0.9891751899858964,0.0016957607239458878
reference,6.112,0.9891885508394967,0.0016742698068107486
reference,6.128,0.9892016996218645,0.0016531196388407095
reference,6.144,0.9892146396982093,0.0016323048199700955
reference,6.16,0.9892273743797808,0.0016118200365668263
reference,6.176,0.9892399069268163,0.001591660056720682
reference,6.192,0.9892522405485613,0.0015718197302105347
reference,6.208,0.9892643784032692,0.0015522939885043515
reference,6.224,0.9892763235989736,0.0015330778435271005
reference,6.24,0.9892880791927879,0.0015141663887871652
reference,6.256,0.9892996481927958,0.0014955547963502445
reference,6.272,0.9893110335607805,0.0014772383124734413
reference,6.288,0.9893222382122406,0.0014592122575804343
reference,6.304,0.9893332650163902,0.0014414720262614779
reference,6.32,0.9893441167967758,0.0014240130862876363
reference,6.336,0.9893547963308857,0.0014068309792423044
reference,6.352,0.9893653063512561,0.0013899213187485648
reference,6.368,0.9893756495484279,0.0013732797857383553
reference,6.384,0.9893858285709992,0.0013569021283693172
reference,6.4,0.9893958460256248,0.0013407841620247964
reference,6.416,0.9894057044773841,0.0013249217687265151
reference,6.432,0.9894154064499762,0.001309310896826229
reference,6.448,0.989424954425567,0.0012939475612509983
reference,6.464,0.9894343508481626,0.0012788278381028007
reference,6.48,0.9894435981238249,0.0012639478643131003
reference,6.496,0.9894526986206723,0.0012493038376428474
reference,6.5120000000000005,0.9894616546689844,0.0012348920165146584
reference,6.5280000000000005,0.9894704685619969,0.00122070871874334
reference,6.5440000000000005,0.9894791425546112,0.0012067503236032739
reference,6.5600000000000005,0.989487678866716,0.001193013266509031
reference,6.5760000000000005,0.9894960796839354,0.0011794940378180938
reference,6.5920000000000005,0.9895043471576294,0.001166189182830857
reference,6.6080000000000005,0.989512483404893,0.0011530953017906264
reference,6.6240000000000006,0.989520490509211,0.0011402090488379076
reference,6.640000000000001,0.9895283705197305,0.0011275271331771684
reference,6.656000000000001,0.9895361254525622,0.0011150463169926977
reference,6.672,0.9895437572929219,0.0011027634120181452
reference,6.688,0.9895512679951413,0.0010906752795200039
reference,6.704,0.9895586594826679,0.001078778830297614
reference,6.72,0.9895659336481942,0.0010670710244764694
reference,6.736,0.9895730923542995,0.0010555488704826874
reference,6.752,0.9895801374322704,0.0010442094269324815
reference,6.768,0.9895870706850598,0.0010330497978919796
reference,6.784,0.9895938938878378,0.0010220671319952379
reference,6.8,0.9896006087879912,0.0010112586224442406
reference,6.816,0.9896072171051238,0.0010006215070089018
reference,6.832,0.9896137205314556,0.0009901530673883615
reference,6.848,0.9896201207316746,0.0009798506294503469
reference,6.864,0.989626419342992,0.0009697115631416605
reference,6.88,0.9896326179775872,0.000959733278571384
reference,6.896,0.9896387182226974,0.0009499132258670889
reference,6.912,0.9896447216406176,0.0009402488951748374
reference,6.928,0.9896506297687004,0.0009307378166591819
reference,6.944,0.9896564441199557,0.0009213775595440227
reference,6.96,0.9896621661822597,0.0009121657333803056
reference,6.976,0.9896677974194381,0.0009030999863103499
reference,6.992,0.9896733392729685,0.00089417800233938
reference,7.008,0.9896787931619847,0.0008853975013290768
reference,7.024,0.989684160483276,0.0008767562389975768
reference,7.04,0.9896894426112886,0.0008682520069190613
reference,7.056,0.9896946408987797,0.0008598826314738103
reference,7.072,0.989699756675795,0.0008516459754902779
reference,7.088,0.989704791251066,0.0008435399360041125
reference,7.104,0.989709745913352,0.0008355624421062324
reference,7.12,0.989714621931441,0.000827711454942826
reference,7.136,0.9897194205541486,0.0008199849677153519
reference,7.152,0.9897241430103195,0.000812381005680539
reference,7.168,0.9897287905093874,0.0008048976252506579
reference,7.184,0.9897333642405648,0.0007975329152957256
reference,7.2,0.989737865373797,0.0007902849956115885
reference,7.216,0.9897422950612185,0.0007831520145867394
reference,7.232,0.9897466544371536,0.000776132149199489
reference,7.248,0.9897509446181177,0.0007692236050179664
reference,7.264,0.9897551667028164,0.0007624246162001183
reference,7.28,0.9897593217724929,0.0007557334449366401
reference,7.296,0.989763410890707,0.0007491483818080258
reference,7.312,0.9897674351032535,0.0007426677459128143
reference,7.328,0.9897713954400261,0.0007362898818809784
reference,7.344,0.9897752929150755,0.0007300131597788481
reference,7.36,0.9897791285266101,0.0007238359751091114
reference,7.376,0.9897829032569957,0.000717756748810814
reference,7.392,0.9897866180728535,0.0007117739271025032
reference,7.408,0.9897902739255189,0.0007058859807467647
reference,7.424,0.9897938717499304,0.0007000914068326636
reference,7.44,0.9897974124665848,0.0006943887256396569
reference,7.456,0.9898008969819221,0.0006887764800196533
reference,7.472,0.9898043261883263,0.0006832532353970131
reference,7.488,0.9898077009641243,0.0006778175797685482
reference,7.5040000000000004,0.9898110221735872,0.0006724681237035222
reference,7.5200000000000005,0.9898142906673241,0.0006672034997102693
reference,7.5360000000000005,0.9898175072818101,0.0006620223629948148
reference,7.5520000000000005,0.9898206728396212,0.0006569233910838133
reference,7.5680000000000005,0.9898237881508779,0.000651905281508399
reference,7.5840000000000005,0.9898268540132629,0.000646966751776612
reference,7.6000000000000005,0.9898298712120202,0.0006421065393733993
reference,7.6160000000000005,0.9898328405199559,0.0006373234017606144
reference,7.632000000000001,0.9898357626974533,0.0006326161163523309
reference,7.648000000000001,0.9898386384930229,0.0006279834796329649
reference,7.664000000000001,0.9898414686421982,0.0006234243089282596
reference,7.68,0.9898442538688407,0.0006189374403125879
reference,7.696,0.9898469948858365,0.0006145217274900362
reference,7.712,0.9898496923950971,0.0006101760417944061
reference,7.728,0.9898523470875588,0.0006058992721892128
reference,7.744,0.9898549596431826,0.000601690325267686
reference,7.76,0.9898575307309996,0.0005975481251810717
reference,7.776,0.9898600610095885,0.0005934716128717332
reference,7.792,0.9898625511259698,0.0005894597478473947
reference,7.808,0.9898650017170498,0.0005855115058650473
reference,7.824,0.9898674134100798,0.00058162587819368
reference,7.84,0.9898697868226553,0.00057780187161428
reference,7.856,0.9898721225627168,0.0005740385084198326
reference,7.872,0.9898744212285502,0.0005703348264153213
reference,7.888,0.989876683408799,0.0005666898788961477
reference,7.904,0.9898789096827134,0.000563102734249682
reference,7.92,0.9898811006197189,0.0005595724766481803
reference,7.936,0.9898832567803549,0.0005560982045411436
reference,7.952,0.9898853787165952,0.000552679030141905
reference,7.968,0.9898874669718475,0.0005493140794276307
reference,7.984,0.9898895220809539,0.0005460024921393188
reference,8.0,0.9898915445701905,0.0005427434217818004
GlnD_occupancy,0.0,0.6162136500631117,0.43539007036503313
GlnD_occupancy,0.016,0.6256593192003489,0.43268359578110693
GlnD_occupancy,0.032,0.6348663047647893,0.429787149521858
GlnD_occupancy,0.048,0.6438406382176947,0.4267125672744985
GlnD_occupancy,0.064,0.6525881984617208,0.4234716138264711
GlnD_occupancy,0.08,0.6611147157204682,0.42007592813548317
GlnD_occupancy,0.096,0.6694257758024742,0.4165369814569471
GlnD_occupancy,0.112,0.6775268227837901,0.41286603032702757
GlnD_occupancy,0.128,0.6854231638320363,0.40907407625765163
GlnD_occupancy,0.14400000000000002,0.6931199714282537,0.40517183130045087
GlnD_occupancy,0.16,0.7006222876927546,0.40116968194028885
GlnD_occupancy,0.176,0.7079350273747032,0.3970776661030825
GlnD_occupancy,0.192,0.715062980592206,0.39290544637084646
GlnD_occupancy,0.20800000000000002,0.7220108171023523,0.3886622939725294
GlnD_occupancy,0.224,0.7287830879945778,0.3843570742669648
GlnD_occupancy,0.24,0.7353842297193995,0.3799982365465881
GlnD_occupancy,0.256,0.7418185667962551,0.3755938099994598
GlnD_occupancy,0.272,0.7480903137991738,0.3711513994842457
GlnD_occupancy,0.28800000000000003,0.7542035795815903,0.36667818914385786
GlnD_occupancy,0.304,0.7601623687662321,0.36218094469023854
GlnD_occupancy,0.32,0.7659705845580306,0.3576660208219148
GlnD_occupancy,0.336,0.7716320322360093,0.35313937118832717
GlnD_occupancy,0.352,0.777150420229058,0.34860655624961345
GlnD_occupancy,0.368,0.7825293634114872,0.34407275872337395
GlnD_occupancy,0.384,0.7877723858515255,0.3395427956054882
GlnD_occupancy,0.4,0.7928829217712745,0.3350211304385145
GlnD_occupancy,0.41600000000000004,0.7978643189460323,0.33051189250075896
GlnD_occupancy,0.432,0.8027198410232541,0.32601888931755296
GlnD_occupancy,0.448,0.807452668363322,0.32154562097952955
GlnD_occupancy,0.464,0.8120659012813469,0.3170953002135852
GlnD_occupancy,0.48,0.8165625622726238,0.3126708649577467
