# Fig 5d
h,likelihood_ratio,posterior_density_at_h
3.4600000000000026,1.8121907465463276e-07,0.0015369229878533543
3.480000000000002,1.63111388171302e-07,0.0015369229878533543
3.5000000000000027,1.4706992870655995e-07,0.0015369229878533543
3.5200000000000022,1.3283222474650803e-07,0.0015369229878533543
3.5400000000000027,1.201723018039571e-07,0.0015369229878533543
3.5600000000000023,1.0889519442457872e-07,0.0015369229878533543
3.5800000000000027,9.883234231508845e-08,0.0015369229878533543
3.6000000000000023,8.983771911435359e-08,0.0015369229878533543
3.6200000000000028,8.178456976475414e-08,0.0015369229878533543
3.6400000000000023,7.456265465034285e-08,0.0015369229878533543
3.660000000000003,6.807591669358714e-08,0.0015369229878533543
3.6800000000000024,6.2240502269504e-08,0.0015369229878533543
3.700000000000003,5.698307876054454e-08,0.0015369229878533543
3.7200000000000024,5.22394013596617e-08,0.0015369229878533543
3.740000000000003,4.79530897492836e-08,0.0015369229878533543
3.7600000000000025,4.40745818739389e-08,0.0015369229878533543
3.780000000000003,4.056023745162456e-08,0.0015369229878533543
3.8000000000000025,3.7371568348964035e-08,0.0015369229878533543
3.820000000000003,3.447457665135573e-08,0.0015369229878533543
3.8400000000000025,3.183918433200622e-08,0.0015369229878533543
3.860000000000003,2.9438740976680405e-08,0.0015369229878533543
3.8800000000000026,2.724959814655855e-08,0.0015369229878533543
3.900000000000003,2.5250740734918673e-08,0.0015369229878533543
3.9200000000000026,2.3423467155842095e-08,0.0015369229878533543
3.940000000000003,2.1751111444881536e-08,0.0015369229878533543
3.9600000000000026,2.0218801393778437e-08,0.0015369229878533543
3.980000000000003,1.8813247717575853e-08,0.0015369229878533543
4.000000000000003,1.7522559990659936e-08,0.0015369229878533543
