# Fig 7b-d: n=3, A=1, Bhat=Ghat=0.4, Khat=1; (enzyme x, target x)
l,b_theta_1x1x,c_theta_bridge_1x1x,d_theta_1x1x,d_TL_1x1x,b_theta_2x1x,c_theta_bridge_2x1x,d_theta_2x1x,d_TL_2x1x,b_theta_1x4x,c_theta_bridge_1x4x,d_theta_1x4x,d_TL_1x4x,b_theta_2x4x,c_theta_bridge_2x4x,d_theta_2x4x,d_TL_2x4x
0.24198240223162923,0.805161605132012,0.8425490221976866,0.790314771945143,0.403432616051058,0.8051588230184006,0.8425490221976866,0.7785988302668533,0.5554818086722125,0.8051628591091254,0.9034712235087274,0.7963301271220069,0.464894892628121,0.8051613308803846,0.9034712235087274,0.7881832051183357,0.6795593242584618
0.24720098280002717,0.8017926138014398,0.8395900323358292,0.7869819616824429,0.410564036807479,0.8017898364410785,0.8395900323358292,0.7753141851183104,0.5644901317361816,0.8017938720972034,0.9014853098246147,0.7930129024899877,0.47151361343038434,0.8017923529397492,0.9014853098246147,0.7849131483275333,0.6876334286161395
0.2525321070199374,0.7983799559993913,0.8365844056142616,0.7836112880005671,0.4178167892406977,0.7983771845175127,0.8365844056142616,0.771995927817465,0.5736332332343894,0.7983812179901847,0.8994607856445324,0.7896549028619481,0.47823636723325674,0.798379708405681,0.8994607856445324,0.7816049530634906,0.6958061282591285
0.25797820200220534,0.7949235691327416,0.833531768728699,0.7802027618138325,0.4251931174557206,0.7949208046709896,0.833531768728699,0.7686441018681264,0.5829132970690861,0.7949248341794678,0.8973970040516591,0.7862560730838751,0.485065529247017,0.7949233346705156,0.8973970040516591,0.7782585741070208,0.7040797167455108
0.2635417472006296,0.7914234091541923,0.8304317608247428,0.7767564090258676,0.43269531744427736,0.7914206528699025,0.8304317608247428,0.7652587632591342,0.5923325554141647,0.7914246766027256,0.8952933123298147,0.7828163749831719,0.49200353467850444,0.7914231876725903,0.8952933123298147,0.7748739818144159,0.7124565533732645
0.26922527554078707,0.7878794510711944,0.8272840342515454,0.7732722708858225,0.44032573836652056,0.7878767041366422,0.8272840342515454,0.761839980750267,0.601893289902386,0.7878807202528604,0.8931490521908865,0.7793357878546966,0.4990528798296311,0.7878792424051994,0.8931490521908865,0.7714511625740766,0.7209390643262716
0.2750313745732029,0.7842916894477349,0.8240882553313066,0.7697504043392271,0.44808678385598266,0.784288953049349,0.8240882553313066,0.7583878361542368,0.6115978328358388,0.7842929596798188,0.8909635600217505,0.7758143089405753,0.5062161232134901,0.7842914934184043,0.8909635600217505,0.767990119257712,0.7295297438327348
0.28096268765138954,0.7806601388978979,0.8208441051439755,0.7661908823727289,0.4559809133480346,0.7806574142354403,0.8208441051439755,0.754902424614122,0.6214485684201471,0.780661409484186,0.8887361671516373,0.772251953902754,0.5134958866887909,0.7806599553126258,0.8887361671516373,0.7644908716651214,0.7382311553366747
0.28702191513529113,0.7769848345700955,0.817551280326453,0.7625937943519109,0.4640106434321015,0.776982122855809,0.817551280326453,0.7513838548755801,0.6314479340229585,0.7769861048014453,0.8864662001409296,0.7686487572872087,0.5208948566133662,0.7769846632228997,0.8864662001409296,0.7609534569615429,0.7470459326832202
0.293211815620681,0.7732658326208269,0.8142094938855086,0.758959246351377,0.4721785492279074,0.7732631350785515,0.8142094938855086,0.7478322495531436,0.6415984214572683,0.7732671017757654,0.8841529810924046,0.765004772978718,0.5284157850175126,0.7732656732926645,0.8841529810924046,0.7573779301065319,0.7559767813184086
