G_mM,U,p0,p1,p2,p3,variance
2.105744557004016540e-02,2.964354728626426017e+00,1.677420754189987297e-06,4.184961948360076513e-04,3.480324672163939703e-02,9.647765796627704171e-01,3.522174291647495181e-02
2.136550281391231751e-02,2.964255135825244025e+00,1.691520203215244774e-06,4.208238776809306654e-04,3.489814185878413466e-02,9.646793427433316692e-01,3.531896573646697846e-02
2.167806674237670456e-02,2.964152589356940481e+00,1.706120135062242675e-06,4.232272561988667872e-04,3.499583777025692954e-02,9.645792288534091874e-01,3.541906502645630894e-02
2.199520328540710556e-02,2.964047001875778076e+00,1.721240562747507105e-06,4.257089696851925047e-04,3.509641646316329772e-02,9.644761533265887588e-01,3.552212543284838375e-02
2.231697933749153193e-02,2.963938283468256607e+00,1.736902424998669580e-06,4.282717591302782575e-04,3.519996230620795613e-02,9.643700290322367863e-01,3.562823406533865978e-02
2.264346277174249245e-02,2.963826341578531753e+00,1.753127635645998968e-06,4.309184716240822052e-04,3.530656209531314593e-02,9.642607663054271194e-01,3.573748056693659692e-02
2.297472245421363496e-02,2.963711080931746178e+00,1.769939135973744806e-06,4.336520649728373600e-04,3.541630512090022942e-02,9.641482728749909414e-01,3.584995718587435931e-02
2.331082825842583500e-02,2.963592403455176161e+00,1.787360950229112079e-06,4.364756125395356117e-04,3.552928323689408252e-02,9.640324537896161061e-01,3.596575884943398194e-02
2.365185108010581586e-02,2.963470208197167999e+00,1.805418244492650468e-06,4.393923083192727654e-04,3.564559093145997642e-02,9.639132113419762726e-01,3.608498323977826772e-02
2.399786285214042941e-02,2.963344391243782461e+00,1.824137389134978544e-06,4.424054722622229705e-04,3.576532539952557987e-02,9.637904449908231141e-01,3.620773087178896787e-02
2.434893655974960935e-02,2.963214845633101113e+00,1.843546025095655213e-06,4.455185558569037447e-04,3.588858661710968290e-02,9.636640512810082937e-01,3.633410517296553621e-02
2.470514625588134811e-02,2.963081461267123018e+00,1.863673134239934998e-06,4.487351479876037987e-04,3.601547741749949738e-02,9.635339237613786967e-01,3.646421256548570966e-02
2.506656707683188601e-02,2.962944124821197178e+00,1.884549114064368561e-06,4.520589810801343153e-04,3.614610356929991858e-02,9.633999529005058404e-01,3.659816255038172983e-02
2.543327525809447112e-02,2.962802719650928562e+00,1.906205857044683979e-06,4.554939375513380084e-04,3.628057385639762988e-02,9.632620260001939494e-01,3.673606779394766875e-02
2.580534815043986768e-02,2.962657125696469773e+00,1.928676834938093952e-06,4.590440565782745409e-04,3.641900015986897915e-02,9.631200271067178464e-01,3.687804421644713671e-02
2.618286423623217632e-02,2.962507219384166390e+00,1.951997188374698656e-06,4.627135412038881415e-04,3.656149754186082540e-02,9.629738369197469172e-01,3.702421108306452879e-02
2.656590314598332794e-02,2.962352873525456065e+00,1.976203822098381945e-06,4.665067657971404312e-04,3.670818433148335946e-02,9.628233326988974161e-01,3.717469109727922216e-02
2.695454567514982136e-02,2.962193957212972517e+00,2.001335506240828464e-06,4.704282838861312938e-04,3.685918221273661033e-02,9.626683881678710364e-01,3.732961049662186781e-02
2.734887380117508732e-02,2.962030335713768281e+00,2.027432984043229665e-06,4.744828363842363661e-04,3.701461631451055667e-02,9.625088734161211246e-01,3.748909915089804201e-02
