draw,model,p0,p1,p2,p3
7.500000000000000000e+01,0.000000000000000000e+00,1.380004715374490154e-01,3.871383742094305358e-01,3.620183784295967766e-01,1.128427758235238249e-01
7.500000000000000000e+01,1.000000000000000000e+00,3.030413145221533822e-01,2.162700520772890822e-01,2.086324933899518785e-01,2.720561400106056293e-01
7.500000000000000000e+01,2.000000000000000000e+00,4.567810063469845971e-02,4.903176690597257359e-01,4.326269014747782804e-01,3.137732883079772522e-02
7.500000000000000000e+01,3.000000000000000000e+00,1.824190198374520400e-01,3.738350784695156359e-01,2.553693250094173361e-01,1.883765766836150157e-01
7.600000000000000000e+01,0.000000000000000000e+00,1.274751022554913016e-01,3.774427138096215217e-01,3.725250387128959950e-01,1.225571452219911678e-01
7.600000000000000000e+01,1.000000000000000000e+00,2.904264620673108754e-01,2.133501744306935122e-01,2.118560350709240148e-01,2.843673284310714866e-01
7.600000000000000000e+01,2.000000000000000000e+00,3.939305527777735294e-02,4.676541642270937160e-01,4.563482788469835350e-01,3.660450164814535445e-02
7.600000000000000000e+01,3.000000000000000000e+00,1.734798062040601718e-01,3.660018100946717534e-01,2.573927342970884768e-01,2.031256494041794314e-01
7.700000000000000000e+01,0.000000000000000000e+00,1.485263972433626123e-01,3.957972591701504061e-01,3.515771680413167233e-01,1.040991755451703138e-01
7.700000000000000000e+01,1.000000000000000000e+00,3.152220580077884637e-01,2.188500694743170383e-01,2.053845626114578216e-01,2.605433099064366487e-01
7.700000000000000000e+01,2.000000000000000000e+00,5.238938656847478420e-02,5.109677166035764273e-01,4.096472852377118223e-01,2.699561159023716739e-02
7.700000000000000000e+01,3.000000000000000000e+00,2.150894094215186902e-01,3.672387911051360199e-01,2.090050676368775950e-01,2.086667318364678891e-01
7.800000000000000000e+01,0.000000000000000000e+00,1.570703621698835706e-01,4.021303874935809874e-01,3.431770880934604251e-01,9.762216224307479484e-02
7.800000000000000000e+01,1.000000000000000000e+00,3.248227592595643309e-01,2.207215747595263899e-01,2.027375251671939826e-01,2.517181408137151299e-01
7.800000000000000000e+01,2.000000000000000000e+00,5.814471299659525194e-02,5.263093394927312874e-01,3.915961315902704021e-01,2.394981592040318352e-02
7.800000000000000000e+01,3.000000000000000000e+00,2.310645146671952699e-01,3.660689361519056662e-01,1.933175332848763583e-01,2.095490158960226224e-01
7.900000000000000000e+01,0.000000000000000000e+00,1.450745665189626665e-01,3.930657110709221969e-01,3.549913604819558977e-01,1.068683619281594194e-01
7.900000000000000000e+01,1.000000000000000000e+00,3.112723529120705046e-01,2.180388831150530948e-01,2.064516550769353587e-01,2.642371088959410974e-01
7.900000000000000000e+01,2.000000000000000000e+00,5.014205539092544961e-02,5.044123143187986269e-01,4.170956873663427822e-01,2.834994292393299906e-02
7.900000000000000000e+01,3.000000000000000000e+00,1.961064527452937856e-01,3.746942194222592226e-01,2.386386851002882392e-01,1.905606427321588636e-01
8.000000000000000000e+01,0.000000000000000000e+00,1.331787703238119513e-01,3.828320065711838804e-01,3.668260962288282800e-01,1.171631268761756661e-01
8.000000000000000000e+01,1.000000000000000000e+00,2.973195995305842887e-01,2.149773335119061490e-01,2.101129519387724687e-01,2.775901150187372046e-01
8.000000000000000000e+01,2.000000000000000000e+00,4.274558152293414515e-02,4.801909824591307774e-01,4.434077108288915769e-01,3.365572518904335481e-02
8.000000000000000000e+01,3.000000000000000000e+00,1.958888965197209120e-01,3.611857198069772235e-01,2.219882911695147121e-01,2.209370925037869582e-01
8.100000000000000000e+01,0.000000000000000000e+00,1.331216902315867368e-01,3.827796834563596540e-01,3.668830772106713156e-01,1.172155491013822382e-01
8.100000000000000000e+01,1.000000000000000000e+00,2.972512988442836401e-01,2.149615864163536838e-01,2.101304429749846214e-01,2.776566717643782489e-01
8.100000000000000000e+01,2.000000000000000000e+00,4.271140412852206247e-02,4.800685342886570339e-01,4.435362338123657322e-01,3.368382777045495630e-02
8.100000000000000000e+01,3.000000000000000000e+00,1.944285833638377814e-01,3.619557509422287045e-01,2.246102628421796366e-01,2.190054028517536278e-01
8.200000000000000000e+01,0.000000000000000000e+00,1.444232326579840409e-01,3.925387014543547104e-01,3.556367612598066996e-01,1.074013046278545352e-01
8.200000000000000000e+01,1.000000000000000000e+00,3.105222874929474686e-01,2.178820940780328563e-01,2.066528144797467048e-01,2.649428039492730536e-01
8.200000000000000000e+01,2.000000000000000000e+00,4.972306657278682818e-02,5.031518829031482731e-01,4.185108966350982174e-01,2.861415388896646275e-02
8.200000000000000000e+01,3.000000000000000000e+00,1.985447116484389818e-01,3.726212632555493398e-01,2.331072006860527013e-01,1.957268244099589771e-01
8.300000000000000000e+01,0.000000000000000000e+00,1.426625699918709356e-01,3.910953616969184976e-01,3.573831172618462948e-01,1.088589510493640916e-01
8.300000000000000000e+01,1.000000000000000000e+00,3.084869604060279102e-01,2.174522140825703720e-01,2.071962431389863801e-01,2.668645823724152821e-01
8.300000000000000000e+01,2.000000000000000000e+00,4.859854803826017811e-02,4.997071096771311671e-01,4.223516871793048244e-01,2.934265510530395527e-02
8.300000000000000000e+01,3.000000000000000000e+00,1.866705670532591566e-01,3.769262960639935267e-01,2.536972573435321010e-01,1.827058795392151880e-01
8.400000000000000000e+01,0.000000000000000000e+00,1.325350694073643976e-01,3.822400957563717450e-01,3.674687548917314195e-01,1.177560799445326600e-01
8.400000000000000000e+01,1.000000000000000000e+00,2.965485786877331553e-01,2.147991358060226674e-01,2.103101497286747334e-01,2.783421357775693328e-01
8.400000000000000000e+01,2.000000000000000000e+00,4.236088994015908132e-02,4.788066083532630524e-01,4.448582681239089398e-01,3.397423358266860732e-02
8.400000000000000000e+01,3.000000000000000000e+00,1.947585518948742600e-01,3.610715062614933690e-01,2.231354864189575571e-01,2.210344554246746196e-01
8.500000000000000000e+01,0.000000000000000000e+00,1.414608689700483368e-01,3.900943511492328541e-01,3.585764362646485792e-01,1.098683436160701743e-01
8.500000000000000000e+01,1.000000000000000000e+00,3.070911916314628676e-01,2.171536641648673938e-01,2.075668449564018470e-01,2.681882992472678917e-01
8.500000000000000000e+01,2.000000000000000000e+00,4.783781840806934638e-02,4.973242584180269654e-01,4.249857734496720330e-01,2.985214972423157198e-02
8.500000000000000000e+01,3.000000000000000000e+00,1.923750912294814874e-01,3.726810594246434127e-01,2.406603529355286208e-01,1.942834964103466733e-01
8.600000000000000000e+01,0.000000000000000000e+00,1.388554922191550245e-01,3.878790288240401840e-01,3.611671832277395522e-01,1.120982957290652393e-01
8.600000000000000000e+01,1.000000000000000000e+00,3.040462799126940618e-01,2.164917334990010545e-01,2.083694098755968505e-01,2.710925767127081443e-01
8.600000000000000000e+01,2.000000000000000000e+00,4.620746824134808889e-02,4.920690361121929923e-01,4.307312406233290702e-01,3.099225502313007058e-02
8.600000000000000000e+01,3.000000000000000000e+00,1.956849849031660205e-01,3.679241078243790097e-01,2.305885471750285243e-01,2.058023600974263068e-01
8.700000000000000000e+01,0.000000000000000000e+00,1.434623121232398435e-01,3.917543761107831202e-01,3.565895668127592733e-01,1.081937449532180129e-01
8.700000000000000000e+01,1.000000000000000000e+00,3.094128763028088924e-01,2.176485793846500150e-01,2.069494662107503880e-01,2.659890781017905659e-01
8.700000000000000000e+01,2.000000000000000000e+00,4.910787267098160741e-02,5.012786451373825169e-01,4.206043470803423334e-01,2.900913511129339303e-02
8.700000000000000000e+01,3.000000000000000000e+00,2.032224928179157397e-01,3.688384160665529876e-01,2.231409448171911836e-01,2.047981462983400058e-01
8.800000000000000000e+01,0.000000000000000000e+00,1.419428176789113705e-01,3.904973723306084943e-01,3.580977191863584097e-01,1.094620908041217533e-01
8.800000000000000000e+01,1.000000000000000000e+00,3.076516202579471226e-01,2.172739051595626580e-01,2.074182442247459179e-01,2.676562303577442736e-01
8.800000000000000000e+01,2.000000000000000000e+00,4.814225099345061792e-02,4.982830135136182559e-01,4.239281368972814823e-01,2.964659859564976185e-02
8.800000000000000000e+01,3.000000000000000000e+00,1.949196696534821194e-01,3.718504225520919970e-01,2.364610628196791298e-01,1.967688449747467816e-01
8.900000000000000000e+01,0.000000000000000000e+00,1.472249788750823185e-01,3.947794347690208872e-01,3.528631334786020424e-01,1.051324528772949879e-01
8.900000000000000000e+01,1.000000000000000000e+00,3.137378942527658254e-01,2.185480933349496502e-01,2.057870713316424238e-01,2.619269410806421283e-01
8.900000000000000000e+01,2.000000000000000000e+00,5.153679666105558804e-02,5.085206681974913101e-01,4.124452132921664904e-01,2.749732184928656634e-02
8.900000000000000000e+01,3.000000000000000000e+00,2.094716028242009087e-01,3.693176080234710223e-01,2.170469151223458071e-01,2.041638740299824284e-01
9.000000000000000000e+01,0.000000000000000000e+00,1.444764399988411052e-01,3.925818924680374855e-01,3.555840253147201646e-01,1.073576422184014528e-01
9.000000000000000000e+01,1.000000000000000000e+00,3.105836181481462233e-01,2.178949472053376413e-01,2.066363842442449084e-01,2.648850504022711716e-01
9.000000000000000000e+01,2.000000000000000000e+00,4.975723322985775576e-02,5.032551285122913720e-01,4.183951735725001675e-01,2.859246468535088168e-02
9.000000000000000000e+01,3.000000000000000000e+00,2.065581605301381185e-01,3.679881111595049159e-01,2.185264263378936533e-01,2.069273019724632845e-01
9.100000000000000000e+01,0.000000000000000000e+00,1.399706460411979103e-01,3.888348448162999849e-01,3.600577235763542383e-01,1.111367855661476722e-01
9.100000000000000000e+01,1.000000000000000000e+00,3.053527423832329002e-01,2.167775343403763322e-01,2.080260581035820733e-01,2.698436651728085001e-01
9.100000000000000000e+01,2.000000000000000000e+00,4.690210808700889106e-02,4.943333498595011699e-01,4.282663273156684935e-01,3.049821473782166406e-02
9.100000000000000000e+01,3.000000000000000000e+00,2.047371022420130526e-01,3.639091875842805912e-01,2.156096694379476264e-01,2.157440407357586465e-01
9.200000000000000000e+01,0.000000000000000000e+00,1.657966511127177411e-01,4.080057394624752587e-01,3.346844509365203280e-01,9.151315848828647792e-02
9.200000000000000000e+01,1.000000000000000000e+00,3.343878460265052865e-01,2.224467450980054939e-01,2.000288540844192553e-01,2.431365547910698255e-01
9.200000000000000000e+01,2.000000000000000000e+00,6.430245617790336654e-02,5.407159494904252295e-01,3.737466157114639476e-01,2.123497862020761254e-02
9.200000000000000000e+01,3.000000000000000000e+00,2.423372537805396076e-01,3.676013304799691794e-01,1.858714608980670535e-01,2.041899548414240761e-01
9.300000000000000000e+01,0.000000000000000000e+00,1.323446451277443536e-01,3.820642100538371722e-01,3.676589016582765268e-01,1.179322431601421417e-01
9.300000000000000000e+01,1.000000000000000000e+00,2.963201583067034961e-01,2.147461602127120894e-01,2.103684645909980055e-01,2.785652168895865199e-01
9.300000000000000000e+01,2.000000000000000000e+00,4.224739574697263661e-02,4.783955956802098952e-01,4.452878785226130898e-01,3.406913005020420493e-02
9.300000000000000000e+01,3.000000000000000000e+00,1.791898541115082566e-01,3.689886399301751108e-01,2.532744149543085244e-01,1.985470910040080805e-01
9.400000000000000000e+01,0.000000000000000000e+00,1.390306971767188982e-01,3.880299600748012279e-01,3.609928190277505444e-01,1.119465237207293851e-01
9.400000000000000000e+01,1.000000000000000000e+00,3.042518591058815391e-01,2.165368845841868506e-01,2.083154818090064975e-01,2.708957745009252238e-01
9.400000000000000000e+01,2.000000000000000000e+00,4.631628919031584302e-02,4.924262776833110977e-01,4.303434077345097974e-01,3.091402539186318549e-02
9.400000000000000000e+01,3.000000000000000000e+00,1.841928418632401421e-01,3.741291193044185559e-01,2.533080665089526562e-01,1.883699723233888679e-01
9.500000000000000000e+01,0.000000000000000000e+00,1.439123487540258650e-01,3.921227223387614425e-01,3.561432374302765935e-01,1.078216914769358770e-01
9.500000000000000000e+01,1.000000000000000000e+00,3.099328773211360022e-01,2.177582713744112553e-01,2.068105513598799683e-01,2.654982999445728575e-01
9.500000000000000000e+01,2.000000000000000000e+00,4.939555461225735022e-02,5.021579933286092201e-01,4.196230778433626685e-01,2.882337421577074038e-02
9.500000000000000000e+01,3.000000000000000000e+00,2.084489646038983346e-01,3.661791728741745633e-01,2.144204888098333595e-01,2.109513737120937704e-01
9.600000000000000000e+01,0.000000000000000000e+00,1.428808201156489543e-01,3.912757728427729287e-01,3.571665072326045687e-01,1.086768998089735483e-01
9.600000000000000000e+01,1.000000000000000000e+00,3.087398790341516208e-01,2.175059855190889790e-01,2.071289081112634711e-01,2.666252273354958180e-01
9.600000000000000000e+01,2.000000000000000000e+00,4.873730120783863889e-02,5.001371119796904630e-01,4.218743856730708397e-01,2.925120113939978436e-02
9.600000000000000000e+01,3.000000000000000000e+00,2.091796511713446272e-01,3.645332793536702476e-01,2.117550010437228847e-01,2.145320684312622128e-01
9.700000000000000000e+01,0.000000000000000000e+00,1.401489729688204511e-01,3.889866305171851835e-01,3.598803842222373928e-01,1.109840122917569449e-01
9.700000000000000000e+01,1.000000000000000000e+00,3.055612180138866929e-01,2.168228911435788331e-01,2.079711290435100335e-01,2.696447617990243018e-01
9.700000000000000000e+01,2.000000000000000000e+00,4.701363175397768601e-02,4.946933596732444038e-01,4.278729495934134319e-01,3.042005897936458578e-02
9.700000000000000000e+01,3.000000000000000000e+00,1.971031199491180275e-01,3.686061098920573320e-01,2.297789845315999779e-01,2.045117856272244405e-01
9.800000000000000000e+01,0.000000000000000000e+00,1.526280098362337856e-01,3.989119415393275747e-01,3.475350238212487897e-01,1.009250248031900027e-01
9.800000000000000000e+01,1.000000000000000000e+00,3.198613627409840898e-01,2.197720781510518195e-01,2.041146922333174352e-01,2.562518668746467387e-01
9.800000000000000000e+01,2.000000000000000000e+00,5.511818533679719440e-02,5.184881273026368254e-01,4.009121258271812205e-01,2.548156153338481181e-02
9.800000000000000000e+01,3.000000000000000000e+00,2.151516173293062384e-01,3.718066346615523932e-01,2.141748150975812115e-01,1.988669329115600459e-01
9.900000000000000000e+01,0.000000000000000000e+00,1.397510396873283822e-01,3.886475226238183533e-01,3.602761433941762959e-01,1.113252942946769408e-01
9.900000000000000000e+01,1.000000000000000000e+00,3.050958405973378529e-01,2.167215474850396617e-01,2.080936937672366871e-01,2.700889181503859371e-01
9.900000000000000000e+01,2.000000000000000000e+00,4.676493617175338929e-02,4.938892166238883497e-01,4.287510659691373127e-01,3.059478123522112875e-02
9.900000000000000000e+01,3.000000000000000000e+00,2.018800361673124821e-01,3.653775240033544369e-01,2.204291511951519678e-01,2.123132886341811687e-01
1.000000000000000000e+02,0.000000000000000000e+00,1.394482372820513016e-01,3.883885077063093938e-01,3.605773627510496238e-01,1.115858922605894171e-01
1.000000000000000000e+02,1.000000000000000000e+00,3.047413085302808078e-01,2.166441129635161000e-01,2.081869372699773346e-01,2.704276412362258131e-01
1.000000000000000000e+02,2.000000000000000000e+00,4.657610095766631653e-02,4.932753996197179469e-01,4.294199878665002079e-01,3.072851155611554946e-02
1.000000000000000000e+02,3.000000000000000000e+00,1.915162933405384349e-01,3.708743954565111856e-01,2.394014190751846127e-01,1.982078921277656003e-01
1.010000000000000000e+02,0.000000000000000000e+00,1.454349589686746436e-01,3.933557172954871839e-01,3.546344047911580422e-01,1.065749189446799222e-01
1.010000000000000000e+02,1.000000000000000000e+00,3.116867151986404960e-01,2.181251227801588866e-01,2.063403227074359358e-01,2.638478393137647093e-01
1.010000000000000000e+02,2.000000000000000000e+00,5.037458032997413349e-02,5.051065120603076553e-01,4.163139512090528460e-01,2.820495640066542423e-02
1.010000000000000000e+02,3.000000000000000000e+00,2.106113218460824998e-01,3.665714172129687642e-01,2.126739163239716179e-01,2.101433446169770902e-01
1.020000000000000000e+02,0.000000000000000000e+00,1.502641879302067107e-01,3.971340119629786503e-01,3.498625224240952680e-01,1.027392776827193710e-01
1.020000000000000000e+02,1.000000000000000000e+00,3.171946770939833571e-01,2.192461569885456596e-01,2.048467643898940205e-01,2.587124015275770184e-01
1.020000000000000000e+02,2.000000000000000000e+00,5.353781550004972634e-02,5.141894026187830979e-01,4.059308584326493663e-01,2.634192344851801412e-02
1.020000000000000000e+02,3.000000000000000000e+00,2.153654187028268829e-01,3.690263228162433684e-01,2.107742083997052596e-01,2.048340500812245168e-01
1.030000000000000000e+02,0.000000000000000000e+00,1.349279441523998646e-01,3.844200084286367169e-01,3.650806455959397234e-01,1.155714018230235007e-01
1.030000000000000000e+02,1.000000000000000000e+00,2.994061224367594032e-01,2.154547933006724370e-01,2.095765389887684627e-01,2.755625452737996417e-01
1.030000000000000000e+02,2.000000000000000000e+00,4.379903754388796144e-02,4.839140606058559557e-01,4.394792610942782063e-01,3.280764075597814716e-02
1.030000000000000000e+02,3.000000000000000000e+00,1.800876630689887403e-01,3.714963485168076285e-01,2.554488086698311622e-01,1.929671797443723025e-01
1.040000000000000000e+02,0.000000000000000000e+00,1.421050660688565614e-01,3.906325787012993045e-01,3.579365975802907829e-01,1.093257576495533789e-01
1.040000000000000000e+02,1.000000000000000000e+00,3.078400930369056265e-01,2.173142315442395944e-01,2.073682082845807739e-01,2.674774671342739496e-01
1.040000000000000000e+02,2.000000000000000000e+00,4.824493801923191577e-02,4.986048443844101619e-01,4.235724503218684656e-01,2.957776727448943252e-02
1.040000000000000000e+02,3.000000000000000000e+00,2.067293992455852270e-01,3.651620637057972907e-01,2.150046280411087307e-01,2.131039090075088072e-01
1.050000000000000000e+02,0.000000000000000000e+00,1.503031131328204650e-01,3.971636641872849371e-01,3.498241494866866086e-01,1.027090731932080309e-01
1.050000000000000000e+02,1.000000000000000000e+00,3.172387434044266485e-01,2.192549366172753811e-01,2.048347140510375364e-01,2.586716059272605728e-01
1.050000000000000000e+02,2.000000000000000000e+00,5.356366963327184594e-02,5.142609679471480399e-01,4.058478725043779267e-01,2.632748991520228454e-02
1.050000000000000000e+02,3.000000000000000000e+00,2.136587722327304706e-01,3.701597807470244916e-01,2.137649390674777883e-01,2.024165079527674438e-01
1.060000000000000000e+02,0.000000000000000000e+00,1.275903329847644652e-01,3.775548729108732515e-01,3.724098284566412786e-01,1.224449656477213100e-01
1.060000000000000000e+02,1.000000000000000000e+00,2.905671189058899317e-01,2.133841462910551767e-01,2.118209210568386958e-01,2.842278137462161958e-01
1.060000000000000000e+02,2.000000000000000000e+00,3.945953032605271915e-02,4.679135166177165739e-01,4.560849490405328166e-01,3.654200401569790424e-02
1.060000000000000000e+02,3.000000000000000000e+00,1.720354829124725315e-01,3.667699323673879186e-01,2.606442597604877176e-01,2.005503249596520543e-01
1.070000000000000000e+02,0.000000000000000000e+00,1.226853863922328230e-01,3.726565756794506523e-01,3.773144938201217768e-01,1.273435441081946784e-01
1.070000000000000000e+02,1.000000000000000000e+00,2.845267455258705391e-01,2.118961189166547743e-01,2.133113322408035917e-01,2.902658033166711227e-01
1.070000000000000000e+02,2.000000000000000000e+00,3.667600834797684478e-02,4.566490123666289702e-01,4.673577546218882217e-01,3.931722466350619227e-02
1.070000000000000000e+02,3.000000000000000000e+00,1.675123076856981641e-01,3.629823732569555372e-01,2.621821347847164141e-01,2.073231842726299956e-01
1.080000000000000000e+02,0.000000000000000000e+00,1.505242130213541585e-01,3.973318527542804568e-01,3.496062151603311352e-01,1.025377190640341246e-01
1.080000000000000000e+02,1.000000000000000000e+00,3.174889465803448219e-01,2.193047295592781831e-01,2.047662636128930180e-01,2.584400602474839492e-01
1.080000000000000000e+02,2.000000000000000000e+00,5.371063232340799604e-02,5.146669719486375305e-01,4.053767188343624928e-01,2.624567689359199804e-02
1.080000000000000000e+02,3.000000000000000000e+00,2.102837644225673819e-01,3.725127197700261461e-01,2.199658269252000864e-01,1.972376888822062191e-01
1.090000000000000000e+02,0.000000000000000000e+00,1.494209035967735133e-01,3.964885078990723066e-01,3.506942092481257212e-01,1.033963792560286393e-01
1.090000000000000000e+02,1.000000000000000000e+00,3.162387431085379452e-01,2.190549627262059484e-01,2.051077818715526802e-01,2.595985122937035650e-01
1.090000000000000000e+02,2.000000000000000000e+00,5.297910546047253366e-02,5.126325706436769547e-01,4.077314782068027776e-01,2.665684568904747032e-02
1.090000000000000000e+02,3.000000000000000000e+00,2.225863006197590921e-01,3.632736179124118614e-01,1.976277981524891258e-01,2.165122833153397541e-01
1.100000000000000000e+02,0.000000000000000000e+00,1.277700211709283107e-01,3.777294963245160231e-01,3.722301759729656490e-01,1.222703065315899618e-01
1.100000000000000000e+02,1.000000000000000000e+00,2.907863391780849405e-01,2.134370288289466067e-01,2.117661559529365745e-01,2.840104760400318784e-01
1.100000000000000000e+02,2.000000000000000000e+00,3.956329364862493092e-02,4.683174413116046875e-01,4.556744685246786331e-01,3.644479651509185958e-02
1.100000000000000000e+02,3.000000000000000000e+00,1.749719364707848224e-01,3.656724147167742522e-01,2.547385932888791560e-01,2.046170555235614918e-01
1.110000000000000000e+02,0.000000000000000000e+00,1.341933037911532678e-01,3.837566786668891727e-01,3.658135546779068270e-01,1.162364628640507325e-01
1.110000000000000000e+02,1.000000000000000000e+00,2.985313260329847673e-01,2.152554611668799633e-01,2.098019242379121629e-01,2.764112885622230786e-01
1.110000000000000000e+02,2.000000000000000000e+00,4.335515146005161635e-02,4.823572838445250865e-01,4.411268013482177452e-01,3.316076334720520491e-02
1.110000000000000000e+02,3.000000000000000000e+00,2.053402854200896688e-01,3.566818920023780981e-01,2.065221831201195790e-01,2.314556394574125431e-01
1.120000000000000000e+02,0.000000000000000000e+00,1.402627893952050897e-01,3.890833548329482028e-01,3.597672094901719353e-01,1.108866462816746334e-01
1.120000000000000000e+02,1.000000000000000000e+00,3.056942130784470746e-01,2.168517902976987155e-01,2.079360675756361798e-01,2.695179290482180301e-01
1.120000000000000000e+02,2.000000000000000000e+00,4.708487494041078969e-02,4.949228348625215879e-01,4.276219927867878079e-01,3.037029741027972435e-02
1.120000000000000000e+02,3.000000000000000000e+00,1.911227173448623862e-01,3.720004096535123317e-01,2.413533160000719269e-01,1.955235570015532720e-01
1.130000000000000000e+02,0.000000000000000000e+00,1.512818297323719474e-01,3.979050825906758626e-01,3.488598179781109421e-01,1.019532696988413034e-01
1.130000000000000000e+02,1.000000000000000000e+00,3.183450205306366798e-01,2.194743677033388074e-01,2.045316735140752795e-01,2.576489382519492888e-01
1.130000000000000000e+02,2.000000000000000000e+00,5.421560514550290838e-02,5.160517936573199016e-01,4.037650696340375767e-01,2.596753156313977642e-02
1.130000000000000000e+02,3.000000000000000000e+00,2.218117677936794485e-01,3.659272072362924066e-01,2.012257545029554062e-01,2.110352704670727941e-01
1.140000000000000000e+02,0.000000000000000000e+00,1.417742322243871478e-01,3.903566340049569039e-01,3.582651546780132312e-01,1.096039790926424812e-01
1.140000000000000000e+02,1.000000000000000000e+00,3.074556818136330305e-01,2.172319222806042838e-01,2.074702294460541718e-01,2.678421664597085416e-01
1.140000000000000000e+02,2.000000000000000000e+00,4.803565970524805578e-02,4.979481140389327432e-01,4.242979121736529802e-01,2.971831408216643947e-02
1.140000000000000000e+02,3.000000000000000000e+00,1.972256887925306068e-01,3.703837930459438210e-01,2.318564668916092419e-01,2.005340512699161915e-01
1.150000000000000000e+02,0.000000000000000000e+00,1.601295759608943881e-01,4.042561293036854297e-01,3.401891189243473335e-01,9.542517581107266833e-02
1.150000000000000000e+02,1.000000000000000000e+00,3.282026251964725305e-01,2.213469497058054847e-01,2.017883329393893865e-01,2.486620921583327093e-01
1.150000000000000000e+02,2.000000000000000000e+00,6.027154784772358054e-02,5.315027480315529518e-01,3.852699658191338639e-01,2.295573830158958994e-02
1.150000000000000000e+02,3.000000000000000000e+00,2.178481542052503606e-01,3.782902225425317511e-01,2.189651977135874672e-01,1.848964255386305044e-01
1.160000000000000000e+02,0.000000000000000000e+00,1.219909109676014514e-01,3.719420956365170894e-01,3.780088243438202156e-01,1.280581690520612714e-01
1.160000000000000000e+02,1.000000000000000000e+00,2.836625084038914557e-01,2.116783119508792166e-01,2.135215964987316750e-01,2.911375831464977360e-01
1.160000000000000000e+02,2.000000000000000000e+00,3.628954763133109690e-02,4.550166053176573633e-01,4.689638950010340812e-01,3.972995204997747942e-02
1.160000000000000000e+02,3.000000000000000000e+00,1.599949421181058318e-01,3.650908998038446263e-01,2.776991225576519451e-01,1.972150355203975969e-01
1.170000000000000000e+02,0.000000000000000000e+00,1.294051694142181463e-01,3.793032618007251555e-01,3.705956134105358735e-01,1.206959553745206443e-01
1.170000000000000000e+02,1.000000000000000000e+00,2.927747018804215395e-01,2.139131162660081742e-01,2.112673094930705153e-01,2.820448723604996322e-01
1.170000000000000000e+02,2.000000000000000000e+00,4.051332959167303766e-02,4.719650049116729806e-01,4.519476466147330784e-01,3.557401888192109063e-02
1.170000000000000000e+02,3.000000000000000000e+00,1.863776432573357178e-01,3.619741072649312330e-01,2.343365009527715870e-01,2.173117485249614900e-01
1.180000000000000000e+02,0.000000000000000000e+00,1.457791450351277052e-01,3.936316253383507213e-01,3.542936049578630509e-01,1.062956246686587863e-01
1.180000000000000000e+02,1.000000000000000000e+00,3.120820085708920777e-01,2.182071444994584108e-01,2.062339783749127797e-01,2.634768685547367872e-01
1.180000000000000000e+02,2.000000000000000000e+00,5.059710902346481465e-02,5.057673569825977822e-01,4.155682497360090877e-01,2.806728425792844386e-02
1.180000000000000000e+02,3.000000000000000000e+00,2.061726139100647226e-01,3.696998918835059378e-01,2.209766652427413436e-01,2.031508289636881348e-01
1.190000000000000000e+02,0.000000000000000000e+00,1.469092896428044748e-01,3.945303553657334428e-01,3.531753090256575800e-01,1.053850459658042665e-01
1.190000000000000000e+02,1.000000000000000000e+00,3.133769749137829130e-01,2.184741425711029250e-01,2.058846759594636089e-01,2.622642065556505808e-01
1.190000000000000000e+02,2.000000000000000000e+00,5.133094601242345345e-02,5.079226247353141321e-01,4.131258011502271232e-01,2.762062810203547505e-02
1.190000000000000000e+02,3.000000000000000000e+00,2.075192188678771366e-01,3.701589641035272771e-01,2.200883038748529252e-01,2.022335131537428832e-01
1.200000000000000000e+02,0.000000000000000000e+00,1.321785126556465073e-01,3.819104687778192009e-01,3.678248030678503144e-01,1.180862154986839357e-01
1.200000000000000000e+02,1.000000000000000000e+00,2.961207523193594149e-01,2.146998451378161477e-01,2.104193323317010700e-01,2.787600702111233120e-01
1.200000000000000000e+02,2.000000000000000000e+00,4.214849460383700980e-02,4.780364629790844755e-01,4.456628688138870031e-01,3.415217360319156015e-02
1.200000000000000000e+02,3.000000000000000000e+00,1.875634727469674967e-01,3.646137189212074192e-01,2.362634225071108263e-01,2.115593858247142300e-01
1.210000000000000000e+02,0.000000000000000000e+00,1.419846312880488348e-01,3.905322395010314418e-01,3.580561940779772856e-01,1.094269351329422851e-01
1.210000000000000000e+02,1.000000000000000000e+00,3.077002016545896668e-01,2.172843051608655263e-01,2.074053497373585520e-01,2.676101434471863105e-01
1.210000000000000000e+02,2.000000000000000000e+00,4.816870521821976087e-02,4.983659986900978445e-01,4.238364539101598383e-01,2.962884218152246618e-02
1.210000000000000000e+02,3.000000000000000000e+00,1.840992029207724201e-01,3.774265120703055865e-01,2.579239340412583514e-01,1.805503509676635587e-01
1.220000000000000000e+02,0.000000000000000000e+00,1.391170336038634603e-01,3.881042305196321096e-01,3.609069041733140026e-01,1.118718317031905524e-01
1.220000000000000000e+02,1.000000000000000000e+00,3.043531195351276697e-01,2.165590997250458616e-01,2.082889051170221384e-01,2.707988756228043026e-01
1.220000000000000000e+02,2.000000000000000000e+00,4.636995664900531861e-02,4.926021126228274927e-01,4.301523707983039846e-01,3.087555992986298903e-02
1.220000000000000000e+02,3.000000000000000000e+00,1.849318248991722591e-01,3.738653680859234107e-01,2.519402551548041158e-01,1.892625518600999923e-01
1.230000000000000000e+02,0.000000000000000000e+00,1.463152179557898336e-01,3.940593056605905531e-01,3.537630114561436390e-01,1.058624649274761687e-01
1.230000000000000000e+02,1.000000000000000000e+00,3.126968318182267725e-01,2.183342346200604078e-01,2.060683126442930113e-01,2.629006209174198916e-01
