draw,model,p0,p1,p2,p3
1.500000000000000000e+02,0.000000000000000000e+00,1.546483633504118216e-01,4.003952981931371835e-01,3.455503641550917160e-01,9.940597430135948709e-02
1.500000000000000000e+02,1.000000000000000000e+00,3.221257635755935267e-01,2.202100957300021089e-01,2.034885655597528098e-01,2.541755751346513881e-01
1.500000000000000000e+02,2.000000000000000000e+00,5.648550896630534501e-02,5.220865649198012104e-01,3.966563938223504615e-01,2.477153229154316003e-02
1.500000000000000000e+02,3.000000000000000000e+00,2.046576985933401815e-01,3.803469289472911630e-01,2.356190969179977612e-01,1.793762755413706722e-01
1.510000000000000000e+02,0.000000000000000000e+00,1.327850116025121319e-01,3.824704124406107519e-01,3.672191979779224624e-01,1.175253779789548481e-01
1.510000000000000000e+02,1.000000000000000000e+00,2.968481625560244197e-01,2.148684887174527880e-01,2.102335933124472866e-01,2.780497554140755057e-01
1.510000000000000000e+02,2.000000000000000000e+00,4.251007073540866849e-02,4.793450606451680196e-01,4.442947241629667809e-01,3.385014445645654485e-02
1.510000000000000000e+02,3.000000000000000000e+00,1.759440964555856746e-01,3.709754024107989601e-01,2.607319634783254458e-01,1.923485376552900861e-01
1.520000000000000000e+02,0.000000000000000000e+00,1.451611143857494679e-01,3.931354592559196393e-01,3.549056278567111478e-01,1.067977985016197451e-01
1.520000000000000000e+02,1.000000000000000000e+00,3.113719042544093596e-01,2.180596267752200335e-01,2.064249205446273550e-01,2.641435484257433353e-01
1.520000000000000000e+02,2.000000000000000000e+00,5.019785101847603487e-02,5.045792340559123179e-01,4.169078683217084524e-01,2.831504660390333009e-02
1.520000000000000000e+02,3.000000000000000000e+00,1.957195150367278536e-01,3.750001356008261788e-01,2.395010732139629672e-01,1.897792761484829449e-01
1.530000000000000000e+02,0.000000000000000000e+00,1.262972965938404246e-01,3.762883618620891935e-01,3.737027238944088392e-01,1.237116176496615150e-01
1.530000000000000000e+02,1.000000000000000000e+00,2.889853766316209382e-01,2.130002617661766462e-01,2.122146821009396334e-01,2.857996795012626712e-01
1.530000000000000000e+02,2.000000000000000000e+00,3.871657609941448613e-02,4.649887500333254597e-01,4.590441090786211986e-01,3.725056478863917470e-02
1.530000000000000000e+02,3.000000000000000000e+00,1.759821939266429658e-01,3.634848864628694720e-01,2.502549826944404643e-01,2.102779369160469591e-01
1.540000000000000000e+02,0.000000000000000000e+00,1.446286166559225261e-01,3.927052843573394791e-01,3.554332098491695957e-01,1.072328891375686072e-01
1.540000000000000000e+02,1.000000000000000000e+00,3.107589709615115603e-01,2.179316636894798598e-01,2.065893902460603226e-01,2.647199751029483128e-01
1.540000000000000000e+02,2.000000000000000000e+00,4.985501160002692167e-02,5.035501416753961346e-01,4.180643103783564518e-01,2.853053634622048848e-02
1.540000000000000000e+02,3.000000000000000000e+00,2.116501484481414230e-01,3.649871921776408623e-01,2.098047988319093060e-01,2.135578605423082421e-01
1.550000000000000000e+02,0.000000000000000000e+00,1.543474827947275141e-01,4.001764812056918807e-01,3.458456490738439082e-01,9.963038692573648880e-02
1.550000000000000000e+02,1.000000000000000000e+00,3.217893915849812103e-01,2.201455252657003037e-01,2.035818337472632689e-01,2.544832494020553004e-01
1.550000000000000000e+02,2.000000000000000000e+00,5.628091455141995963e-02,5.215550628600494898e-01,3.972881905083801568e-01,2.487583208015011968e-02
1.550000000000000000e+02,3.000000000000000000e+00,2.040092766404218716e-01,3.803936096355754470e-01,2.364260106769939251e-01,1.791711030470087562e-01
1.560000000000000000e+02,0.000000000000000000e+00,1.324870716216613453e-01,3.821957962710078593e-01,3.675166814373331259e-01,1.178004506699978082e-01
1.560000000000000000e+02,1.000000000000000000e+00,2.964910180478459445e-01,2.147857941567070106e-01,2.103248493340815761e-01,2.783983384613654133e-01
1.560000000000000000e+02,2.000000000000000000e+00,4.233226966678092090e-02,4.787030733518184422e-01,4.449665331808869695e-01,3.399812380051370903e-02
1.560000000000000000e+02,3.000000000000000000e+00,1.823305912291352804e-01,3.676406821801752045e-01,2.470963507965761585e-01,2.029323757941131900e-01
1.570000000000000000e+02,0.000000000000000000e+00,1.386265848535935541e-01,3.876814064371698620e-01,3.613950216351209388e-01,1.122969870741156589e-01
1.570000000000000000e+02,1.000000000000000000e+00,3.037775089219499902e-01,2.164326028972255733e-01,2.084398579085596781e-01,2.713500302722647861e-01
1.570000000000000000e+02,2.000000000000000000e+00,4.606546990535984043e-02,4.916014577173566380e-01,4.312382638784170719e-01,3.109480849886639073e-02
1.570000000000000000e+02,3.000000000000000000e+00,1.992562107710368069e-01,3.656202030469652975e-01,2.236285506631999764e-01,2.114950355187977526e-01
1.580000000000000000e+02,0.000000000000000000e+00,1.480501494203977642e-01,3.954264655061206502e-01,3.520475781006321414e-01,1.044758069728494304e-01
1.580000000000000000e+02,1.000000000000000000e+00,3.146796249815064228e-01,2.187400986526665536e-01,2.055318840521257462e-01,2.610483923137011941e-01
1.580000000000000000e+02,2.000000000000000000e+00,5.207664316541410487e-02,5.100756548664083789e-01,4.106697181845869737e-01,2.717798378359040715e-02
1.580000000000000000e+02,3.000000000000000000e+00,2.165342665141377076e-01,3.657556322080011690e-01,2.059368934156513009e-01,2.117732078622097669e-01
1.590000000000000000e+02,0.000000000000000000e+00,1.489607350749610204e-01,3.961337465771223587e-01,3.511483414253662727e-01,1.037571769225503066e-01
1.590000000000000000e+02,1.000000000000000000e+00,3.157160691519159124e-01,2.189498274022527724e-01,2.052501803246130352e-01,2.600839231212182523e-01
1.590000000000000000e+02,2.000000000000000000e+00,5.267535459299146905e-02,5.117778392615709437e-01,4.087162975419385003e-01,2.683050860349906960e-02
1.590000000000000000e+02,3.000000000000000000e+00,2.118313736501640232e-01,3.698043694765292266e-01,2.151951799009438615e-01,2.031690769723630274e-01
1.600000000000000000e+02,0.000000000000000000e+00,1.429234992482337485e-01,3.913110027847594430e-01,3.571241531444808714e-01,1.086413448225261591e-01
1.600000000000000000e+02,1.000000000000000000e+00,3.087893168954322087e-01,2.175164844841898093e-01,2.071157397220431684e-01,2.665784588983346470e-01
1.600000000000000000e+02,2.000000000000000000e+00,4.876445581940409835e-02,5.002211003837611081e-01,4.217810882053479871e-01,2.923335559148699386e-02
1.600000000000000000e+02,3.000000000000000000e+00,1.930092486940218066e-01,3.739752257293861848e-01,2.415384589178623531e-01,1.914770666587294612e-01
1.610000000000000000e+02,0.000000000000000000e+00,1.553843856298128823e-01,4.009275134883774627e-01,3.448284511137565400e-01,9.885964976805330928e-02
1.610000000000000000e+02,1.000000000000000000e+00,3.229473633729089688e-01,2.203670847519746401e-01,2.032603783005021147e-01,2.534251735746142487e-01
1.610000000000000000e+02,2.000000000000000000e+00,5.698741614554572038e-02,5.233802833071912186e-01,3.951138199632467374e-01,2.451848058401648323e-02
1.610000000000000000e+02,3.000000000000000000e+00,2.172244409360737372e-01,3.735303686912845866e-01,2.141025747891591446e-01,1.951426155834824205e-01
1.620000000000000000e+02,0.000000000000000000e+00,1.377037900173740947e-01,3.868797820370131757e-01,3.623138373802740064e-01,1.131025905653389313e-01
1.620000000000000000e+02,1.000000000000000000e+00,3.026919354168569609e-01,2.161926092439258040e-01,2.087237437638922721e-01,2.723917115753249352e-01
1.620000000000000000e+02,2.000000000000000000e+00,4.549507326290654075e-02,4.897068627658712203e-01,4.332858261645308184e-01,3.151223780669142049e-02
1.620000000000000000e+02,3.000000000000000000e+00,2.002143310701240686e-01,3.639849030239964978e-01,2.205719722480570799e-01,2.152287936578223815e-01
1.630000000000000000e+02,0.000000000000000000e+00,1.304248278707093867e-01,3.802708273677532502e-01,3.695766225591749499e-01,1.197277222023626075e-01
1.630000000000000000e+02,1.000000000000000000e+00,2.940087384281341865e-01,2.142053683081994175e-01,2.109558060522468692e-01,2.808300872114196101e-01
1.630000000000000000e+02,2.000000000000000000e+00,4.111104107082096115e-02,4.742140328658721038e-01,4.496315719994419813e-01,3.504335406386489132e-02
1.630000000000000000e+02,3.000000000000000000e+00,1.863062392276398360e-01,3.632173303154820898e-01,2.360393825929256451e-01,2.144370478639524014e-01
1.640000000000000000e+02,0.000000000000000000e+00,1.373789150539181936e-01,3.865956693795729593e-01,3.626374336614461846e-01,1.133879819050626070e-01
1.640000000000000000e+02,1.000000000000000000e+00,3.023089597263692307e-01,2.161074971070922890e-01,2.088236430961663281e-01,2.727599000703722076e-01
1.640000000000000000e+02,2.000000000000000000e+00,4.529504129048868288e-02,4.890361739221143478e-01,4.340080458267964736e-01,3.166073896060034309e-02
1.640000000000000000e+02,3.000000000000000000e+00,1.849799370775895568e-01,3.718976567852128601e-01,2.492303927791530149e-01,1.938920133580448457e-01
1.650000000000000000e+02,0.000000000000000000e+00,1.423766053678248711e-01,3.908583311203620569e-01,3.576669884576381131e-01,1.090980750541747785e-01
1.650000000000000000e+02,1.000000000000000000e+00,3.081553020787901609e-01,2.173815503841818597e-01,2.072844574284153640e-01,2.671786901086126709e-01
1.650000000000000000e+02,2.000000000000000000e+00,4.841702010238910919e-02,4.991424093856001165e-01,4.229775877454790001e-01,2.946298276653181239e-02
1.650000000000000000e+02,3.000000000000000000e+00,1.947182380170188465e-01,3.724466795590282153e-01,2.374653936327239534e-01,1.953696887912288183e-01
1.660000000000000000e+02,0.000000000000000000e+00,1.352702394659410501e-01,3.847272997165072650e-01,3.647392452607757241e-01,1.152632155567759054e-01
1.660000000000000000e+02,1.000000000000000000e+00,2.998129743506568468e-01,2.155470827221060703e-01,2.094714773707492261e-01,2.751684655564878845e-01
1.660000000000000000e+02,2.000000000000000000e+00,4.400657245265120893e-02,4.846360215289012285e-01,4.387128026417176363e-01,3.264460337672989154e-02
1.660000000000000000e+02,3.000000000000000000e+00,1.914450202284931069e-01,3.661321711727800188e-01,2.334051600605741850e-01,2.090176485381526894e-01
1.670000000000000000e+02,0.000000000000000000e+00,1.288189886345900426e-01,3.787422414694210926e-01,3.711815237637610676e-01,1.212572461322276307e-01
1.670000000000000000e+02,1.000000000000000000e+00,2.920632410816018654e-01,2.137435034057342809e-01,2.114462399050758834e-01,2.827470156075878038e-01
1.670000000000000000e+02,2.000000000000000000e+00,4.017155272046408349e-02,4.706632140670440334e-01,4.532818863311048330e-01,3.588334688138721668e-02
1.670000000000000000e+02,3.000000000000000000e+00,1.754545722325415724e-01,3.666680627565245820e-01,2.554231303956999155e-01,2.024542346152339578e-01
1.680000000000000000e+02,0.000000000000000000e+00,1.537543418890625346e-01,3.997429795810089059e-01,3.464280482771633918e-01,1.000746302527653758e-01
1.680000000000000000e+02,1.000000000000000000e+00,3.211254139131045071e-01,2.200175593915823236e-01,2.037656754983393215e-01,2.550913511969737923e-01
1.680000000000000000e+02,2.000000000000000000e+00,5.587857687181150418e-02,5.205027894492466611e-01,3.985357235555975208e-01,2.508291012334433120e-02
1.680000000000000000e+02,3.000000000000000000e+00,2.074124337217985448e-01,3.777854483633909521e-01,2.293688352141906583e-01,1.854332827006197060e-01
1.690000000000000000e+02,0.000000000000000000e+00,1.557512873071382475e-01,4.011912024544498911e-01,3.444688081656082090e-01,9.858870207280345799e-02
1.690000000000000000e+02,1.000000000000000000e+00,3.233562657446686361e-01,2.204448328268235335e-01,2.031466131611901205e-01,2.530522882673176821e-01
1.690000000000000000e+02,2.000000000000000000e+00,5.723836681230657503e-02,5.240217757042268110e-01,3.943464231735995251e-01,2.439343430986700215e-02
1.690000000000000000e+02,3.000000000000000000e+00,2.152124534763600328e-01,3.752086319103865031e-01,2.180504507460702124e-01,1.915284638671833906e-01
1.700000000000000000e+02,0.000000000000000000e+00,1.676959482607035812e-01,4.092092695345756481e-01,3.328488811840507045e-01,9.024590102067030217e-02
1.700000000000000000e+02,1.000000000000000000e+00,3.364395122812764982e-01,2.227988777545909516e-01,1.994389702407924347e-01,2.413226397233400322e-01
1.700000000000000000e+02,2.000000000000000000e+00,6.567965232434490319e-02,5.436871213546726755e-01,3.699420653845287843e-01,2.069116093645347043e-02
1.700000000000000000e+02,3.000000000000000000e+00,2.545329425082784036e-01,3.603512339505412498e-01,1.700539696093946451e-01,2.150618539317858124e-01
1.710000000000000000e+02,0.000000000000000000e+00,1.479433840291232150e-01,3.953430762390217068e-01,3.521530639481326719e-01,1.045604757837223786e-01
1.710000000000000000e+02,1.000000000000000000e+00,3.145579134565505974e-01,2.187153607509265685e-01,2.055649066063667818e-01,2.611618191861560523e-01
1.710000000000000000e+02,2.000000000000000000e+00,5.200664974522891532e-02,5.098751303847992578e-01,4.108991584919376439e-01,2.721906137803415185e-02
1.710000000000000000e+02,3.000000000000000000e+00,2.168631736498943807e-01,3.654175973161112867e-01,2.052446529316400980e-01,2.124745761023542623e-01
1.720000000000000000e+02,0.000000000000000000e+00,1.582537555019058184e-01,4.029613142488717159e-01,3.420199418884616316e-01,9.676498836076068144e-02
1.720000000000000000e+02,1.000000000000000000e+00,3.261336798433262518e-01,2.209661902301914838e-01,2.023704162604597345e-01,2.505297136660225021e-01
1.720000000000000000e+02,2.000000000000000000e+00,5.896332736351694859e-02,5.283367867547708041e-01,3.891402813016828222e-01,2.355960458002937311e-02
1.720000000000000000e+02,3.000000000000000000e+00,2.263159785573371496e-01,3.706860101704540500e-01,2.023838808790038024e-01,2.006141303932051922e-01
1.730000000000000000e+02,0.000000000000000000e+00,1.215744394360887132e-01,3.715110809527744085e-01,3.784251687303503697e-01,1.284893108807864670e-01
1.730000000000000000e+02,1.000000000000000000e+00,2.831431357768338097e-01,2.115468243780719848e-01,2.136475923948473188e-01,2.916624474502471087e-01
1.730000000000000000e+02,2.000000000000000000e+00,3.605870318679779696e-02,4.540331636340398935e-01,4.699282121377643118e-01,3.997992104139785896e-02
1.730000000000000000e+02,3.000000000000000000e+00,1.575864509155114057e-01,3.654536715293595361e-01,2.825039531389115788e-01,1.944559244162172573e-01
1.740000000000000000e+02,0.000000000000000000e+00,1.198995760486823853e-01,3.697582553350132195e-01,3.800991126465156911e-01,1.302430559697886903e-01
1.740000000000000000e+02,1.000000000000000000e+00,2.810460354624436663e-01,2.110113603658059223e-01,2.141535269365772709e-01,2.937890772351732238e-01
1.740000000000000000e+02,2.000000000000000000e+00,3.513727200261136663e-02,4.500439993572571962e-01,4.738145367781604889e-01,4.100419186197084426e-02
1.740000000000000000e+02,3.000000000000000000e+00,1.834507301492615816e-01,3.519470358005148403e-01,2.250680894137748744e-01,2.395341446364486759e-01
1.750000000000000000e+02,0.000000000000000000e+00,1.505396053829730907e-01,3.973435464131408468e-01,3.495910449933753994e-01,1.025258032105106631e-01
1.750000000000000000e+02,1.000000000000000000e+00,3.175063587796845277e-01,2.193081911721215804e-01,2.047614980915754557e-01,2.584239519566184917e-01
1.750000000000000000e+02,2.000000000000000000e+00,5.372087030157379761e-02,5.146952054483714400e-01,4.053439321322020450e-01,2.623999211785271041e-02
1.750000000000000000e+02,3.000000000000000000e+00,2.222032446708024078e-01,3.648166782905759575e-01,1.996538633750170599e-01,2.133262136636045192e-01
1.760000000000000000e+02,0.000000000000000000e+00,1.220048189767913988e-01,3.719564562857205492e-01,3.779949200174607671e-01,1.280438047200273266e-01
1.760000000000000000e+02,1.000000000000000000e+00,2.836798385772191233e-01,2.116826916691601779e-01,2.135173875998845339e-01,2.911200821537361372e-01
1.760000000000000000e+02,2.000000000000000000e+00,3.629726846515517885e-02,4.550493889418799620e-01,4.689317062429063654e-01,3.972163635005868804e-02
1.760000000000000000e+02,3.000000000000000000e+00,1.657909795761091376e-01,3.628899755819338102e-01,2.647693996270815697e-01,2.065496452148757600e-01
1.770000000000000000e+02,0.000000000000000000e+00,1.207585620056937092e-01,3.706611401985085430e-01,3.792406892213586733e-01,1.293396085744391022e-01
1.770000000000000000e+02,1.000000000000000000e+00,2.821232650216635718e-01,2.112873272280797465e-01,2.138942044443291057e-01,2.926952033059274649e-01
1.770000000000000000e+02,2.000000000000000000e+00,3.560845974180553569e-02,4.520967734795039994e-01,4.718197294855737134e-01,4.047503729311693194e-02
1.770000000000000000e+02,3.000000000000000000e+00,1.633895628740888728e-01,3.623810631642414570e-01,2.679078406847069660e-01,2.063215332769625654e-01
1.780000000000000000e+02,0.000000000000000000e+00,1.523261731336922609e-01,3.986874808791209812e-01,3.478319016352543480e-01,1.011544443519322017e-01
1.780000000000000000e+02,1.000000000000000000e+00,3.195219030403815275e-01,2.197057371879419518e-01,2.042082019779861701e-01,2.565641577936904061e-01
1.780000000000000000e+02,2.000000000000000000e+00,5.491522062728160930e-02,5.179445574621663884e-01,4.015506059637799496e-01,2.558961594677217760e-02
1.780000000000000000e+02,3.000000000000000000e+00,2.060869465740861328e-01,3.770122284139699187e-01,2.299000862443758009e-01,1.870007387675683141e-01
1.790000000000000000e+02,0.000000000000000000e+00,1.527349063110502725e-01,3.989912563751615293e-01,3.474299065153348409e-01,1.008439307984533850e-01
1.790000000000000000e+02,1.000000000000000000e+00,3.199815104576282931e-01,2.197955163899240894e-01,2.040815733683312427e-01,2.561413997841162637e-01
1.790000000000000000e+02,2.000000000000000000e+00,5.519014775575391968e-02,5.186802611496434956e-01,4.006861726270494195e-01,2.544341846755322420e-02
1.790000000000000000e+02,3.000000000000000000e+00,2.012943349951687722e-01,3.801887079814678105e-01,2.393567172503670015e-01,1.791602397729965546e-01
1.800000000000000000e+02,0.000000000000000000e+00,1.491156133472136547e-01,3.962533473273722739e-01,3.509954720000511008e-01,1.036355673253627208e-01
1.800000000000000000e+02,1.000000000000000000e+00,3.158920669170686146e-01,2.189852762971345179e-01,2.052022562387867677e-01,2.599204005470099332e-01
1.800000000000000000e+02,2.000000000000000000e+00,5.277749848949454814e-02,5.120659247602697972e-01,4.083846616952777620e-01,2.677191505495770882e-02
1.800000000000000000e+02,3.000000000000000000e+00,2.019862394516301063e-01,3.758706075434165572e-01,2.331490732547141509e-01,1.889940797502393521e-01
1.810000000000000000e+02,0.000000000000000000e+00,1.450517776488040866e-01,3.930473348221912855e-01,3.550139357475187718e-01,1.068869517814859810e-01
1.810000000000000000e+02,1.000000000000000000e+00,3.112461356061235751e-01,2.180334176070006236e-01,2.064586943404719266e-01,2.642617524464038192e-01
1.810000000000000000e+02,2.000000000000000000e+00,5.012736860625619656e-02,5.043683408036736537e-01,4.171451509190451379e-01,2.835913967102509856e-02
1.810000000000000000e+02,3.000000000000000000e+00,2.176445587050685748e-01,3.615592059628632837e-01,2.002118502973809222e-01,2.205843850346872470e-01
1.820000000000000000e+02,0.000000000000000000e+00,1.297576215722267001e-01,3.796388996447767061e-01,3.702433618854839570e-01,1.203601168975128588e-01
1.820000000000000000e+02,1.000000000000000000e+00,2.932017624958879187e-01,2.140145340793677131e-01,2.111596722988760833e-01,2.816240311258682016e-01
1.820000000000000000e+02,2.000000000000000000e+00,4.071947455277987599e-02,4.727446104684439598e-01,4.511463812598647261e-01,3.538953371891119526e-02
1.820000000000000000e+02,3.000000000000000000e+00,1.759292050052668477e-01,3.675339342756455130e-01,2.559385423246253732e-01,2.005983183944622106e-01
1.830000000000000000e+02,0.000000000000000000e+00,1.228640545206165779e-01,3.728395357983783631e-01,3.771358514816187113e-01,1.271605581993862921e-01
1.830000000000000000e+02,1.000000000000000000e+00,2.847487192046562199e-01,2.119518621294304295e-01,2.132572053125690870e-01,2.900422133533441804e-01
1.830000000000000000e+02,2.000000000000000000e+00,3.677574097085031801e-02,4.570674682103999520e-01,4.669449272752764779e-01,3.921186354347328679e-02
1.830000000000000000e+02,3.000000000000000000e+00,1.641231396585811630e-01,3.645572060659539870e-01,2.699232555325736804e-01,2.013963987428910862e-01
1.840000000000000000e+02,0.000000000000000000e+00,1.326678320887931806e-01,3.823625105290813786e-01,3.673361938515511405e-01,1.176334635305741061e-01
1.840000000000000000e+02,1.000000000000000000e+00,2.967077421863519859e-01,2.148359996976889896e-01,2.102694871036772939e-01,2.781867710122816750e-01
1.840000000000000000e+02,2.000000000000000000e+00,4.244010064974874236e-02,4.790927646196097567e-01,4.445588799498086385e-01,3.390825478083310529e-02
1.840000000000000000e+02,3.000000000000000000e+00,1.735698613635338616e-01,3.718817890405810567e-01,2.655915490043299076e-01,1.889568005915551185e-01
1.850000000000000000e+02,0.000000000000000000e+00,1.446749052287328308e-01,3.927427769287509252e-01,3.553873391422891492e-01,1.071949787002270393e-01
1.850000000000000000e+02,1.000000000000000000e+00,3.108122924278036714e-01,2.179428189645117309e-01,2.065750950693763521e-01,2.646697935383083289e-01
1.850000000000000000e+02,2.000000000000000000e+00,4.988477094349956509e-02,5.036397965693358847e-01,4.179637026936203203e-01,2.851172979354425416e-02
1.850000000000000000e+02,3.000000000000000000e+00,1.922230177472452894e-01,3.763234509017245322e-01,2.455816536408045869e-01,1.858718777102256192e-01
1.860000000000000000e+02,0.000000000000000000e+00,1.328662959606297655e-01,3.825451817813512734e-01,3.671380441670725747e-01,1.174504780909465806e-01
1.860000000000000000e+02,1.000000000000000000e+00,2.969455348907653058e-01,2.148909991429915622e-01,2.102086925357398162e-01,2.779547734305033435e-01
1.860000000000000000e+02,2.000000000000000000e+00,4.255863843910472066e-02,4.795199218461760893e-01,4.441115366440624435e-01,3.380990307065665640e-02
1.860000000000000000e+02,3.000000000000000000e+00,1.892586892381748764e-01,3.645152506256445490e-01,2.340207266458501634e-01,2.122053334903303556e-01
1.870000000000000000e+02,0.000000000000000000e+00,1.315877462769909079e-01,3.813615485753890644e-01,3.684148279928642911e-01,1.186358771547557228e-01
1.870000000000000000e+02,1.000000000000000000e+00,2.954107278951519922e-01,2.145344119344400891e-01,2.106001545572359357e-01,2.794547056131718721e-01
1.870000000000000000e+02,2.000000000000000000e+00,4.179767075562162981e-02,4.767552190128108158e-01,4.469977137167862602e-01,3.444939651478127335e-02
1.870000000000000000e+02,3.000000000000000000e+00,1.795688355910921852e-01,3.679427560213510140e-01,2.513091451586365599e-01,2.011792632289202687e-01
1.880000000000000000e+02,0.000000000000000000e+00,1.358022870454470288e-01,3.852027069871520326e-01,3.642087054115004108e-01,1.147863005559004723e-01
1.880000000000000000e+02,1.000000000000000000e+00,3.004444229564603996e-01,2.156897964093273112e-01,2.093081187021603728e-01,2.745576619320517775e-01
1.880000000000000000e+02,2.000000000000000000e+00,4.433005316046218641e-02,4.857539260750265986e-01,4.375229689294614088e-01,3.239305183504995883e-02
1.880000000000000000e+02,3.000000000000000000e+00,1.852310392527133365e-01,3.699906545501008837e-01,2.463465536638038411e-01,1.984317525333818555e-01
1.890000000000000000e+02,0.000000000000000000e+00,1.416400743783343963e-01,3.902444533819694472e-01,3.583984124639019719e-01,1.097170597757943372e-01
1.890000000000000000e+02,1.000000000000000000e+00,3.072996806422719218e-01,2.171984534850275594e-01,2.075115948766376728e-01,2.679902709960627627e-01
1.890000000000000000e+02,2.000000000000000000e+00,4.795091346888338130e-02,4.976812426059062933e-01,4.245923167074741600e-01,2.977552721773629729e-02
1.890000000000000000e+02,3.000000000000000000e+00,2.078059799302913735e-01,3.639551792929268670e-01,2.124792439861153959e-01,2.157595967906661694e-01
1.900000000000000000e+02,0.000000000000000000e+00,1.586328845136796284e-01,4.032252098777979188e-01,3.416495690231518001e-01,9.649233658537045843e-02
1.900000000000000000e+02,1.000000000000000000e+00,3.265527306170861732e-01,2.210438341814834895e-01,2.022527850393997795e-01,2.501506501620306966e-01
1.900000000000000000e+02,2.000000000000000000e+00,5.922668778817564289e-02,5.289813855247359475e-01,3.883558079408045982e-01,2.343611874628369687e-02
1.900000000000000000e+02,3.000000000000000000e+00,2.361139367469946293e-01,3.642000948283228845e-01,1.872566424221571157e-01,2.124293260025252594e-01
1.910000000000000000e+02,0.000000000000000000e+00,1.388773722006981515e-01,3.878978929937924591e-01,3.611454071667868360e-01,1.120793276387225951e-01
1.910000000000000000e+02,1.000000000000000000e+00,3.040719595880487236e-01,2.164973771433277017e-01,2.083626755688012810e-01,2.710679876998222104e-01
1.910000000000000000e+02,2.000000000000000000e+00,4.622105160353302128e-02,4.921136796065091468e-01,4.306827957651214733e-01,3.098247302483628923e-02
1.910000000000000000e+02,3.000000000000000000e+00,1.968747560624637127e-01,3.672787014031493324e-01,2.283916387627762390e-01,2.074549037716107158e-01
1.920000000000000000e+02,0.000000000000000000e+00,1.243480888183026017e-01,3.743458169448146133e-01,3.756519085410459646e-01,1.256541856958368064e-01
1.920000000000000000e+02,1.000000000000000000e+00,2.865866915250167568e-01,2.124103044872350243e-01,2.128071248148335481e-01,2.881958791729146152e-01
1.920000000000000000e+02,2.000000000000000000e+00,3.760898947214997429e-02,4.605193263685823934e-01,4.635221877583852179e-01,3.834949640088233108e-02
1.920000000000000000e+02,3.000000000000000000e+00,1.714325940124693248e-01,3.632574748893053207e-01,2.565750770695648941e-01,2.087348540286606269e-01
1.930000000000000000e+02,0.000000000000000000e+00,1.266534171733485759e-01,3.766389220275782046e-01,3.733466251235285638e-01,1.233610356755449056e-01
1.930000000000000000e+02,1.000000000000000000e+00,2.894217583491409118e-01,2.131065780031688728e-01,2.121062925926229525e-01,2.853653710550672074e-01
1.930000000000000000e+02,2.000000000000000000e+00,3.892054285846224815e-02,4.657974527908742557e-01,4.582281865732131254e-01,3.705381777745033606e-02
1.930000000000000000e+02,3.000000000000000000e+00,1.629226330340494133e-01,3.693522840629578363e-01,2.791122534706664271e-01,1.886128294323263788e-01
1.940000000000000000e+02,0.000000000000000000e+00,1.483067517032666816e-01,3.956264884453837838e-01,3.517940946990565920e-01,1.042726651522927761e-01
1.940000000000000000e+02,1.000000000000000000e+00,3.149719860488125467e-01,2.187994274055009014e-01,2.054525109113072012e-01,2.607760756343793784e-01
1.940000000000000000e+02,2.000000000000000000e+00,5.224504289190837897e-02,5.105567879021254418e-01,4.101186221804709597e-01,2.707954702549512926e-02
1.940000000000000000e+02,3.000000000000000000e+00,2.077739909216236858e-01,3.715724571946942278e-01,2.215004395453648578e-01,1.991531123383172008e-01
1.950000000000000000e+02,0.000000000000000000e+00,1.572234002023269184e-01,4.022384619458151400e-01,3.430273527145110690e-01,9.751078513734671993e-02
1.950000000000000000e+02,1.000000000000000000e+00,3.249925396020449386e-01,2.207534026407956540e-01,2.026900552978144754e-01,2.515640024593449042e-01
1.950000000000000000e+02,2.000000000000000000e+00,5.825028497925761883e-02,5.265728502851088066e-01,3.912779217413550059e-01,2.389894299427867616e-02
1.950000000000000000e+02,3.000000000000000000e+00,2.307690311707535080e-01,3.664497134120920374e-01,1.939679568766778661e-01,2.088132985404765884e-01
1.960000000000000000e+02,0.000000000000000000e+00,1.290464267299420709e-01,3.789603341834362760e-01,3.709541816940014058e-01,1.210390573926200253e-01
1.960000000000000000e+02,1.000000000000000000e+00,2.923394646391803131e-01,2.138094527713615411e-01,2.113768280792957255e-01,2.824742545101625590e-01
1.960000000000000000e+02,2.000000000000000000e+00,4.030400292364865605e-02,4.711690792097069092e-01,4.527639630449696306e-01,3.576295482167490825e-02
1.960000000000000000e+02,3.000000000000000000e+00,1.877566764356641271e-01,3.608107699611922126e-01,2.311225610213240855e-01,2.203099925818197968e-01
1.970000000000000000e+02,0.000000000000000000e+00,1.389424449182949384e-01,3.879539702377798327e-01,3.610806453270693495e-01,1.120229395168559489e-01
1.970000000000000000e+02,1.000000000000000000e+00,3.041483219253303116e-01,2.165141532006853164e-01,2.083426466429108836e-01,2.709948782310733217e-01
1.970000000000000000e+02,2.000000000000000000e+00,4.626146040668640408e-02,4.922464014825438938e-01,4.305387363756355001e-01,3.095340173513429216e-02
1.970000000000000000e+02,3.000000000000000000e+00,2.053598901014568878e-01,3.623243362546558211e-01,2.130875777438318575e-01,2.192281959000556557e-01
1.980000000000000000e+02,0.000000000000000000e+00,1.463326922150559872e-01,3.940732047829298423e-01,3.537457200602027174e-01,1.058483829418114114e-01
1.980000000000000000e+02,1.000000000000000000e+00,3.127168557449920283e-01,2.183383638835218743e-01,2.060629117921283227e-01,2.628818685793578025e-01
