G_mM,U,p0,p1,p2,p3,variance
1.621331895268579917e-02,2.965728296859297952e+00,2.069184807822270016e-06,4.550336649301461324e-04,3.335542825641849701e-02,9.661874688938435485e-01,3.401963594324364237e-02
1.645050965722646974e-02,2.965669465214972433e+00,2.079859150545756911e-06,4.565865570171360110e-04,3.341112209354166196e-02,9.661302114902906579e-01,3.407760143533877795e-02
1.669117031326100911e-02,2.965608886777275188e+00,2.090888725978294504e-06,4.581882823782538073e-04,3.346846399179028569e-02,9.660712568371054854e-01,3.413728645113955906e-02
1.693535168400711263e-02,2.965546509769586780e+00,2.102286444935155428e-06,4.598404526560626320e-04,3.352750246576648857e-02,9.660105547951325367e-01,3.419874186533888860e-02
1.718310527531657569e-02,2.965482280885889832e+00,2.114065749853079878e-06,4.615447369840945040e-04,3.358828744289234919e-02,9.659480537543736478e-01,3.426202004973788462e-02
1.743448334653954074e-02,2.965416145245921342e+00,2.126240640064138293e-06,4.633028642683576902e-04,3.365087030362177295e-02,9.658837005914698848e-01,3.432717491680570276e-02
1.768953892154771085e-02,2.965348046349013167e+00,2.138825698444660964e-06,4.651166255709936713e-04,3.371530392274977445e-02,9.658174406259807387e-01,3.439426196448813755e-02
1.794832579991886487e-02,2.965277926026611333e+00,2.151836119518974262e-06,4.669878766006586314e-04,3.378164271182844403e-02,9.657492175754514019e-01,3.446333832229697691e-02
1.821089856828490491e-02,2.965205724393428000e+00,2.165287739107857720e-06,4.689185403151616160e-04,3.384994266272415425e-02,9.656789735092216054e-01,3.453446279865168833e-02
1.847731261184596546e-02,2.965131379797170119e+00,2.179197065617080945e-06,4.709106096421177695e-04,3.392026139234856352e-02,9.656066488009437121e-01,3.460769592965995400e-02
1.874762412605298495e-02,2.965054828766837680e+00,2.193581313063737036e-06,4.729661503231238602e-04,3.399265818857686444e-02,9.655321820797869714e-01,3.468310002917185386e-02
1.902189012846117189e-02,2.964976005959526262e+00,2.208458435949067176e-06,4.750873038878927280e-04,3.406719405738944245e-02,9.654555101802866357e-01,3.476073924031908291e-02
1.930016847075688088e-02,2.964894844105704586e+00,2.223847166092415094e-06,4.772762907649567106e-04,3.414393177126711504e-02,9.653765680908018565e-01,3.484067958845926682e-02
1.958251785096037922e-02,2.964811273952914661e+00,2.239767051546332592e-06,4.795354135355682111e-04,3.422293591885940123e-02,9.652952889005534942e-01,3.492298903564972079e-02
1.986899782580723098e-02,2.964725224207870102e+00,2.256238497723988587e-06,4.818670603382337308e-04,3.430427295596066156e-02,9.652116037452034281e-01,3.500773753660624266e-02
2.015966882331076543e-02,2.964636621476883338e+00,2.273282810877237732e-06,4.842737084314769095e-04,3.438801125782140616e-02,9.651254417509362860e-01,3.509499709627483810e-02
2.045459215550831170e-02,2.964545390204596842e+00,2.290922244073602680e-06,4.867579279229198599e-04,3.447422117282508691e-02,9.650367299770079565e-01,3.518484182897019252e-02
2.075383003139389185e-02,2.964451452610964655e+00,2.309180045828571639e-06,4.893223856729418675e-04,3.456297507755189818e-02,9.649453933567293529e-01,3.527734801918569474e-02
2.105744557004016540e-02,2.964354728626426017e+00,2.328080511565157667e-06,4.919698493823019929e-04,3.465434743327473754e-02,9.648513546368313598e-01,3.537259418411053957e-02
2.136550281391231751e-02,2.964255135825244025e+00,2.347649038076791570e-06,4.947031918725613335e-04,3.474841484389642327e-02,9.647545343151929798e-01,3.547066113785923847e-02
2.167806674237670456e-02,2.964152589356940481e+00,2.367912181189935971e-06,4.975253955697645164e-04,3.484525611537668544e-02,9.646548505768723913e-01,3.557163205747393420e-02
2.199520328540710556e-02,2.964047001875777632e+00,2.388897716830105719e-06,5.004395572015443282e-04,3.494495231666834567e-02,9.645522192284132768e-01,3.567559255080610114e-02
2.231697933749153193e-02,2.963938283468256163e+00,2.410634705710615169e-06,5.034488927185801384e-04,3.504758684218924752e-02,9.644465536303864495e-01,3.578263072619947138e-02
2.264346277174249245e-02,2.963826341578531753e+00,2.433153561882945715e-06,5.065567424525420663e-04,3.515324547587755227e-02,9.643377646281080517e-01,3.589283726415182230e-02
2.297472245421363496e-02,2.963711080931746178e+00,2.456486125394758932e-06,5.097665765220001002e-04,3.526201645683359892e-02,9.642257604805190008e-01,3.600630549090944044e-02
2.331082825842583500e-02,2.963592403455176161e+00,2.480665739330430245e-06,5.130820005000075786e-04,3.537399054660569919e-02,9.641104467871549621e-01,3.612313145409018489e-02
2.365185108010581586e-02,2.963470208197167999e+00,2.505727331516886329e-06,5.165067613562598480e-04,3.548926109812499535e-02,9.639917264131873109e-01,3.624341400037423000e-02
2.399786285214042941e-02,2.963344391243782461e+00,2.531707501206643684e-06,5.200447536886891467e-04,3.560792412633650289e-02,9.638694994124736848e-01,3.636725485531400182e-02
2.434893655974960935e-02,2.963214845633101113e+00,2.558644611066078408e-06,5.237000262593699941e-04,3.573007838054690494e-02,9.637436629485827133e-01,3.649475870528640087e-02
