G_mM,Y_0p5,Y_5,Y_36
9.999999999999982011e-09,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.010803336220382749e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.021723384514257942e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.032761405761394785e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.043918674463272197e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.055196478890237068e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.066596121230254167e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.078118917739266564e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.089766198893160955e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.101539309541414140e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.113439609062360287e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.125468471520154573e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.137627285823429072e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.149917455885663058e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.162340400787285095e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.174897554939526761e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.187590368250046211e-08,1.794137504146597119e-19,2.878372578834089328e-19,1.476162133640189435e-17
1.200420306290341755e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.213388850464973329e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.226497498182612357e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.239747763028944008e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.253141174941415222e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.266679280385915192e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.280363642535318994e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.294195841449984185e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.308177474260191939e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.322310155350558197e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.336595516546439315e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.351035207302348917e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.365630894892413254e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.380384264602880616e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.395297019926713753e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.410370882760287634e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.425607593602187581e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.441008911754205393e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.456576615524456523e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.472312502432717075e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.488218389417973511e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.504296113048215179e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.520547529732492484e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.536974515935267838e-08,7.167668147753979602e-19,1.149604563304039370e-18,5.904648534560757741e-17
1.553578968393079411e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.570362804333547951e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.587327961696749174e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.604476399358976711e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.621810097358929678e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.639331057126312649e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.657041301712966784e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.674942876026435533e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.693037847066086977e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.711328304161777934e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.729816359215098208e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.748504146943220458e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.767393825125384796e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.786487574852045919e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.805787600776711890e-08,1.064047886122585750e-18,1.706089928545296585e-18,8.748431468485239128e-17
1.825296131370504335e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
1.845015419179473489e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
1.864947741084663119e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
1.885095398565047415e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
1.905460717963245561e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
1.926046050754137716e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
1.946853773816378780e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
1.967886289706841371e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
1.989146026938029701e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
2.010635440258483220e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
2.032357010936216664e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
2.054313247045216382e-08,1.243461636537245606e-18,1.993927186428705662e-18,1.023544773546101831e-16
2.076506683755035602e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.098939883623517111e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.121615436892684360e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.144535961787794055e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.167704104819693172e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.191122541090368226e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.214793974601830724e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.238721138568336155e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.262906795731971925e-08,1.601400950483324143e-18,2.569601702195523432e-18,1.317691786940580713e-16
2.287353738681657571e-08,1.959340264429402679e-18,3.143531749732744647e-18,1.612924213668618661e-16
2.312064790175589034e-08,1.959340264429402679e-18,3.143531749732744647e-18,1.612924213668618661e-16
2.337042803467168990e-08,1.959340264429402679e-18,3.143531749732744647e-18,1.612924213668618661e-16
2.362290662634455026e-08,1.959340264429402679e-18,3.143531749732744647e-18,1.612924213668618661e-16
2.387811282913169978e-08,1.959340264429402679e-18,3.143531749732744647e-18,1.612924213668618661e-16
2.413607611033308526e-08,1.959340264429402679e-18,3.143531749732744647e-18,1.612924213668618661e-16
2.439682625559389332e-08,1.959340264429402679e-18,3.143531749732744647e-18,1.612924213668618661e-16
2.466039337234337848e-08,1.959340264429402679e-18,3.143531749732744647e-18,1.612924213668618661e-16
2.492680789327174808e-08,2.485146899308009245e-18,3.987854372857411325e-18,2.046004133758644595e-16
2.519610057984369800e-08,2.485146899308009245e-18,3.987854372857411325e-18,2.046004133758644595e-16
2.546830252585037580e-08,2.485146899308009245e-18,3.987854372857411325e-18,2.046004133758644595e-16
2.574344516099960600e-08,2.485146899308009245e-18,3.987854372857411325e-18,2.046004133758644595e-16
2.602156025454491670e-08,2.485146899308009245e-18,3.987854372857411325e-18,2.046004133758644595e-16
2.630267991895376134e-08,2.485146899308009245e-18,3.987854372857411325e-18,2.046004133758644595e-16
2.658683661361537565e-08,2.664560649722669101e-18,4.275691630740819631e-18,2.193620347122663693e-16
2.687406314858869330e-08,2.664560649722669101e-18,4.275691630740819631e-18,2.193620347122663693e-16
2.716439268839074380e-08,2.664560649722669101e-18,4.275691630740819631e-18,2.193620347122663693e-16
2.745785875582598582e-08,2.664560649722669101e-18,4.275691630740819631e-18,2.193620347122663693e-16
2.775449523585700298e-08,2.664560649722669101e-18,4.275691630740819631e-18,2.193620347122663693e-16
2.805433637951712766e-08,2.664560649722669101e-18,4.275691630740819631e-18,2.193620347122663693e-16
2.835741680786481433e-08,2.843974400137328573e-18,4.561784420394632155e-18,2.341236560486682790e-16
2.866377151598176411e-08,2.843974400137328573e-18,4.561784420394632155e-18,2.341236560486682790e-16
2.897343587701319581e-08,2.843974400137328573e-18,4.561784420394632155e-18,2.341236560486682790e-16
2.928644564625232153e-08,2.843974400137328573e-18,4.561784420394632155e-18,2.341236560486682790e-16
2.960283696526880509e-08,2.843974400137328573e-18,4.561784420394632155e-18,2.341236560486682790e-16
2.992264636608183199e-08,3.548306598547354396e-18,5.693944301402707910e-18,2.921932693940727575e-16
3.024591077537828384e-08,3.548306598547354396e-18,5.693944301402707910e-18,2.921932693940727575e-16
3.057266751877644744e-08,3.548306598547354396e-18,5.693944301402707910e-18,2.921932693940727575e-16
3.090295432513581438e-08,3.548306598547354396e-18,5.693944301402707910e-18,2.921932693940727575e-16
3.123680933091344429e-08,3.548306598547354396e-18,5.693944301402707910e-18,2.921932693940727575e-16
3.157427108456735162e-08,3.728608535845254851e-18,5.980037091056520433e-18,3.068463493971187359e-16
3.191537855100761085e-08,3.728608535845254851e-18,5.980037091056520433e-18,3.068463493971187359e-16
3.226017111609499478e-08,3.728608535845254851e-18,5.980037091056520433e-18,3.068463493971187359e-16
3.260868859118930989e-08,3.728608535845254851e-18,5.980037091056520433e-18,3.068463493971187359e-16
3.296097121774574116e-08,4.086547849791333580e-18,6.555711606823337817e-18,3.364781334032784621e-16
3.331705967196146971e-08,4.086547849791333580e-18,6.555711606823337817e-18,3.364781334032784621e-16
3.367699506947228523e-08,4.086547849791333580e-18,6.555711606823337817e-18,3.364781334032784621e-16
3.404081897010002690e-08,4.086547849791333580e-18,6.555711606823337817e-18,3.364781334032784621e-16
3.440857338265126335e-08,4.265961600205993051e-18,6.843548864706746894e-18,3.511312134063244405e-16
3.478030076976782017e-08,4.265961600205993051e-18,6.843548864706746894e-18,3.511312134063244405e-16
3.515604405282971763e-08,4.265961600205993051e-18,6.843548864706746894e-18,3.511312134063244405e-16
3.553584661691108768e-08,4.970293798616018490e-18,7.973964277485225325e-18,4.092008267517289190e-16
3.591975231578959294e-08,4.970293798616018490e-18,7.973964277485225325e-18,4.092008267517289190e-16
3.630780547701013530e-08,4.970293798616018490e-18,7.973964277485225325e-18,4.092008267517289190e-16
3.670005090700259583e-08,4.970293798616018490e-18,7.973964277485225325e-18,4.092008267517289190e-16
3.709653389625617383e-08,5.149707549030677961e-18,8.261801535368634402e-18,4.239624480881308534e-16
3.749730022454831971e-08,5.149707549030677961e-18,8.261801535368634402e-18,4.239624480881308534e-16
3.790239616623081612e-08,5.149707549030677961e-18,8.261801535368634402e-18,4.239624480881308534e-16
3.831186849557282214e-08,5.316686683079965200e-18,8.528705174496886371e-18,4.377471974243296766e-16
3.872576449216165457e-08,5.316686683079965200e-18,8.528705174496886371e-18,4.377471974243296766e-16
3.914413194636190865e-08,5.316686683079965200e-18,8.528705174496886371e-18,4.377471974243296766e-16
3.956701916483355350e-08,5.854039747440703400e-18,9.390472479917516279e-18,4.820320614335353812e-16
3.999447497610965066e-08,5.854039747440703400e-18,9.390472479917516279e-18,4.820320614335353812e-16
4.042654873623431788e-08,6.212867248270023113e-18,9.966146995684334433e-18,5.115553041063391514e-16
4.086329033446161975e-08,6.212867248270023113e-18,9.966146995684334433e-18,5.115553041063391514e-16
4.130475019901600056e-08,6.212867248270023113e-18,9.966146995684334433e-18,5.115553041063391514e-16
4.175097930291511298e-08,6.560148319617210806e-18,1.052263236092559126e-17,5.399931334455839530e-16
4.220202916985481773e-08,6.560148319617210806e-18,1.052263236092559126e-17,5.399931334455839530e-16
4.265795188015923932e-08,6.739562070031871048e-18,1.080872515057940456e-17,5.548632961153417448e-16
4.311880007679358157e-08,6.739562070031871048e-18,1.080872515057940456e-17,5.548632961153417448e-16
4.358462697144272729e-08,6.739562070031871048e-18,1.080872515057940456e-17,5.548632961153417448e-16
4.405548635065526447e-08,7.097501383977949006e-18,1.138439966634622271e-17,5.842779974547896576e-16
4.453143258205395839e-08,7.097501383977949006e-18,1.138439966634622271e-17,5.842779974547896576e-16
4.501252062061327156e-08,7.623308018856555957e-18,1.222872228947088862e-17,6.275859894637922510e-16
4.549880601500475226e-08,7.623308018856555957e-18,1.222872228947088862e-17,6.275859894637922510e-16
4.599034491401090033e-08,7.801833582387974445e-18,1.251481507912470037e-17,6.423476108001940868e-16
4.648719407300841696e-08,7.801833582387974445e-18,1.251481507912470037e-17,6.423476108001940868e-16
4.698941086052139414e-08,8.340074833631953629e-18,1.337832685277492760e-17,6.866324748093997914e-16
4.749705326484539690e-08,8.340074833631953629e-18,1.337832685277492760e-17,6.866324748093997914e-16
4.801017990074320577e-08,8.518600397163372116e-18,1.366441964242874090e-17,7.013940961458017258e-16
4.852885001621208072e-08,8.518600397163372116e-18,1.366441964242874090e-17,7.013940961458017258e-16
4.905312349932583513e-08,9.044407032041979067e-18,1.450874226555340680e-17,7.447020881548043192e-16
4.958306088514909963e-08,9.044407032041979067e-18,1.450874226555340680e-17,7.447020881548043192e-16
5.011872336272716368e-08,9.402346345988057796e-18,1.508441678132022496e-17,7.741167894942522320e-16
5.066017278215114356e-08,9.581760096402718038e-18,1.537050957097403825e-17,7.888784108306540678e-16
5.120747166169950247e-08,9.581760096402718038e-18,1.537050957097403825e-17,7.888784108306540678e-16
5.176068319505665054e-08,9.929041167749904961e-18,1.592699493621529508e-17,8.174247815032548254e-16
5.231987125860965726e-08,9.929041167749904961e-18,1.592699493621529508e-17,8.174247815032548254e-16
5.288510041882365189e-08,1.046639423211064393e-17,1.679050670986552077e-17,8.617096455124605300e-16
5.345643593969700377e-08,1.082522173293996287e-17,1.736443675740274160e-17,8.912328881852643002e-16
5.403394379029700392e-08,1.082522173293996287e-17,1.736443675740274160e-17,8.912328881852643002e-16
5.461769065237694114e-08,1.099220086698925088e-17,1.763308486476059090e-17,9.050176375214630248e-16
5.520774392807571753e-08,1.117161461740390958e-17,1.792092212264399843e-17,9.197792588578649592e-16
5.580417174769961297e-08,1.187594681581393502e-17,1.904959306719288185e-17,9.777403308699135310e-16
5.640704297759009623e-08,1.187594681581393502e-17,1.904959306719288185e-17,9.777403308699135310e-16
5.701642722807468503e-08,1.205624875311183548e-17,1.933743032507628939e-17,9.925019522063154654e-16
5.763239486150466666e-08,1.241329988017467399e-17,1.991310484084310754e-17,1.022025194879119334e-15
5.825501700037946082e-08,1.295154113141865318e-17,2.077661661449333631e-17,1.066310058888324940e-15
5.888436553555878271e-08,1.295154113141865318e-17,2.077661661449333631e-17,1.066310058888324940e-15
5.952051313456344680e-08,1.329793401588259989e-17,2.133135751150499582e-17,1.094856429560925599e-15
6.016353324996595611e-08,1.347734776629726013e-17,2.161919476938840644e-17,1.109618050897327534e-15
6.081350012787161807e-08,1.365676151671191883e-17,2.190528755904221665e-17,1.124271130900373512e-15
6.147048881649141798e-08,1.436109371512194581e-17,2.303744744005029163e-17,1.182449285579133996e-15
6.213457517480736454e-08,1.454050746553660451e-17,2.332354022970410493e-17,1.197102365582179974e-15
6.280583588133155830e-08,1.489844677948268324e-17,2.389921474547092308e-17,1.226625608254983843e-15
6.348434844296010797e-08,1.524483966394663149e-17,2.445570011071217991e-17,1.255171978927584502e-15
6.417019120392145115e-08,1.578396910207384934e-17,2.531746741613281136e-17,1.299456842936790108e-15
6.486344335482377794e-08,1.578396910207384934e-17,2.531746741613281136e-17,1.299456842936790108e-15
6.556418494179781193e-08,1.596249466560526937e-17,2.560530467401621890e-17,1.314218464273192042e-15
6.627249687573952785e-08,1.632132216643458677e-17,2.617923472155343973e-17,1.343633165612639955e-15
6.698846094165251469e-08,1.702565436484461375e-17,2.731139460256151779e-17,1.401702778958044483e-15
6.771215980809129456e-08,1.755146099972322071e-17,2.815397275745658792e-17,1.445010770967047076e-15
6.844367703670651050e-08,1.773176293702112116e-17,2.844181001533999237e-17,1.459772392303449011e-15
6.918309709189346557e-08,1.790940031366929943e-17,2.872964727322340299e-17,1.474534013639850748e-15
6.993050535054470138e-08,1.844675337803003686e-17,2.959141457864403136e-17,1.518818877649056551e-15
7.068598811190803219e-08,1.879403444937722379e-17,3.014789994388529435e-17,1.547365248321657210e-15
7.144963260755133171e-08,1.915286195020654427e-17,3.072357445965210942e-17,1.576779949661105123e-15
7.222152701143366221e-08,1.933227570062120297e-17,3.100966724930592272e-17,1.591650112330863013e-15
7.300176045008776194e-08,2.021602164944588865e-17,3.242791991996780791e-17,1.664372805679313322e-15
7.379042301291003960e-08,2.039454721297730868e-17,3.271401270962162121e-17,1.679134427015715257e-15
7.458760576256290662e-08,2.075426290068986783e-17,3.328968722538844244e-17,1.708657669688519126e-15
7.539340074548936763e-08,2.163800884951455351e-17,3.470793989605032764e-17,1.781488904370325588e-15
7.620790100254107378e-08,2.181742259992921222e-17,3.499577715393373826e-17,1.796141984373371566e-15
7.703120057972130775e-08,2.216381548439316047e-17,3.555226251917499509e-17,1.824688355045972028e-15
7.786339453904391968e-08,2.288058229916855968e-17,3.670186708247903407e-17,1.883734840391579766e-15
7.870457896950966979e-08,2.340550074716392488e-17,3.754444523737410420e-17,1.927042832400582359e-15
7.955485099820108945e-08,2.411160931934043228e-17,3.867660511838217610e-17,1.985112445745987084e-15
8.041430880149725030e-08,2.429013488287184923e-17,3.896444237626558672e-17,1.999874067082388821e-15
8.128305161640965918e-08,2.518631544806190714e-17,4.040013972922343900e-17,2.073573632431042537e-15
8.216117975204089333e-08,2.535329458211119669e-17,4.067053230481088253e-17,2.087358381767241262e-15
8.304879460116564515e-08,2.607006139688659282e-17,4.182013686811492152e-17,2.146404867112848605e-15
8.394599865193969534e-08,2.695469553259452026e-17,4.323664507054721555e-17,2.219236101794655067e-15
8.485289549973253972e-08,2.713410928300917896e-17,4.352448232843062001e-17,2.233889181797701046e-15
8.576958985908930759e-08,2.783844148141920285e-17,4.465489774120910075e-17,2.291958795143105771e-15
8.669618757582153499e-08,2.855520829619460207e-17,4.580450230451313973e-17,2.351005280488713114e-15
8.763279563922865902e-08,2.872396380401036896e-17,4.607315041187099211e-17,2.364790029824912233e-15
8.857952219445150371e-08,2.961836799543394645e-17,4.751059223305843555e-17,2.438598136506921708e-15
8.953647655495917348e-08,3.014506281719579515e-17,4.835491485618310300e-17,2.481906128515924301e-15
9.050376921517098231e-08,3.102880876602047775e-17,4.977316752684499436e-17,2.554628821864374610e-15
9.148151186321455664e-08,3.174557558079587696e-17,5.092277209014903334e-17,2.613675307209982348e-15
9.246981739382196489e-08,3.244990777920590394e-17,5.205318750292750792e-17,2.671636379222030919e-15
9.346879992136498546e-08,3.298814903044988313e-17,5.291495480834814245e-17,2.715921243231236525e-15
9.447857479303168357e-08,3.369336941574315186e-17,5.404711468935621435e-17,2.773990856576640856e-15
9.549925860214355592e-08,3.439770161415317268e-17,5.517578563390509777e-17,2.832060469922045581e-15
9.653096920161996645e-08,3.528144756297786144e-17,5.659403830456698913e-17,2.904783163270495890e-15
9.757382571758464530e-08,3.634549544910044757e-17,5.830012823311228494e-17,2.992376019288704484e-15
9.862794856312092163e-08,3.688284851346118500e-17,5.916364000676250447e-17,3.036660883297910090e-15
9.969345945217510761e-08,3.776837083605235111e-17,6.058189267742438967e-17,3.109492117979716552e-15
1.007704814136102309e-07,3.883064234840845374e-17,6.228798260596969781e-17,3.196976432664568598e-15
1.018591388054114787e-07,3.936888359965243292e-17,6.314974991139032001e-17,3.241261296673774599e-15
1.029595573290451531e-07,4.043115511200853555e-17,6.485583983993561583e-17,3.328745611358626645e-15
1.040718640439727924e-07,4.113726368418504604e-17,6.598451078448450541e-17,3.386815224704031370e-15
1.051961873823219803e-07,4.220042338342439042e-17,6.769060071302980122e-17,3.474408080722239569e-15
1.063326571637157753e-07,4.290475558183441740e-17,6.882276059403787313e-17,3.532369152734288141e-15
