G_mM,J_minus_0p7,J_0,J_plus_0p7
3.325198704291952301e-01,2.296597210043709758e+00,2.316035427677456404e+00,2.326601425313337135e+00
3.373844279310265204e-01,2.281347855372596101e+00,2.301787765967779009e+00,2.312156200367803116e+00
3.423201508632368606e-01,2.265991513432425553e+00,2.287342392426619408e+00,2.297481950484828950e+00
3.473280803315131893e-01,2.250533785628694439e+00,2.272701494667530575e+00,2.282581090853084582e+00
3.524092726722672930e-01,2.234980030642200077e+00,2.257867490074304762e+00,2.267456385716846601e+00
3.575647996754507951e-01,2.219335346380484353e+00,2.242843028205756095e+00,2.252110952991075443e+00
3.627957488106317019e-01,2.203604555436704526e+00,2.227630992716223446e+00,2.236548267791686584e+00
3.681032234563764161e-01,2.187792194213348473e+00,2.212234502767361555e+00,2.220772164820282057e+00
3.734883431329893977e-01,2.171902505819373719e+00,2.196656913908196618e+00,2.204786839547731692e+00
3.789522437386555476e-01,2.155939436799168885e+00,2.180901818401857373e+00,2.188596848146836749e+00
3.844960777890398251e-01,2.139906637700634384e+00,2.164973044979121575e+00,2.172207106130843002e+00
3.901210146603888984e-01,2.123807467438637353e+00,2.148874658000835325e+00,2.155622885661799160e+00
3.958282408361923910e-01,2.107645001359847559e+00,2.132610956013278880e+00,2.138849811500576958e+00
4.016189601574499113e-01,2.091422042866324382e+00,2.116186469682880045e+00,2.121893855578764310e+00
4.074943940766017625e-01,2.075141138408682195e+00,2.099605959099071661e+00,2.104761330181508683e+00
4.134557819151719049e-01,2.058804595616124278e+00,2.082874410436692969e+00,2.087458879739703121e+00
4.195043811251830679e-01,2.042414504290515520e+00,2.065997031972074183e+00,2.069993471239458760e+00
4.256414675543928050e-01,2.025972759955422919e+00,2.048979249449820905e+00,2.052372383266711342e+00
4.318683357154134983e-01,2.009481089619399974e+00,2.031826700800297480e+00,2.034603193714668912e+00
4.381862990587654938e-01,1.992941079385781133e+00,2.014545230210905480e+00,2.016693766191859361e+00
4.445966902499288165e-01,1.976354203519383290e+00,1.997140881557402992e+00,1.998652235178314918e+00
4.511008614504440906e-01,1.959721854564102639e+00,1.979619891204768223e+00,1.980486989987134017e+00
4.577001846031296672e-01,1.943045374094338751e+00,1.961988680190288159e+00,1.962206657597930892e+00
4.643960517214672512e-01,1.926326083677947221e+00,1.944253845804911673e+00,1.943820084437603235e+00
4.711898751832251930e-01,1.909565315628785065e+00,1.926422152592078607e+00,1.925336317192124724e+00
4.780830880283732931e-01,1.892764443133038821e+00,1.908500522786455988e+00,1.906764582740791525e+00
4.850771442613597828e-01,1.875924909345266123e+00,1.890496026218167813e+00,1.888114267311240324e+00
4.921735191578066049e-01,1.859048255067299760e+00,1.872415869711136605e+00,1.869394894959685471e+00
4.993737095756953792e-01,1.842136144645758700e+00,1.854267386007042440e+00,1.850616105485972440e+00
5.066792342711016195e-01,1.825190389751494280e+00,1.836058022249243304e+00,1.831787631897310087e+00
5.140916342185520849e-01,1.808212970736616132e+00,1.817795328063550375e+00,1.812919277537685669e+00
5.216124729360664958e-01,1.791206055301442390e+00,1.799486943275187212e+00,1.794020893002161943e+00
5.292433368149521700e-01,1.774172014244211226e+00,1.781140585303481849e+00,1.775102352956279717e+00
5.369858354544300161e-01,1.757113434110300076e+00,1.762764036277749913e+00,1.756173532980770169e+00
5.448416020011490613e-01,1.740033126604267455e+00,1.744365129919598800e+00,1.737244286560714279e+00
5.528122934936714472e-01,1.722934134676821882e+00,1.725951738238296507e+00,1.718324422336094059e+00
5.608995912119948413e-01,1.705819735248773394e+00,1.707531758086983320e+00,1.699423681727550317e+00
5.691052010321917543e-01,1.688693438584839335e+00,1.689113097628434979e+00,1.680551717046991911e+00
5.774308537862332669e-01,1.671558984380559387e+00,1.670703662759581487e+00,1.661718070197724106e+00
5.858783056270788769e-01,1.654420334675145821e+00,1.652311343544297095e+00,1.642932152062831275e+00
5.944493383991047430e-01,1.637281663750660865e+00,1.633944000703893007e+00,1.624203222674018843e+00
6.031457600139560338e-01,1.620147345222881174e+00,1.615609452214395336e+00,1.605540372245772396e+00
6.119694048318929935e-01,1.603021936570705908e+00,1.597315460059025138e+00,1.586952503151967786e+00
6.209221340487182106e-01,1.585910161388151440e+00,1.579069717183327004e+00,1.568448312913694798e+00
6.300058360883621367e-01,1.568816889675309856e+00,1.560879834699159030e+00,1.550036278258520195e+00
6.392224270012162313e-01,1.551747116511337232e+00,1.542753329382164917e+00,1.531724640302459584e+00
6.485738508682891146e-01,1.534705939473282932e+00,1.524697611505637429e+00,1.513521390896982233e+00
6.580620802112779888e-01,1.517698535178679364e+00,1.506719973051562800e+00,1.495434260174272945e+00
6.676891164086354857e-01,1.500730135337346782e+00,1.488827576337407921e+00,1.477470705314996913e+00
6.774569901177296405e-01,1.483806002698359716e+00,1.471027443094693909e+00,1.459637900553947709e+00
6.873677617031738185e-01,1.466931407271842902e+00,1.453326444032795539e+00,1.441942728430375187e+00
6.974235216714262942e-01,1.450111603192155041e+00,1.435731288918498105e+00,1.424391772281471624e+00
7.076263911117436356e-01,1.433351806569504117e+00,1.418248517198957170e+00,1.406991309969584769e+00
7.179785221435924791e-01,1.416657174651425155e+00,1.400884489192568916e+00,1.389747308826275729e+00
7.284820983705989628e-01,1.400032786584539224e+00,1.383645377869148652e+00,1.372665421789386553e+00
7.391393353411436218e-01,1.383483626031037472e+00,1.366537161237559639e+00,1.355750984702837059e+00
7.499524810156905641e-01,1.367014565854384411e+00,1.349565615355702075e+00,1.339009014743071546e+00
7.609238162409600603e-01,1.350630355045456366e+00,1.332736307974492718e+00,1.322444209930810466e+00
7.720556552310309240e-01,1.334335608014761476e+00,1.316054592824249081e+00,1.306060949682171124e+00
7.833503460554861464e-01,1.318134796329293090e+00,1.299525604548655400e+00,1.289863296349219812e+00
7.948102711346936022e-01,1.302032242925064365e+00,1.283154254288371598e+00,1.273854997696671099e+00
8.064378477423421732e-01,1.286032118779212308e+00,1.266945225913264972e+00,1.258039490258667570e+00
8.182355285153202207e-01,1.270138441979833388e+00,1.250902972899326615e+00,1.242419903517494983e+00
8.302058019710593095e-01,1.254355079088091074e+00,1.235031715843464939e+00,1.226999064844455312e+00
8.423511930324398822e-01,1.238685748646587648e+00,1.219335440606708953e+00,1.211779505142166258e+00
8.546742635603860050e-01,1.223134026651084838e+00,1.203817897073767407e+00,1.196763465127041126e+00
8.671776128942422224e-01,1.207703353770192667e+00,1.188482598514585931e+00,1.181952902190731569e+00
8.798638784000606394e-01,1.192397044069926526e+00,1.173332821531260395e+00,1.167349497779764267e+00
8.927357360269051467e-01,1.177218294977729007e+00,1.158371606571714674e+00,1.152954665233490772e+00
9.057959008713013516e-01,1.162170198203752891e+00,1.143601758989664097e+00,1.138769558021693440e+00
9.190471277499362435e-01,1.147255751326261342e+00,1.129025850628804228e+00,1.124795078324817954e+00
9.324922117807408206e-01,1.132477869742893217e+00,1.114646221907680479e+00,1.111031885901632599e+00
9.461339889724684760e-01,1.117839398690276820e+00,1.100464984380484346e+00,1.097480407191271823e+00
9.599753368229080319e-01,1.103343125040884276e+00,1.086484023747925409e+00,1.084140844598943554e+00
9.740191749258381160e-01,1.088991788597885702e+00,1.072705003291554826e+00,1.071013185917097044e+00
9.882684655868672063e-01,1.074788092625654778e+00,1.059129367704149338e+00,1.058097213836506789e+00
1.002726214448277142e+00,1.060734713375161453e+00,1.045758347288368029e+00,1.045392515504463216e+00
1.017395471123017536e+00,1.046834308389115398e+00,1.032592962495519684e+00,1.032898492090078113e+00
1.032279329837964665e+00,1.033089523400962273e+00,1.019634028776191581e+00,1.020614368319612941e+00
1.047380930086597717e+00,1.019502997673844780e+00,1.006882161714467872e+00,1.008539201947558750e+00
1.062703457291217068e+00,1.006077367659917288e+00,9.943377824176760083e-01,9.966718931321016939e-01
1.078250143474859035e+00,9.928152688960767414e-01,9.820011231338590107e-01,9.850111936864092144e-01
1.094024267943033424e+00,9.797193360886327085e-01,9.698722330696749605e-01,9.735557161799583969e-01
1.110029157975436220e+00,9.667922013758445399e-01,9.579509843819293824e-01,9.623039428668387352e-01
1.126268189527779739e+00,9.540364907929455018e-01,9.462370783166467181e-01,9.512542344205490163e-01
1.142744787943897444e+00,9.414548189985743054e-01,9.347300514703275054e-01,9.404048384573582275e-01
1.159462428678256884e+00,9.290497823537493538e-01,9.234292821489102909e-01,9.297538978326993497e-01
1.176424638029050396e+00,9.168239504741184653e-01,9.123339968008629119e-01,9.192994586973461946e-01
1.193634993882000783e+00,9.047798564026379164e-01,9.014432765018205451e-01,9.090394783023185710e-01
1.211097126465062290e+00,8.929199855726870361e-01,8.907560634692278656e-01,8.989718325434850055e-01
1.228814719114150078e+00,8.812467637505443374e-01,8.802711675865269036e-01,8.890943232387571449e-01
1.246791509050078739e+00,8.697625441608825003e-01,8.699872729175492925e-01,8.794046851325533209e-01
1.265031288166859724e+00,8.584695940093591826e-01,8.599029441929153528e-01,8.699005926238705388e-01
1.283537903831542870e+00,8.473700806224060411e-01,8.500166332513801049e-01,8.605796662157951804e-01
1.302315259695748573e+00,8.364660574260459613e-01,8.403266854202617875e-01,8.514394786857346631e-01
1.321367316519076685e+00,8.257594499831003576e-01,8.308313458202278845e-01,8.424775609768685447e-01
1.340698093004556890e+00,8.152520423017157736e-01,8.215287655808773959e-01,8.336914078125117200e-01
1.360311666646330853e+00,8.049454636181017086e-01,8.124170079546987333e-01,8.250784830360919919e-01
1.380212174589727780e+00,7.948411758430440344e-01,8.034940543181149364e-01,8.166362246803744451e-01
1.400403814503917488e+00,7.849404618456066185e-01,7.947578100494255837e-01,8.083620497704098184e-01
1.420890845467346120e+00,7.752444147289034859e-01,7.862061102745059316e-01,8.002533588653446550e-01
1.441677588866109083e+00,7.657539282324725693e-01,7.778367254722040602e-01,7.923075403449193477e-01
1.462768429305476126e+00,7.564696883740216204e-01,7.696473669323338207e-01,7.845219744469686951e-01
1.484167815534742418e+00,7.473921664207623383e-01,7.616356920601627944e-01,7.768940370627113179e-01
1.505880261385624141e+00,7.385216132576086778e-01,7.537993095221879880e-01,7.694211032969766606e-01
1.527910346724367541e+00,7.298580551967421837e-01,7.461357842288944830e-01,7.621005508008319440e-01
1.550262718417796615e+00,7.214012912507886677e-01,7.386426421510126072e-01,7.549297628842974728e-01
1.572942091313481727e+00,7.131508918705807831e-01,7.313173749665921042e-01,7.479061314170216690e-01
1.595953249234266957e+00,7.051061991284639507e-01,7.241574445369295399e-01,7.410270595248966696e-01
1.619301045987326493e+00,6.972663283097135789e-01,7.171602872101279225e-01,7.342899640906815906e-01
1.642990406387996982e+00,6.896301708579859469e-01,7.103233179516671436e-01,7.276922780667133273e-01
1.667026327298574362e+00,6.821963986061035934e-01,7.036439343020125525e-01,7.212314526077699961e-01
1.691413878682326288e+00,6.749634692109071077e-01,6.971195201618162196e-01,7.149049590321092662e-01
1.716158204672907139e+00,6.679296327005128653e-01,6.907474494058093439e-01,7.087102906186139029e-01
1.741264524659426938e+00,6.610929390340313239e-01,6.845250893269345660e-01,7.026449642478627133e-01
1.766738134387385584e+00,6.544512465676866064e-01,6.784498039127117019e-01,6.967065218948221839e-01
1.792584407075728858e+00,6.480022313171369674e-01,6.725189569562101122e-01,6.908925319806746845e-01
1.818808794550229813e+00,6.417433969036369090e-01,6.667299150043618505e-01,6.852005905911525696e-01
1.845416828393460440e+00,6.356720850712527238e-01,6.610800501466549406e-01,6.796283225685316731e-01
1.872414121111576790e+00,6.297854866635761439e-01,6.555667426475235704e-01,6.741733824842528477e-01
1.899806367318191525e+00,6.240806529510165568e-01,6.501873834259987994e-01,6.688334554989140424e-01
1.927599344935546855e+00,6.185545072036970904e-01,6.449393763863892071e-01,6.636062581161711327e-01
1.955798916413272082e+00,6.132038564099265843e-01,6.398201406039462080e-01,6.584895388368431357e-01
1.984411029964956885e+00,6.080254030461106352e-01,6.348271123696093143e-01,6.534810787193000570e-01
2.013441720822838565e+00,6.030157568104833610e-01,6.299577470980607385e-01,6.485786918519671485e-01
2.042897112510820179e+00,5.981714462401439558e-01,6.252095211034115474e-01,6.437802257435585318e-01
2.072783418136127764e+00,5.934889301382713089e-01,6.205799332469152940e-01,6.390835616364124450e-01
2.103106941699850463e+00,5.889646087460319590e-01,6.160665064611615671e-01,6.344866147480648921e-01
2.133874079426670622e+00,5.845948346013627450e-01,6.116667891552285408e-01,6.299873344459763214e-01
2.165091321114032130e+00,5.803759230344522901e-01,6.073783565052950362e-01,6.255837043600996905e-01
2.196765251501053839e+00,5.763041622571921652e-01,6.031988116352017260e-01,6.212737424377470230e-01
2.228902551657458098e+00,5.723758230110884693e-01,5.991257866914416752e-01,6.170555009450064965e-01
2.261510000392841224e+00,5.685871677450059503e-01,5.951569438170101201e-01,6.129270664187320694e-01
2.294594475686536406e+00,5.649344593006222492e-01,5.912899760285271755e-01,6.088865595729476832e-01
2.328162956138411399e+00,5.614139690895374457e-01,5.875226080009580132e-01,6.049321351632745980e-01
2.362222522440871941e+00,5.580219847516038056e-01,5.838525967642116399e-01,6.010619818128224434e-01
2.396780358872428796e+00,5.547548172891678675e-01,5.802777323158109235e-01,5.972743218027791734e-01
2.431843754813085567e+00,5.516088076765700565e-01,5.767958381537514612e-01,5.935674108307644747e-01
2.467420106281914105e+00,5.485803329483931456e-01,5.734047717335667427e-01,5.899395377398283236e-01
2.503516917497107030e+00,5.456658117736287172e-01,5.701024248535307981e-01,5.863890242208128489e-01
2.540141802458877773e+00,5.428617095261263348e-01,5.668867239718183848e-01,5.829142244906292403e-01
2.577302486555492322e+00,5.401645428644485936e-01,5.637556304593485113e-01,5.795135249488528872e-01
2.615006808192813725e+00,5.375708838365707010e-01,5.607071407919146377e-01,5.761853438148892836e-01
2.653262720447666201e+00,5.350773635267878081e-01,5.577392866851103026e-01,5.729281307478151231e-01
2.692078292745416768e+00,5.326806752637350817e-01,5.548501351754268063e-01,5.697403664508775556e-01
2.731461712562069266e+00,5.303775774096317619e-01,5.520377886508027743e-01,5.666205622624924665e-01
2.771421287151278889e+00,5.281648957517378618e-01,5.493003848337788542e-01,5.635672597354688396e-01
2.811965445296610966e+00,5.260395255176243401e-01,5.466360967203007792e-01,5.605790302060653651e-01
2.853102739089466322e+00,5.239984330361869835e-01,5.440431324770904631e-01,5.576544743543787597e-01
2.894841845732984531e+00,5.220386570664728998e-01,5.415197353004060909e-01,5.547922217574517978e-01
2.937191569372357591e+00,5.201573098162920461e-01,5.390641832388807231e-01,5.519909304364014613e-01
2.980160842951899536e+00,5.183515776723469637e-01,5.366747889830275620e-01,5.492492863987606944e-01
3.023758730099315617e+00,5.166187216632071033e-01,5.343498996238840171e-01,5.465660031771445437e-01
3.067994427037506799e+00,5.149560776759382064e-01,5.320878963831620068e-01,5.439398213652728575e-01
3.112877264524359866e+00,5.133610564465658221e-01,5.298871943171600263e-01,5.413695081522904573e-01
3.158416709820897061e+00,5.118311433438447189e-01,5.277462419965920359e-01,5.388538568562646347e-01
3.204622368688252454e+00,5.103638979650300112e-01,5.256635211643820860e-01,5.363916864576574461e-01
3.251503987413826291e+00,5.089569535615230400e-01,5.236375463733780045e-01,5.339818411335135462e-01
3.299071454867105846e+00,5.076080163113980692e-01,5.216668646058367775e-01,5.316231897930386863e-01
3.347334804585535561e+00,5.063148644549394506e-01,5.197500548764429906e-01,5.293146256151846085e-01
3.396304216890941863e+00,5.050753473084134137e-01,5.178857278205255543e-01,5.270550655888031066e-01
3.445990021036881235e+00,5.038873841704067935e-01,5.160725252690555598e-01,5.248434500558825100e-01
3.496402697387425373e+00,5.027489631341695020e-01,5.143091198119191798e-01,5.226787422583272225e-01
3.547552879627799971e+00,5.016581398185121499e-01,5.125942143508750437e-01,5.205599278887035330e-01
3.599451357007398489e+00,5.006130360289524628e-01,5.109265416435272433e-01,5.184860146453220686e-01
3.652109076615573269e+00,4.996118383599641444e-01,5.093048638395725192e-01,5.164560317920032784e-01
3.705537145690743550e+00,4.986527967483650459e-01,5.077279720104983518e-01,5.144690297228202702e-01
3.759746833963260482e+00,4.977342229871041246e-01,5.061946856738436251e-01,5.125240795320917808e-01
3.814749576032585576e+00,4.968544892079549413e-01,5.047038523130620291e-01,5.106202725898584260e-01
3.870556973779206711e+00,4.960120263409040220e-01,5.032543468939678633e-01,5.087567201230509539e-01
3.927180798811863216e+00,4.952053225573495032e-01,5.018450713786738460e-01,5.069325528025296901e-01
3.984632994950547680e+00,4.944329217035744461e-01,5.004749542378778004e-01,5.051469203361507176e-01
4.042925680745872441e+00,4.936934217303503569e-01,4.991429499622932475e-01,5.033989910679872448e-01
4.102071152035253299e+00,4.929854731239589061e-01,4.978480385739689762e-01,5.016879515838189585e-01
4.162081884536513954e+00,4.923077773433796045e-01,4.965892251381825995e-01,5.000130063229765165e-01
4.222970536479404124e+00,4.916590852678849877e-01,4.953655392765567433e-01,4.983733771966143977e-01
4.284749951275663271e+00,4.910381956588230068e-01,4.941760346819832339e-01,4.967683032124642351e-01
4.347433160228096227e+00,4.904439536389271215e-01,4.930197886359097281e-01,4.951970401061079885e-01
4.411033385279315766e+00,4.898752491920876917e-01,4.918959015284939396e-01,4.936588599787963272e-01
4.475564041800661030e+00,4.893310156861498950e-01,4.908034963820879781e-01,4.921530509418203803e-01
4.541038741421969505e+00,4.888102284209525084e-01,4.897417183784875672e-01,4.906789167674396879e-01
4.607471294902692804e+00,4.883119032035094786e-01,4.887097343903280544e-01,4.892357765463506980e-01
4.674875715045053504e+00,4.878350949519415503e-01,4.877067325169940348e-01,4.878229643516752700e-01
4.743266219649781235e+00,4.873788963294967136e-01,4.867319216253599423e-01,4.864398289094399308e-01
4.812657234515142157e+00,4.869424364097625357e-01,4.857845308956586505e-01,4.850857332755019735e-01
4.883063396479794704e+00,4.865248793739409550e-01,4.848638093727439813e-01,4.837600545188808221e-01
4.954499556510187475e+00,4.861254232408634968e-01,4.839690255229828209e-01,4.824621834114353192e-01
5.026980782833091688e+00,4.857432986302389066e-01,4.830994667969917833e-01,4.811915241238350349e-01
5.100522364114020490e+00,4.853777675594617147e-01,4.822544391984040502e-01,4.799474939277498242e-01
5.175139812682082230e+00,4.850281222741612552e-01,4.814332668588336972e-01,4.787295229041990119e-01
5.250848867802055508e+00,4.846936841125433215e-01,4.806352916191810598e-01,4.775370536579771619e-01
5.327665498994289095e+00,4.843738024034485168e-01,4.798598726174045925e-01,4.763695410380849316e-01
5.405605909403233156e+00,4.840678533979603237e-01,4.791063858828631394e-01,4.752264518640781921e-01
5.484686539215189782e+00,4.837752392342902219e-01,4.783742239373174332e-01,4.741072646582558114e-01
5.564924069126099049e+00,4.834953869355934630e-01,4.776627954026648748e-01,4.730114693835976158e-01
5.646335423860020519e+00,4.832277474402957296e-01,4.769715246154609956e-01,4.719385671873631560e-01
5.728937775739147753e+00,4.829717946644479509e-01,4.762998512482716773e-01,4.708880701502625721e-01
5.812748548305988194e+00,4.827270245955743166e-01,4.756472299378871060e-01,4.698595010411078521e-01
5.897785419998574419e+00,4.824929544174331175e-01,4.750131299204108926e-01,4.688523930768485615e-01
5.984066327879399516e+00,4.822691216650720758e-01,4.743970346732331311e-01,4.678662896879030031e-01
6.071609471418967452e+00,4.820550834095256310e-01,4.737984415638815117e-01,4.669007442886861092e-01
6.160433316334636089e+00,4.818504154714776666e-01,4.732168615057340544e-01,4.659553200532419170e-01
6.250556598485650817e+00,4.816547116631957337e-01,4.726518186205749261e-01,4.650295896958852593e-01
6.341998327825128179e+00,4.814675830580159577e-01,4.721028499079553686e-01,4.641231352567557478e-01
6.434777792409914099e+00,4.812886572866615920e-01,4.715695049213228796e-01,4.632355478921924563e-01
6.528914562469045002e+00,4.811175778596562536e-01,4.710513454508745701e-01,4.623664276698326026e-01
6.624428494531758638e+00,4.809540035150979831e-01,4.705479452130779672e-01,4.615153833683405260e-01
6.721339735615864619e+00,4.807976075910553870e-01,4.700588895468017503e-01,4.606820322816737034e-01
6.819668727477447234e+00,4.806480774218455654e-01,4.695837751159941398e-01,4.598660000277945414e-01
6.919436210922676800e+00,4.805051137574661846e-01,4.691222096188382151e-01,4.590669203617321337e-01
7.020663230182738523e+00,4.803684302054492816e-01,4.686738115033124430e-01,4.582844349929083849e-01
7.123371137352721760e+00,4.802377526944208719e-01,4.682382096890771450e-01,4.575181934066341327e-01
7.227581596895518601e+00,4.801128189586533201e-01,4.678150432956109661e-01,4.567678526896876701e-01
7.333316590211541808e+00,4.799933780429150865e-01,4.674039613765081924e-01,4.560330773598884058e-01
7.440598420275336800e+00,4.798791898269265666e-01,4.670046226598550954e-01,4.553135391995791759e-01
7.549449716339977634e+00,4.797700245687495091e-01,4.666166952945949298e-01,4.546089170929293877e-01
7.659893438710366098e+00,4.796656624664500934e-01,4.662398566027907698e-01,4.539188968669790047e-01
7.771952883586281224e+00,4.795658932373894623e-01,4.658737928376945892e-01,4.532431711363353877e-01
7.885651687976324986e+00,4.794705157145079388e-01,4.655181989475272175e-01,4.525814391514468848e-01
8.001013834683710968e+00,4.793793374589931378e-01,4.651727783448764697e-01,4.519334066503673530e-01
8.118063657365071961e+00,4.792921743887254005e-01,4.648372426816135827e-01,4.512987857139379999e-01
8.236825845663194201e+00,4.792088504219238487e-01,4.645113116292353128e-01,4.506772946243055578e-01
8.357325450414885282e+00,4.791291971354196821e-01,4.641947126645315502e-01,4.500686577267019040e-01
8.479587888934986495e+00,4.790530534370099902e-01,4.638871808604796421e-01,4.494726052944122974e-01
8.603638950377764161e+00,4.789802652513553971e-01,4.635884586822712206e-01,4.488888733968537936e-01
8.729504801176664941e+00,4.789106852189027319e-01,4.632982957883695629e-01,4.483172037707000568e-01
8.857211990563646609e+00,4.788441724073314587e-01,4.630164488365007269e-01,4.477573436939740192e-01
8.986787456169336608e+00,4.787805920350373112e-01,4.627426812944829271e-01,4.472090458630449961e-01
9.118258529705016713e+00,4.787198152061807876e-01,4.624767632557930663e-01,4.466720682724613645e-01
9.251652942727808693e+00,4.786617186568493665e-01,4.622184712597759981e-01,4.461461740975504742e-01
9.386998832490114353e+00,4.786061845118882996e-01,4.619675881164009290e-01,4.456311315797240047e-01
9.524324747874754138e+00,4.785531000519815947e-01,4.617239027354667069e-01,4.451267139144241547e-01
9.663659655416820371e+00,4.785023574905672428e-01,4.614872099601642352e-01,4.446326991416481578e-01
9.805032945413682199e+00,4.784538537601976671e-01,4.612573104049007000e-01,4.441488700389911171e-01
9.948474438124330632e+00,4.784074903079569285e-01,4.610340102972919629e-01,4.436750140171475953e-01
1.009401439005950252e+01,4.783631728995739185e-01,4.608171213242346909e-01,4.432109230178142845e-01
1.024168350036373099e+01,4.783208114318733273e-01,4.606064604819628538e-01,4.427563934139364665e-01
1.039151291729082693e+01,4.782803197532248252e-01,4.604018499300017719e-01,4.423112259122424783e-01
1.054353424477401369e+01,4.782416154916614426e-01,4.602031168489323365e-01,4.418752254580145533e-01
1.069777954909230822e+01,4.782046198903521228e-01,4.600100933018745897e-01,4.414482011420381991e-01
1.085428136563429113e+01,4.781692576501247460e-01,4.598226160996088385e-01,4.410299661096842572e-01
1.101307270576092812e+01,4.781354567787449161e-01,4.596405266692452640e-01,4.406203374720681909e-01
1.117418706376868620e+01,4.781031484466718440e-01,4.594636709263634766e-01,4.402191362192396928e-01
1.133765842395465384e+01,4.780722668490220983e-01,4.592918991505365867e-01,4.398261871353544850e-01
1.150352126778489392e+01,4.780427490734766027e-01,4.591250658641599092e-01,4.394413187157801826e-01
1.167181058116774217e+01,4.780145349738882388e-01,4.589630297145059212e-01,4.390643630860908697e-01
1.184256186183342940e+01,4.779875670493447526e-01,4.588056533589272012e-01,4.386951559229050890e-01
1.201581112682178976e+01,4.779617903284607561e-01,4.586528033531304116e-01,4.383335363765250570e-01
1.219159492007938717e+01,4.779371522586762788e-01,4.585043500424468288e-01,4.379793469953311424e-01
1.236995032016785601e+01,4.779136026003492077e-01,4.583601674560259243e-01,4.376324336518935265e-01
1.255091494808492847e+01,4.778910933254413296e-01,4.582201332038793318e-01,4.372926454707576904e-01
1.273452697520002275e+01,4.778695785205989699e-01,4.580841283767043137e-01,4.369598347578660391e-01
1.292082513130577404e+01,4.778490142944445962e-01,4.579520374484175038e-01,4.366338569315731943e-01
1.310984871278744635e+01,4.778293586888961442e-01,4.578237481813318688e-01,4.363145704552233717e-01
1.330163759091177766e+01,4.778105715943457565e-01,4.576991515339080552e-01,4.360018367712462650e-01
1.349623222023721247e+01,4.777926146685307907e-01,4.575781415710171718e-01,4.356955202367395197e-01
1.369367364714704394e+01,4.777754512589378333e-01,4.574606153766491712e-01,4.353954880605023225e-01
1.389400351850746063e+01,4.777590463285911193e-01,4.573464729690072117e-01,4.351016102414827502e-01
1.409726409045219064e+01,4.777433663850768619e-01,4.572356172179223854e-01,4.348137595086111196e-01
1.430349823729578063e+01,4.777283794126664374e-01,4.571279537645330793e-01,4.345318112619794837e-01
1.451274946057713855e+01,4.777140548074036985e-01,4.570233909431700159e-01,4.342556435153426264e-01
1.472506189823546663e+01,4.777003633150287421e-01,4.569218397053855796e-01,4.339851368399041398e-01
1.494048033392033226e+01,4.776872769716157263e-01,4.568232135460782439e-01,4.337201743093594963e-01
1.515905020643810275e+01,4.776747690468087226e-01,4.567274284316507615e-01,4.334606414461670276e-01
1.538081761933641722e+01,4.776628139895395808e-01,4.566344027301543207e-01,4.332064261690180551e-01
1.560582935062896581e+01,4.776513873761256690e-01,4.565440571433627692e-01,4.329574187414749753e-01
1.583413286266244135e+01,4.776404658606376863e-01,4.564563146407282224e-01,4.327135117217542071e-01
1.606577631212799417e+01,4.776300271274463993e-01,4.563711003951653189e-01,4.324745999136246910e-01
1.630080856021900715e+01,4.776200498458467170e-01,4.562883417206207159e-01,4.322405803183974049e-01
1.653927918293753407e+01,4.776105136266740603e-01,4.562079680113753088e-01,4.320113520879772517e-01
1.678123848155145836e+01,4.776013989808227111e-01,4.561299106830351002e-01,4.317868164789571139e-01
1.702673749320475949e+01,4.775926872795865918e-01,4.560541031151665869e-01,4.315668768077266515e-01
1.727582800168286425e+01,4.775843607167392646e-01,4.559804805955306461e-01,4.313514384065718632e-01
1.752856254833557159e+01,4.775764022722819302e-01,4.559089802658734536e-01,4.311404085807464814e-01
1.778499444315967537e+01,4.775687956777810994e-01,4.558395410692308580e-01,4.309336965664861685e-01
1.804517777604390716e+01,4.775615253832325990e-01,4.557721036987081309e-01,4.307312134899510259e-01
1.830916742817817067e+01,4.775545765253805253e-01,4.557066105476917928e-01,4.305328723270670510e-01
1.857701908362984256e+01,4.775479348974293048e-01,4.556430056614583224e-01,4.303385878642547180e-01
1.884878924108928189e+01,4.775415869200886343e-01,4.555812346901384480e-01,4.301482766600147056e-01
1.912453522578736553e+01,4.775355196138916791e-01,4.555212448430019379e-01,4.299618570073596713e-01
1.940431520158718826e+01,4.775297205727320748e-01,4.554629848440281403e-01,4.297792488970653135e-01
1.968818818325276254e+01,4.775241779385644980e-01,4.554064048887236371e-01,4.296003739817287892e-01
1.997621404889709140e+01,4.775188803772205670e-01,4.553514566021561460e-01,4.294251555406083942e-01
2.026845355261253090e+01,4.775138170552879480e-01,4.552980929981701452e-01,4.292535184452349606e-01
2.056496833728575169e+01,4.775089776180092560e-01,4.552462684397523551e-01,4.290853891257691011e-01
2.086582094760028383e+01,4.775043521681540670e-01,4.551959386005129948e-01,4.289206955380938657e-01
2.117107484322914956e+01,4.774999312458203526e-01,4.551470604272567222e-01,4.287593671316222155e-01
2.148079441222071395e+01,4.774957058091288120e-01,4.550995921036090630e-01,4.286013348178042692e-01
2.179504498458016215e+01,4.774916672157653030e-01,4.550534930146707957e-01,4.284465309393178378e-01
2.211389284604976169e+01,4.774878072053379552e-01,4.550087237126725359e-01,4.282948892399286445e-01
2.243740525209062397e+01,4.774841178825133259e-01,4.549652458836003222e-01,4.281463448350014689e-01
