draw,model,n_0p5,n_5,n_36
1.160000000000000000e+02,0.000000000000000000e+00,3.159515223897113589e+00,3.300676652875581762e+00,3.614446173520283967e+00
1.160000000000000000e+02,1.000000000000000000e+00,2.177665769851527156e+00,2.214271016777451973e+00,2.400474201263853580e+00
1.160000000000000000e+02,2.000000000000000000e+00,5.171853191023211949e+00,5.463650914659929470e+00,4.682192836441962491e+00
1.160000000000000000e+02,3.000000000000000000e+00,3.159515223897490177e+00,3.300676652875580430e+00,3.614446173520295957e+00
1.170000000000000000e+02,0.000000000000000000e+00,3.553935776782702227e+00,3.778620780326028772e+00,4.864109225500974354e+00
1.170000000000000000e+02,1.000000000000000000e+00,2.514290319895484238e+00,2.585496333709087047e+00,3.232217315971764648e+00
1.170000000000000000e+02,2.000000000000000000e+00,5.707099482284615277e+00,6.183167211125034868e+00,6.002071952833588853e+00
1.170000000000000000e+02,3.000000000000000000e+00,3.553935776782703115e+00,3.778620780326029660e+00,4.864109225500970801e+00
1.180000000000000000e+02,0.000000000000000000e+00,3.341565265929650419e+00,3.535848289176110271e+00,4.374323618356314114e+00
1.180000000000000000e+02,1.000000000000000000e+00,2.387900789538289548e+00,2.443124360846242293e+00,2.865643015746369482e+00
1.180000000000000000e+02,2.000000000000000000e+00,5.310582644269509878e+00,5.764889630636228723e+00,5.603961109041098787e+00
1.180000000000000000e+02,3.000000000000000000e+00,3.341565265929989259e+00,3.535848289176739989e+00,4.374323618356328325e+00
1.190000000000000000e+02,0.000000000000000000e+00,3.862264609435990259e+00,4.121741931733358122e+00,5.032680809042306080e+00
1.190000000000000000e+02,1.000000000000000000e+00,2.745855074682412855e+00,2.822430427764171412e+00,3.398776369172927581e+00
1.190000000000000000e+02,2.000000000000000000e+00,6.169115305967184604e+00,6.750613283420847210e+00,6.101724363082115410e+00
1.190000000000000000e+02,3.000000000000000000e+00,3.862264609435143825e+00,4.121741931734220543e+00,5.032680809042259895e+00
1.200000000000000000e+02,0.000000000000000000e+00,3.659903406697307293e+00,3.892109795159691021e+00,4.821495004807606399e+00
1.200000000000000000e+02,1.000000000000000000e+00,2.581197840424096501e+00,2.651641766400162137e+00,3.221611648707578102e+00
1.200000000000000000e+02,2.000000000000000000e+00,5.889367083157343252e+00,6.381119843755249654e+00,5.910365208552108562e+00
1.200000000000000000e+02,3.000000000000000000e+00,3.659903406697306405e+00,3.892109795159691021e+00,4.821495004807601958e+00
1.210000000000000000e+02,0.000000000000000000e+00,3.708880759787670733e+00,3.915362793779836981e+00,4.262975228513266934e+00
1.210000000000000000e+02,1.000000000000000000e+00,2.575068130746910100e+00,2.629432590314769058e+00,2.897671399085324673e+00
1.210000000000000000e+02,2.000000000000000000e+00,6.038104759650212650e+00,6.478476648908533697e+00,5.274773183389814157e+00
1.210000000000000000e+02,3.000000000000000000e+00,3.708880759787497094e+00,3.915362793780757134e+00,4.262975228512980053e+00
1.220000000000000000e+02,0.000000000000000000e+00,3.035160346124821551e+00,3.206888617777658546e+00,4.338077627790004165e+00
1.220000000000000000e+02,1.000000000000000000e+00,2.143461885263089783e+00,2.200163002107043297e+00,2.798535595945621068e+00
1.220000000000000000e+02,2.000000000000000000e+00,4.886436767015293725e+00,5.267318935456932749e+00,5.696270893720759787e+00
1.220000000000000000e+02,3.000000000000000000e+00,3.035160346125377107e+00,3.206888617777873485e+00,4.338077627790004165e+00
1.230000000000000000e+02,0.000000000000000000e+00,3.646635203331880071e+00,3.861070975001021477e+00,4.391666920588622958e+00
1.230000000000000000e+02,1.000000000000000000e+00,2.580888926081208901e+00,2.638096627698673924e+00,2.962823424603663547e+00
1.230000000000000000e+02,2.000000000000000000e+00,5.843951311631474077e+00,6.337322893185485029e+00,5.464083861608908244e+00
1.230000000000000000e+02,3.000000000000000000e+00,3.646635203331880071e+00,3.861070975001022365e+00,4.391666920588625622e+00
1.240000000000000000e+02,0.000000000000000000e+00,3.208578554841856612e+00,3.384981807319684233e+00,4.342855941139930565e+00
1.240000000000000000e+02,1.000000000000000000e+00,2.206982854618685597e+00,2.265791486739860527e+00,2.831204200994706710e+00
1.240000000000000000e+02,2.000000000000000000e+00,5.264709593780113828e+00,5.596450487548012553e+00,5.518042213583029820e+00
1.240000000000000000e+02,3.000000000000000000e+00,3.208578554842424158e+00,3.384981807320315284e+00,4.342855941139947440e+00
1.250000000000000000e+02,0.000000000000000000e+00,3.908203906977236297e+00,4.175846610833609418e+00,5.195535409153386297e+00
1.250000000000000000e+02,1.000000000000000000e+00,2.754331875568745591e+00,2.835331894888082793e+00,3.506697774201974926e+00
1.250000000000000000e+02,2.000000000000000000e+00,6.290212522485065350e+00,6.871616262668595709e+00,6.269238169422942875e+00
1.250000000000000000e+02,3.000000000000000000e+00,3.908203906977067543e+00,4.175846610834216044e+00,5.195535409153354323e+00
1.260000000000000000e+02,0.000000000000000000e+00,3.784280556091429659e+00,4.044575426332985835e+00,5.352800501069062022e+00
1.260000000000000000e+02,1.000000000000000000e+00,2.666526884134335251e+00,2.750712382294256741e+00,3.599044457849765788e+00
1.260000000000000000e+02,2.000000000000000000e+00,6.105353134681963390e+00,6.642169770137844154e+00,6.469353743555688041e+00
1.260000000000000000e+02,3.000000000000000000e+00,3.784280556091430991e+00,4.044575426332985835e+00,5.352800501069064687e+00
1.270000000000000000e+02,0.000000000000000000e+00,3.602799761681410917e+00,3.849332203404582931e+00,5.302674136194047705e+00
1.270000000000000000e+02,1.000000000000000000e+00,2.590255077220363855e+00,2.670282416555263438e+00,3.525200861550378040e+00
1.270000000000000000e+02,2.000000000000000000e+00,5.707907298966429011e+00,6.261292890403129974e+00,6.526651236824671187e+00
1.270000000000000000e+02,3.000000000000000000e+00,3.602799761681655166e+00,3.849332203404172592e+00,5.302674136193934906e+00
1.280000000000000000e+02,0.000000000000000000e+00,3.535971110602011525e+00,3.735937929833194726e+00,4.330901840982033235e+00
1.280000000000000000e+02,1.000000000000000000e+00,2.470110907096652486e+00,2.526963333729452810e+00,2.892225279800292981e+00
1.280000000000000000e+02,2.000000000000000000e+00,5.730363137563730724e+00,6.147955974594465189e+00,5.398035158536411693e+00
1.280000000000000000e+02,3.000000000000000000e+00,3.535971110602890821e+00,3.735937929834111326e+00,4.330901840982226858e+00
1.290000000000000000e+02,0.000000000000000000e+00,3.358866760379760397e+00,3.567485525015535508e+00,4.877468977591066235e+00
1.290000000000000000e+02,1.000000000000000000e+00,2.361322843434255248e+00,2.430338567968876262e+00,3.187613565897489121e+00
1.290000000000000000e+02,2.000000000000000000e+00,5.425151076764074709e+00,5.879021995844344595e+00,6.180247163880257411e+00
1.290000000000000000e+02,3.000000000000000000e+00,3.358866760378905969e+00,3.567485525015098080e+00,4.877468977591144395e+00
1.300000000000000000e+02,0.000000000000000000e+00,3.776652802975021483e+00,4.020077291356979110e+00,4.937533799638866405e+00
1.300000000000000000e+02,1.000000000000000000e+00,2.641528703745712470e+00,2.715781219092505694e+00,3.312233352607366843e+00
1.300000000000000000e+02,2.000000000000000000e+00,6.118934273191476869e+00,6.621281273132704648e+00,6.013009980664103082e+00
1.300000000000000000e+02,3.000000000000000000e+00,3.776652802975021483e+00,4.020077291357606164e+00,4.937533799638894827e+00
1.310000000000000000e+02,0.000000000000000000e+00,3.430466998473011841e+00,3.651569565218342195e+00,5.016719998397235258e+00
1.310000000000000000e+02,1.000000000000000000e+00,2.433754734970432931e+00,2.505811588480332919e+00,3.290713813174168667e+00
1.310000000000000000e+02,2.000000000000000000e+00,5.500521385077840719e+00,5.994684978984205159e+00,6.313878669042696679e+00
1.310000000000000000e+02,3.000000000000000000e+00,3.430466998471930928e+00,3.651569565218931501e+00,5.016719998397192626e+00
1.320000000000000000e+02,0.000000000000000000e+00,3.495909307089311024e+00,3.720428495060124519e+00,5.075193513130853873e+00
1.320000000000000000e+02,1.000000000000000000e+00,2.443186624960192344e+00,2.518002108484765689e+00,3.349280089211652989e+00
1.320000000000000000e+02,2.000000000000000000e+00,5.679194254355162563e+00,6.143066896824786127e+00,6.305241436338183014e+00
1.320000000000000000e+02,3.000000000000000000e+00,3.495909307089310136e+00,3.720428495059482366e+00,5.075193513130824563e+00
1.330000000000000000e+02,0.000000000000000000e+00,3.267827979065903499e+00,3.459638154529464327e+00,4.612909304840584035e+00
1.330000000000000000e+02,1.000000000000000000e+00,2.270525443305920543e+00,2.334048873047601003e+00,2.996667364437910042e+00
1.330000000000000000e+02,2.000000000000000000e+00,5.327427484949722292e+00,5.731181572907248167e+00,5.905184565398600149e+00
1.330000000000000000e+02,3.000000000000000000e+00,3.267827979065568655e+00,3.459638154528648979e+00,4.612909304840610680e+00
1.340000000000000000e+02,0.000000000000000000e+00,3.526240727928958485e+00,3.749663645594312644e+00,4.753968630559933572e+00
1.340000000000000000e+02,1.000000000000000000e+00,2.551447809094823604e+00,2.617169271104848871e+00,3.149253193275019402e+00
1.340000000000000000e+02,2.000000000000000000e+00,5.540627551981376797e+00,6.073207741491646772e+00,5.950332943084908344e+00
1.340000000000000000e+02,3.000000000000000000e+00,3.526240727928965146e+00,3.749663645594604855e+00,4.753968630559912256e+00
1.350000000000000000e+02,0.000000000000000000e+00,3.507894538088223158e+00,3.736987774025171571e+00,5.097042817049461938e+00
1.350000000000000000e+02,1.000000000000000000e+00,2.484990696799256771e+00,2.559628339325013879e+00,3.362061389074939122e+00
1.350000000000000000e+02,2.000000000000000000e+00,5.631937546343799283e+00,6.134879373281560078e+00,6.348116770128060082e+00
1.350000000000000000e+02,3.000000000000000000e+00,3.507894538088301317e+00,3.736987774025171571e+00,5.097042817049461938e+00
1.360000000000000000e+02,0.000000000000000000e+00,3.825857889238356790e+00,4.119095298883037159e+00,6.124915982626741418e+00
1.360000000000000000e+02,1.000000000000000000e+00,2.824069448520181602e+00,2.920171912294662775e+00,4.121051286832434712e+00
1.360000000000000000e+02,2.000000000000000000e+00,5.896040056126743423e+00,6.612532998176786414e+00,7.420437083220765118e+00
1.360000000000000000e+02,3.000000000000000000e+00,3.825857889238355458e+00,4.119095298883438616e+00,6.124915982626689903e+00
1.370000000000000000e+02,0.000000000000000000e+00,3.520560687697235291e+00,3.750214207296656443e+00,5.159785144768320286e+00
1.370000000000000000e+02,1.000000000000000000e+00,2.473718926229050652e+00,2.550420117859589109e+00,3.405480420295618593e+00
1.370000000000000000e+02,2.000000000000000000e+00,5.692306667053193436e+00,6.181498787670252959e+00,6.407279767569217022e+00
1.370000000000000000e+02,3.000000000000000000e+00,3.520560687697301905e+00,3.750214207295638147e+00,5.159785144768289200e+00
1.380000000000000000e+02,0.000000000000000000e+00,3.332616239266342983e+00,3.533903003743856797e+00,4.765442289867368508e+00
1.380000000000000000e+02,1.000000000000000000e+00,2.319964950340359433e+00,2.387609508230431832e+00,3.117026366102773949e+00
1.380000000000000000e+02,2.000000000000000000e+00,5.425076701208256580e+00,5.839804705791570960e+00,6.018524388465086972e+00
1.380000000000000000e+02,3.000000000000000000e+00,3.332616239266512181e+00,3.533903003745439086e+00,4.765442289867398706e+00
1.390000000000000000e+02,0.000000000000000000e+00,3.698528859949861580e+00,3.946813907751409278e+00,5.100587111379549121e+00
1.390000000000000000e+02,1.000000000000000000e+00,2.653350375560848740e+00,2.730469073046018380e+00,3.421160209284127784e+00
1.390000000000000000e+02,2.000000000000000000e+00,5.862874988468470328e+00,6.414627575447965135e+00,6.214507373509609245e+00
1.390000000000000000e+02,3.000000000000000000e+00,3.698528859949860692e+00,3.946813907751409278e+00,5.100587111379526029e+00
1.400000000000000000e+02,0.000000000000000000e+00,3.300915292126071598e+00,3.471435636865454644e+00,3.982516443664589456e+00
1.400000000000000000e+02,1.000000000000000000e+00,2.311724697396884576e+00,2.357978494446155260e+00,2.637784749130230200e+00
1.400000000000000000e+02,2.000000000000000000e+00,5.340233273364352051e+00,5.708687661572378502e+00,5.088070506986689168e+00
1.400000000000000000e+02,3.000000000000000000e+00,3.300915292126070266e+00,3.471435636865454644e+00,3.982516443664749772e+00
1.410000000000000000e+02,0.000000000000000000e+00,4.028554410363095251e+00,4.294303647575251404e+00,4.786979312835114797e+00
1.410000000000000000e+02,1.000000000000000000e+00,2.864596051613316430e+00,2.936861527828204643e+00,3.316457671721009248e+00
1.410000000000000000e+02,2.000000000000000000e+00,6.430906071600033691e+00,7.034017668615258678e+00,5.751035766037587038e+00
1.410000000000000000e+02,3.000000000000000000e+00,4.028554410363107685e+00,4.294303647576172445e+00,4.786979312835117462e+00
1.420000000000000000e+02,0.000000000000000000e+00,3.544450140262068505e+00,3.764672835785488392e+00,4.732661342094578671e+00
1.420000000000000000e+02,1.000000000000000000e+00,2.517441147877728103e+00,2.583069793481412635e+00,3.125310633390116166e+00
1.420000000000000000e+02,2.000000000000000000e+00,5.667339634138913951e+00,6.166171750475225366e+00,5.919194636936667919e+00
1.420000000000000000e+02,3.000000000000000000e+00,3.544450140262219939e+00,3.764672835785488392e+00,4.732661342094543144e+00
1.430000000000000000e+02,0.000000000000000000e+00,3.419839050373040923e+00,3.637819570600497876e+00,4.857784162223761193e+00
1.430000000000000000e+02,1.000000000000000000e+00,2.463512719025132025e+00,2.530581951175292499e+00,3.178765126152145903e+00
1.430000000000000000e+02,2.000000000000000000e+00,5.400540213151009183e+00,5.914620713000767083e+00,6.163554193395089698e+00
1.430000000000000000e+02,3.000000000000000000e+00,3.419839050372327716e+00,3.637819570601391383e+00,4.857784162223792279e+00
1.440000000000000000e+02,0.000000000000000000e+00,3.464006764506193381e+00,3.676407138509334427e+00,4.611939658555926691e+00
1.440000000000000000e+02,1.000000000000000000e+00,2.484194678536841838e+00,2.546182962744308220e+00,3.037765975489484127e+00
1.440000000000000000e+02,2.000000000000000000e+00,5.489844487653585681e+00,5.987872753718612273e+00,5.826393117097763863e+00
1.440000000000000000e+02,3.000000000000000000e+00,3.464006764506421199e+00,3.676407138509729666e+00,4.611939658555969324e+00
1.450000000000000000e+02,0.000000000000000000e+00,3.475727216104798512e+00,3.695091110008958069e+00,4.889279303413823108e+00
1.450000000000000000e+02,1.000000000000000000e+00,2.447671482192883996e+00,2.517838762731062996e+00,3.214913523795388528e+00
1.450000000000000000e+02,2.000000000000000000e+00,5.607954392398675658e+00,6.079515026703468550e+00,6.118208767428685135e+00
1.450000000000000000e+02,3.000000000000000000e+00,3.475727216105737760e+00,3.695091110008958957e+00,4.889279303413812450e+00
1.460000000000000000e+02,0.000000000000000000e+00,3.592568178812590940e+00,3.839131679230925798e+00,5.398020182724126315e+00
1.460000000000000000e+02,1.000000000000000000e+00,2.562117207699589727e+00,2.644231391785213603e+00,3.590477675311209094e+00
1.460000000000000000e+02,2.000000000000000000e+00,5.738674404953995278e+00,6.276903128932808329e+00,6.633753120969131167e+00
1.460000000000000000e+02,3.000000000000000000e+00,3.592568178813756674e+00,3.839131679230355143e+00,5.398020182724120097e+00
1.470000000000000000e+02,0.000000000000000000e+00,3.514069971573123397e+00,3.745983517675581798e+00,5.193275191856957740e+00
1.470000000000000000e+02,1.000000000000000000e+00,2.484525968848184885e+00,2.561363349416539315e+00,3.424345338118960136e+00
1.470000000000000000e+02,2.000000000000000000e+00,5.651689931649595877e+00,6.159814804945434652e+00,6.466169324267928786e+00
1.470000000000000000e+02,3.000000000000000000e+00,3.514069971572101991e+00,3.745983517675492092e+00,5.193275191856924877e+00
1.480000000000000000e+02,0.000000000000000000e+00,3.495689587806049659e+00,3.734368350743968001e+00,5.366331606774831009e+00
1.480000000000000000e+02,1.000000000000000000e+00,2.541854226487264778e+00,2.619384035621088458e+00,3.522305760290352250e+00
1.480000000000000000e+02,2.000000000000000000e+00,5.467681546590521080e+00,6.048671728379736656e+00,6.765320842411261637e+00
1.480000000000000000e+02,3.000000000000000000e+00,3.495689587806043885e+00,3.734368350743971554e+00,5.366331606774842555e+00
1.490000000000000000e+02,0.000000000000000000e+00,3.246944505331807118e+00,3.395356406705864138e+00,3.715538625034774611e+00
1.490000000000000000e+02,1.000000000000000000e+00,2.226749029363539467e+00,2.265764366015786901e+00,2.465626539290606711e+00
1.490000000000000000e+02,2.000000000000000000e+00,5.332976368369036102e+00,5.633482308348268575e+00,4.784679820704144326e+00
1.490000000000000000e+02,3.000000000000000000e+00,3.246944505331888831e+00,3.395356406705857033e+00,3.715538625034477516e+00
1.500000000000000000e+02,0.000000000000000000e+00,3.470961767656002284e+00,3.668081731996567729e+00,4.288367726497339660e+00
1.500000000000000000e+02,1.000000000000000000e+00,2.452125670954489411e+00,2.504810692720860210e+00,2.836366239361072239e+00
1.500000000000000000e+02,2.000000000000000000e+00,5.569232276174088447e+00,6.032739076456326011e+00,5.466596806808664333e+00
1.500000000000000000e+02,3.000000000000000000e+00,3.470961767656151942e+00,3.668081731996568617e+00,4.288367726496912447e+00
1.510000000000000000e+02,0.000000000000000000e+00,3.605576365839166186e+00,3.843127707728783093e+00,5.251735431800445220e+00
1.510000000000000000e+02,1.000000000000000000e+00,2.516057179202476846e+00,2.596477487153407093e+00,3.499040278229509582e+00
1.510000000000000000e+02,2.000000000000000000e+00,5.861153702666858756e+00,6.341293212600817242e+00,6.427482784864922749e+00
1.510000000000000000e+02,3.000000000000000000e+00,3.605576365839170183e+00,3.843127707728801745e+00,5.251735431800519827e+00
1.520000000000000000e+02,0.000000000000000000e+00,3.385545584151807397e+00,3.561469315329595542e+00,3.977045360716316758e+00
1.520000000000000000e+02,1.000000000000000000e+00,2.385970516660036012e+00,2.430764588266828508e+00,2.660944220407639449e+00
1.520000000000000000e+02,2.000000000000000000e+00,5.444698442896044099e+00,5.856416751647497421e+00,5.095693552651429314e+00
1.520000000000000000e+02,3.000000000000000000e+00,3.385545584152508614e+00,3.561469315329132357e+00,3.977045360715592448e+00
1.530000000000000000e+02,0.000000000000000000e+00,3.437758326389443564e+00,3.657464440227651714e+00,5.013737396132224688e+00
1.530000000000000000e+02,1.000000000000000000e+00,2.417867353151065490e+00,2.492600840603040435e+00,3.319819767927086218e+00
1.530000000000000000e+02,2.000000000000000000e+00,5.556994125448000865e+00,6.004050481280657436e+00,6.216003957684060666e+00
1.530000000000000000e+02,3.000000000000000000e+00,3.437758326390254471e+00,3.657464440227116587e+00,5.013737396132193602e+00
1.540000000000000000e+02,0.000000000000000000e+00,3.319764825108681983e+00,3.528341258445022444e+00,4.824583997523268053e+00
1.540000000000000000e+02,1.000000000000000000e+00,2.398552770022805536e+00,2.465315210343524743e+00,3.156561052299943437e+00
1.540000000000000000e+02,2.000000000000000000e+00,5.230960631375337400e+00,5.720010774680645227e+00,6.140507765102705129e+00
1.540000000000000000e+02,3.000000000000000000e+00,3.319764825108781015e+00,3.528341258444862127e+00,4.824583997523264500e+00
1.550000000000000000e+02,0.000000000000000000e+00,3.540368581683709159e+00,3.769827337498613762e+00,5.042883327081987943e+00
1.550000000000000000e+02,1.000000000000000000e+00,2.507568041759490995e+00,2.580323610703403769e+00,3.315493643321105299e+00
1.550000000000000000e+02,2.000000000000000000e+00,5.677145277576465254e+00,6.195197363490162701e+00,6.306364161170055382e+00
1.550000000000000000e+02,3.000000000000000000e+00,3.540368581685085392e+00,3.769827337498731445e+00,5.042883327081982614e+00
1.560000000000000000e+02,0.000000000000000000e+00,3.227073397403859900e+00,3.407315452039103132e+00,4.284622671271743677e+00
1.560000000000000000e+02,1.000000000000000000e+00,2.271509212061795235e+00,2.326062527153644588e+00,2.789366237462345577e+00
1.560000000000000000e+02,2.000000000000000000e+00,5.202298244164860641e+00,5.595554832452752869e+00,5.505890589188962458e+00
1.560000000000000000e+02,3.000000000000000000e+00,3.227073397403857236e+00,3.407315452040185377e+00,4.284622671271732131e+00
1.570000000000000000e+02,0.000000000000000000e+00,3.372117642591730302e+00,3.553716762840651189e+00,4.048022015075485314e+00
1.570000000000000000e+02,1.000000000000000000e+00,2.400920429769072051e+00,2.448270842620150045e+00,2.709172547684981947e+00
1.570000000000000000e+02,2.000000000000000000e+00,5.378974189500608460e+00,5.800984363594321458e+00,5.163077998610023478e+00
1.570000000000000000e+02,3.000000000000000000e+00,3.372117642591729858e+00,3.553716762840509080e+00,4.048022015075263269e+00
1.580000000000000000e+02,0.000000000000000000e+00,3.813356894360179883e+00,4.063151151071735967e+00,4.811618418308335698e+00
1.580000000000000000e+02,1.000000000000000000e+00,2.736357182193787541e+00,2.806387721059758977e+00,3.264127770492041059e+00
1.580000000000000000e+02,2.000000000000000000e+00,6.042938755325278244e+00,6.619332174756271669e+00,5.877424648425626508e+00
1.580000000000000000e+02,3.000000000000000000e+00,3.813356894360281579e+00,4.063151151070657718e+00,4.811618418308207801e+00
1.590000000000000000e+02,0.000000000000000000e+00,3.437180748721720303e+00,3.666489118216567533e+00,5.184293337175168936e+00
1.590000000000000000e+02,1.000000000000000000e+00,2.475243608226692427e+00,2.550851264578876343e+00,3.412426783715493794e+00
1.590000000000000000e+02,2.000000000000000000e+00,5.441993667329303008e+00,5.966210304385261232e+00,6.500740970793686735e+00
1.590000000000000000e+02,3.000000000000000000e+00,3.437180748721870405e+00,3.666489118216178955e+00,5.184293337175082783e+00
1.600000000000000000e+02,0.000000000000000000e+00,3.826590283314735608e+00,4.101542881324803602e+00,5.724880597519472758e+00
1.600000000000000000e+02,1.000000000000000000e+00,2.696744428620662326e+00,2.788988914801423746e+00,3.862835493713017598e+00
1.600000000000000000e+02,2.000000000000000000e+00,6.174677286432046941e+00,6.749836108686899649e+00,6.882400095757953196e+00
1.600000000000000000e+02,3.000000000000000000e+00,3.826590283314735608e+00,4.101542881324802714e+00,5.724880597519446113e+00
1.610000000000000000e+02,0.000000000000000000e+00,3.821261589957896554e+00,4.100753315090852169e+00,5.701343121250554979e+00
1.610000000000000000e+02,1.000000000000000000e+00,2.739825284403285099e+00,2.829392822058851564e+00,3.829608241624611775e+00
1.610000000000000000e+02,2.000000000000000000e+00,6.070587969663101546e+00,6.698086193919226439e+00,6.899119354386542113e+00
1.610000000000000000e+02,3.000000000000000000e+00,3.821261589958171889e+00,4.100753315090292617e+00,5.701343121250536328e+00
1.620000000000000000e+02,0.000000000000000000e+00,3.666029522264494744e+00,3.915896351792310437e+00,5.242292969776779721e+00
1.620000000000000000e+02,1.000000000000000000e+00,2.617657092380051509e+00,2.697630759066952599e+00,3.502086751210767623e+00
1.620000000000000000e+02,2.000000000000000000e+00,5.842625745392370895e+00,6.387469068922175808e+00,6.400191061083690514e+00
1.620000000000000000e+02,3.000000000000000000e+00,3.666029522264496077e+00,3.915896351792150565e+00,5.242292969776813472e+00
1.630000000000000000e+02,0.000000000000000000e+00,4.033981486891905277e+00,4.285509016138264293e+00,4.576163966413189677e+00
1.630000000000000000e+02,1.000000000000000000e+00,2.827468048662024724e+00,2.896123328539328856e+00,3.212142594831915776e+00
1.630000000000000000e+02,2.000000000000000000e+00,6.516717513211125024e+00,7.028747486782951803e+00,5.448262274218076406e+00
1.630000000000000000e+02,3.000000000000000000e+00,4.033981486892161961e+00,4.285509016137942773e+00,4.576163966412888584e+00
1.640000000000000000e+02,0.000000000000000000e+00,3.609554521122021242e+00,3.851796774850759331e+00,5.315280698425796757e+00
1.640000000000000000e+02,1.000000000000000000e+00,2.537155696366827140e+00,2.618579102761182664e+00,3.539596798369616604e+00
1.640000000000000000e+02,2.000000000000000000e+00,5.835064871261409714e+00,6.339931604331003889e+00,6.511707827712998942e+00
1.640000000000000000e+02,3.000000000000000000e+00,3.609554521122020798e+00,3.851796774850558602e+00,5.315280698425868700e+00
1.650000000000000000e+02,0.000000000000000000e+00,3.563943644143491518e+00,3.803432509037493858e+00,5.296088293246821621e+00
1.650000000000000000e+02,1.000000000000000000e+00,2.525379622145851766e+00,2.605307265524482663e+00,3.514325790641650293e+00
1.650000000000000000e+02,2.000000000000000000e+00,5.724927301400984270e+00,6.241022800053332986e+00,6.532797272486312146e+00
1.650000000000000000e+02,3.000000000000000000e+00,3.563943644142531397e+00,3.803432509036856146e+00,5.296088293246783429e+00
1.660000000000000000e+02,0.000000000000000000e+00,3.609500883831969986e+00,3.810104337279421660e+00,4.162783057332620551e+00
1.660000000000000000e+02,1.000000000000000000e+00,2.546133585281117107e+00,2.598251293526527839e+00,2.844764288170231747e+00
1.660000000000000000e+02,2.000000000000000000e+00,5.803775720687812445e+00,6.250978993976207043e+00,5.171232518269494705e+00
1.660000000000000000e+02,3.000000000000000000e+00,3.609500883831970874e+00,3.810104337279420772e+00,4.162783057332622327e+00
1.670000000000000000e+02,0.000000000000000000e+00,3.450411467383577957e+00,3.668361518240660146e+00,4.966186357754802216e+00
1.670000000000000000e+02,1.000000000000000000e+00,2.417849478448963474e+00,2.491316463855612007e+00,3.282484713056608605e+00
1.670000000000000000e+02,2.000000000000000000e+00,5.592901327922578325e+00,6.034922393023457232e+00,6.166571414566424103e+00
1.670000000000000000e+02,3.000000000000000000e+00,3.450411467383138753e+00,3.668361518241705532e+00,4.966186357754764913e+00
1.680000000000000000e+02,0.000000000000000000e+00,4.183424699938491642e+00,4.513553265634792311e+00,6.403709921625870827e+00
1.680000000000000000e+02,1.000000000000000000e+00,2.959976910106275838e+00,3.070623144379291514e+00,4.428981235925414595e+00
1.680000000000000000e+02,2.000000000000000000e+00,6.724631283448093022e+00,7.432568506925151475e+00,7.489039292619668053e+00
1.680000000000000000e+02,3.000000000000000000e+00,4.183424699938493418e+00,4.513553265634149270e+00,6.403709921625845958e+00
1.690000000000000000e+02,0.000000000000000000e+00,3.902351702189630789e+00,4.153754091782881019e+00,4.702252995435996397e+00
1.690000000000000000e+02,1.000000000000000000e+00,2.773871026327904943e+00,2.841526718888819580e+00,3.217117128077281230e+00
1.690000000000000000e+02,2.000000000000000000e+00,6.228155402333088730e+00,6.814115034507282509e+00,5.731164613085796944e+00
1.690000000000000000e+02,3.000000000000000000e+00,3.902351702190271610e+00,4.153754091782879243e+00,4.702252995436047023e+00
1.700000000000000000e+02,0.000000000000000000e+00,3.960209936010524512e+00,4.242093886684510373e+00,5.161527904189184390e+00
1.700000000000000000e+02,1.000000000000000000e+00,2.911102444973126424e+00,2.989499736930939289e+00,3.522727232244693418e+00
1.700000000000000000e+02,2.000000000000000000e+00,6.110353772929369320e+00,6.816407025236235206e+00,6.263238174018059823e+00
1.700000000000000000e+02,3.000000000000000000e+00,3.960209936010521403e+00,4.242093886684500603e+00,5.161527904188790927e+00
1.710000000000000000e+02,0.000000000000000000e+00,3.793047859321429183e+00,4.067975599311559165e+00,5.601845328094426257e+00
1.710000000000000000e+02,1.000000000000000000e+00,2.734800768118052616e+00,2.822668362593968361e+00,3.766394733553771079e+00
1.710000000000000000e+02,2.000000000000000000e+00,5.995749536621032050e+00,6.616621529476552688e+00,6.772903049677552190e+00
1.710000000000000000e+02,3.000000000000000000e+00,3.793047859321459825e+00,4.067975599310519108e+00,5.601845328094412046e+00
1.720000000000000000e+02,0.000000000000000000e+00,3.479341664976598025e+00,3.715015817192166114e+00,5.321113365282333696e+00
1.720000000000000000e+02,1.000000000000000000e+00,2.525875195881051027e+00,2.603674653666135264e+00,3.504751657599126879e+00
1.720000000000000000e+02,2.000000000000000000e+00,5.459317105938430004e+00,6.019386217477863177e+00,6.675386039601285404e+00
1.720000000000000000e+02,3.000000000000000000e+00,3.479341664976415061e+00,3.715015817193228820e+00,5.321113365282244878e+00
1.730000000000000000e+02,0.000000000000000000e+00,3.269093251195481109e+00,3.450290035880030359e+00,4.382219607914517034e+00
1.730000000000000000e+02,1.000000000000000000e+00,2.252852897586475667e+00,2.311697436602115907e+00,2.859748931518534043e+00
1.730000000000000000e+02,2.000000000000000000e+00,5.355869158781355388e+00,5.706863441147245197e+00,5.553938529243119149e+00
1.730000000000000000e+02,3.000000000000000000e+00,3.269093251195480221e+00,3.450290035879632011e+00,4.382219607914536574e+00
1.740000000000000000e+02,0.000000000000000000e+00,4.547277575780725556e+00,4.863703885282853356e+00,4.861253557612942089e+00
