G_mM,Y_0p5,Y_5,Y_36
9.999999999999982011e-09,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.010803336220382749e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.021723384514257942e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.032761405761394785e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.043918674463272197e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.055196478890237068e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.066596121230254167e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.078118917739266564e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.089766198893160955e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.101539309541414140e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.113439609062360287e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.125468471520154573e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.137627285823429072e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.149917455885663058e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.162340400787285095e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.174897554939526761e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.187590368250046211e-08,7.379309028859652638e-22,1.513048405172566758e-21,2.088013363436134648e-19
1.200420306290341755e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.213388850464973329e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.226497498182612357e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.239747763028944008e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.253141174941415222e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.266679280385915192e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.280363642535318994e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.294195841449984185e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.308177474260191939e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.322310155350558197e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.336595516546439315e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.351035207302348917e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.365630894892413254e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.380384264602880616e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.395297019926713753e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.410370882760287634e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.425607593602187581e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.441008911754205393e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.456576615524456523e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.472312502432717075e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.488218389417973511e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.504296113048215179e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.520547529732492484e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.536974515935267838e-08,3.290637578253931022e-21,6.052193620690267031e-21,9.012763564689847523e-19
1.553578968393079411e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.570362804333547951e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.587327961696749174e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.604476399358976711e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.621810097358929678e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.639331057126312649e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.657041301712966784e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.674942876026435533e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.693037847066086977e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.711328304161777934e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.729816359215098208e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.748504146943220458e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.767393825125384796e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.786487574852045919e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.805787600776711890e-08,4.075315235168871375e-21,7.475456735885559912e-21,1.123207188607024125e-18
1.825296131370504335e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
1.845015419179473489e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
1.864947741084663119e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
1.885095398565047415e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
1.905460717963245561e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
1.926046050754137716e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
1.946853773816378780e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
1.967886289706841371e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
1.989146026938029701e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
2.010635440258483220e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
2.032357010936216664e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
2.054313247045216382e-08,4.910078699971999379e-21,8.988505141058127986e-21,1.338361506786650350e-18
2.076506683755035602e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.098939883623517111e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.121615436892684360e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.144535961787794055e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.167704104819693172e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.191122541090368226e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.214793974601830724e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.238721138568336155e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.262906795731971925e-08,6.531189348619674393e-21,1.192814204253625728e-20,1.795352666857155221e-18
2.287353738681657571e-08,8.200716278225930401e-21,1.496088961510193010e-20,2.252767359050061035e-18
2.312064790175589034e-08,8.200716278225930401e-21,1.496088961510193010e-20,2.252767359050061035e-18
2.337042803467168990e-08,8.200716278225930401e-21,1.496088961510193010e-20,2.252767359050061035e-18
2.362290662634455026e-08,8.200716278225930401e-21,1.496088961510193010e-20,2.252767359050061035e-18
2.387811282913169978e-08,8.200716278225930401e-21,1.496088961510193010e-20,2.252767359050061035e-18
2.413607611033308526e-08,8.200716278225930401e-21,1.496088961510193010e-20,2.252767359050061035e-18
2.439682625559389332e-08,8.200716278225930401e-21,1.496088961510193010e-20,2.252767359050061035e-18
2.466039337234337848e-08,8.200716278225930401e-21,1.496088961510193010e-20,2.252767359050061035e-18
2.492680789327174808e-08,9.820157399943998759e-21,1.789720113546978880e-20,2.696205491203739031e-18
2.519610057984369800e-08,9.820157399943998759e-21,1.789720113546978880e-20,2.696205491203739031e-18
2.546830252585037580e-08,9.820157399943998759e-21,1.789720113546978880e-20,2.696205491203739031e-18
2.574344516099960600e-08,9.820157399943998759e-21,1.789720113546978880e-20,2.696205491203739031e-18
2.602156025454491670e-08,9.820157399943998759e-21,1.789720113546978880e-20,2.696205491203739031e-18
2.630267991895376134e-08,9.820157399943998759e-21,1.789720113546978880e-20,2.696205491203739031e-18
2.658683661361537565e-08,1.075342295359389541e-20,1.958649473948663366e-20,2.945665911297833289e-18
2.687406314858869330e-08,1.075342295359389541e-20,1.958649473948663366e-20,2.945665911297833289e-18
2.716439268839074380e-08,1.075342295359389541e-20,1.958649473948663366e-20,2.945665911297833289e-18
2.745785875582598582e-08,1.075342295359389541e-20,1.958649473948663366e-20,2.945665911297833289e-18
2.775449523585700298e-08,1.075342295359389541e-20,1.958649473948663366e-20,2.945665911297833289e-18
2.805433637951712766e-08,1.075342295359389541e-20,1.958649473948663366e-20,2.945665911297833289e-18
2.835741680786481433e-08,1.153810061050883576e-20,2.101308323579219638e-20,3.160820229477459128e-18
2.866377151598176411e-08,1.153810061050883576e-20,2.101308323579219638e-20,3.160820229477459128e-18
2.897343587701319581e-08,1.153810061050883576e-20,2.101308323579219638e-20,3.160820229477459128e-18
2.928644564625232153e-08,1.153810061050883576e-20,2.101308323579219638e-20,3.160820229477459128e-18
2.960283696526880509e-08,1.153810061050883576e-20,2.101308323579219638e-20,3.160820229477459128e-18
2.992264636608183199e-08,1.399564425088924543e-20,2.546244316133262315e-20,3.840165753808404700e-18
3.024591077537828384e-08,1.399564425088924543e-20,2.546244316133262315e-20,3.840165753808404700e-18
3.057266751877644744e-08,1.399564425088924543e-20,2.546244316133262315e-20,3.840165753808404700e-18
3.090295432513581438e-08,1.399564425088924543e-20,2.546244316133262315e-20,3.840165753808404700e-18
3.123680933091344429e-08,1.399564425088924543e-20,2.546244316133262315e-20,3.840165753808404700e-18
3.157427108456735162e-08,1.483040771569237494e-20,2.688903165763818587e-20,4.062096585946443688e-18
3.191537855100761085e-08,1.483040771569237494e-20,2.688903165763818587e-20,4.062096585946443688e-18
3.226017111609499478e-08,1.483040771569237494e-20,2.688903165763818587e-20,4.062096585946443688e-18
3.260868859118930989e-08,1.483040771569237494e-20,2.688903165763818587e-20,4.062096585946443688e-18
3.296097121774574116e-08,1.649993464529863095e-20,3.000491375796059345e-20,4.519087746016949137e-18
3.331705967196146971e-08,1.649993464529863095e-20,3.000491375796059345e-20,4.519087746016949137e-18
3.367699506947228523e-08,1.649993464529863095e-20,3.000491375796059345e-20,4.519087746016949137e-18
3.404081897010002690e-08,1.649993464529863095e-20,3.000491375796059345e-20,4.519087746016949137e-18
3.440857338265126335e-08,1.728294277528396465e-20,3.142817687315588408e-20,4.734242064196574591e-18
3.478030076976782017e-08,1.728294277528396465e-20,3.142817687315588408e-20,4.734242064196574591e-18
3.515604405282971763e-08,1.728294277528396465e-20,3.142817687315588408e-20,4.734242064196574591e-18
3.553584661691108768e-08,1.974048641566437282e-20,3.588086217980657994e-20,5.413587588527520163e-18
3.591975231578959294e-08,1.974048641566437282e-20,3.588086217980657994e-20,5.413587588527520163e-18
3.630780547701013530e-08,1.974048641566437282e-20,3.588086217980657994e-20,5.413587588527520163e-18
3.670005090700259583e-08,1.974048641566437282e-20,3.588086217980657994e-20,5.413587588527520163e-18
3.709653389625617383e-08,2.057524988046750233e-20,3.730412529500187658e-20,5.635094888543158786e-18
