G_mM,min_pair_TV,TV_0_1,TV_0_2,TV_0_3,TV_1_2,TV_1_3,TV_2_3
1.755045575340854702e+00,1.272550441384147357e-01,1.919268091629218465e-01,1.430724622817970970e-01,3.191818533013365822e-01,3.284313460103033822e-01,1.272550441384147357e-01,4.073430645434527042e-01
1.782525797196133244e+00,1.309794782926605450e-01,1.899693507335822318e-01,1.414334332325987709e-01,3.209488290262427768e-01,3.256987892372614768e-01,1.309794782926605450e-01,4.078384896601579546e-01
1.810436299953414707e+00,1.346236526700093639e-01,1.880517855700202801e-01,1.398191417891179178e-01,3.226754382400296439e-01,3.229965350793004286e-01,1.346236526700093639e-01,4.083249668187940440e-01
1.838783820881984887e+00,1.381881771033728612e-01,1.861740338038744835e-01,1.382307121408281325e-01,3.243622109072473170e-01,3.203268536562582924e-01,1.381881771033728612e-01,4.088027504883032792e-01
1.867575202742208340e+00,1.366691065791217630e-01,1.843359601346773180e-01,1.366691065791217630e-01,3.260096928872783795e-01,3.176917705769666256e-01,1.416737327526010892e-01,4.092720646782788130e-01
1.896817395437291776e+00,1.351351382965573500e-01,1.825373778786910373e-01,1.351351382965573500e-01,3.276184443092780008e-01,3.150930826850583677e-01,1.450810664305869635e-01,4.097331073834271642e-01
1.926517457690914537e+00,1.336294825853912294e-01,1.807780535833464763e-01,1.336294825853912294e-01,3.291890380106575753e-01,3.125323725064520497e-01,1.484109844273110990e-01,4.101860532767152567e-01
1.956682558751113410e+00,1.321526876039945675e-01,1.790577095639997174e-01,1.321526876039945675e-01,3.307220580395542342e-01,3.100110216377997552e-01,1.516643484755545446e-01,4.106310563858847629e-01
1.987319980120864527e+00,1.307051848579298403e-01,1.773760276886962584e-01,1.307051848579298403e-01,3.322180982214288369e-01,3.075302243374992694e-01,1.548420705327325231e-01,4.110682529506441973e-01
2.018437117315744711e+00,1.292872989233179726e-01,1.758037015621814747e-01,1.292872989233179726e-01,3.336777607896775355e-01,3.050910004854994195e-01,1.579451074517082554e-01,4.114977637931930832e-01
2.050041481649128805e+00,1.278992564084334982e-01,1.747949506982024448e-01,1.278992564084334982e-01,3.351016550799006399e-01,3.026942071066359152e-01,1.609744577259687170e-01,4.119196962082993796e-01
2.082140702045326641e+00,1.265411949415457538e-01,1.737993558941497152e-01,1.265411949415457538e-01,3.364903962872520249e-01,3.003405508356954967e-01,1.639311558169914695e-01,4.123341464470410833e-01
2.114742526881128182e+00,1.252131712642602923e-01,1.728174272139665901e-01,1.252131712642602923e-01,3.378446042861018572e-01,2.980305984782269380e-01,1.668162694026934512e-01,4.127412015086723285e-01
2.147854825856156058e+00,1.239151680586929732e-01,1.718496190909162280e-01,1.239151680586929732e-01,3.391649025110666238e-01,2.957647871496091874e-01,1.696308943856419116e-01,4.131409397533355454e-01
2.181485591892527776e+00,1.226471022653516096e-01,1.708963328980766250e-01,1.226471022653516096e-01,3.404519168983074495e-01,2.935434351634282346e-01,1.723761519917303420e-01,4.135334340341937365e-01
2.215642943064253245e+00,1.214088304888394365e-01,1.699579198578412276e-01,1.214088304888394365e-01,3.417062748858617494e-01,2.913667503466806363e-01,1.750531849818529051e-01,4.139187513927788387e-01
2.250335124556838817e+00,1.202001557042751689e-01,1.690346838250821604e-01,1.202001557042751689e-01,3.429286044716555182e-01,2.892348395293573016e-01,1.776631542333012292e-01,4.142969549808864782e-01
2.285570510657588539e+00,1.190208330451831970e-01,1.681268838060951121e-01,1.190208330451831970e-01,3.441195333277422552e-01,2.871477168512783229e-01,1.802072360178801902e-01,4.146681051916124572e-01
2.321357606777046723e+00,1.178705748349850313e-01,1.672347366660807966e-01,1.178705748349850313e-01,3.452796879692268117e-01,2.851053115010658834e-01,1.826866187706279732e-01,4.150322602175416931e-01
2.357705051502112070e+00,1.167490554785913515e-01,1.663584196109506308e-01,1.167490554785913515e-01,3.464096929762653376e-01,2.831074750895419823e-01,1.851025004266468044e-01,4.153894768341704902e-01
2.394621618681289643e+00,1.156559160721216811e-01,1.654980725903252847e-01,1.156559160721216811e-01,3.475101702674731619e-01,2.811539886624469520e-01,1.874560859209629116e-01,4.157398111951062236e-01
2.432116219542594049e+00,1.145907684532840309e-01,1.646538006527198672e-01,1.145907684532840309e-01,3.485817384230239235e-01,2.792445691060038704e-01,1.897485847627340960e-01,4.160833192594300955e-01
2.470197904844624759e+00,1.135531990221244070e-01,1.638256762252509324e-01,1.135531990221244070e-01,3.496250120556972374e-01,2.773788752473753672e-01,1.919812087473236062e-01,4.164200572649388032e-01
2.508875867061298948e+00,1.125427724795637213e-01,1.630137412749906312e-01,1.125427724795637213e-01,3.506406012281020335e-01,2.755565137545543664e-01,1.941551699049411939e-01,4.167500824147110094e-01
2.548159442600816504e+00,1.115590350374801587e-01,1.622180093976180182e-01,1.115590350374801587e-01,3.516291109142943849e-01,2.737770444350981491e-01,1.962716785620797488e-01,4.170734531828647618e-01
2.588058114059359038e+00,1.106015166344160444e-01,1.614384678220135982e-01,1.106015166344160444e-01,3.525911405040011992e-01,2.720399844564296288e-01,1.983319415388520301e-01,4.173902286378793347e-01
2.628581512510073548e+00,1.096697350006522187e-01,1.606750793275873168e-01,1.096697350006522187e-01,3.535272833476666432e-01,2.703448143282395355e-01,2.003371604849962517e-01,4.177004703955783937e-01
2.669739419827911409e+00,1.087631965608731044e-01,1.599277840753847157e-01,1.087631965608731044e-01,3.544381263405464999e-01,2.686909806362579034e-01,2.022885303474899477e-01,4.180042407874385302e-01
2.711541771050844929e+00,1.078814002501321256e-01,1.591965013543121255e-01,1.078814002501321256e-01,3.553242495440939730e-01,2.670779016044442233e-01,2.041872379629116052e-01,4.183016049724192498e-01
2.753998656778077425e+00,1.070238381248334175e-01,1.584811312440583542e-01,1.070238381248334175e-01,3.561862258429041028e-01,2.655049693688917856e-01,2.060344607679062967e-01,4.185926292007559613e-01
2.797120325605796154e+00,1.061899980110786040e-01,1.577815561965054680e-01,1.061899980110786040e-01,3.570246206355073282e-01,2.639715542075840582e-01,2.078313656213283123e-01,4.188773818674043081e-01
2.840917186601056965e+00,1.053793652689111460e-01,1.570976425375865959e-01,1.053793652689111460e-01,3.578399915573378665e-01,2.624770078064977419e-01,2.095791077318674700e-01,4.191559336325386131e-01
2.885399811814427284e+00,1.045914238196162943e-01,1.564292418917004324e-01,1.045914238196162943e-01,3.586328882342390001e-01,2.610206657113167683e-01,2.112788296851921821e-01,4.194283567983886352e-01
2.930578938831934988e+00,1.038256577143059078e-01,1.557761925308982220e-01,1.038256577143059078e-01,3.594038520649010526e-01,2.596018502452041576e-01,2.129316605648797212e-01,4.196947255341139105e-01
2.976465473367009729e+00,1.030815523878793744e-01,1.551383206511542934e-01,1.030815523878793744e-01,3.601534160306743004e-01,2.582198730390336538e-01,2.145387151616340582e-01,4.199551158595797307e-01
3.023070491892991374e+00,1.023585957304874450e-01,1.545154415780969070e-01,1.023585957304874450e-01,3.608821045312414211e-01,2.568740373085843798e-01,2.161010932655253458e-01,4.202096055453204970e-01
3.070405244316857019e+00,1.016562790596179655e-01,1.539073609046247015e-01,1.016562790596179655e-01,3.615904332446752689e-01,2.555636399642426948e-01,2.176198790362105506e-01,4.204582740227565396e-01
3.118481156694830947e+00,1.009740979999140115e-01,1.533138755538726861e-01,1.009740979999140115e-01,3.622789090104626686e-01,2.542879735537866837e-01,2.190961404672107649e-01,4.207012023038312343e-01
3.167309833990482382e+00,1.003115531808817101e-01,1.527347747259633626e-01,1.003115531808817101e-01,3.629480297341148298e-01,2.530463279068451143e-01,2.205309290410455703e-01,4.209384727904596502e-01
3.216903062876040220e+00,9.966815076405388663e-02,1.521698409382511719e-01,9.966815076405388663e-02,3.635982843120368901e-01,2.518379917023050307e-01,2.219252790898593453e-01,4.211701689812202831e-01
3.267272814577553586e+00,9.904340345016322822e-02,1.516188508962370007e-01,9.904340345016322822e-02,3.642301525753813829e-01,2.506622543464002151e-01,2.232802074760727451e-01,4.213963758669656556e-01
3.318431247764605185e+00,9.843683090589532003e-02,1.510815763140667123e-01,9.843683090589532003e-02,3.648441052516529504e-01,2.495184072199620462e-01,2.245967133157469320e-01,4.216171797005550115e-01
3.370390711485283575e+00,9.784795950804869857e-02,1.505577845524482816e-01,9.784795950804869857e-02,3.654406039428854114e-01,2.484057440604969524e-01,2.258757780486093658e-01,4.218326670171106407e-01
3.423163748147079577e+00,9.727632370388127059e-02,1.500472394990946257e-01,9.727632370388127059e-02,3.660201011192614207e-01,2.473235632029759101e-01,2.271183648824344758e-01,4.220429257131481648e-01
3.476763096544490672e+00,9.672146585767021909e-02,1.495497023000104952e-01,9.672146585767021909e-02,3.665830401270900318e-01,2.462711681576807421e-01,2.283254185174806716e-01,4.222480443400492556e-01
3.531201694934012369e+00,9.618293622768696316e-02,1.490649317889618797e-01,9.618293622768696316e-02,3.671298552101089352e-01,2.452478680166488290e-01,2.294978654929634154e-01,4.224481116277303827e-01
3.586492684157280397e+00,9.566029390290127499e-02,1.485926850724606507e-01,9.566029390290127499e-02,3.676609715431233827e-01,2.442529789753619396e-01,2.306366141138054271e-01,4.226432172381739960e-01
3.642649410813130650e+00,9.515310634571121085e-02,1.481327183965859551e-01,9.515310634571121085e-02,3.681768052770399979e-01,2.432858247422971798e-01,2.317425536848957413e-01,4.228334508752860099e-01
3.699685430479288772e+00,9.466094958461283848e-02,1.476847871777529908e-01,9.466094958461283848e-02,3.686777635943995213e-01,2.423457367623657877e-01,2.328165555776405826e-01,4.230189022401416032e-01
3.757614510984544243e+00,9.418340905154436171e-02,1.472486467562146573e-01,9.418340905154436171e-02,3.691642447745572264e-01,2.414320558077590051e-01,2.338594726073340013e-01,4.231996618126135923e-01
3.816450635732139496e+00,9.372007851158271896e-02,1.468240529161406183e-01,9.372007851158271896e-02,3.696366382677014339e-01,2.405441314277233233e-01,2.348721388903381169e-01,4.233758193631101951e-01
3.876208007075195638e+00,9.327056076224349290e-02,1.464107617720122323e-01,9.327056076224349290e-02,3.700953247769424026e-01,2.396813225342557807e-01,2.358553710662799063e-01,4.235474646506131591e-01
3.936901049745011427e+00,9.283446786257593120e-02,1.460085308862712483e-01,9.283446786257593120e-02,3.705406763477474552e-01,2.388429987488471795e-01,2.368099667194603630e-01,4.237146875835309801e-01
3.998544414332999786e+00,9.241142062742112306e-02,1.456171187675871503e-01,9.241142062742112306e-02,3.709730564640322803e-01,2.380285393950082873e-01,2.377367063700923655e-01,4.238775775264778112e-01
4.061152980827186454e+00,9.200104870546865765e-02,1.452362859569077680e-01,9.200104870546865765e-02,3.713928201502618709e-01,2.372373346623763979e-01,2.386363518828021335e-01,4.240362233434904482e-01
4.124741862204060361e+00,9.160299064128397950e-02,1.448657945962646965e-01,9.160299064128397950e-02,3.718003140789465366e-01,2.364687852375486898e-01,2.395096482074091093e-01,4.241907134481531227e-01
4.189326408076666119e+00,9.121689378975789131e-02,1.445054093020386454e-01,9.121689378975789131e-02,3.721958766829574494e-01,2.357223030917965367e-01,2.403573221849593933e-01,4.243411357002864759e-01
4.254922208399837480e+00,9.084241422162538104e-02,1.441548967954984772e-01,9.084241422162538104e-02,3.725798382721172697e-01,2.349973110171238999e-01,2.411800840666087908e-01,4.244875773144018982e-01
4.321545097233405741e+00,9.047921662100605333e-02,1.438140267212920931e-01,9.047921662100605333e-02,3.729525211535550944e-01,2.342932433422980909e-01,2.419786263725738074e-01,4.246301247788700772e-01
4.389211156564372551e+00,9.012697417584453197e-02,1.434825711278861771e-01,9.012697417584453197e-02,3.733142397553490532e-01,2.336095453037307368e-01,2.427536256646711521e-01,4.247688637848331950e-01
4.457936720188911295e+00,8.978536846207414712e-02,1.431603054479461401e-01,8.978536846207414712e-02,3.736653007530027493e-01,2.329456739100202456e-01,2.435057409877149914e-01,4.249038791639834223e-01
4.527738377655147417e+00,8.945408932226528442e-02,1.428470077031517849e-01,8.945408932226528442e-02,3.740060031983380995e-01,2.323010970254170415e-01,2.442356161766110478e-01,4.250352548344040748e-01
4.598632978267702676e+00,8.913283473946342905e-02,1.425424596281457679e-01,8.913283473946342905e-02,3.743366386504109466e-01,2.316752943676091969e-01,2.449438779283580336e-01,4.251630737537387961e-01
4.670637635154891498e+00,8.882131070687471208e-02,1.422464458551174482e-01,8.882131070687471208e-02,3.746574913080811253e-01,2.310677565619921603e-01,2.456311380892409746e-01,4.252874178790230220e-01
4.743769729399647694e+00,8.851923109400317013e-02,1.419587546373171083e-01,8.851923109400317013e-02,3.749688381438948115e-01,2.304779857313202784e-01,2.462979925509594659e-01,4.254083681325616095e-01
4.818046914235113221e+00,8.822631750980393373e-02,1.416791777950542897e-01,8.822631750980393373e-02,3.752709490389611879e-01,2.299054953048582095e-01,2.469450218216658888e-01,4.255260043733010145e-01
4.893487119305912181e+00,8.794229913740927995e-02,1.414075103833020430e-01,8.794229913740927995e-02,3.755640869185279396e-01,2.293498095207113230e-01,2.475727921731097902e-01,4.256404053422730982e-01
4.970108554996182981e+00,8.766691236454017544e-02,1.411435515182260514e-01,8.766691236454017544e-02,3.758485078879784114e-01,2.288104638827662130e-01,2.481818542498880342e-01,4.257516483719390177e-01
5.047929716825320767e+00,8.739990100314036503e-02,1.408871036632154128e-01,8.739990100314036503e-02,3.761244613689995742e-01,2.282870046663557639e-01,2.487727449996965934e-01,4.258598098031833867e-01
5.126969389912598096e+00,8.714101608178537184e-02,1.406379729404111101e-01,8.714101608178537184e-02,3.763921902356827109e-01,2.277789890221964819e-01,2.493459873564007889e-01,4.259649648979146330e-01
5.207246653511669265e+00,8.689001560642788113e-02,1.403959695509020555e-01,8.689001560642788113e-02,3.766519309503419954e-01,2.272859851573299506e-01,2.499020896745149378e-01,4.260671877186564260e-01
5.288780885616072958e+00,8.664666396419402894e-02,1.401609070892566589e-01,8.664666396419402894e-02,3.769039136988498462e-01,2.268075710534506462e-01,2.504415475312181671e-01,4.261665505884506544e-01
5.371591767636877179e+00,8.641073252981470998e-02,1.399326029020923068e-01,8.641073252981470998e-02,3.771483625253079786e-01,2.263433354319070168e-01,2.509648432550787289e-01,4.262631249820116319e-01
5.455699289153508325e+00,8.618199935583888138e-02,1.397108784086391053e-01,8.618199935583888138e-02,3.773854954658833472e-01,2.258928777644779728e-01,2.514724455255353819e-01,4.263569813297678479e-01
5.541123752739023800e+00,8.596024824126957675e-02,1.394955584915291980e-01,8.596024824126957675e-02,3.776155246816582656e-01,2.254558067327987747e-01,2.519648109552953263e-01,4.264481880878641107e-01
5.627885778860909127e+00,8.574526958665336374e-02,1.392864717101383043e-01,8.574526958665336374e-02,3.778386565903534278e-01,2.250317412967916542e-01,2.524423838867642655e-01,4.265368129279057952e-01
5.716006310858613659e+00,8.553685994433717077e-02,1.390834505802854282e-01,8.553685994433717077e-02,3.780550919967978762e-01,2.246203105246225851e-01,2.529055960358146948e-01,4.266229223791723757e-01
5.805506619999053264e+00,8.533482110007277466e-02,1.388863312612886314e-01,8.533482110007277466e-02,3.782650262220311754e-01,2.242211523613613922e-01,2.533548673930947071e-01,4.267065809178900437e-01
5.896408310611207071e+00,8.513896141795447570e-02,1.386949534113175175e-01,8.513896141795447570e-02,3.784686492309324302e-01,2.238339148292720071e-01,2.537906067492888273e-01,4.267878527354098672e-01
5.988733325301172528e+00,8.494909401653620573e-02,1.385091603564247709e-01,8.494909401653620573e-02,3.786661457582878310e-01,2.234582543729609905e-01,2.542132115378039625e-01,4.268667997555851690e-01
6.082503950248854707e+00,8.476503813227576067e-02,1.383287992541024358e-01,8.476503813227576067e-02,3.788576954332094626e-01,2.230938373863782243e-01,2.546230676804162041e-01,4.269434834224830055e-01
6.177742820587577732e+00,8.458661778495664418e-02,1.381537206603838386e-01,8.458661778495664418e-02,3.790434729018347104e-01,2.227403384453404411e-01,2.550205506946401357e-01,4.270179632961877969e-01
6.274472925867965678e+00,8.441366251199072801e-02,1.379837785844438280e-01,8.441366251199072801e-02,3.792236479482413158e-01,2.223974410964345561e-01,2.554060257491146957e-01,4.270902980931591264e-01
6.372717615607321306e+00,8.424600656411557198e-02,1.378188305258782331e-01,8.424600656411557198e-02,3.793983856135206834e-01,2.220648370899938329e-01,2.557798477474577670e-01,4.271605449070471905e-01
6.472500604925943257e+00,8.408348938945493789e-02,1.376587375801142654e-01,8.408348938945493789e-02,3.795678463129623648e-01,2.217422269695691894e-01,2.561423612593056176e-01,4.272287599493339583e-01
6.573845980271677547e+00,8.392595476119221742e-02,1.375033641699475173e-01,8.392595476119221742e-02,3.797321859513058673e-01,2.214293189311397347e-01,2.564939012378117389e-01,4.272949976871901479e-01
6.676778205234097818e+00,8.377325164648034839e-02,1.373525779476510444e-01,8.377325164648034839e-02,3.798915560360281440e-01,2.211258295941313790e-01,2.568347933650348414e-01,4.273593120334896467e-01
6.781322126449754961e+00,8.362523275939132139e-02,1.372062498541822551e-01,8.362523275939132139e-02,3.800461037886331828e-01,2.208314826135735764e-01,2.571653540563995088e-01,4.274217548034962011e-01
6.887502979599825714e+00,8.348175604279964301e-02,1.370642540734482995e-01,8.348175604279964301e-02,3.801959722539257625e-01,2.205460101162479425e-01,2.574858906812745873e-01,4.274823776221686189e-01
6.995346395501738535e+00,8.334268283212085959e-02,1.369264681015516794e-01,8.334268283212085959e-02,3.803413004072470627e-01,2.202691509336725528e-01,2.577967015335104195e-01,4.275412299184914167e-01
7.104878406296146309e+00,8.320787922847062978e-02,1.367927724536981693e-01,8.320787922847062978e-02,3.804822232596622444e-01,2.200006516821687852e-01,2.580980765627577389e-01,4.275983606988428276e-01
7.216125451730771800e+00,8.307721510362402195e-02,1.366630506575190751e-01,8.307721510362402195e-02,3.806188719610903992e-01,2.197402657611430832e-01,2.583902974923882323e-01,4.276538175278982168e-01
7.329114385542688126e+00,8.295056393684731300e-02,1.365371892498033479e-01,8.295056393684731300e-02,3.807513739013718701e-01,2.194877531866506748e-01,2.586736379249415796e-01,4.277076464874057238e-01
7.443872481940447372e+00,8.282780366914524461e-02,1.364150777185035579e-01,8.282780366914524461e-02,3.808798528092739444e-01,2.192428813876488025e-01,2.589483635580961951e-01,4.277598933287625749e-01
7.560427442187789282e+00,8.270881529675185029e-02,1.362966084771858599e-01,8.270881529675185029e-02,3.810044288494387477e-01,2.190054237739376963e-01,2.592147323270738157e-01,4.278106019631756629e-01
7.678807401290393742e+00,8.259348348461502398e-02,1.361816768444898962e-01,8.259348348461502398e-02,3.811252187172763373e-01,2.187751603291049340e-01,2.594729945318738906e-01,4.278598153257358039e-01
7.799040934787341506e+00,8.248169683167035082e-02,1.360701808087926845e-01,8.248169683167035082e-02,3.812423357318162065e-01,2.185518776404630492e-01,2.597233934126715327e-01,4.279075758261493556e-01
7.921157065648910311e+00,8.237334674596229200e-02,1.359620210679401142e-01,8.237334674596229200e-02,3.813558899265271362e-01,2.183353678139023923e-01,2.599661651404671092e-01,4.279539241630742064e-01
8.045185271282409900e+00,8.226832798779680489e-02,1.358571009800209339e-01,8.226832798779680489e-02,3.814659881381211037e-01,2.181254289678177249e-01,2.602015389915643961e-01,4.279989000964085633e-01
8.171155490647638686e+00,8.216653894267968161e-02,1.357553265054450287e-01,8.216653894267968161e-02,3.815727340933570133e-01,2.179218654481247242e-01,2.604297375365375866e-01,4.280425428983615221e-01
8.299098131483825469e+00,8.206788063203517003e-02,1.356566061493746089e-01,8.206788063203517003e-02,3.816762284938632899e-01,2.177244867814097928e-01,2.606509768248058689e-01,4.280848903195201283e-01
8.429044077649702871e+00,8.197225701978314016e-02,1.355608509439409359e-01,8.197225701978314016e-02,3.817765690990019833e-01,2.175331079637240761e-01,2.608654664821634106e-01,4.281259790743706106e-01
8.561024696578492410e+00,8.187957531521398991e-02,1.354679743694225946e-01,8.187957531521398991e-02,3.818738508067927584e-01,2.173475496846365984e-01,2.610734099334755531e-01,4.281658453190347879e-01
8.695071846849678820e+00,8.178974547238156145e-02,1.353778922169386056e-01,8.178974547238156145e-02,3.819681657329250246e-01,2.171676376893201532e-01,2.612750047449248214e-01,4.282045241831368698e-01
8.831217885879240725e+00,8.170267994393305699e-02,1.352905225967311054e-01,8.170267994393305699e-02,3.820596032878796899e-01,2.169932025406641762e-01,2.614704426574008256e-01,4.282420495979774588e-01
8.969495677730392913e+00,8.161829386949849552e-02,1.352057858840558513e-01,8.161829386949849552e-02,3.821482502521896252e-01,2.168240797535543884e-01,2.616599097483777170e-01,4.282784546317718877e-01
9.109938601046570383e+00,8.153650526461718451e-02,1.351236046650135247e-01,8.153650526461718451e-02,3.822341908498630980e-01,2.166601099296306954e-01,2.618435865913234517e-01,4.283137718224448998e-01
9.252580557108645465e+00,8.145723448533291611e-02,1.350439036831133643e-01,8.145723448533291611e-02,3.823175068200021509e-01,2.165011381684462666e-01,2.620216484111216326e-01,4.283480326584075959e-01
9.397455978018328437e+00,8.138040417921697800e-02,1.349666097866055181e-01,8.138040417921697800e-02,3.823982774866406809e-01,2.163470139658224822e-01,2.621942652355658820e-01,4.283812676273843767e-01
9.544599835009622169e+00,8.130593936302564495e-02,1.348916518800931663e-01,8.130593936302564495e-02,3.824765798268355832e-01,2.161975912431187974e-01,2.623616020356994150e-01,4.284135064109888535e-01
9.694047646890506797e+00,8.123376746030420981e-02,1.348189609103040421e-01,8.123376746030420981e-02,3.825524885370382711e-01,2.160527283706082380e-01,2.625238187926002831e-01,4.284447780296358199e-01
9.845835488616756948e+00,8.116381821709099664e-02,1.347484697408732057e-01,8.116381821709099664e-02,3.826260760977782116e-01,2.159122879579641885e-01,2.626810707946141688e-01,4.284751108420351562e-01
1.000000000000000000e+01,8.109602330884549404e-02,1.346801131236158300e-01,8.109602330884549404e-02,3.826974128366902317e-01,2.157761364324612963e-01,2.628335087305665452e-01,4.285045321806201790e-01
