# Fig 2a
l,theta_n1,theta_n2,theta_n3,theta_n12
0.0617627773374156,0.9418299655481441,0.9418299655481441,0.941829965548144,0.9418299655481442
0.06357086858735375,0.9402288362111785,0.9402288362111785,0.9402288362111786,0.9402288362111785
0.06543189129712966,0.9385865095351441,0.938586509535144,0.9385865095351439,0.9385865095351441
0.06734739502318336,0.9369020851718849,0.936902085171885,0.9369020851718848,0.9369020851718848
0.06931897468486707,0.9351746519738924,0.9351746519738924,0.9351746519738925,0.9351746519738926
0.07134827189243395,0.9334032883943482,0.933403288394348,0.9334032883943482,0.9334032883943482
0.07343697631390382,0.9315870629255939,0.9315870629255939,0.9315870629255939,0.9315870629255939
0.07558682708194318,0.9297250345776272,0.9297250345776271,0.929725034577627,0.9297250345776273
0.07779961424193149,0.927816253398224,0.9278162533982239,0.9278162533982242,0.9278162533982242
0.08007718024241936,0.9258597610362934,0.9258597610362935,0.9258597610362934,0.9258597610362933
0.08242142146921937,0.923854591350063,0.923854591350063,0.923854591350063,0.923854591350063
0.08483428982440717,0.9217997710616812,0.9217997710616812,0.9217997710616811,0.9217997710616811
0.08731779435154749,0.9196943204598046,0.9196943204598045,0.9196943204598046,0.9196943204598047
0.08987400290849802,0.9175372541517136,0.9175372541517136,0.9175372541517137,0.9175372541517137
0.09250504388918478,0.9153275818664616,0.9153275818664616,0.9153275818664616,0.9153275818664615
0.09521310799578155,0.9130643093105234,0.9130643093105235,0.9130643093105233,0.9130643093105234
0.0980004500627695,0.9107464390773545,0.9107464390773546,0.9107464390773546,0.9107464390773548
0.10086939093439626,0.9083729716122089,0.908372971612209,0.9083729716122089,0.9083729716122088
0.10382231939709652,0.9059429062334925,0.9059429062334925,0.9059429062334924,0.9059429062334925
0.10686169416848419,0.9034552422118441,0.9034552422118441,0.9034552422118439,0.9034552422118443
0.10999004594457179,0.9009089799080376,0.9009089799080378,0.9009089799080376,0.9009089799080376
0.1132099795069215,0.8983031219706942,0.8983031219706941,0.8983031219706941,0.8983031219706943
0.11652417589148303,0.895636674594668,0.895636674594668,0.895636674594668,0.8956366745946681
0.11993539462092344,0.8929086488408384,0.8929086488408385,0.8929086488408385,0.8929086488408384
0.12344647600230753,0.8901180620178882,0.8901180620178881,0.8901180620178881,0.8901180620178882
0.12706034349204326,0.8872639391264854,0.8872639391264854,0.8872639391264856,0.8872639391264856
0.1307800061300595,0.8843453143661106,0.8843453143661106,0.8843453143661106,0.8843453143661105
0.13460856104524416,0.8813612327045746,0.8813612327045746,0.8813612327045746,0.8813612327045746
0.1385491960342286,0.8783107515100618,0.8783107515100619,0.8783107515100618,0.8783107515100617
0.14260519221566487,0.8751929422453136,0.8751929422453137,0.8751929422453137,0.8751929422453135
