G_uM,epsilon_P,epsilon_S,J,actual_gap,universal_bound,condition_bound,condition_certifies,universal_certifies
94.5741609003176,0.007773875381307699,0.001,0.0,3.8894440619282634e-08,0.00295105989163238,0.001005084993121884,True,True
110.47060866220276,0.007773875381307699,0.001,0.0,4.3358544986587394e-08,0.00295105989163238,0.0010059914698898563,True,True
129.0390024296432,0.007773875381307699,0.001,0.0,4.651817112739064e-08,0.00295105989163238,0.001007077995815001,True,True
150.72845483229952,0.007773875381307699,0.001,0.0,4.865446191206976e-08,0.00295105989163238,0.001008386807382542,True,True
176.06356735840254,0.007773875381307699,0.001,0.0,5.129827931448644e-08,0.00295105989163238,0.0010099666912239324,True,True
205.65711885957793,0.007773875381307699,0.001,0.0,6.077741101714884e-08,0.00295105989163238,0.0010118605075721378,True,True
240.22488679628626,0.007773875381307699,0.001,0.0,1.0066357469806775e-07,0.00295105989163238,0.0010140622076179355,True,True
280.60295970445543,0.007773875381307699,0.001,0.0,2.2546439395337847e-07,0.00295105989163238,0.0010164029559433302,True,True
327.76795961890105,0.007773875381307699,0.001,0.0,4.792743089482299e-07,0.00295105989163238,0.001018332587455358,True,True
382.86066357208045,0.007773875381307699,0.001,0.0,8.135722577851112e-07,0.00295105989163238,0.0010187565877884377,True,True
447.213595499958,0.007773875381307699,0.001,0.0,1.1308429386791552e-06,0.00295105989163238,0.001016577513242022,True,True
450.0,0.007773875381307699,0.001,0.0,1.1422418402240453e-06,0.00295105989163238,0.0010164340048625644,True,True
460.0,0.007773875381307699,0.001,0.0,1.1816349435589402e-06,0.00295105989163238,0.001015896770029833,True,True
470.0,0.007773875381307699,0.001,0.0,1.2187323286672047e-06,0.00295105989163238,0.0010153304768680252,True,True
480.0,0.007773875381307699,0.001,0.0,1.2536394319861976e-06,0.00295105989163238,0.0010147424554293174,True,True
490.0,0.007773875381307699,0.001,0.0,1.2864653453070751e-06,0.00295105989163238,0.001014139719067774,True,True
500.0,0.007773875381307699,0.001,0.0,1.3173193943449846e-06,0.00295105989163238,0.001013528821320108,True,True
510.0,0.007773875381307699,0.001,0.0,1.346308745597824e-06,0.00295105989163238,0.0010129157484201614,True,True
520.0,0.007773875381307699,0.001,0.0,1.37353680779162e-06,0.00295105989163238,0.0010123058470419824,True,True
522.3832559187591,0.007773875381307699,0.001,0.0,1.379777021970341e-06,0.00295105989163238,0.0010121614883099586,True,True
530.0,0.007773875381307699,0.001,0.0,1.3991022419501675e-06,0.00295105989163238,0.0010117037848003654,True,True
540.0,0.007773875381307699,0.001,0.0,1.4230984098917432e-06,0.00295105989163238,0.0010111135395661766,True,True
