# Fig 6A: ligands bound per enzyme for a one-site law and a concerted two-site law
scaled_glutamine,one_ligand,two_ligands
0.04386725591048499,0.04202378766275503,0.003841280367592442
0.04523956232538053,0.04328152507424663,0.004084875818408742
0.04665479882234473,0.044575153980891215,0.004343885300390449
0.0481143083900326,0.04590559255310531,0.004619279772595212
0.04961947603002903,0.04727377603329594,0.004912090781600421
0.051171730071146046,0.04868065664939696,0.0052234141668923125
0.052772543524835375,0.05012720349653614,0.005554413982984608
0.054423435483002665,0.05161440238481874,0.005906326649630556
0.056125972559549715,0.05314325565114823,0.006280465341908229
0.05788177037701274,0.054714781932941874,0.006678224632363078
0.05969249509970733,0.05633001590153832,0.0071010853977786234
0.061559865014835076,0.057990007953036916,0.007550620003509736
0.06348565216305217,0.059695823854254156,0.008028497778645694
0.06547168402004737,0.06144854434143319,0.008536490795564062
0.06751984523072502,0.06324926466929692,0.00907647996768147
0.06963207939763882,0.06509909410799646,0.009650461479392991
0.07181039092537349,0.06699915538547284,0.010260553562305126
0.07405684692262435,0.06895058407272502,0.010909003631894305
0.0763735791637802,0.07095452790945851,0.011598195798647319
0.07876278611187056,0.07301214606758102,0.012330658767543337
0.08122673500479712,0.07512460835001156,0.013109074139399154
0.08376776400682916,0.07729309432228261,0.013936285127096389
0.08638828442740444,0.07951879237443779,0.014815305699015482
0.08909078300934138,0.08180289871076543,0.015749330161087653
0.09187782428863335,0.08414661626495844,0.016741743187709355
0.09475205302806543,0.08655115353835864,0.017796130310309223
0.09771619672696176,0.08901772335902501,0.018916288870572662
0.10077306820944612,0.09154754155946687,0.020106239443173142
0.10392556829367126,0.09414182557100129,0.02137023773027941
0.10717668854455029,0.0968017929328339,0.02271278692705366
0.11052951411260215,0.09952865971412175,0.024138650553766974
0.1139872266616052,0.1023236388474596,0.025652865745971767
0.11755310738783693,0.10518793837243672,0.027260756989318152
0.12123054013376522,0.10812275958814158,0.028967950280006843
0.12502301459914553,0.1111292951137468,0.030780387685456517
0.1289341296525715,0.11420872685658895,0.03270434227244363
0.1329675967466212,0.11736222388746595,0.034746433361657836
0.13712724343984,0.12059094022321236,0.036913642058213694
0.14141701702890233,0.12389601251697603,0.03921332699707061
0.14584098829439857,0.12727855765701404,0.04165324023044078
0.15040335536380245,0.13073967027524797,0.04424154317100834
0.15510844769528398,0.13428042016726846,0.04698682249004218
0.1599607301861488,0.13790184962595978,0.049898105853167014
0.16496480740980207,0.14160497069142114,0.05298487735857127
0.17012542798525893,0.14539076232039813,0.056257092522699975
0.17544748908334595,0.14926016747899634,0.059725192636938755
0.18093604107387165,0.15321409016303658,0.06340011829540287
0.1865962923181746,0.15725339235101923,0.06729332186867937
0.192433614111598,0.1613788908952951,0.07141677867125144
0.19845354578058033,0.1655913543576885,0.07578299654141646
0.20466179993919897,0.16989149979648108,0.08040502352190454
0.21106426791015548,0.1742799895123432,0.08529645329728171
0.2176670253153459,0.1787574277614814,0.09047142801082787
0.22447633784132237,0.18332435744496342,0.09594463804924738
0.23149866718511608,0.18798125678386768,0.10173131834872896
0.2387406771860647,0.19272853599059195,0.10784724074107775
0.24620924014946255,0.19756653394732795,0.11430870182456783
0.25391144336803473,0.20249551490336734,0.12113250581164091
0.26185459584742327,0.2075156652035409,0.12833594177558777
0.2700462352420682,0.2126270900607,0.13593675469205638
0.2784941350080644,0.21782981038572205,0.14395310964997152
0.28720631177978284,0.22312375968905174,0.15240354859176608
0.29619103297725535,0.22850878106827072,0.16130693893642303
0.30545682465154317,0.23398462429661487,0.17068241344263657
0.3150124795755328,0.23955094302771507,0.18054930068547567
0.32486706558783746,0.2452072921321321,0.19092704555052054
0.335029934197723,0.2509531251814641,0.2018351191968538
0.34551072945922184,0.256787792095933,0.2132929180069109
0.3563193971228586,0.26271053697139035,0.22531965112939747
0.367466194073669,0.2687204961016189,0.23793421633350484
0.3789616980644718,0.2748166962116404,0.25115506403055227
0.3908168177536266,0.2809980529174598,0.26500004948461786
0.40304280305680523,0.28726336942728836,0.27948627342790255
0.415651255822599,0.29361133549878043,0.2946299115199967
0.42865414084209275,0.30004052666618863,0.3104460333425832
0.4420637972028532,0.30654940375059475,0.3269484119010352
0.45589294999810615,0.3131363126655014,0.3441493249092899
0.47015472240221323,0.3197994845290751,0.3620593494603186
0.48486264812390806,0.32653703609321816,0.38068715202597764
0.5000306842491092,0.33334697049841777,0.40003927607985423
0.5156732244854966,0.34022717836197486,0.4201199299860912
0.53180511282142,0.3471754392057696,0.44093077813559856
0.5484416576121018,0.35418942322817,0.4624707386265054
0.5655986461065005,0.3612666934230508,0.48473579106487025
0.5832923594286203,0.36840470804717285,0.5077187982902774
0.6015395880274835,0.3756008234353809,0.5314093459942673
0.6203576476104271,0.3828522971612351,0.5557936042829995
