# S1 Fig A: n=4, non-identical ladder, fixed free effector l=0.9
free_enzyme,s1_over_s0,s2_over_s1,s3_over_s2,s4_over_s3
0.008715553797021762,1.5954415954415953,0.19036519036519034,4.786324786324785,0.5223171889838557
0.009594135595017478,1.5954415954415975,0.19036519036519028,4.786324786324786,0.5223171889838563
0.01056161688790045,1.5954415954415955,0.19036519036519037,4.786324786324786,0.5223171889838557
0.01162706243686439,1.5954415954415953,0.19036519036519034,4.786324786324786,0.5223171889838556
0.012800475659625131,1.5954415954415953,0.1903651903651903,4.786324786324785,0.5223171889838555
0.014092898748459187,1.5954415954415953,0.19036519036519028,4.786324786324786,0.5223171889838556
0.015516524043401533,1.5954415954415957,0.1903651903651903,4.786324786324785,0.5223171889838557
0.017084818033455133,1.5954415954415953,0.1903651903651904,4.7863247863247835,0.5223171889838557
0.01881265954412955,1.5954415954415953,0.1903651903651904,4.786324786324786,0.5223171889838556
0.020716493882548172,1.5954415954415957,0.1903651903651904,4.786324786324785,0.5223171889838556
0.02281450495595601,1.5954415954415955,0.1903651903651896,4.786324786324787,0.5223171889838557
0.025126807660523744,1.5954415954415957,0.1903651903651903,4.78632478632478,0.5223171889838562
0.027675663160315448,1.595441595441595,0.19036519036519028,4.786324786324788,0.5223171889838556
0.030485720047276045,1.5954415954415953,0.19036519036519037,4.786324786324785,0.5223171889838559
0.0335842847988913,1.5954415954415957,0.1903651903651903,4.786324786324784,0.5223171889838557
0.03700162543822104,1.5954415954415957,0.19036519036519034,4.786324786324785,0.5223171889838557
0.04077131285931269,1.5954415954415953,0.1903651903651903,4.786324786324785,0.5223171889838556
0.044930604917980226,1.5954415954415955,0.19036519036519026,4.786324786324786,0.5223171889838556
0.04952087911208534,1.595441595441593,0.19036519036519015,4.7863247863247755,0.5223171889838552
0.0545881204949326,1.5954415954415957,0.1903651903651903,4.786324786324785,0.5223171889838556
0.06018347238727705,1.5954415954415984,0.19036519036519034,4.786324786324792,0.5223171889838558
0.0663638584827576,1.5954415954415955,0.19036519036519026,4.786324786324787,0.5223171889838556
0.07319268607986194,1.5954415954415953,0.1903651903651903,4.786324786324786,0.5223171889838558
0.08074064141694773,1.5954415954415957,0.19036519036519028,4.786324786324787,0.5223171889838555
0.0890865894236165,1.595441595441595,0.1903651903651903,4.786324786324786,0.5223171889838557
0.0983185916089,1.5954415954415955,0.1903651903651903,4.786324786324787,0.5223171889838556
0.10853505724611798,1.5954415954415953,0.19036519036519023,4.786324786324787,0.5223171889838555
0.11984604442777451,1.5954415954415953,0.19036519036519037,4.7863247863247835,0.5223171889838557
0.132374728868097,1.5954415954415957,0.19036519036519023,4.786324786324788,0.5223171889838557
0.14625905941186707,1.5954415954415953,0.19036519036519003,4.786324786324776,0.5223171889838558
0.16165361991714022,1.5954415954415953,0.19036519036519028,4.786324786324786,0.5223171889838557
