# Fig 2b
l,nH_n1,nH_n2,nH_n3,nH_n12
59.06861445308143,1.000000000139778,0.9999999996956888,1.000000000139778,0.9999999996956888
62.58675171958728,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
66.31442987240959,0.9999999996956888,0.9999999996956888,1.000000000139778,1.000000000139778
70.26412920430313,0.9999999996956888,1.000000000139778,0.9999999996956888,0.9999999996956888
74.44907333649707,1.000000000139778,1.000000000139778,0.9999999996956888,1.000000000139778
78.88327349147113,0.9999999996956888,0.9999999996956888,1.000000000139778,0.9999999996956888
83.58157540262845,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
88.55970901791447,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
93.83434116379505,0.9999999996956888,1.000000000139778,0.9999999996956888,1.0000000005838672
99.42313134590756,1.000000000139778,0.9999999996956888,0.9999999996956888,1.000000000139778
105.34479087321188,0.9999999996956888,1.000000000139778,0.9999999996956888,1.000000000139778
111.61914550358321,0.9999999996956888,0.9999999996956888,0.9999999996956888,1.000000000139778
118.26720182059105,1.000000000139778,0.9999999996956888,1.000000000139778,1.000000000139778
125.31121756368731,1.000000000139778,1.000000000139778,0.9999999996956888,1.000000000139778
132.77477614727698,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
140.68286561815398,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
149.06196231566014,1.000000000139778,0.9999999996956888,1.000000000139778,1.000000000139778
157.94011951465393,1.000000000139778,0.9999999996956888,1.000000000139778,0.9999999996956888
167.34706134807496,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
177.31428232354833,0.9999999996956888,0.9999999996956888,0.9999999996956888,1.000000000139778
187.87515276722084,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
199.0650305478458,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
210.9213794551798,0.9999999996956888,1.0000000005838672,1.000000000139778,0.9999999996956888
223.48389462901213,0.9999999996956888,0.9999999996956888,0.9999999996956888,0.9999999996956888
236.79463545877616,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
250.8981663986783,0.9999999996956888,0.9999999996956888,0.9999999996956888,1.0000000005838672
265.841706169809,1.000000000139778,1.000000000139778,0.9999999996956888,1.000000000139778
281.6752858487498,1.000000000139778,1.000000000139778,0.9999999996956888,1.000000000139778
298.45191637197536,1.000000000139778,1.000000000139778,0.9999999996956888,0.9999999996956888
316.22776601683796,1.000000000139778,1.000000000139778,1.000000000139778,1.000000000139778
