# Fig 5C: reported / calculated with central 95%% ranges over the 2,000 upstream coordinate perturbations
PII_uM,ratio,p025,p975
0.5,1.4724741736246851,1.2708542048718376,1.6554237688804931
5.0,1.709255728742599,1.4639410236718327,1.93703634319593
36.0,0.9115870545336952,0.7607248778314809,1.1320939873223521
