# S1 Data: the cascade composite when the twelve-site downstream ladder is non-binomial (K_i = (n-i+1)/i Khat2 w^(i-1)); ratio = reported/calculated; from scripts/nu2_major2.py
cooperativity_w,nu2_at_halfpoint,composite_PII_36,composite_PII_5,composite_PII_0p5,ratio_PII_36,ratio_PII_5,ratio_PII_0p5
1.0,1.0,4.914522906291782,3.7794146100225317,3.551836785228446,0.9115839086362815,1.70925941357926,1.4724775704082975
1.1,1.3406805102650408,6.099283223033188,4.679942304384119,4.373261756540847,0.7345125379785341,1.3803588975762249,1.1959037192726407
1.25,2.233993385190385,8.80615893395836,6.767270864145018,6.302212165311654,0.5087348563201828,0.954594566951202,0.8298673327417831
1.5,5.402452924341229,19.62848238150983,15.09019145069504,14.010015150824,0.22823975450186573,0.4280926468764224,0.3733043785960787
2.0,10.734080800614107,51.2729015960834,39.15186391508706,36.17444565282411,0.08737558945449297,0.16499853018519142,0.14457719822975915
3.0,11.890371168041229,59.27658912015256,45.21273115775838,41.7446799167282,0.0755778978935364,0.14288010997299558,0.12528542584187358
