# S5 Fig B: parameters in results/counterexamples_parameters.json (condition_i)
l,R
0.0003401664417176619,-0.3248625504006696
0.0003415233074646541,-0.3237433546291121
0.00034288558551700464,-0.32262370589011646
0.00034425329746347414,-0.3215036122642517
0.00034562646497893705,-0.32038308184727615
0.0003470051098247245,-0.3192621227499507
0.0003483892538489702,-0.3181407430978397
0.0003497789189869564,-0.3170189510311241
0.00035117412726146124,-0.3158967547044148
0.0003525749007831078,-0.3147741622865514
0.0003539812617507153,-0.3136511819604182
0.0003553932324516502,-0.31252782192274364
0.0003568108352621788,-0.3114040903839088
0.00035823409264782287,-0.31027999556775887
0.0003596630271637152,-0.30915554571139825
0.00036109766145495694,-0.3080307490649967
0.00036253801825697767,-0.3069056138915994
0.0003639841203958932,-0.3057801484669249
0.0003654359907888704,-0.30465436107916777
0.0003668936524444875,-0.3035282600288012
0.0003683571284631007,-0.30240185362838023
0.0003698264420372093,-0.3012751502023413
0.0003713016164518233,-0.30014815808679984
0.00037278267508483346,-0.2990208856293577
0.00037426964140737984,-0.29789334118889355
0.00037576253898422615,-0.296765533135367
0.0003772613914741308,-0.29563746984962047
0.00037876622263022323,-0.29450915972316816
0.0003802770563003803,-0.2933806111580003
0.0003817939164276034,-0.2922518325663822
0.0003833168270503992,-0.29112283237064274
0.00038484581230316,-0.28999361900297727
0.00038638089641654513,-0.288864200905244
0.00038792210371786645,-0.2877345865287547
0.0003894694586314731,-0.28660478433407466
0.00039102298567913855,-0.28547480279081616
0.00039258270948045056,-0.2843446503774306
0.0003941486547531985,-0.28321433558100584
0.0003957208463137686,-0.28208386689705633
0.000397299309077534,-0.2809532528293225
0.0003988840680592516,-0.2798225018895574
0.0004004751483734577,-0.2786916225973235
0.0004020725752348658,-0.27756062347978694
0.000403676373958768,-0.2764295130715009
0.00040528656996143285,-0.27529829991421073
0.000406903188760512,-0.2741669925566328
0.00040852625597544113,-0.27303559955425805
0.000410155797327848,-0.271904129469131
0.0004117918386419596,-0.270772590869654
