# Fig 5A: calibrated composite responses normalised between their plateaus; midpoints at the reported cascade half-points
glutamine_mM,Y_norm_PII_0.5,Y_norm_PII_5,Y_norm_PII_36
0.07984645497739086,0.00010031173951536422,0.00016089513694944526,0.008192118691356514
0.0812408457786297,0.00010723442683021387,0.00017199807052181184,0.008752582834101774
0.08265958738801812,0.00011470361633284262,0.00018397740603463318,0.009356590771022376
0.08410310505352604,0.00012276651396739188,0.00019690882915626153,0.01000779433135936
0.08557183144940006,0.00013147463557121138,0.00021087493284104177,0.010710160499175529
0.08706620680585127,0.00014088421261288682,0.0002259658670852162,0.011467997889597742
0.08858667904100823,0.00015105663654216845,0.00024228005042211458,0.012285985169409703
0.09013370389517433,0.0001620589453947859,0.00025992494896330163,0.013169201500251996
0.0917077450674293,0.00017396435662757765,0.000279017929318566,0.014123159070588299
0.09330927435461668,0.0001868528505204728,0.00029968719229847275,0.015153837766052279
0.0949387717927583,0.00020081180887294374,0.0003220727949204903,0.01626772200581758
0.09659672580093832,0.00021593671414622869,0.00034632776890734763,0.017471839744213662
0.09828363332770025,0.0002323319146610442,0.0003726193445873366,0.01877380360072651
0.1,0.0002501114619557476,0.0004011302898836356,0.0201818540363907
0.10174634027476064,0.00026940002694450884,0.0004320603749169371,0.021704904438882233
0.10352317759307383,0.00029033390209134085,0.00046562797364581846,0.023352587910663723
0.1053310445370937,0.0003130620974362328,0.000502071814935516,0.025135305472472374
0.10717048298967109,0.00033774753897618953,0.0005416528964804647,0.027064275296281103
0.10904204429677526,0.00036456837861989565,0.0005846565761131847,0.02915158246560929
0.11094628943275218,0.00039371942570067263,0.0006313948562116618,0.03141022862450151
0.11288378916846889,0.0004254137108524013,0.0006822088781742252,0.03385418071775104
0.1148551242423938,0.0004598841939270982,0.0007374716452631997,0.03649841784202073
0.11686088553466509,0.0004973856285636835,0.0007975909935287242,0.03935897501900507
0.11890167424419892,0.0005381965970059181,0.0008630128320107864,0.04245298246671025
0.12097810206889013,0.0005826217298135755,0.0009342246749778219,0.045798698683159146
0.12309079138896024,0.0006309941262160052,0.0010117594905928741,0.04941553536953996
0.1252403754535073,0.0006836779920188801,0.001096199892095167,0.05332407190956397
0.12742749857031335,0.0007410715131927853,0.0011881826993406642,0.0575460567934658
0.12965281629896683,0.0008036099845427267,0.0012884039003481147,0.062104393036044814
0.13191699564735718,0.0008717692141761857,0.0013976240443333364,0.06702310429912205
0.1342207152716012,0.0009460692258486808,0.0015166740995676425,0.07232727810448375
0.13656466567946104,0.0010270782826613258,0.0016464618112432166,0.07804298223301238
0.13894954943731375,0.001115417257003873,0.0017879785963409495,0.08419715017366733
0.14137608138073607,0.001211764373067773,0.0019423070142437337,0.09081743134240357
0.14384498882876628,0.0013168603496775209,0.002110628853474751,0.09793200177151458
0.14635701180190797,0.0014315139725881289,0.002294233876421844,0.10556933111563145
0.14891290324394094,0.001556608126745005,0.0024945292651725962,0.11375790217715796
0.1515134292476053,0.0016931063202709298,0.002713049812561299,0.12252587976974834
