# S2 Fig: sup over the input of the ladder factor nu for the three-site ladder c = (1, 3a, 3b, 1); a = b = 1 is the binomial ladder (nu = 1); the bound nu <= 3 is approached as a, b -> 0
log10_a,log10_b,nu_sup
-1.0999999999999999,-2.0,2.7005015147172102
-1.0,-2.0,2.6449713072862413
-0.8999999999999999,-2.0,2.582161192347809
-0.7999999999999998,-2.0,2.5095283184365633
-0.6999999999999997,-2.0,2.4311072991210367
-0.5999999999999996,-2.0,2.3470864889795013
-0.5,-2.0,2.2621389733497654
-0.3999999999999999,-2.0,2.181161189499099
-0.2999999999999998,-2.0,2.1112247151441865
-0.19999999999999973,-2.0,2.055714829551192
-0.09999999999999964,-2.0,2.016350837959904
0.0,-2.0,1.991001173053951
0.10000000000000009,-2.0,1.9755700766903628
0.20000000000000018,-2.0,1.9668930596748717
0.30000000000000027,-2.0,1.962534253905737
0.40000000000000036,-2.0,1.9607885814892458
0.5,-2.0,1.96056818815302
0.6000000000000001,-2.0,1.9615944031379235
0.7000000000000002,-2.0,1.962968962742839
0.8000000000000003,-2.0,1.9648913453450088
0.9000000000000004,-2.0,1.9668310540555505
1.0,-2.0,1.9688567123701113
1.1000000000000005,-2.0,1.9709079577946966
1.2000000000000002,-2.0,1.9728051191896427
1.2999999999999998,-2.0,1.974712669545367
1.4000000000000004,-2.0,1.9765058848335746
1.5,-2.0,1.9781289863399139
1.6000000000000005,-2.0,1.9797346549488086
1.7000000000000002,-2.0,1.9812136170300867
1.8000000000000007,-2.0,1.9825415435082396
1.9000000000000004,-2.0,1.983842898739338
2.0,-2.0,1.9850366277791034
2.1000000000000005,-2.0,1.9861048583894045
2.2,-2.0,1.9871450431066338
2.3000000000000007,-2.0,1.988100318783068
2.4000000000000004,-2.0,1.9889538472303683
2.5,-2.0,1.9897810528846018
2.6000000000000005,-2.0,1.9905427682660017
2.7,-2.0,1.9912228130546301
2.8000000000000007,-2.0,1.9918794960999562
2.9000000000000004,-2.0,1.9924859000424031
3.0,-2.0,1.993027036096353
-3.0,-1.9,2.9489452398623763
-2.9,-1.9,2.947764406501491
-2.8,-1.9,2.9462791695560413
-2.7,-1.9,2.9444770548464425
-2.6,-1.9,2.942349601130779
-2.5,-1.9,2.9396758051358947
-2.4,-1.9,2.9363168214314115
-2.3,-1.9,2.9320993634911625
-2.2,-1.9,2.926807648472974
-2.1,-1.9,2.9203233816376377
-2.0,-1.9,2.9126041523649064
-1.9,-1.9,2.902951280048344
-1.7999999999999998,-1.9,2.890900850734073
-1.7,-1.9,2.875889089931245
-1.5999999999999999,-1.9,2.8580558338620006
-1.5,-1.9,2.8361611992740703
-1.4,-1.9,2.80919376968834
-1.2999999999999998,-1.9,2.7761484009997206
-1.2,-1.9,2.737381954148246
-1.0999999999999999,-1.9,2.6909897402494702
-1.0,-1.9,2.6356608332452205
-0.8999999999999999,-1.9,2.572804217545005
-0.7999999999999998,-1.9,2.5008659815955223
-0.6999999999999997,-1.9,2.4223855549572813
-0.5999999999999996,-1.9,2.3384727817773694
-0.5,-1.9,2.253812482034777
-0.3999999999999999,-1.9,2.1732776882782257
-0.2999999999999998,-1.9,2.1032488624274808
-0.19999999999999973,-1.9,2.047786762588271
-0.09999999999999964,-1.9,2.008153460160195
0.0,-1.9,1.9826314944032957
0.10000000000000009,-1.9,1.9673353963277385
0.20000000000000018,-1.9,1.9587762396964776
0.30000000000000027,-1.9,1.9545159601872388
0.40000000000000036,-1.9,1.9531202684657412
0.5,-1.9,1.9534440634036994
0.6000000000000001,-1.9,1.954642428602252
0.7000000000000002,-1.9,1.9566304741150646
0.8000000000000003,-1.9,1.958820871176492
0.9000000000000004,-1.9,1.9611857005183588
1.0,-1.9,1.9636466710179157
1.1000000000000005,-1.9,1.965948848653042
1.2000000000000002,-1.9,1.9682995436369668
1.2999999999999998,-1.9,1.9705132863436916
1.4000000000000004,-1.9,1.9725255970023579
1.5,-1.9,1.9745362491209897
1.6000000000000005,-1.9,1.9763809620896327
1.7000000000000002,-1.9,1.9780405339346199
1.8000000000000007,-1.9,1.979678839845477
1.9000000000000004,-1.9,1.981174099506477
2.0,-1.9,1.982513565411099
2.1000000000000005,-1.9,1.9838252452109062
2.2,-1.9,1.9850241295346978
2.3000000000000007,-1.9,1.9860960100378664
2.4000000000000004,-1.9,1.9871394601198211
2.5,-1.9,1.9880963662493218
2.6000000000000005,-1.9,1.9889510490058357
2.7,-1.9,1.9897792873186855
2.8000000000000007,-1.9,1.990541518326644
2.9000000000000004,-1.9,1.991221928157231
3.0,-1.9,1.9918789377668369
-3.0,-1.7999999999999998,2.9372996206453963
-2.9,-1.7999999999999998,2.9361303872721494
-2.8,-1.7999999999999998,2.9346597328953057
-2.7,-1.7999999999999998,2.932810382698391
-2.6,-1.7999999999999998,2.930513371599825
-2.5,-1.7999999999999998,2.927864472286828
-2.4,-1.7999999999999998,2.9245367335353327
-2.3,-1.7999999999999998,2.920358455893044
-2.2,-1.7999999999999998,2.915115822105527
-2.1,-1.7999999999999998,2.908543320463286
-2.0,-1.7999999999999998,2.9004628464446918
-1.9,-1.7999999999999998,2.890900850734073
-1.7999999999999998,-1.7999999999999998,2.87896344496646
-1.7,-1.7999999999999998,2.8640918228170205
-1.5999999999999999,-1.7999999999999998,2.845613031195626
-1.5,-1.7999999999999998,2.8238598353124003
-1.4,-1.7999999999999998,2.7971636367123
-1.2999999999999998,-1.7999999999999998,2.7644463479529984
-1.2,-1.7999999999999998,2.724985411615347
-1.0999999999999999,-1.7999999999999998,2.6791103665125817
-1.0,-1.7999999999999998,2.624380810766568
-0.8999999999999999,-1.7999999999999998,2.561120669383535
-0.7999999999999998,-1.7999999999999998,2.490045452748321
-0.6999999999999997,-1.7999999999999998,2.4114954353731903
-0.5999999999999996,-1.7999999999999998,2.327722003405551
-0.5,-1.7999999999999998,2.243423244882302
-0.3999999999999999,-1.7999999999999998,2.163442263847118
-0.2999999999999998,-1.7999999999999998,2.0933110166494826
-0.19999999999999973,-1.7999999999999998,2.0379199611731447
-0.09999999999999964,-1.7999999999999998,1.9984482573130815
0.0,-1.7999999999999998,1.9727206777588486
0.10000000000000009,-1.7999999999999998,1.9573407561019527
0.20000000000000018,-1.7999999999999998,1.9490498122374502
0.30000000000000027,-1.7999999999999998,1.945275323854655
0.40000000000000036,-1.7999999999999998,1.9441958607671566
0.5,-1.7999999999999998,1.944880108088439
0.6000000000000001,-1.7999999999999998,1.9467070051745472
0.7000000000000002,-1.7999999999999998,1.9490706454965705
0.8000000000000003,-1.7999999999999998,1.9517552818374282
0.9000000000000004,-1.7999999999999998,1.954662610315408
1.0,-1.7999999999999998,1.9574251403398923
1.1000000000000005,-1.7999999999999998,1.96030372110341
1.2000000000000002,-1.7999999999999998,1.9630217148805864
1.2999999999999998,-1.7999999999999998,1.9655061242795526
1.4000000000000004,-1.7999999999999998,1.968020068896218
1.5,-1.7999999999999998,1.9703153669885165
1.6000000000000005,-1.7999999999999998,1.972385446232802
1.7000000000000002,-1.7999999999999998,1.9744478064306799
1.8000000000000007,-1.7999999999999998,1.9763183408402705
1.9000000000000004,-1.7999999999999998,1.9779961969112116
2.0,-1.7999999999999998,1.9796508637161174
2.1000000000000005,-1.7999999999999998,1.9811542926675112
2.2,-1.7999999999999998,1.9824995425634282
2.3000000000000007,-1.7999999999999998,1.9838163972558431
2.4000000000000004,-1.7999999999999998,1.9850178654578252
2.5,-1.7999999999999998,1.986091575298627
2.6000000000000005,-1.7999999999999998,1.987136661974845
2.7,-1.7999999999999998,1.9880943852781507
2.8000000000000007,-1.7999999999999998,1.9889496465654775
2.9000000000000004,-1.7999999999999998,1.9897784024373595
3.0,-1.7999999999999998,1.9905408918718899
-3.0,-1.7,2.922830871214156
-2.9,-1.7,2.9216759489830664
-2.8,-1.7,2.9202232856192154
-2.7,-1.7,2.9183965442016366
-2.6,-1.7,2.9161000612242356
-2.5,-1.7,2.9132140961535224
-2.4,-1.7,2.9098766862213536
-2.3,-1.7,2.905746897651842
-2.2,-1.7,2.9005650078646106
-2.1,-1.7,2.894068506229005
-2.0,-1.7,2.8859325499475306
-1.9,-1.7,2.875889089931245
-1.7999999999999998,-1.7,2.8640918228170205
-1.7,-1.7,2.8493939708345195
-1.5999999999999999,-1.7,2.831129838742082
-1.5,-1.7,2.808529623291839
-1.4,-1.7,2.782169813231409
-1.2999999999999998,-1.7,2.7498594960067493
-1.2,-1.7,2.710497587314767
-1.0999999999999999,-1.7,2.6643040276077135
-1.0,-1.7,2.610317481399955
-0.8999999999999999,-1.7,2.5465622868137023
-0.7999999999999998,-1.7,2.4765557000410037
-0.6999999999999997,-1.7,2.397926078494244
-0.5999999999999996,-1.7,2.314342162890993
-0.5,-1.7,2.2304893421090064
-0.3999999999999999,-1.7,2.1511994615280248
-0.2999999999999998,-1.7,2.08096041335372
-0.19999999999999973,-1.7,2.0256753156698952
-0.09999999999999964,-1.7,1.986418642481097
0.0,-1.7,1.9609375349297526
0.10000000000000009,-1.7,1.9457926856212369
0.20000000000000018,-1.7,1.9377076388516694
0.30000000000000027,-1.7,1.9341058118745829
0.40000000000000036,-1.7,1.9337055671410566
0.5,-1.7,1.9349567853727165
0.6000000000000001,-1.7,1.9373193187985107
0.7000000000000002,-1.7,1.9402389659057135
0.8000000000000003,-1.7,1.94360004101726
0.9000000000000004,-1.7,1.946864679894247
1.0,-1.7,1.950360098640034
1.1000000000000005,-1.7,1.9536735013825568
1.2000000000000002,-1.7,1.956724745716295
1.2999999999999998,-1.7,1.9598611133670434
1.4000000000000004,-1.7,1.962708207560412
1.5,-1.7,1.9652840920020682
1.6000000000000005,-1.7,1.9678799421757143
1.7000000000000002,-1.7,1.9702161434124341
1.8000000000000007,-1.7,1.972315189926145
1.9000000000000004,-1.7,1.9744034742977363
2.0,-1.7,1.9762869529638936
2.1000000000000005,-1.7,1.9779739743022515
2.2,-1.7,1.9796368418563863
2.3000000000000007,-1.7,1.9811443654410923
2.4000000000000004,-1.7,1.9824925143448966
2.5,-1.7,1.98381196271557
2.6000000000000005,-1.7,1.9850147259532247
2.7,-1.7,1.9860893526493641
2.8000000000000007,-1.7,1.9871352595744844
2.9000000000000004,-1.7,1.988093392437886
3.0,-1.7,1.9889489436788943
-3.0,-1.5999999999999999,2.9049122172540502
-2.9,-1.5999999999999999,2.9037748643768557
-2.8,-1.5999999999999999,2.902344288334017
-2.7,-1.5999999999999999,2.9005453038828843
-2.6,-1.5999999999999999,2.898283686886265
-2.5,-1.5999999999999999,2.8954414923137124
-2.4,-1.5999999999999999,2.891871301893708
-2.3,-1.5999999999999999,2.8876143199177036
-2.2,-1.5999999999999999,2.8825072933632474
-2.1,-1.5999999999999999,2.8761044609944677
-2.0,-1.5999999999999999,2.868085519756666
-1.9,-1.5999999999999999,2.858055833862
-1.7999999999999998,-1.5999999999999999,2.845613031195626
-1.7,-1.5999999999999999,2.831129838742082
-1.5999999999999999,-1.5999999999999999,2.813130903888929
-1.5,-1.5999999999999999,2.790834028524878
-1.4,-1.5999999999999999,2.7635291723249478
-1.2999999999999998,-1.5999999999999999,2.7317218136656214
-1.2,-1.5999999999999999,2.6929630432132465
-1.0999999999999999,-1.5999999999999999,2.646076356576933
-1.0,-1.5999999999999999,2.592826945481149
-0.8999999999999999,-1.5999999999999999,2.530113266116214
-0.7999999999999998,-1.5999999999999999,2.4597796306286988
-0.6999999999999997,-1.5999999999999999,2.3811574396581774
-0.5999999999999996,-1.5999999999999999,2.299164144079375
-0.5,-1.5999999999999999,2.2153533401278196
-0.3999999999999999,-1.5999999999999999,2.136002945973535
-0.2999999999999998,-1.5999999999999999,2.06621000827696
-0.19999999999999973,-1.5999999999999999,2.0111784054844133
-0.09999999999999964,-1.5999999999999999,1.9717443168771989
0.0,-1.5999999999999999,1.946404991089383
0.10000000000000009,-1.5999999999999999,1.9315632213237834
0.20000000000000018,-1.5999999999999999,1.9240949518269543
0.30000000000000027,-1.5999999999999999,1.9213434548424109
0.40000000000000036,-1.5999999999999999,1.9213122048763651
0.5,-1.5999999999999999,1.9233408405482793
0.6000000000000001,-1.5999999999999999,1.9262966958948504
0.7000000000000002,-1.5999999999999999,1.930061797387051
0.8000000000000003,-1.5999999999999999,1.9338381853993225
0.9000000000000004,-1.5999999999999999,1.9380343140571579
1.0,-1.5999999999999999,1.9420358216307363
1.1000000000000005,-1.5999999999999999,1.9458038827520618
1.2000000000000002,-1.5999999999999999,1.9496594297100933
1.2999999999999998,-1.5999999999999999,1.953177056656152
1.4000000000000004,-1.5999999999999999,1.9564113425079046
1.5,-1.5999999999999999,1.959639140396896
1.6000000000000005,-1.5999999999999999,1.962551009454479
1.7000000000000002,-1.5999999999999999,1.9651845552502218
1.8000000000000007,-1.5999999999999999,1.9678096979899653
1.9000000000000004,-1.5999999999999999,1.970166406555455
2.0,-1.5999999999999999,1.9722799747114559
2.1000000000000005,-1.5999999999999999,1.9743812541452033
2.2,-1.5999999999999999,1.976271221031005
2.3000000000000007,-1.5999999999999999,1.9779628362478268
2.4000000000000004,-1.5999999999999999,1.9796298141334117
2.5,-1.5999999999999999,1.9811393899687317
2.6000000000000005,-1.5999999999999999,1.9824889918547806
2.7,-1.5999999999999999,1.98380974016589
2.8000000000000007,-1.5999999999999999,1.985013152466258
2.9000000000000004,-1.5999999999999999,1.9860882386821257
3.0,-1.5999999999999999,1.987134556707862
-3.0,-1.5,2.882808072964507
-2.9,-1.5,2.881692160079418
-2.8,-1.5,2.8802885377825715
-2.7,-1.5,2.8785234266087167
-2.6,-1.5,2.876304359515814
-2.5,-1.5,2.8735155835570154
-2.4,-1.5,2.8700124087178134
-2.3,-1.5,2.865614309165881
-2.2,-1.5,2.860175406007533
-2.1,-1.5,2.853887426714789
-2.0,-1.5,2.8460119734341305
-1.9,-1.5,2.83616119927407
-1.7999999999999998,-1.5,2.8238598353124003
-1.7,-1.5,2.80852962329184
-1.5999999999999999,-1.5,2.790834028524878
-1.5,-1.5,2.7689382312679407
-1.4,-1.5,2.741915892545273
-1.2999999999999998,-1.5,2.70923839174367
-1.2,-1.5,2.6712218376033285
-1.0999999999999999,-1.5,2.6252159733866627
-1.0,-1.5,2.5711400963373654
-0.8999999999999999,-1.5,2.5097149134691232
-0.7999999999999998,-1.5,2.4389804083832485
-0.6999999999999997,-1.5,2.3621094166983374
-0.5999999999999996,-1.5,2.2803390676688364
-0.5,-1.5,2.1971086814355822
-0.3999999999999999,-1.5,2.1172736176121174
-0.2999999999999998,-1.5,2.0487185494324396
-0.19999999999999973,-1.5,1.9938738956566098
-0.09999999999999964,-1.5,1.9548061875310012
0.0,-1.5,1.9297578085401168
0.10000000000000009,-1.5,1.9153907051384538
0.20000000000000018,-1.5,1.9083379394160989
0.30000000000000027,-1.5,1.9058865096659263
0.40000000000000036,-1.5,1.907002071020818
0.5,-1.5,1.9096071568191166
0.6000000000000001,-1.5,1.9136254405939628
0.7000000000000002,-1.5,1.917860588037592
0.8000000000000003,-1.5,1.9228186728008316
0.9000000000000004,-1.5,1.9275910790641289
1.0,-1.5,1.9322170034458792
1.1000000000000005,-1.5,1.936925844691675
1.2000000000000002,-1.5,1.941250074948932
1.2999999999999998,-1.5,1.945307692682676
1.4000000000000004,-1.5,1.9493079056207898
1.5,-1.5,1.9529280647536162
1.6000000000000005,-1.5,1.9562541970596603
1.7000000000000002,-1.5,1.959527854274279
1.8000000000000007,-1.5,1.9624722056151809
1.9000000000000004,-1.5,1.9651348291404107
2.0,-1.5,1.9677744888671653
2.1000000000000005,-1.5,1.9701414772519288
2.2,-1.5,1.9722623243783233
2.3000000000000007,-1.5,1.974370117323337
2.4000000000000004,-1.5,1.9762633362037891
2.5,-1.5,1.9779572539050478
2.6000000000000005,-1.5,1.9796262918916725
2.7,-1.5,1.981136896307058
2.8000000000000007,-1.5,1.9824872264183606
2.9000000000000004,-1.5,1.983808626248719
3.0,-1.5,1.9850123638528576
-3.0,-1.4,2.8556706684397697
-2.9,-1.4,2.854580728347228
-2.8,-1.4,2.853209758966931
-2.7,-1.4,2.851485684373085
-2.6,-1.4,2.8493181670197805
-2.5,-1.4,2.8465941109920756
-2.4,-1.4,2.8431721337649423
-2.3,-1.4,2.838875814476922
-2.2,-1.4,2.833485518399744
-2.1,-1.4,2.826728608582419
-2.0,-1.4,2.818826509869222
-1.9,-1.4,2.8091937696883402
-1.7999999999999998,-1.4,2.7971636367123005
-1.7,-1.4,2.78216981323141
-1.5999999999999999,-1.4,2.763529172324948
-1.5,-1.4,2.741915892545273
-1.4,-1.4,2.715493488273453
-1.2999999999999998,-1.4,2.6830319573204386
-1.2,-1.4,2.644365795348057
-1.0999999999999999,-1.4,2.599438329805831
-1.0,-1.4,2.545502079848562
-0.8999999999999999,-1.4,2.4845018425375156
-0.7999999999999998,-1.4,2.414469786601838
-0.6999999999999997,-1.4,2.3385583875655316
-0.5999999999999996,-1.4,2.257076835609144
-0.5,-1.4,2.174574001830119
-0.3999999999999999,-1.4,2.09586112236689
-0.2999999999999998,-1.4,2.027170182939011
-0.19999999999999973,-1.4,1.9726050240503903
-0.09999999999999964,-1.4,1.9340293147960312
0.0,-1.4,1.9095308849835435
0.10000000000000009,-1.4,1.8956847967863386
0.20000000000000018,-1.4,1.8894411388443328
0.30000000000000027,-1.4,1.8883499524357048
0.40000000000000036,-1.4,1.8899224193437574
0.5,-1.4,1.893875867524158
0.6000000000000001,-1.4,1.8984274250075481
0.7000000000000002,-1.4,1.9041341413281652
0.8000000000000003,-1.4,1.909730180610704
0.9000000000000004,-1.4,1.9153641154519647
1.0,-1.4,1.921066817566678
1.1000000000000005,-1.4,1.9263483763938143
1.2000000000000002,-1.4,1.9314318753493218
1.2999999999999998,-1.4,1.9363694050035374
1.4000000000000004,-1.4,1.9408558204684625
1.5,-1.4,1.945058829917634
1.6000000000000005,-1.4,1.9491316362611126
1.7000000000000002,-1.4,1.9528032279025387
1.8000000000000007,-1.4,1.95617541973195
1.9000000000000004,-1.4,1.9594720700180226
2.0,-1.4,1.9624327055752828
2.1000000000000005,-1.4,1.9651099052327476
2.2,-1.4,1.9677568415914515
2.3000000000000007,-1.4,1.9701289825445814
2.4000000000000004,-1.4,1.9722534780262833
2.5,-1.4,1.9743645355986124
2.6000000000000005,-1.4,1.9762593843829424
2.7,-1.4,1.9779544560830662
2.8000000000000007,-1.4,1.9796245265798893
2.9000000000000004,-1.4,1.9811356465110468
3.0,-1.4,1.9824863416019065
-3.0,-1.2999999999999998,2.8225451086113287
-2.9,-1.2999999999999998,2.821486356489407
-2.8,-1.2999999999999998,2.8201545974917988
-2.7,-1.2999999999999998,2.8184798020964807
-2.6,-1.2999999999999998,2.8163741911745603
-2.5,-1.2999999999999998,2.813727861534055
-2.4,-1.2999999999999998,2.8104034057817677
-2.3,-1.2999999999999998,2.8062293379235315
-2.2,-1.2999999999999998,2.800992126918509
-2.1,-1.2999999999999998,2.7944266497048305
-2.0,-1.2999999999999998,2.7862049178802772
-1.9,-1.2999999999999998,2.776148400999721
-1.7999999999999998,-1.2999999999999998,2.7644463479529984
-1.7,-1.2999999999999998,2.7498594960067497
-1.5999999999999999,-1.2999999999999998,2.731721813665622
-1.5,-1.2999999999999998,2.70923839174367
-1.4,-1.2999999999999998,2.6830319573204386
-1.2999999999999998,-1.2999999999999998,2.651455960051849
-1.2,-1.2999999999999998,2.612871116372574
-1.0999999999999999,-1.2999999999999998,2.5677285016639697
-1.0,-1.2999999999999998,2.515330848806886
-0.8999999999999999,-1.2999999999999998,2.4534777023642884
-0.7999999999999998,-1.2999999999999998,2.3855987302753183
-0.6999999999999997,-1.2999999999999998,2.3095688925094016
-0.5999999999999996,-1.2999999999999998,2.2284626201915696
-0.5,-1.2999999999999998,2.146870050257622
-0.3999999999999999,-1.2999999999999998,2.069542111328838
-0.2999999999999998,-1.2999999999999998,2.0007617307243337
-0.19999999999999973,-1.2999999999999998,1.9471019632186468
-0.09999999999999964,-1.2999999999999998,1.9092630086336397
0.0,-1.2999999999999998,1.8856213921683256
0.10000000000000009,-1.2999999999999998,1.8729319721223245
0.20000000000000018,-1.2999999999999998,1.8677276480862144
0.30000000000000027,-1.2999999999999998,1.8671509109476179
0.40000000000000036,-1.2999999999999998,1.8704616947966128
0.5,-1.2999999999999998,1.8750346917264817
0.6000000000000001,-1.2999999999999998,1.881343117299649
0.7000000000000002,-1.2999999999999998,1.8877522319779088
0.8000000000000003,-1.2999999999999998,1.8945388784666817
0.9000000000000004,-1.2999999999999998,1.901369717194093
1.0,-1.2999999999999998,1.9077670478855417
1.1000000000000005,-1.2999999999999998,1.91412290228164
1.2000000000000002,-1.2999999999999998,1.9201866083293795
1.2999999999999998,-1.2999999999999998,1.9257244372825661
1.4000000000000004,-1.2999999999999998,1.9310379356340222
1.5,-1.2999999999999998,1.9360903008132824
1.6000000000000005,-1.2999999999999998,1.9406581124048898
1.7000000000000002,-1.2999999999999998,1.944934058167695
1.8000000000000007,-1.2999999999999998,1.9490432696944846
1.9000000000000004,-1.2999999999999998,1.9527406498858186
2.0,-1.2999999999999998,1.9561359330095498
2.1000000000000005,-1.2999999999999998,1.95944410938171
2.2,-1.2999999999999998,1.9624129075135714
2.3000000000000007,-1.2999999999999998,1.9650974132321763
2.4000000000000004,-1.2999999999999998,1.9677479967728302
2.5,-1.2999999999999998,1.970122720241567
2.6000000000000005,-1.2999999999999998,1.9722490442897
2.7,-1.2999999999999998,1.9743617380864575
2.8000000000000007,-1.2999999999999998,1.976257403769217
2.9000000000000004,-1.2999999999999998,1.9779530538445955
3.0,-1.2999999999999998,1.9796236418259248
-3.0,-1.2,2.7829973959831626
-2.9,-1.2,2.7818573325087645
-2.8,-1.2,2.780423417189937
-2.7,-1.2,2.7786203444190662
-2.6,-1.2,2.7764316788758823
-2.5,-1.2,2.773877722838192
-2.4,-1.2,2.7706691745406338
-2.3,-1.2,2.7666404198217216
-2.2,-1.2,2.7615851930594095
-2.1,-1.2,2.7552473196842926
-2.0,-1.2,2.747309768278349
-1.9,-1.2,2.737381954148245
-1.7999999999999998,-1.2,2.7249854116153465
-1.7,-1.2,2.7104975873147668
-1.5999999999999999,-1.2,2.6929630432132456
-1.5,-1.2,2.671221837603329
-1.4,-1.2,2.644365795348057
-1.2999999999999998,-1.2,2.612871116372574
-1.2,-1.2,2.5755727681548697
-1.0999999999999999,-1.2,2.5302822393769637
-1.0,-1.2,2.4783969314026244
-0.8999999999999999,-1.2,2.418210749168013
-0.7999999999999998,-1.2,2.3502308795300504
-0.6999999999999997,-1.2,2.2745649780858734
-0.5999999999999996,-1.2,2.1955123479566367
-0.5,-1.2,2.1145236472616964
-0.3999999999999999,-1.2,2.0373776996279513
-0.2999999999999998,-1.2,1.9703557530293325
-0.19999999999999973,-1.2,1.9174824893891194
-0.09999999999999964,-1.2,1.8804461376504404
0.0,-1.2,1.8577159290130998
0.10000000000000009,-1.2,1.8459006694737015
0.20000000000000018,-1.2,1.841697661672962
0.30000000000000027,-1.2,1.843182125122104
0.40000000000000036,-1.2,1.8471644484252756
0.5,-1.2,1.8537797432322864
0.6000000000000001,-1.2,1.8608763696854749
0.7000000000000002,-1.2,1.86892655467708
0.8000000000000003,-1.2,1.8769910377579202
0.9000000000000004,-1.2,1.8846564776303145
1.0,-1.2,1.8925792928746517
1.1000000000000005,-1.2,1.899978793886449
1.2000000000000002,-1.2,1.9067804005682687
1.2999999999999998,-1.2,1.9134997245464178
1.4000000000000004,-1.2,1.9197449040202863
1.5,-1.2,1.9254114469610353
1.6000000000000005,-1.2,1.9308403865199237
1.7000000000000002,-1.2,1.9359503611071929
1.8000000000000007,-1.2,1.940558995306752
1.9000000000000004,-1.2,1.9448715128741283
2.0,-1.2,1.9489989758173696
2.1000000000000005,-1.2,1.9527092837233968
2.2,-1.2,1.9561161416299904
2.3000000000000007,-1.2,1.9594300952951194
2.4000000000000004,-1.2,1.9624029846899045
2.5,-1.2,1.9650911522863603
2.6000000000000005,-1.2,1.9677435638050653
2.7,-1.2,1.9701195816262917
2.8000000000000007,-1.2,1.9722468221430118
2.9000000000000004,-1.2,1.9743603360032178
3.0,-1.2,1.976256411108004
-3.0,-1.0999999999999999,2.7359397075677996
-2.9,-1.0999999999999999,2.734851396799297
-2.8,-1.0999999999999999,2.7334825335132606
-2.7,-1.0999999999999999,2.731761197059555
-2.6,-1.0999999999999999,2.7295972637108843
-2.5,-1.0999999999999999,2.726877935524667
-2.4,-1.0999999999999999,2.7234622501902344
-2.3,-1.0999999999999999,2.7191743862588633
-2.2,-1.0999999999999999,2.714175805101007
-2.1,-1.0999999999999999,2.7081052401978356
-2.0,-1.0999999999999999,2.70050151471721
-1.9,-1.0999999999999999,2.69098974024947
-1.7999999999999998,-1.0999999999999999,2.679110366512583
-1.7,-1.0999999999999999,2.664304027607714
-1.5999999999999999,-1.0999999999999999,2.6460763565769327
-1.5,-1.0999999999999999,2.625215973386663
-1.4,-1.0999999999999999,2.599438329805831
-1.2999999999999998,-1.0999999999999999,2.56772850166397
-1.2,-1.0999999999999999,2.530282239376964
-1.0999999999999999,-1.0999999999999999,2.4868259931183747
-1.0,-1.0999999999999999,2.4344412782172373
-0.8999999999999999,-1.0999999999999999,2.3758685037558744
-0.7999999999999998,-1.0999999999999999,2.3079190841306376
-0.6999999999999997,-1.0999999999999999,2.2349541203877616
-0.5999999999999996,-1.0999999999999999,2.156317985869375
-0.5,-1.0999999999999999,2.0764371360328493
-0.3999999999999999,-1.0999999999999999,2.0000550014708343
-0.2999999999999998,-1.0999999999999999,1.9338561959354696
-0.19999999999999973,-1.0999999999999999,1.881641311072545
-0.09999999999999964,-1.0999999999999999,1.8456805695565375
0.0,-1.0999999999999999,1.82413650037679
0.10000000000000009,-1.0999999999999999,1.8143028186397907
0.20000000000000018,-1.0999999999999999,1.8121054917363386
0.30000000000000027,-1.0999999999999999,1.8144526247058117
0.40000000000000036,-1.0999999999999999,1.820806791929179
0.5,-1.0999999999999999,1.8282746672981338
0.6000000000000001,-1.0999999999999999,1.8376140556478207
0.7000000000000002,-1.0999999999999999,1.846952194233654
0.8000000000000003,-1.0999999999999999,1.8562580264201256
0.9000000000000004,-1.0999999999999999,1.8658391303094193
1.0,-1.0999999999999999,1.874796521732907
1.1000000000000005,-1.0999999999999999,1.883194838756147
1.2000000000000002,-1.0999999999999999,1.8915944697247118
1.2999999999999998,-1.0999999999999999,1.8992803108801195
1.4000000000000004,-1.0999999999999999,1.9062852124400547
1.5,-1.0999999999999999,1.9131871195636718
1.6000000000000005,-1.0999999999999999,1.9195233879265685
1.7000000000000002,-1.0999999999999999,1.925254509800183
1.8000000000000007,-1.0999999999999999,1.9307413493853582
1.9000000000000004,-1.0999999999999999,1.9358802109772062
2.0,-1.0999999999999999,1.94050931196131
2.1000000000000005,-1.0999999999999999,1.9448401631360739
2.2,-1.0999999999999999,1.9489767748641578
2.3000000000000007,-1.0999999999999999,1.952693562684928
2.4000000000000004,-1.0999999999999999,1.9561062221572485
2.5,-1.0999999999999999,1.959423071469974
2.6000000000000005,-1.0999999999999999,1.962398011425055
2.7,-1.0999999999999999,1.9650880143514724
2.8000000000000007,-1.0999999999999999,1.9677413420437293
2.9000000000000004,-1.0999999999999999,1.970118008585129
3.0,-1.0999999999999999,1.9722457084277962
-3.0,-1.0,2.680286611928641
-2.9,-1.0,2.6792573812180356
-2.8,-1.0,2.6779627847969385
-2.7,-1.0,2.6763347700011315
-2.6,-1.0,2.67428804539599
-2.5,-1.0,2.6717158379256998
-2.4,-1.0,2.668484678005223
-2.3,-1.0,2.664428032356672
-2.2,-1.0,2.6593385971096444
-2.1,-1.0,2.65295907520977
-2.0,-1.0,2.6449713072862404
-1.9,-1.0,2.6356608332452214
-1.7999999999999998,-1.0,2.6243808107665676
-1.7,-1.0,2.6103174813999557
