# S2 Fig: sup over the input of the ladder factor nu for the three-site ladder c = (1, 3a, 3b, 1); a = b = 1 is the binomial ladder (nu = 1); the bound nu <= 3 is approached as a, b -> 0
log10_a,log10_b,nu_sup
-0.09999999999999964,-2.1,2.023189766436135
0.0,-2.1,1.9977305745994474
0.10000000000000009,-2.1,1.9824309274460543
0.20000000000000018,-2.1,1.973772914350798
0.30000000000000027,-2.1,1.96918631433123
0.40000000000000036,-2.1,1.9671794413157775
0.5,-2.1,1.9668739892354303
0.6000000000000001,-2.1,1.9673657702808838
0.7000000000000002,-2.1,1.9685867372732664
0.8000000000000003,-2.1,1.9699665955144805
0.9000000000000004,-2.1,1.9716945181310122
1.0,-2.1,1.9733623804542262
1.1000000000000005,-2.1,1.9750644917794344
1.2000000000000002,-2.1,1.9767550466525472
1.2999999999999998,-2.1,1.9783054259780166
1.4000000000000004,-2.1,1.9798460023590287
1.5,-2.1,1.9812924556374825
1.6000000000000005,-2.1,1.9825973625243283
1.7000000000000002,-2.1,1.9838781203173452
1.8000000000000007,-2.1,1.9850615641306972
1.9000000000000004,-2.1,1.9861225127078672
2.0,-2.1,1.987156182445074
2.1000000000000005,-2.1,1.9881082050321914
2.2,-2.1,1.9889594303760303
2.3000000000000007,-2.1,1.9897845756330825
2.4000000000000004,-2.1,1.9905452622136468
2.5,-2.1,1.9912245786522753
2.6000000000000005,-2.1,1.991880610118816
2.7,-2.1,1.9924866887133625
2.8000000000000007,-2.1,1.9930275944357558
2.9000000000000004,-2.1,1.9935484483548258
3.0,-2.1,1.9940307296202942
-3.0,-2.0,2.9582941599073185
-2.9,-2.0,2.9571039615973578
-2.8,-2.0,2.9556872636155713
-2.7,-2.0,2.9539823943049357
-2.6,-2.0,2.9518389748558627
-2.5,-2.0,2.9491451294546365
-2.4,-2.0,2.945760984402695
-2.3,-2.0,2.941511975386213
-2.2,-2.0,2.936319399718962
-2.1,-2.0,2.930107938135646
-2.0,-2.0,2.9223300970873787
-1.9,-2.0,2.9126041523649064
-1.7999999999999998,-2.0,2.9004628464446918
-1.7,-2.0,2.88593254994753
-1.5999999999999999,-2.0,2.868085519756666
-1.5,-2.0,2.846011973434131
-1.4,-2.0,2.818826509869222
-1.2999999999999998,-2.0,2.786204917880277
-1.2,-2.0,2.7473097682783485
