enzyme_target_ratio,G_over_K,total_fraction_lambda1,total_fraction_lambda4,gap,rigorous_pairwise_bound
7.943282347242820729e-03,3.261378817906619709e-02,9.988230870012221319e-01,9.988232933904306332e-01,2.063892085013563360e-07,7.943282347242820729e-03
7.943282347242820729e-03,3.596462168791318692e-02,9.988140186590757086e-01,9.988142475338678272e-01,2.288747921186384815e-07,7.943282347242820729e-03
7.943282347242820729e-03,3.965972937743380416e-02,9.988038254246009995e-01,9.988040793986432409e-01,2.539740422413672150e-07,7.943282347242820729e-03
7.943282347242820729e-03,4.373448295773112865e-02,9.987923499809171490e-01,9.987926320106013112e-01,2.820296841621328099e-07,7.943282347242820729e-03
7.943282347242820729e-03,4.822788832917234564e-02,9.987794098278031107e-01,9.987797232661888014e-01,3.134383856906453047e-07,7.943282347242820729e-03
7.943282347242820729e-03,5.318295896944989082e-02,9.987647927448695118e-01,9.987651414060115806e-01,3.486611420688845442e-07,7.943282347242820729e-03
7.943282347242820729e-03,5.864712768349253369e-02,9.987482513672258921e-01,9.987486396032186908e-01,3.882359927986911430e-07,7.943282347242820729e-03
7.943282347242820729e-03,6.467270065773574050e-02,9.987294966913684569e-01,9.987299294849792952e-01,4.327936108383667602e-07,7.943282347242820729e-03
7.943282347242820729e-03,7.131735816522113969e-02,9.987081902905750042e-01,9.987086733670272887e-01,4.830764522845143460e-07,7.943282347242820729e-03
7.943282347242820729e-03,7.864470671456429141e-02,9.986839349724847548e-01,9.986844749347569827e-01,5.399622722279673326e-07,7.943282347242820729e-03
7.943282347242820729e-03,8.672488792828034199e-02,9.986562635549410816e-01,9.986568680479349647e-01,6.044929938830989613e-07,7.943282347242820729e-03
7.943282347242820729e-03,9.563524997900371694e-02,9.986246253675105100e-01,9.986253032775749272e-01,6.779100644171975887e-07,7.943282347242820729e-03
7.943282347242820729e-03,1.054610880109774079e-01,9.985883700027186061e-01,9.985891317003041667e-01,7.616975855606611390e-07,7.943282347242820729e-03
7.943282347242820729e-03,1.162964606345559676e-01,9.985467277398836217e-01,9.985475853745000574e-01,8.576346164357318003e-07,7.943282347242820729e-03
7.943282347242820729e-03,1.282450903096792605e-01,9.984987859416316613e-01,9.984997537996722627e-01,9.678580406013992388e-07,7.943282347242820729e-03
7.943282347242820729e-03,1.414213562373095034e-01,9.984434605742491531e-01,9.984445555114045412e-01,1.094937155388109318e-06,7.943282347242820729e-03
7.943282347242820729e-03,1.559513892633635490e-01,9.983794618223578166e-01,9.983807037829303122e-01,1.241960572495592885e-06,7.943282347242820729e-03
7.943282347242820729e-03,1.719742792761937422e-01,9.983052525494913176e-01,9.983066651842354977e-01,1.412634744180074620e-06,7.943282347242820729e-03
7.943282347242820729e-03,1.896434066555258979e-01,9.982189980910026739e-01,9.982206094821834963e-01,1.611391180822430158e-06,7.943282347242820729e-03
7.943282347242820729e-03,2.091279105182546061e-01,9.981185055451052834e-01,9.981203490405186063e-01,1.843495413322848719e-06,7.943282347242820729e-03
7.943282347242820729e-03,2.306143078159937077e-01,9.980011503406280848e-01,9.980032654848346452e-01,2.115144206560337636e-06,7.943282347242820729e-03
7.943282347242820729e-03,2.543082787833217950e-01,9.978637873935997105e-01,9.978662209205890754e-01,2.433526989364942494e-06,7.943282347242820729e-03
7.943282347242820729e-03,2.804366358280677152e-01,9.977026436044239555e-01,9.977054504154857506e-01,2.806811061795144724e-06,7.943282347242820729e-03
7.943282347242820729e-03,3.092494947109917791e-01,9.975131877770860855e-01,9.975164317623240740e-01,3.243985237988411541e-06,7.943282347242820729e-03
7.943282347242820729e-03,3.410226687986532279e-01,9.972899732442700449e-01,9.972937277040277992e-01,3.754459757754347038e-06,7.943282347242820729e-03
7.943282347242820729e-03,3.760603093086393733e-01,9.970264475402748072e-01,9.970307948075657345e-01,4.347267290927270267e-06,7.943282347242820729e-03
7.943282347242820729e-03,4.146978168211084559e-01,9.967147223620484997e-01,9.967197519982035070e-01,5.029636155007288778e-06,7.943282347242820729e-03
7.943282347242820729e-03,4.573050519273262893e-01,9.963452957880473138e-01,9.963511003963601009e-01,5.804608312787173929e-06,7.943282347242820729e-03
7.943282347242820729e-03,5.042898757493767814e-01,9.959067172866540307e-01,9.959133845370614635e-01,6.667250407432767645e-06,7.943282347242820729e-03
7.943282347242820729e-03,5.561020542229561103e-01,9.953851844628084367e-01,9.953927833248166213e-01,7.598862008184603667e-06,7.943282347242820729e-03
7.943282347242820729e-03,6.132375635173039630e-01,9.947640588194831546e-01,9.947726172617283869e-01,8.558442245232278367e-06,7.943282347242820729e-03
7.943282347242820729e-03,6.762433378062412404e-01,9.940232861602374959e-01,9.940327567416832322e-01,9.470581445736314663e-06,7.943282347242820729e-03
7.943282347242820729e-03,7.457225048387343680e-01,9.931387058237711729e-01,9.931489148124680311e-01,1.020898869685815669e-05,7.943282347242820729e-03
7.943282347242820729e-03,8.223401594268892056e-01,9.920812320363845416e-01,9.920918072393603016e-01,1.057520297575997859e-05,7.943282347242820729e-03
7.943282347242820729e-03,9.068297301185536119e-01,9.908158907794269998e-01,9.908261636762051294e-01,1.027289677812959212e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.000000000000000000e+00,9.893006974088311978e-01,9.893095772804395560e-01,8.879871608358236301e-06,7.943282347242820729e-03
7.943282347242820729e-03,1.102742848835872813e+00,9.874853648234275250e-01,9.874911875014519280e-01,5.822678024403060704e-06,7.943282347242820729e-03
7.943282347242820729e-03,1.216041790658657140e+00,9.853098405501827806e-01,9.853102034669248832e-01,3.629167421026480156e-07,7.943282347242820729e-03
7.943282347242820729e-03,1.340981388534404628e+00,9.827026852424267656e-01,9.826942945681675923e-01,8.390674259173280802e-06,7.943282347242820729e-03
7.943282347242820729e-03,1.478757636628313499e+00,9.795793263855021582e-01,9.795579007045925879e-01,2.142568090957031046e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.630689408953309716e+00,9.758402507743163534e-01,9.758005454750032781e-01,3.970529931307531513e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.798231084395658153e+00,9.713692379709332192e-01,9.713052671092363699e-01,6.397086169684929047e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.982986468871690056e+00,9.660317833429055145e-01,9.659373079787808569e-01,9.447536412465762368e-05,7.943282347242820729e-03
7.943282347242820729e-03,2.186724147886555336e+00,9.596739105792841951e-01,9.595432196658584267e-01,1.306909134257683291e-04,7.943282347242820729e-03
7.943282347242820729e-03,2.411394416458617407e+00,9.521216262232884420e-01,9.519505508094543433e-01,1.710754138340986330e-04,7.943282347242820729e-03
7.943282347242820729e-03,2.659147948472494249e+00,9.431813212517573541e-01,9.429683085599539494e-01,2.130126918034047634e-04,7.943282347242820729e-03
7.943282347242820729e-03,2.932356384174625852e+00,9.326414812511063523e-01,9.323884548711177667e-01,2.530263799885856812e-04,7.943282347242820729e-03
7.943282347242820729e-03,3.233635032886784888e+00,9.202761377000654441e-01,9.199888455839040358e-01,2.872921161614083729e-04,7.943282347242820729e-03
7.943282347242820729e-03,3.565867908261056041e+00,9.058505860991515890e-01,9.055382354146093160e-01,3.123506845422729938e-04,7.943282347242820729e-03
7.943282347242820729e-03,3.932235335728213599e+00,8.891299959424734389e-01,8.888041811484794774e-01,3.258147939939615156e-04,7.943282347242820729e-03
7.943282347242820729e-03,4.336244396414017821e+00,8.698915769456171398e-01,8.695647419454947125e-01,3.268350001224273882e-04,7.943282347242820729e-03
7.943282347242820729e-03,4.781762498950185680e+00,8.479408234493842622e-01,8.476246481525474552e-01,3.161752968368070071e-04,7.943282347242820729e-03
7.943282347242820729e-03,5.273054400548867093e+00,8.231318916585179668e-01,8.228359877462025906e-01,2.959039123153761608e-04,7.943282347242820729e-03
7.943282347242820729e-03,5.814823031727796021e+00,7.953912852129770839e-01,7.951224418024649410e-01,2.688434105121428885e-04,7.943282347242820729e-03
7.943282347242820729e-03,6.412254515483961193e+00,7.647427870648072501e-01,7.645048083352239399e-01,2.379787295833102334e-04,7.943282347242820729e-03
7.943282347242820729e-03,7.071067811865474617e+00,7.313302238993084625e-01,7.311242389257670560e-01,2.059849735414065464e-04,7.943282347242820729e-03
7.943282347242820729e-03,7.797569463168178672e+00,6.954336034449528636e-01,6.952586520875586595e-01,1.749513573942040878e-04,7.943282347242820729e-03
7.943282347242820729e-03,8.598713963809681005e+00,6.574739279139600878e-01,6.573276319323722028e-01,1.462959815878850378e-04,7.943282347242820729e-03
7.943282347242820729e-03,9.482170332776291843e+00,6.180029713476780096e-01,6.178821531095509689e-01,1.208182381270406225e-04,7.943282347242820729e-03
7.943282347242820729e-03,1.045639552591272725e+01,5.776766157718126182e-01,5.775777916128717049e-01,9.882415894091334252e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.153071539079968311e+01,5.372135842741555534e-01,5.371333125040559375e-01,8.027177009961583565e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.271541393916609408e+01,4.973447227421905481e-01,4.972798193478301654e-01,6.490339436038272680e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.402183179140337721e+01,4.587602949725205215e-01,4.587079450640393352e-01,5.234990848118625806e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.546247473554957885e+01,4.220632477864745824e-01,4.220210435074728816e-01,4.220427900170076185e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.705113343993265929e+01,3.877348990404388962e-01,3.877008307837244705e-01,3.406825671442570425e-05,7.943282347242820729e-03
7.943282347242820729e-03,1.880301546543196523e+01,3.561165605936491563e-01,3.560889820876171341e-01,2.757850603202216533e-05,7.943282347242820729e-03
7.943282347242820729e-03,2.073489084105543157e+01,3.274072431321740084e-01,3.273848246888902969e-01,2.241844328371156436e-05,7.943282347242820729e-03
7.943282347242820729e-03,2.286525259636630025e+01,3.016747998837147615e-01,3.016564789010404146e-01,1.832098267434689731e-05,7.943282347242820729e-03
7.943282347242820729e-03,2.521449378746882530e+01,2.788762570068584745e-01,2.788611909665392186e-01,1.506604031925595777e-05,7.943282347242820729e-03
7.943282347242820729e-03,2.780510271114779997e+01,2.588827388209042346e-01,2.588702634014651838e-01,1.247541943905083883e-05,7.943282347242820729e-03
7.943282347242820729e-03,3.066187817586519060e+01,2.415050226921837684e-01,2.414946159568384099e-01,1.040673534535851985e-05,7.943282347242820729e-03
7.943282347242820729e-03,3.381216689031207068e+01,2.265168886745649035e-01,2.265081413266069599e-01,8.747347957943629737e-06,7.943282347242820729e-03
7.943282347242820729e-03,3.728612524193668776e+01,2.136746435122184873e-01,2.136672347039139108e-01,7.408808304576464110e-06,7.943282347242820729e-03
7.943282347242820729e-03,4.111700797134443519e+01,2.027322249631404727e-01,2.027259029268557999e-01,6.322036284672760686e-06,7.943282347242820729e-03
7.943282347242820729e-03,4.534148650592767638e+01,1.934520156046003747e-01,1.934465823271289131e-01,5.433277471461606112e-06,7.943282347242820729e-03
7.943282347242820729e-03,5.000000000000000000e+01,1.856119155848889313e-01,1.856072147891900670e-01,4.700795698864279615e-06,7.943282347242820729e-03
1.000000000000000021e-02,2.000000000000000042e-02,9.988575741804296415e-01,9.988577302788832490e-01,1.560984536075338269e-07,1.000000000000000021e-02
1.000000000000000021e-02,2.205485697671746848e-02,9.988524210484673871e-01,9.988525937505239316e-01,1.727020565445158695e-07,1.000000000000000021e-02
1.000000000000000021e-02,2.432083581317314586e-02,9.988466658623075256e-01,9.988468570042269290e-01,1.911419194033925351e-07,1.000000000000000021e-02
1.000000000000000021e-02,2.681962777068809187e-02,9.988402310760153835e-01,9.988404427135827435e-01,2.116375673599790730e-07,1.000000000000000021e-02
1.000000000000000021e-02,2.957515273256627192e-02,9.988330277857802031e-01,9.988332622244069370e-01,2.344386267338904872e-07,1.000000000000000021e-02
1.000000000000000021e-02,3.261378817906619709e-02,9.988249538300966179e-01,9.988252136599251596e-01,2.598298285416689168e-07,1.000000000000000021e-02
1.000000000000000021e-02,3.596462168791318692e-02,9.988158915362895796e-01,9.988161796733101561e-01,2.881370205765065862e-07,1.000000000000000021e-02
1.000000000000000021e-02,3.965972937743380416e-02,9.988057050427717742e-01,9.988060247772033717e-01,3.197344315974959272e-07,1.000000000000000021e-02
1.000000000000000021e-02,4.373448295773112865e-02,9.987942371117352058e-01,9.987945921652077175e-01,3.550534725116349932e-07,1.000000000000000021e-02
1.000000000000000021e-02,4.822788832917234564e-02,9.987813053292027288e-01,9.987816999226519776e-01,3.945934492488589740e-07,1.000000000000000021e-02
1.000000000000000021e-02,5.318295896944989082e-02,9.987666975677695902e-01,9.987671365024006764e-01,4.389346310862407563e-07,1.000000000000000021e-02
1.000000000000000021e-02,5.864712768349253369e-02,9.987501665611926427e-01,9.987506553154500422e-01,4.887542573994707595e-07,1.000000000000000021e-02
1.000000000000000021e-02,6.467270065773574050e-02,9.987314234082260711e-01,9.987319682543780441e-01,5.448461519730329883e-07,1.000000000000000021e-02
1.000000000000000021e-02,7.131735816522113969e-02,9.987101297845195624e-01,9.987107379293476139e-01,6.081448280514933913e-07,1.000000000000000021e-02
1.000000000000000021e-02,7.864470671456429141e-02,9.986858885946081621e-01,9.986865683496826129e-01,6.797550744508384923e-07,1.000000000000000021e-02
1.000000000000000021e-02,8.672488792828034199e-02,9.986582327391260172e-01,9.986589937274146234e-01,7.609882886061569707e-07,1.000000000000000021e-02
1.000000000000000021e-02,9.563524997900371694e-02,9.986266116033600815e-01,9.986274650103231787e-01,8.534069630972140885e-07,1.000000000000000021e-02
1.000000000000000021e-02,1.054610880109774079e-01,9.985903747893520865e-01,9.985913336683072128e-01,9.588789551262522082e-07,1.000000000000000021e-02
1.000000000000000021e-02,1.162964606345559676e-01,9.985487525118658114e-01,9.985498321551655732e-01,1.079643299761734454e-06,1.000000000000000021e-02
1.000000000000000021e-02,1.282450903096792605e-01,9.985008319547520328e-01,9.985020503440492634e-01,1.218389297230615398e-06,1.000000000000000021e-02
1.000000000000000021e-02,1.414213562373095034e-01,9.984455287339101259e-01,9.984469070842665328e-01,1.378350356406876642e-06,1.000000000000000021e-02
1.000000000000000021e-02,1.559513892633635490e-01,9.983815524304963107e-01,9.983831158437997955e-01,1.563413303484750827e-06,1.000000000000000021e-02
1.000000000000000021e-02,1.719742792761937422e-01,9.983073649364901936e-01,9.983091431787980419e-01,1.778242307848287851e-06,1.000000000000000021e-02
1.000000000000000021e-02,1.896434066555258979e-01,9.982211300860561742e-01,9.982231584997597329e-01,2.028413703558662462e-06,1.000000000000000021e-02
1.000000000000000021e-02,2.091279105182546061e-01,9.981206527206544221e-01,9.981229732736265348e-01,2.320552972112643886e-06,1.000000000000000021e-02
1.000000000000000021e-02,2.306143078159937077e-01,9.980033049421765945e-01,9.980059673990514524e-01,2.662456874857888067e-06,1.000000000000000021e-02
1.000000000000000021e-02,2.543082787833217950e-01,9.978659368331924684e-01,9.978690000036618546e-01,3.063170469386200523e-06,1.000000000000000021e-02
1.000000000000000021e-02,2.804366358280677152e-01,9.977047683515369858e-01,9.977083013196542671e-01,3.532968117281320986e-06,1.000000000000000021e-02
1.000000000000000021e-02,3.092494947109917791e-01,9.975152584210980056e-01,9.975193415773098149e-01,4.083156211809324532e-06,1.000000000000000021e-02
1.000000000000000021e-02,3.410226687986532279e-01,9.972919464236563725e-01,9.972966719927147672e-01,4.725569058394718525e-06,1.000000000000000021e-02
1.000000000000000021e-02,3.760603093086393733e-01,9.970282603301223734e-01,9.970337318927821046e-01,5.471562659731254996e-06,1.000000000000000021e-02
1.000000000000000021e-02,4.146978168211084559e-01,9.967162845777457481e-01,9.967226147961575355e-01,6.330218411787491561e-06,1.000000000000000021e-02
1.000000000000000021e-02,4.573050519273262893e-01,9.963464794934450142e-01,9.963537848382963968e-01,7.305344851382677973e-06,1.000000000000000021e-02
1.000000000000000021e-02,5.042898757493767814e-01,9.959073425852453809e-01,9.959157332945081098e-01,8.390709262728890394e-06,1.000000000000000021e-02
1.000000000000000021e-02,5.561020542229561103e-01,9.953850003995386997e-01,9.953945631493991142e-01,9.562749860414498926e-06,1.000000000000000021e-02
1.000000000000000021e-02,6.132375635173039630e-01,9.947627179347307003e-01,9.947734877743525939e-01,1.076983962189359545e-05,1.000000000000000021e-02
1.000000000000000021e-02,6.762433378062412404e-01,9.940203109352991895e-01,9.940322279894192592e-01,1.191705412006971443e-05,1.000000000000000021e-02
1.000000000000000021e-02,7.457225048387343680e-01,9.931334449796362929e-01,9.931462904313226314e-01,1.284545168633854928e-05,1.000000000000000021e-02
1.000000000000000021e-02,8.223401594268892056e-01,9.920728044699954618e-01,9.920861097677533547e-01,1.330529775789290881e-05,1.000000000000000021e-02
1.000000000000000021e-02,9.068297301185536119e-01,9.908031149705045504e-01,9.908160387186889517e-01,1.292374818440134021e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.000000000000000000e+00,9.892820046028334424e-01,9.892931742340416168e-01,1.116963120817437982e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.102742848835872813e+00,9.874586954772888170e-01,9.874660170067552922e-01,7.321529466475240611e-06,1.000000000000000021e-02
1.000000000000000021e-02,1.216041790658657140e+00,9.852725257938050873e-01,9.852729763416659958e-01,4.505478609084789809e-07,1.000000000000000021e-02
1.000000000000000021e-02,1.340981388534404628e+00,9.826513188966592427e-01,9.826407543989834625e-01,1.056449767578016008e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.478757636628313499e+00,9.795096387779321789e-01,9.794826727835430624e-01,2.696599438911650992e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.630689408953309716e+00,9.757470033300221779e-01,9.756970375991451672e-01,4.996573087701072780e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.798231084395658153e+00,9.712461667971160617e-01,9.711656702777952122e-01,8.049651932084955774e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.982986468871690056e+00,9.658716290780477998e-01,9.657527521137675430e-01,1.188769642802567361e-04,1.000000000000000021e-02
1.000000000000000021e-02,2.186724147886555336e+00,9.594685773124149719e-01,9.593041339716340543e-01,1.644433407809176018e-04,1.000000000000000021e-02
1.000000000000000021e-02,2.411394416458617407e+00,9.518625093733964482e-01,9.516472534277103934e-01,2.152559456860547726e-04,1.000000000000000021e-02
1.000000000000000021e-02,2.659147948472494249e+00,9.428598275490536196e-01,9.425918038639148344e-01,2.680236851387851615e-04,1.000000000000000021e-02
1.000000000000000021e-02,2.932356384174625852e+00,9.322497303062439178e-01,9.319313571043660316e-01,3.183732018778862027e-04,1.000000000000000021e-02
1.000000000000000021e-02,3.233635032886784888e+00,9.198077871381256099e-01,9.194462937346450371e-01,3.614934034805727947e-04,1.000000000000000021e-02
1.000000000000000021e-02,3.565867908261056041e+00,9.053016726962335170e-01,9.049086400026672417e-01,3.930326935662753485e-04,1.000000000000000021e-02
1.000000000000000021e-02,3.932235335728213599e+00,8.884996523809508551e-01,8.880896644762010794e-01,4.099879047497756446e-04,1.000000000000000021e-02
1.000000000000000021e-02,4.336244396414017821e+00,8.691824854353261687e-01,8.687711954531086578e-01,4.112899822175108966e-04,1.000000000000000021e-02
1.000000000000000021e-02,4.781762498950185680e+00,8.471593095495797421e-01,8.467614108303643805e-01,3.978987192153615737e-04,1.000000000000000021e-02
1.000000000000000021e-02,5.273054400548867093e+00,8.222876325337068470e-01,8.219152186692705309e-01,3.724138644363161887e-04,1.000000000000000021e-02
1.000000000000000021e-02,5.814823031727796021e+00,7.944966816546037425e-01,7.941582977346531846e-01,3.383839199505578321e-04,1.000000000000000021e-02
1.000000000000000021e-02,6.412254515483961193e+00,7.638121033343289179e-01,7.635125411402661211e-01,2.995621940627968272e-04,1.000000000000000021e-02
1.000000000000000021e-02,7.071067811865474617e+00,7.303786213266761917e-01,7.301193080506694910e-01,2.593132760067007325e-04,1.000000000000000021e-02
1.000000000000000021e-02,7.797569463168178672e+00,6.944761855818675222e-01,6.942559197391373615e-01,2.202658427301606991e-04,1.000000000000000021e-02
1.000000000000000021e-02,8.598713963809681005e+00,6.565248891692566646e-01,6.563406840069125892e-01,1.842051623440754682e-04,1.000000000000000021e-02
1.000000000000000021e-02,9.482170332776291843e+00,6.170749103123337465e-01,6.169227717352999685e-01,1.521385770337779775e-04,1.000000000000000021e-02
1.000000000000000021e-02,1.045639552591272725e+01,5.767800466634326328e-01,5.766555938822303107e-01,1.244527812023221713e-04,1.000000000000000021e-02
1.000000000000000021e-02,1.153071539079968311e+01,5.363566571470630429e-01,5.362555607414584147e-01,1.010964056046281812e-04,1.000000000000000021e-02
1.000000000000000021e-02,1.271541393916609408e+01,4.965331442825894337e-01,4.964513979468453408e-01,8.174633574409284620e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.402183179140337721e+01,4.579974257416150052e-01,4.579314868760314128e-01,6.593886558359240979e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.546247473554957885e+01,4.213503390579972363e-01,4.212971767888570307e-01,5.316226914020560912e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.705113343993265929e+01,3.870714244067616772e-01,3.870285087775823252e-01,4.291562917935198840e-05,1.000000000000000021e-02
1.000000000000000021e-02,1.880301546543196523e+01,3.555005956352540464e-01,3.554658538432627357e-01,3.474179199131066653e-05,1.000000000000000021e-02
1.000000000000000021e-02,2.073489084105543157e+01,3.268358507397323143e-01,3.268076084113359370e-01,2.824232839637730308e-05,1.000000000000000021e-02
1.000000000000000021e-02,2.286525259636630025e+01,3.011443878472735425e-01,3.011213068094845124e-01,2.308103778903003445e-05,1.000000000000000021e-02
1.000000000000000021e-02,2.521449378746882530e+01,2.783828858427412345e-01,2.783639050019451888e-01,1.898084079604567265e-05,1.000000000000000021e-02
1.000000000000000021e-02,2.780510271114779997e+01,2.584223690359934711e-01,2.584066516719141782e-01,1.571736407929291701e-05,1.000000000000000021e-02
1.000000000000000021e-02,3.066187817586519060e+01,2.410736999858775764e-01,2.410605886781490292e-01,1.311130772854718352e-05,1.000000000000000021e-02
1.000000000000000021e-02,3.381216689031207068e+01,2.261108720888499179e-01,2.260998512728978338e-01,1.102081595208415088e-05,1.000000000000000021e-02
1.000000000000000021e-02,3.728612524193668776e+01,2.132904852308890320e-01,2.132811507402270212e-01,9.334490662010752615e-06,1.000000000000000021e-02
1.000000000000000021e-02,4.111700797134443519e+01,2.023668118302282271e-01,2.023588465072228837e-01,7.965323005343361018e-06,1.000000000000000021e-02
1.000000000000000021e-02,4.534148650592767638e+01,1.931025821839020273e-01,1.930957365798451619e-01,6.845604056865406406e-06,1.000000000000000021e-02
1.000000000000000021e-02,5.000000000000000000e+01,1.852760373961001850e-01,1.852701146351792283e-01,5.922760920956671171e-06,1.000000000000000021e-02
1.258925411794167490e-02,2.000000000000000042e-02,9.988598949456533038e-01,9.988600914649042872e-01,1.965192509834068346e-07,1.258925411794167490e-02
1.258925411794167490e-02,2.205485697671746848e-02,9.988547462527576082e-01,9.988549636746668625e-01,2.174219092543339116e-07,1.258925411794167490e-02
1.258925411794167490e-02,2.432083581317314586e-02,9.988489960060628059e-01,9.988492366422632163e-01,2.406362004103712593e-07,1.258925411794167490e-02
1.258925411794167490e-02,2.681962777068809187e-02,9.988425667185509838e-01,9.988428331570146090e-01,2.664384636252847827e-07,1.258925411794167490e-02
1.258925411794167490e-02,2.957515273256627192e-02,9.988353695522752540e-01,9.988356646952011308e-01,2.951429258768456521e-07,1.258925411794167490e-02
1.258925411794167490e-02,3.261378817906619709e-02,9.988273024191911542e-01,9.988276295271897309e-01,3.271079985767144649e-07,1.258925411794167490e-02
1.258925411794167490e-02,3.596462168791318692e-02,9.988182477282869787e-01,9.988186104721328284e-01,3.627438458497778129e-07,1.258925411794167490e-02
1.258925411794167490e-02,3.965972937743380416e-02,9.988080697083515647e-01,9.988084722298767870e-01,4.025215252223546258e-07,1.258925411794167490e-02
1.258925411794167490e-02,4.373448295773112865e-02,9.987966112209798464e-01,9.987970582050438306e-01,4.469840639842459495e-07,1.258925411794167490e-02
1.258925411794167490e-02,4.822788832917234564e-02,9.987836899606093999e-01,9.987841867205468072e-01,4.967599374072761975e-07,1.258925411794167490e-02
1.258925411794167490e-02,5.318295896944989082e-02,9.987690939167194193e-01,9.987696464962411147e-01,5.525795216954065836e-07,1.258925411794167490e-02
1.258925411794167490e-02,5.864712768349253369e-02,9.987525759470631259e-01,9.987531912422922264e-01,6.152952291005320262e-07,1.258925411794167490e-02
1.258925411794167490e-02,6.467270065773574050e-02,9.987338472789186739e-01,9.987345331851138486e-01,6.859061951747236208e-07,1.258925411794167490e-02
1.258925411794167490e-02,7.131735816522113969e-02,9.987125697165926130e-01,9.987133353051982354e-01,7.655886056223693004e-07,1.258925411794167490e-02
1.258925411794167490e-02,7.864470671456429141e-02,9.986883462863676009e-01,9.986892020192963404e-01,8.557329287395276651e-07,1.258925411794167490e-02
1.258925411794167490e-02,8.672488792828034199e-02,9.986607099928642706e-01,9.986616679824923404e-01,9.579896280698108058e-07,1.258925411794167490e-02
1.258925411794167490e-02,9.563524997900371694e-02,9.986291102912833173e-01,9.986301846164160612e-01,1.074325132743858546e-06,1.258925411794167490e-02
1.258925411794167490e-02,1.054610880109774079e-01,9.985928967954375013e-01,9.985941038855545848e-01,1.207090117083531311e-06,1.258925411794167490e-02
1.258925411794167490e-02,1.162964606345559676e-01,9.985512996386632922e-01,9.985526587409562227e-01,1.359102292930458589e-06,1.258925411794167490e-02
1.258925411794167490e-02,1.282450903096792605e-01,9.985034057796805529e-01,9.985049395255785054e-01,1.533745897952520920e-06,1.258925411794167490e-02
1.258925411794167490e-02,1.414213562373095034e-01,9.984481303933703256e-01,9.984498654831025499e-01,1.735089732224359693e-06,1.258925411794167490e-02
1.258925411794167490e-02,1.559513892633635490e-01,9.983841823015137118e-01,9.983861503261416415e-01,1.968024627929665371e-06,1.258925411794167490e-02
1.258925411794167490e-02,1.719742792761937422e-01,9.983100221737105651e-01,9.983122605929929394e-01,2.238419282374337627e-06,1.258925411794167490e-02
1.258925411794167490e-02,1.896434066555258979e-01,9.982238119555616462e-01,9.982263652453086111e-01,2.553289746964892970e-06,1.258925411794167490e-02
1.258925411794167490e-02,2.091279105182546061e-01,9.981233536496556535e-01,9.981262746212211656e-01,2.920971565512076040e-06,1.258925411794167490e-02
1.258925411794167490e-02,2.306143078159937077e-01,9.980060151730424378e-01,9.980093664461687775e-01,3.351273126339648911e-06,1.258925411794167490e-02
1.258925411794167490e-02,2.543082787833217950e-01,9.978686405287706673e-01,9.978724961009041161e-01,3.855572133448781358e-06,1.258925411794167490e-02
1.258925411794167490e-02,2.804366358280677152e-01,9.977074409427417745e-01,9.977118877338313485e-01,4.446791089574020361e-06,1.258925411794167490e-02
1.258925411794167490e-02,3.092494947109917791e-01,9.975178629128109709e-01,9.975230020610901249e-01,5.139148279154071020e-06,1.258925411794167490e-02
1.258925411794167490e-02,3.410226687986532279e-01,9.972944282756602830e-01,9.973003757980966055e-01,5.947522436322572048e-06,1.258925411794167490e-02
1.258925411794167490e-02,3.760603093086393733e-01,9.970305403996106985e-01,9.970374265850538986e-01,6.886185443200076861e-06,1.258925411794167490e-02
1.258925411794167490e-02,4.146978168211084559e-01,9.967182494418087568e-01,9.967262159826125734e-01,7.966540803816535288e-06,1.258925411794167490e-02
1.258925411794167490e-02,4.573050519273262893e-01,9.963479682567774054e-01,9.963571616066639880e-01,9.193349886582602437e-06,1.258925411794167490e-02
1.258925411794167490e-02,5.042898757493767814e-01,9.959081290146137855e-01,9.959186877460837195e-01,1.055873146993402401e-05,1.258925411794167490e-02
1.258925411794167490e-02,5.561020542229561103e-01,9.953847689110165708e-01,9.953968019036391057e-01,1.203299262253487711e-05,1.258925411794167490e-02
1.258925411794167490e-02,6.132375635173039630e-01,9.947610315999672048e-01,9.947745827232774563e-01,1.355112331025143391e-05,1.258925411794167490e-02
