eta,G_uM,fixed_free_GS_gap,closed_GS_gap,RHS
0.0011288378916846883,3936.9010497450113,3.5747229021332316e-07,5.583252137286721e-07,3.469446951953614e-16
0.0011288378916846883,4598.632978267703,2.4802884457386654e-07,4.2311160219909993e-07,1.3877787807814457e-16
0.0011288378916846883,5371.591767636877,1.7464039592240965e-07,3.176102278956705e-07,4.579669976578771e-16
0.0011288378916846883,6274.472925867966,1.243533174211109e-07,2.3600829301972936e-07,9.853229343548264e-16
0.0011288378916846883,7329.114385542688,8.929443462424302e-08,1.7340030422641206e-07,2.636779683484747e-16
0.0011288378916846883,8561.024696578494,6.451995748779638e-08,1.2580629815683864e-07,7.077671781985373e-16
0.0011288378916846883,10000.0,4.683134824379209e-08,9.002049328188377e-08,3.677613769070831e-16
0.0018329807108324356,20.0,7.436469459697666e-10,7.359032283289074e-10,3.469446951953614e-18
0.0018329807108324356,23.361689410840295,1.2130650393687645e-09,1.2008081986712108e-09,1.734723475976807e-17
0.0018329807108324356,27.288426606428374,2.0818953975858517e-09,2.0616133658080474e-09,1.0408340855860843e-17
0.0018329807108324356,31.87518734449451,3.750596354730419e-09,3.7156462037485523e-09,1.0408340855860843e-17
0.0018329807108324356,37.23291133272139,7.067965782092678e-09,7.005601136364243e-09,6.938893903907228e-18
0.0018329807108324356,43.49118552081964,1.387184028349463e-08,1.3757441160290682e-08,6.938893903907228e-18
0.0018329807108324356,50.80137841233114,2.8213571856604627e-08,2.799972493986759e-08,6.938893903907228e-18
0.0018329807108324356,59.34030120557235,5.9152592195234506e-08,5.874923288595648e-08,1.0408340855860843e-17
0.0018329807108324356,69.31448431551465,1.2715847015534049e-07,1.263980314601459e-07,1.3877787807814457e-17
0.0018329807108324356,80.9651727125807,2.7876535423749203e-07,2.773365376519373e-07,1.0408340855860843e-17
0.0018329807108324356,94.5741609003176,6.199027235534492e-07,6.171548958003531e-07,6.938893903907228e-18
0.0018329807108324356,110.47060866220276,1.3906855704439326e-06,1.3846303470507054e-06,1.0408340855860843e-17
0.0018329807108324356,129.0390024296432,3.1293515253697293e-06,3.110719613049883e-06,8.673617379884035e-18
0.0018329807108324356,150.72845483229952,7.018018955650112e-06,6.937431786286242e-06,1.214306433183765e-17
0.0018329807108324356,176.06356735840254,1.5565855805118115e-05,1.5180729679650957e-05,2.0816681711721685e-17
0.0018329807108324356,205.65711885957793,3.3802723743481256e-05,3.214760508462623e-05,3.122502256758253e-17
0.0018329807108324356,240.22488679628626,7.082698721185346e-05,6.520685828024023e-05,5.204170427930421e-17
0.0018329807108324356,280.60295970445543,0.00013992548746066813,0.00012596584406917438,6.245004513516506e-17
0.0018329807108324356,327.76795961890105,0.0002510898146066004,0.00022579158803348598,9.020562075079397e-17
0.0018329807108324356,382.86066357208045,0.00038692533350659364,0.0003513322162763677,4.683753385137379e-17
0.0018329807108324356,447.213595499958,0.00047887386558742584,0.00043727863543213674,9.063930161978817e-17
0.0018329807108324356,522.3832559187591,0.00045463318620408977,0.0004125945627005412,6.765421556309548e-17
0.0018329807108324356,610.1877689098774,0.0003349362379009291,0.00029702979401169394,9.367506770274758e-17
0.0018329807108324356,712.7508569783073,0.00020448943299289368,0.00017296130495425555,2.0209528495129803e-16
0.0018329807108324356,832.5532074018732,0.00011211236661934354,8.7322744870999e-05,2.463307335887066e-16
0.0018329807108324356,972.4924724660731,5.8852098178907575e-05,4.0174232388112685e-05,1.2923689896027213e-16
0.0018329807108324356,1135.9533548066277,3.083418939031635e-05,1.721542844090873e-05,3.226585665316861e-16
0.0018329807108324356,1326.889473009725,1.6515879867728955e-05,6.806742584908321e-06,1.6653345369377348e-16
0.0018329807108324356,1549.918987548337,9.158851126400691e-06,2.3184585037361316e-06,4.0245584642661925e-16
0.0018329807108324356,1810.4362999534146,5.286405380111603e-06,4.789065274346527e-07,5.551115123125783e-16
0.0018329807108324356,2114.7425268811285,3.1777267375243667e-06,2.1609517608656148e-07,4.85722573273506e-16
0.0018329807108324356,2470.1979048446246,1.984464885418369e-06,4.3156356754892045e-07,6.106226635438361e-16
0.0018329807108324356,2885.3998118144273,1.2820266400703773e-06,4.545358378571507e-07,2.7755575615628914e-16
0.0018329807108324356,3370.3907114852836,8.524678083432491e-07,4.067064354185135e-07,5.967448757360216e-16
0.0018329807108324356,3936.9010497450113,5.804204971093796e-07,3.386513524050727e-07,5.273559366969494e-16
0.0018329807108324356,4598.632978267703,4.027232471948139e-07,2.706672223018458e-07,3.469446951953614e-16
0.0018329807108324356,5371.591767636877,2.8356498871229263e-07,2.1025500962501553e-07,3.885780586188048e-16
0.0018329807108324356,6274.472925867966,2.0191476479691772e-07,1.5955398746658744e-07,4.718447854656915e-16
0.0018329807108324356,7329.114385542688,1.4498979317156824e-07,1.184926897712657e-07,4.3021142204224816e-16
0.0018329807108324356,8561.024696578494,1.0476327672037655e-07,8.612706281496685e-08,4.371503159461554e-16
0.0018329807108324356,10000.0,7.60419625045472e-08,6.121567142081119e-08,3.469446951953614e-16
0.002976351441631319,20.0,1.2075166122267698e-09,1.1941437945623464e-09,1.0408340855860843e-17
0.002976351441631319,23.361689410840295,1.9697467921336604e-09,1.9483217768886518e-09,6.938893903907228e-18
0.002976351441631319,27.288426606428374,3.3805333122648856e-09,3.344545889452091e-09,6.938893903907228e-18
0.002976351441631319,31.87518734449451,6.090131095552644e-09,6.026950369493727e-09,1.0408340855860843e-17
0.002976351441631319,37.23291133272139,1.1476798346420937e-08,1.1361375308052094e-08,3.469446951953614e-18
0.002976351441631319,43.49118552081964,2.2524771260972083e-08,2.230656680245538e-08,6.938893903907228e-18
0.002976351441631319,50.80137841233114,4.581254037905975e-08,4.5388343412606884e-08,6.938893903907228e-18
0.002976351441631319,59.34030120557235,9.605059742094071e-08,9.52080500063999e-08,6.938893903907228e-18
0.002976351441631319,69.31448431551465,2.064769389982686e-07,2.0477655746759492e-07,1.0408340855860843e-17
0.002976351441631319,80.9651727125807,4.5265256797823953e-07,4.4917162739710383e-07,6.938893903907228e-18
0.002976351441631319,94.5741609003176,1.006582980480307e-06,9.99283772150643e-07,6.938893903907228e-18
0.002976351441631319,110.47060866220276,2.258159646002355e-06,2.241882500188209e-06,1.0408340855860843e-17
0.002976351441631319,129.0390024296432,5.081351828776495e-06,5.039515388011867e-06,6.938893903907228e-18
0.002976351441631319,150.72845483229952,1.1395613442162934e-05,1.1261799796939437e-05,1.1275702593849246e-17
0.002976351441631319,176.06356735840254,2.5275067934676064e-05,2.476658242442451e-05,2.0816681711721685e-17
0.002976351441631319,205.65711885957793,5.488614997729152e-05,5.294393415390154e-05,2.42861286636753e-17
0.002976351441631319,240.22488679628626,0.00011499866630674052,0.00010872405968717289,6.938893903907228e-17
0.002976351441631319,280.60295970445543,0.000227173587820928,0.00021181976460928065,5.551115123125783e-17
0.002976351441631319,327.76795961890105,0.0004075980317303912,0.00037967149698533986,6.938893903907228e-17
0.002976351441631319,382.86066357208045,0.0006279759547943853,0.000588236158833938,5.377642775528102e-17
0.002976351441631319,447.213595499958,0.0007770247164193833,0.0007302684542520588,8.066464163292153e-17
0.002976351441631319,522.3832559187591,0.0007375536516686654,0.0006906393646766706,7.979727989493313e-17
0.002976351441631319,610.1877689098774,0.0005433327708349589,0.0005018714462794449,1.249000902703301e-16
0.002976351441631319,712.7508569783073,0.00033174026130688983,0.000298069366171827,1.0148132334464322e-16
0.002976351441631319,832.5532074018732,0.0001819006088676911,0.000155952169092477,1.3270634591222574e-16
0.002976351441631319,972.4924724660731,9.550008199965543e-05,7.622229094328414e-05,2.706168622523819e-16
0.002976351441631319,1135.9533548066277,5.004156469556875e-05,3.611278221826719e-05,5.30825383648903e-16
0.002976351441631319,1326.889473009725,2.6806946692436995e-05,1.6933973370658606e-05,6.869504964868156e-16
0.002976351441631319,1549.918987548337,1.4867029831000522e-05,7.936961306187484e-06,5.828670879282072e-16
0.002976351441631319,1810.4362999534146,8.581689695752459e-06,3.723076231310074e-06,5.551115123125783e-16
0.002976351441631319,2114.7425268811285,5.158830709839357e-06,1.734648702234054e-06,2.914335439641036e-16
0.002976351441631319,2470.1979048446246,3.2217762373498715e-06,7.870025064971031e-07,3.469446951953614e-16
0.002976351441631319,2885.3998118144273,2.0814326892049095e-06,3.3289033229966236e-07,4.163336342344337e-16
0.002976351441631319,3370.3907114852836,1.3840564495604113e-06,1.1699806479192887e-07,1.249000902703301e-16
0.002976351441631319,3936.9010497450113,9.423818420062346e-07,1.7994907119955883e-08,6.938893903907228e-17
0.002976351441631319,4598.632978267703,6.538793290156164e-07,2.316367619936699e-08,2.636779683484747e-16
0.002976351441631319,5371.591767636877,4.604145329434317e-07,3.595319597593516e-08,3.7470027081099033e-16
0.002976351441631319,6274.472925867966,3.2784536063701353e-07,3.542080595497765e-08,6.591949208711867e-16
0.002976351441631319,7329.114385542688,2.3541936677862196e-07,2.9342045571034703e-08,3.8163916471489756e-16
0.002976351441631319,8561.024696578494,1.7010497443958883e-07,2.170115731559008e-08,1.6653345369377348e-16
0.002976351441631319,10000.0,1.2347070965645912e-07,1.444574426745504e-08,5.342948306008566e-16
0.004832930238571752,20.0,1.9607373847371073e-09,1.938224165800445e-09,1.0408340855860843e-17
0.004832930238571752,23.361689410840295,3.1984290165378362e-09,3.162116933911035e-09,1.3877787807814457e-17
0.004832930238571752,27.288426606428374,5.489231339844648e-09,5.427741866907438e-09,1.0408340855860843e-17
0.004832930238571752,31.87518734449451,9.889013148829152e-09,9.779992272735023e-09,1.0408340855860843e-17
0.004832930238571752,37.23291133272139,1.863575797562793e-08,1.843417995193216e-08,6.938893903907228e-18
0.004832930238571752,43.49118552081964,3.6575198780937086e-08,3.6188437630216286e-08,1.3877787807814457e-17
0.004832930238571752,50.80137841233114,7.438933392287525e-08,7.362357542600685e-08,6.938893903907228e-18
0.004832930238571752,59.34030120557235,1.5596471045469656e-07,1.5440901956408027e-07,6.938893903907228e-18
0.004832930238571752,69.31448431551465,3.3527237945348096e-07,3.320457403883882e-07,6.938893903907228e-18
0.004832930238571752,80.9651727125807,7.350063682470473e-07,7.281932354137512e-07,1.0408340855860843e-17
0.004832930238571752,94.5741609003176,1.634464335495433e-06,1.619774696449256e-06,3.469446951953614e-18
0.004832930238571752,110.47060866220276,3.666738577519065e-06,3.633863292030375e-06,5.204170427930421e-18
0.004832930238571752,129.0390024296432,8.250937697069959e-06,8.171422231702469e-06,6.5052130349130266e-18
0.004832930238571752,150.72845483229952,1.850371453386958e-05,1.8283473230058453e-05,8.673617379884035e-18
0.004832930238571752,176.06356735840254,4.103999524503188e-05,4.0331207505453145e-05,2.2551405187698492e-17
0.004832930238571752,205.65711885957793,8.911777436810403e-05,8.67094369415948e-05,3.469446951953614e-17
0.004832930238571752,240.22488679628626,0.00018670962490317453,0.00017937270712706233,5.551115123125783e-17
0.004832930238571752,280.60295970445543,0.00036878913919742573,0.00035117349369134104,4.85722573273506e-17
0.004832930238571752,327.76795961890105,0.0006615431526535154,0.0006293559600380333,6.591949208711867e-17
0.004832930238571752,382.86066357208045,0.0010188910058920586,0.0009724363499786781,7.762887554996212e-17
0.004832930238571752,447.213595499958,0.0012602417240810126,0.001205138006608486,7.849623728795052e-17
0.004832930238571752,522.3832559187591,0.0011958617003881011,0.0011410687970211386,8.326672684688674e-17
0.004832930238571752,610.1877689098774,0.0008808595782163753,0.000833655628363017,1.5178830414797062e-16
0.004832930238571752,712.7508569783073,0.0005378697719783387,0.0005007363334011972,1.5308934675495323e-16
0.004832930238571752,832.5532074018732,0.0002949847443232123,0.00026716251940994695,1.5265566588595902e-16
0.004832930238571752,972.4924724660731,0.00015490603261270053,0.00013465745573726373,1.2576745200831851e-16
0.004832930238571752,1135.9533548066277,8.118713149329881e-05,6.675633689257054e-05,5.898059818321144e-16
0.004832930238571752,1326.889473009725,4.34991120126238e-05,3.3360690935069215e-05,3.7470027081099033e-16
0.004832930238571752,1549.918987548337,2.4127828119890893e-05,1.705240057947588e-05,3.95516952522712e-16
0.004832930238571752,1810.4362999534146,1.3928812773178478e-05,8.987316588604521e-06,4.926614671774132e-16
0.004832930238571752,2114.7425268811285,8.37392183528074e-06,4.900497388660163e-06,4.0245584642661925e-16
0.004832930238571752,2470.1979048446246,5.2299912661757375e-06,2.764807346844478e-06,4.0245584642661925e-16
0.004832930238571752,2885.3998118144273,3.3790114036813534e-06,1.6110310708805642e-06,3.0531133177191805e-16
0.004832930238571752,3370.3907114852836,2.2469744119790747e-06,9.671219876050685e-07,4.579669976578771e-16
0.004832930238571752,3936.9010497450113,1.5299766173981766e-06,5.969636966973724e-07,3.469446951953614e-16
0.004832930238571752,4598.632978267703,1.0616135047714081e-06,3.786422191343064e-07,6.245004513516506e-16
0.004832930238571752,5371.591767636877,7.475268404277813e-07,2.470237201457337e-07,4.0245584642661925e-16
0.004832930238571752,6274.472925867966,5.322972165267004e-07,1.6611338615746263e-07,9.71445146547012e-16
0.004832930238571752,7329.114385542688,3.8223768084044707e-07,1.15400121569742e-07,2.914335439641036e-16
0.004832930238571752,8561.024696578494,2.7619352593877267e-07,8.290069675176426e-08,5.620504062164855e-16
0.004832930238571752,10000.0,2.004771090247104e-07,6.149106579478314e-08,5.898059818321144e-16
0.007847599703514606,20.0,3.1837997505859868e-09,3.146444560410064e-09,3.469446951953614e-18
0.007847599703514606,23.361689410840295,5.1935346217027185e-09,5.133049264311644e-09,1.734723475976807e-17
0.007847599703514606,27.288426606428374,8.913286115262709e-09,8.810387006459803e-09,6.938893903907228e-18
0.007847599703514606,31.87518734449451,1.605754936122631e-08,1.5874094313713446e-08,1.3877787807814457e-17
0.007847599703514606,37.23291133272139,3.026030973767111e-08,2.991883525231857e-08,6.938893903907228e-18
0.007847599703514606,43.49118552081964,5.938995477599695e-08,5.872949518273118e-08,6.938893903907228e-18
0.007847599703514606,50.80137841233114,1.2079166081778447e-07,1.1947128262477244e-07,1.0408340855860843e-17
0.007847599703514606,59.34030120557235,2.532518283087748e-07,2.5053815150228925e-07,1.0408340855860843e-17
0.007847599703514606,69.31448431551465,5.444073031310014e-07,5.387023619969188e-07,1.0408340855860843e-17
0.007847599703514606,80.9651727125807,1.1934853406807581e-06,1.1812614688317758e-06,6.938893903907228e-18
0.007847599703514606,94.5741609003176,2.6540007018178817e-06,2.6273106406239557e-06,1.3877787807814457e-17
0.007847599703514606,110.47060866220276,5.953942322887203e-06,5.894115312059158e-06,6.938893903907228e-18
0.007847599703514606,129.0390024296432,1.3397566790825923e-05,1.3256868867402623e-05,6.5052130349130266e-18
0.007847599703514606,150.72845483229952,3.0045327785930154e-05,2.968474793531772e-05,1.3010426069826053e-17
0.007847599703514606,176.06356735840254,6.663696293656048e-05,6.560294459452293e-05,1.214306433183765e-17
0.007847599703514606,205.65711885957793,0.0001446939784947119,0.00014152892216011577,3.469446951953614e-17
0.007847599703514606,240.22488679628626,0.0003031153461696412,0.0002940545645495514,4.163336342344337e-17
0.007847599703514606,280.60295970445543,0.0005985939275102228,0.0005773108913875516,4.85722573273506e-17
0.007847599703514606,327.76795961890105,0.001073394890672097,0.0010343080888019773,7.28583859910259e-17
0.007847599703514606,382.86066357208045,0.0016523412680024552,0.0015950315695153483,6.071532165918825e-17
0.007847599703514606,447.213595499958,0.002042477577167523,0.0019739057843355945,8.153200337090993e-17
0.007847599703514606,522.3832559187591,0.0019371849410144693,0.001869699473211528,6.418476861114186e-17
0.007847599703514606,610.1877689098774,0.0014266630520667345,0.0013702121761254293,3.122502256758253e-17
0.007847599703514606,712.7508569783073,0.0008712718594532376,0.0008285601309369062,1.5092094240998222e-16
0.007847599703514606,832.5532074018732,0.0004779870480944304,0.00044714287225466887,2.220446049250313e-16
0.007847599703514606,972.4924724660731,0.00025109936574807534,0.00022928326705051738,2.7755575615628914e-16
0.007847599703514606,1135.9533548066277,0.00013164766943996042,0.00011640538092827502,4.544975507059235e-16
0.007847599703514606,1326.889473009725,7.055548507839404e-05,5.998757531056054e-05,6.730727086790012e-16
0.007847599703514606,1549.918987548337,3.9144209452057765e-05,3.183342119050803e-05,4.0245584642661925e-16
0.007847599703514606,1810.4362999534146,2.2601647487796583e-05,1.752587356562696e-05,6.106226635438361e-16
0.007847599703514606,2114.7425268811285,1.3589824681470297e-05,1.003658777187777e-05,5.689893001203927e-16
0.007847599703514606,2470.1979048446246,8.488506702319931e-06,5.97401699931055e-06,7.494005416219807e-16
0.007847599703514606,2885.3998118144273,5.484729389770848e-06,3.685224853944291e-06,6.938893903907228e-17
0.007847599703514606,3370.3907114852836,3.64746663517046e-06,2.3468607144305764e-06,5.412337245047638e-16
0.007847599703514606,3936.9010497450113,2.4837049762416186e-06,1.5366973422636931e-06,5.273559366969494e-16
0.007847599703514606,4598.632978267703,1.723452868640507e-06,1.0308622907517773e-06,2.220446049250313e-16
0.007847599703514606,5371.591767636877,1.2135964073678451e-06,7.063824215558512e-07,2.42861286636753e-16
0.007847599703514606,6274.472925867966,8.641988366031583e-07,4.932798259860149e-07,3.400058012914542e-16
0.007847599703514606,7329.114385542688,6.205874317766202e-07,3.503801871973522e-07,3.677613769070831e-16
0.007847599703514606,8561.024696578494,4.4842660062993644e-07,2.527206310887209e-07,3.0531133177191805e-16
0.007847599703514606,10000.0,3.254990683654313e-07,1.8477681429374115e-07,3.885780586188048e-16
0.012742749857031334,20.0,5.169779960270378e-09,5.108324722290702e-09,1.0408340855860843e-17
0.012742749857031334,23.361689410840295,8.433140668287964e-09,8.333403309562304e-09,1.0408340855860843e-17
0.012742749857031334,27.288426606428374,1.4473186530597915e-08,1.4303047418868543e-08,1.0408340855860843e-17
0.012742749857031334,31.87518734449451,2.6073874709819055e-08,2.5769555186136786e-08,1.0408340855860843e-17
0.012742749857031334,37.23291133272139,4.9135985541958437e-08,4.8567350431226366e-08,1.0408340855860843e-17
0.012742749857031334,43.49118552081964,9.64360212112091e-08,9.533113643563247e-08,1.734723475976807e-17
0.012742749857031334,50.80137841233114,1.9613866473474706e-07,1.9391770790478866e-07,1.0408340855860843e-17
0.012742749857031334,59.34030120557235,4.1122432075323644e-07,4.06630333016193e-07,1.0408340855860843e-17
0.012742749857031334,69.31448431551465,8.839954199943954e-07,8.742662680669405e-07,3.469446951953614e-18
0.012742749857031334,80.9651727125807,1.9379513532509843e-06,1.9169416419996445e-06,3.469446951953614e-18
0.012742749857031334,94.5741609003176,4.309492827015717e-06,4.263316726113445e-06,6.938893903907228e-18
0.012742749857031334,110.47060866220276,9.667813757933096e-06,9.56422302484934e-06,6.938893903907228e-18
0.012742749857031334,129.0390024296432,2.1754356959865226e-05,2.151431203131532e-05,8.673617379884035e-18
0.012742749857031334,150.72845483229952,4.8785392422751386e-05,4.8196935896009045e-05,8.673617379884035e-18
0.012742749857031334,176.06356735840254,0.00010819609801432893,0.00010663401873666888,1.734723475976807e-17
0.012742749857031334,205.65711885957793,0.00023491541753101718,0.00023052203682478838,2.7755575615628914e-17
0.012742749857031334,240.22488679628626,0.0004920350998086805,0.0004801780257902809,4.163336342344337e-17
0.012742749857031334,280.60295970445543,0.0009713577700685011,0.0009441336620946983,4.163336342344337e-17
0.012742749857031334,327.76795961890105,0.0017408386226804157,0.0016905976329262273,4.85722573273506e-17
0.012742749857031334,382.86066357208045,0.0026774849797334133,0.0026026759493445184,5.334274688628682e-17
0.012742749857031334,447.213595499958,0.0033063567901129853,0.003216141600373701,6.808789643208968e-17
0.012742749857031334,522.3832559187591,0.003133418835600421,0.0030455859385647988,9.194034422677078e-17
0.012742749857031334,610.1877689098774,0.0023069962884150197,0.002235733469520995,1.0234868508263162e-16
0.012742749857031334,712.7508569783073,0.0014092209790111943,0.0013575664942657717,1.3877787807814457e-16
0.012742749857031334,832.5532074018732,0.0007735136676791932,0.0007378165181514129,2.636779683484747e-16
0.012742749857031334,972.4924724660731,0.00040659080134419767,0.00038225248202550244,1.5612511283791264e-16
0.012742749857031334,1135.9533548066277,0.00021328773522044653,0.0001967373618684265,2.706168622523819e-16
0.012742749857031334,1326.889473009725,0.0001143628737895197,0.00010310161046311883,3.3306690738754696e-16
0.012742749857031334,1549.918987548337,6.347199117862079e-05,5.578078958712318e-05,1.5265566588595902e-16
0.012742749857031334,1810.4362999534146,3.665886910364513e-05,3.136586078444914e-05,4.510281037539698e-16
0.012742749857031334,2114.7425268811285,2.204694623686443e-05,1.8364496500500316e-05,4.0245584642661925e-16
0.012742749857031334,2470.1979048446246,1.3773347567913596e-05,1.117898998037603e-05,2.914335439641036e-16
0.012742749857031334,2885.3998118144273,8.900626053742755e-06,7.0500351682101225e-06,4.996003610813204e-16
0.012742749857031334,3370.3907114852836,5.919725305059131e-06,4.585476051643944e-06,1.249000902703301e-16
0.012742749857031334,3936.9010497450113,4.031307809126972e-06,3.0616073172229363e-06,9.71445146547012e-17
0.012742749857031334,4598.632978267703,2.7975264043078596e-06,2.089334477650695e-06,4.0245584642661925e-16
0.012742749857031334,5371.591767636877,1.970029029130238e-06,1.4519288470404845e-06,3.3306690738754696e-16
0.012742749857031334,6274.472925867966,1.4029154101757868e-06,1.0243139821897174e-06,2.914335439641036e-16
0.012742749857031334,7329.114385542688,1.0074813406868444e-06,7.318063978134504e-07,6.522560269672795e-16
0.012742749857031334,8561.024696578494,7.280128232478589e-07,5.28390802556622e-07,4.579669976578771e-16
0.012742749857031334,10000.0,5.284561046536851e-07,3.8491609877233657e-07,1.249000902703301e-16
0.0206913808111479,20.0,8.394568401569411e-09,8.293980066815827e-09,1.0408340855860843e-17
0.0206913808111479,23.361689410840295,1.3693537536226203e-08,1.3530063691169839e-08,1.3877787807814457e-17
0.0206913808111479,27.288426606428374,2.3501223280392213e-08,2.3221901414082835e-08,6.938893903907228e-18
0.0206913808111479,31.87518734449451,4.233815011856694e-08,4.18375736656654e-08,1.3877787807814457e-17
0.0206913808111479,37.23291133272139,7.978586634486929e-08,7.884837308107717e-08,1.734723475976807e-17
0.0206913808111479,43.49118552081964,1.5659055251814524e-07,1.54764020420862e-07,6.938893903907228e-18
0.0206913808111479,50.80137841233114,3.1848533714809446e-07,3.1480204147442403e-07,1.3877787807814457e-17
0.0206913808111479,59.34030120557235,6.677362039463151e-07,6.6008901017454e-07,1.0408340855860843e-17
0.0206913808111479,69.31448431551465,1.4354098941468793e-06,1.4191463182701165e-06,1.0408340855860843e-17
0.0206913808111479,80.9651727125807,3.1467940498959178e-06,3.1115180778872086e-06,3.469446951953614e-18
0.0206913808111479,94.5741609003176,6.997623154903453e-06,6.919805988061427e-06,6.938893903907228e-18
0.0206913808111479,110.47060866220276,1.5698214767591485e-05,1.552356115812098e-05,1.0408340855860843e-17
0.0206913808111479,129.0390024296432,3.532342689554547e-05,3.492206368624481e-05,6.938893903907228e-18
0.0206913808111479,150.72845483229952,7.921259919744378e-05,7.825412660226972e-05,1.1275702593849246e-17
0.0206913808111479,176.06356735840254,0.0001756666609117061,0.00017324723691973,2.0816681711721685e-17
0.0206913808111479,205.65711885957793,0.000381357150273591,0.00037497034873797304,3.122502256758253e-17
0.0206913808111479,240.22488679628626,0.0007985426758103549,0.0007821526242176718,3.122502256758253e-17
0.0206913808111479,280.60295970445543,0.001575622253828332,0.0015387878186797627,6.245004513516506e-17
0.0206913808111479,327.76795961890105,0.0028211715818469985,0.0027529476757952864,6.938893903907228e-17
0.0206913808111479,382.86066357208045,0.004333075436531053,0.004230182609177513,6.938893903907228e-17
0.0206913808111479,447.213595499958,0.005342149318919964,0.005217377418365421,5.724587470723463e-17
0.0206913808111479,522.3832559187591,0.005056242862228444,0.0049360511222881764,4.85722573273506e-17
0.0206913808111479,610.1877689098774,0.0037210017168342047,0.0036262137071242373,1.231653667943533e-16
0.0206913808111479,712.7508569783073,0.002273804786098954,0.002207927979915536,2.463307335887066e-16
0.0206913808111479,832.5532074018732,0.0012491292585052882,0.0012056923673200437,2.1163626406917047e-16
0.0206913808111479,972.4924724660731,0.0006572292817823566,0.0006288556111916366,2.498001805406602e-16
0.0206913808111479,1135.9533548066277,0.0003450757533720594,0.00032642642261315746,4.0245584642661925e-16
0.0206913808111479,1326.889473009725,0.00018516536377444215,0.0001727888242396558,2.7755575615628914e-16
0.0206913808111479,1549.918987548337,0.00010282918528492502,9.452489101446915e-05,6.106226635438361e-16
0.0206913808111479,1810.4362999534146,5.9417561887986636e-05,5.377392007055448e-05,4.2327252813834093e-16
0.0206913808111479,2114.7425268811285,3.574696671293509e-05,3.185571502828388e-05,2.636779683484747e-16
0.0206913808111479,2470.1979048446246,2.2338274876410047e-05,1.961473881584297e-05,3.7470027081099033e-16
0.0206913808111479,2885.3998118144273,1.4438542303096824e-05,1.2505266633655587e-05,3.885780586188048e-16
0.0206913808111479,3370.3907114852836,9.604552750785977e-06,8.215820885837388e-06,3.3306690738754696e-16
0.0206913808111479,3936.9010497450113,6.54153267065638e-06,5.53506688905081e-06,3.608224830031759e-16
0.0206913808111479,4598.632978267703,4.539986189655565e-06,3.806509125459101e-06,3.3306690738754696e-16
0.0206913808111479,5371.591767636877,3.1973575000954213e-06,2.661608946241678e-06,3.469446951953614e-16
0.0206913808111479,6274.472925867966,2.2770976181307745e-06,1.886038663800882e-06,6.938893903907228e-17
0.0206913808111479,7329.114385542688,1.6353605365448942e-06,1.3508176035514907e-06,4.0245584642661925e-16
0.0206913808111479,8561.024696578494,1.1817827583193719e-06,9.758083336919299e-07,4.2327252813834093e-16
0.0206913808111479,10000.0,8.578793589952838e-07,7.097678482725911e-07,2.5673907444456745e-16
0.03359818286283781,20.0,1.3630904787927459e-08,1.3466773040508948e-08,6.938893903907228e-18
0.03359818286283781,23.361689410840295,2.2235247415210505e-08,2.1968279744014876e-08,1.3877787807814457e-17
0.03359818286283781,27.288426606428374,3.8160738782095586e-08,3.770412849594734e-08,3.469446951953614e-18
0.03359818286283781,31.87518734449451,6.87477003463938e-08,6.792844644773217e-08,6.938893903907228e-18
0.03359818286283781,37.23291133272139,1.2955442324768e-07,1.2801798666181152e-07,6.938893903907228e-18
0.03359818286283781,43.49118552081964,2.5426805577195713e-07,2.512697294125739e-07,1.734723475976807e-17
0.03359818286283781,50.80137841233114,5.171489126870404e-07,5.110911046844746e-07,1.0408340855860843e-17
0.03359818286283781,59.34030120557235,1.0842537705533367e-06,1.0716488495102574e-06,1.0408340855860843e-17
0.03359818286283781,69.31448431551465,2.330781752830696e-06,2.3039077206147597e-06,6.938893903907228e-18
0.03359818286283781,80.9651727125807,5.109674425273869e-06,5.051233180555868e-06,6.938893903907228e-18
0.03359818286283781,94.5741609003176,1.136249582734067e-05,1.1233300402029023e-05,1.0408340855860843e-17
0.03359818286283781,110.47060866220276,2.5489983804275525e-05,2.5199938996546154e-05,6.938893903907228e-18
0.03359818286283781,129.0390024296432,5.7355271049619634e-05,5.669196055477048e-05,8.673617379884035e-18
0.03359818286283781,150.72845483229952,0.00012861306689658384,0.00012705378364156463,1.3877787807814457e-17
0.03359818286283781,176.06356735840254,0.0002851916501585821,0.00028138037704142707,1.5612511283791264e-17
0.03359818286283781,205.65711885957793,0.0006189936870328733,0.0006093729298601979,2.7755575615628914e-17
0.03359818286283781,240.22488679628626,0.0012955687112829704,0.0012718380500757742,4.85722573273506e-17
0.03359818286283781,280.60295970445543,0.002554129093881488,0.002501785669856156,6.245004513516506e-17
0.03359818286283781,327.76795961890105,0.004566352141520763,0.004469264610973259,5.898059818321144e-17
0.03359818286283781,382.86066357208045,0.0069978339329417605,0.00685019907018769,7.41594285980085e-17
0.03359818286283781,447.213595499958,0.008604992587319893,0.00842562380810108,8.066464163292153e-17
0.03359818286283781,522.3832559187591,0.008127691907823309,0.007956705091590244,7.979727989493313e-17
0.03359818286283781,610.1877689098774,0.005977006955832143,0.005845368304000509,8.673617379884035e-17
0.03359818286283781,712.7508569783073,0.003654564593523313,0.003566361195948331,2.680147770384167e-16
