eta,G_uM,fixed_free_GS_gap,closed_GS_gap,RHS
0.0001,37.23291133272139,3.855995765744691e-10,4.036543158644594e-10,1.3877787807814457e-17
0.0001,43.49118552081964,7.5679141089708e-10,7.997276439165868e-10,1.3877787807814457e-17
0.0001,50.80137841233114,1.5392182215758464e-09,1.644194027618489e-09,1.0408340855860843e-17
0.0001,59.34030120557235,3.2271260303785854e-09,3.4894339840025636e-09,3.469446951953614e-18
0.0001,69.31448431551465,6.937252238154237e-09,7.601463075093337e-09,1.0408340855860843e-17
0.0001,80.9651727125807,1.5208314733429484e-08,1.6889854339121116e-08,1.0408340855860843e-17
0.0001,94.5741609003176,3.381941335745681e-08,3.7970004133696875e-08,3.469446951953614e-18
0.0001,110.47060866220276,7.587033413331001e-08,8.530822562897653e-08,6.938893903907228e-18
0.0001,129.0390024296432,1.707255729926048e-07,1.8726418476739531e-07,1.3877787807814457e-17
0.0001,150.72845483229952,3.8287887683258193e-07,3.8296607963441906e-07,1.1275702593849246e-17
0.0001,176.06356735840254,8.492307257586262e-07,6.51082829847098e-07,1.734723475976807e-17
0.0001,205.65711885957793,1.8442377477875804e-06,6.243194225034887e-07,3.469446951953614e-17
0.0001,240.22488679628626,3.8644687865678484e-06,7.633122652422886e-07,4.5102810375396984e-17
0.0001,280.60295970445543,7.635507909727057e-06,4.209204272943856e-06,4.85722573273506e-17
0.0001,327.76795961890105,1.3704341772155515e-05,7.6038271769468535e-06,5.551115123125783e-17
0.0001,382.86066357208045,2.1124595565719106e-05,8.166962660260957e-06,6.895525817007808e-17
0.0001,447.213595499958,2.61539544796352e-05,7.589248055772657e-06,7.45931094670027e-17
0.0001,522.3832559187591,2.483708524064765e-05,9.777096761143245e-06,7.45931094670027e-17
0.0001,610.1877689098774,1.8299753265615948e-05,1.4191914870509414e-05,7.24247051220317e-17
0.0001,712.7508569783073,1.1171673006238336e-05,1.7093574934734512e-05,3.4867941867133823e-16
0.0001,832.5532074018732,6.123784917266839e-06,1.6902364101456513e-05,2.740863092043355e-16
0.0001,972.4924724660731,3.2139235563999335e-06,1.455163285768446e-05,1.0755285551056204e-16
0.0001,1135.9533548066277,1.683527934059903e-06,1.1464089802237787e-05,3.0878077872387166e-16
0.0001,1326.889473009725,9.016080311230468e-07,8.558681681147817e-06,5.273559366969494e-16
0.0001,1549.918987548337,4.999194845867194e-07,6.204325169623104e-06,6.800116025829084e-16
0.0001,1810.4362999534146,2.885196204172047e-07,4.441402050803234e-06,2.220446049250313e-16
0.0001,2114.7425268811285,1.7341932656567138e-07,3.174336736577743e-06,3.3306690738754696e-16
0.0001,2470.1979048446246,1.082924669937313e-07,2.2792991820619335e-06,6.38378239159465e-16
